Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Anaphase-Promoting Complex-Dependent Catabolic Process (GO:0031145)	1/21	0.015188351811769732	0.05854419243809424	0	0	73.44285714285714	307.5218756873862	CDC27
Axon Extension (GO:0048675)	1/21	0.015188351811769732	0.05854419243809424	0	0	73.44285714285714	307.5218756873862	MAP1B
Regulation of Cell Population Proliferation (GO:0042127)	3/767	0.016739379719114177	0.058895116269911375	0	0	6.4856020942408374	26.526055935915323	TSC2;PIAS1;SAV1
Negative Regulation of Extrinsic Apoptotic Signaling Pathway via Death Domain Receptors (GO:1902042)	1/24	0.017340464260945095	0.058895116269911375	0	0	63.85403726708075	258.90976525337067	BRCA1
Mismatch Repair (GO:0006298)	1/24	0.017340464260945095	0.058895116269911375	0	0	63.85403726708075	258.90976525337067	MSH6
Regulation of Centrosome Cycle (GO:0046605)	1/25	0.018056859241455937	0.058895116269911375	0	0	61.19047619047619	245.6326240057944	CCNL2
Negative Regulation of Fatty Acid Metabolic Process (GO:0045922)	1/26	0.018772766812181534	0.058895116269911375	0	0	58.74	233.51194346803783	BRCA1
Regulation of Fatty Acid Biosynthetic Process (GO:0042304)	1/26	0.018772766812181534	0.058895116269911375	0	0	58.74	233.51194346803783	BRCA1
Negative Regulation of Lipid Biosynthetic Process (GO:0051055)	1/26	0.018772766812181534	0.058895116269911375	0	0	58.74	233.51194346803783	BRCA1
Negative Regulation of Macroautophagy (GO:0016242)	1/26	0.018772766812181534	0.058895116269911375	0	0	58.74	233.51194346803783	TSC2
Mitotic Cell Cycle Checkpoint Signaling (GO:0007093)	1/26	0.018772766812181534	0.058895116269911375	0	0	58.74	233.51194346803783	BRCA1
Negative Regulation of Proteolysis Involved in Protein Catabolic Process (GO:1903051)	1/27	0.019488187277431342	0.058895116269911375	0	0	56.47802197802198	222.40744465448924	PDCL3
Regulation of Microtubule Polymerization or Depolymerization (GO:0031110)	1/27	0.019488187277431342	0.058895116269911375	0	0	56.47802197802198	222.40744465448924	MAP1B
Positive Regulation of Vascular Endothelial Growth Factor Production (GO:0010575)	1/27	0.019488187277431342	0.058895116269911375	0	0	56.47802197802198	222.40744465448924	BRCA1
Regulation of Chromosome Segregation (GO:0051983)	1/27	0.019488187277431342	0.058895116269911375	0	0	56.47802197802198	222.40744465448924	RAD18
Regulation of Microtubule Depolymerization (GO:0031114)	1/28	0.020203120938954627	0.058895116269911375	0	0	54.383597883597886	212.2003495249364	MAP1B
Regulation of Mitophagy (GO:1901524)	1/28	0.020203120938954627	0.058895116269911375	0	0	54.383597883597886	212.2003495249364	TSC2
Primary Neural Tube Formation (GO:0014020)	1/28	0.020203120938954627	0.058895116269911375	0	0	54.383597883597886	212.2003495249364	TSC2
Regulation of Supramolecular Fiber Organization (GO:1902903)	1/29	0.020917568100171795	0.058895116269911375	0	0	52.43877551020408	202.78944418375696	MAP1B
Tube Closure (GO:0060606)	1/29	0.020917568100171795	0.058895116269911375	0	0	52.43877551020408	202.78944418375696	TSC2
Regulation of Vascular Endothelial Growth Factor Production (GO:0010574)	1/29	0.020917568100171795	0.058895116269911375	0	0	52.43877551020408	202.78944418375696	BRCA1
Mitotic G2 DNA Damage Checkpoint Signaling (GO:0007095)	1/30	0.0216315290669743	0.058895116269911375	0	0	50.62807881773399	194.08797253751848	BRCA1
Positive Regulation of Catalytic Activity (GO:0043085)	1/30	0.0216315290669743	0.058895116269911375	0	0	50.62807881773399	194.08797253751848	MSH6
Neural Tube Closure (GO:0001843)	1/30	0.0216315290669743	0.058895116269911375	0	0	50.62807881773399	194.08797253751848	TSC2
Negative Regulation of Insulin Receptor Signaling Pathway (GO:0046627)	1/31	0.02234500414550679	0.058895116269911375	0	0	48.93809523809524	186.0211636014617	TSC2
Negative Regulation of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033144)	1/31	0.02234500414550679	0.058895116269911375	0	0	48.93809523809524	186.0211636014617	BRCA1
Positive Regulation of ATP-dependent Activity (GO:0032781)	1/31	0.02234500414550679	0.058895116269911375	0	0	48.93809523809524	186.0211636014617	MSH6
B Cell Activation Involved in Immune Response (GO:0002312)	1/32	0.02305799363397474	0.058895116269911375	0	0	47.357142857142854	178.52424709526073	MSH6
Regulation of Extrinsic Apoptotic Signaling Pathway via Death Domain Receptors (GO:1902041)	1/32	0.02305799363397474	0.058895116269911375	0	0	47.357142857142854	178.52424709526073	BRCA1
Negative Regulation of Cellular Response to Insulin Stimulus (GO:1900077)	1/32	0.02305799363397474	0.058895116269911375	0	0	47.357142857142854	178.52424709526073	TSC2
Negative Regulation of G2/M Transition of Mitotic Cell Cycle (GO:0010972)	1/33	0.02377049784558764	0.05999220884838785	0	0	45.875	171.5408487064766	BRCA1
Positive Regulation of Macromolecule Biosynthetic Process (GO:0010557)	2/355	0.026817884516357707	0.06610313419980451	0	0	8.817171497058183	31.906577536563614	PDCL3;BRCA1
Neuron Projection Extension (GO:1990138)	1/38	0.027325750334625865	0.06610313419980451	0	0	39.666023166023166	142.79473960987053	MAP1B
Protein K11-linked Ubiquitination (GO:0070979)	1/38	0.027325750334625865	0.06610313419980451	0	0	39.666023166023166	142.79473960987053	CDC27
Phosphatidylinositol 3-Kinase/Protein Kinase B Signal Transduction (GO:0043491)	1/39	0.028035349251803076	0.06610313419980451	0	0	38.6203007518797	138.0401196986119	TSC2
Base-Excision Repair (GO:0006284)	1/39	0.028035349251803076	0.06610313419980451	0	0	38.6203007518797	138.0401196986119	FEN1
Protein Monoubiquitination (GO:0006513)	1/40	0.028744465016144347	0.06610313419980451	0	0	37.62820512820513	133.5541666795965	RAD18
Regulation of DNA Recombination (GO:0000018)	1/40	0.028744465016144347	0.06610313419980451	0	0	37.62820512820513	133.5541666795965	MSH6
Negative Regulation of Kinase Activity (GO:0033673)	1/41	0.029453097932341597	0.06610313419980451	0	0	36.68571428571428	129.315535343003	TSC2
Negative Regulation of DNA Metabolic Process (GO:0051053)	1/41	0.029453097932341597	0.06610313419980451	0	0	36.68571428571428	129.315535343003	MSH6
Negative Regulation of DNA Recombination (GO:0045910)	1/42	0.030161248305316492	0.06610313419980451	0	0	35.789198606271775	125.30504722103079	MSH6
Regulation of Peptidyl-Tyrosine Phosphorylation (GO:0050730)	1/42	0.030161248305316492	0.06610313419980451	0	0	35.789198606271775	125.30504722103079	PDCL3
Negative Regulation of Cell Population Proliferation (GO:0008285)	2/379	0.030266801696565013	0.06610313419980451	0	0	8.246072230157111	28.842318345293396	TSC2;SAV1
DNA Recombination (GO:0006310)	1/43	0.030868916442361543	0.06610313419980451	0	0	34.935374149659864	121.50542489572007	BRCA1
Negative Regulation of Organelle Assembly (GO:1902116)	1/43	0.030868916442361543	0.06610313419980451	0	0	34.935374149659864	121.50542489572007	BRCA1
Negative Regulation of Ubiquitin-Dependent Protein Catabolic Process (GO:2000059)	1/43	0.030868916442361543	0.06610313419980451	0	0	34.935374149659864	121.50542489572007	PDCL3
Protein Sumoylation (GO:0016925)	1/44	0.03157610263940206	0.06627855207478453	0	0	34.12126245847176	117.90106426718627	PIAS1
Regulation of Microtubule-Based Process (GO:0032886)	1/44	0.03157610263940206	0.06627855207478453	0	0	34.12126245847176	117.90106426718627	CCNL2
- Reg of Phosphatidylinositol 3-Kinase/Prot Kinase B Signal Transduction (GO:0051898)	1/46	0.03298903045018131	0.06629824764395313	0	0	32.6015873015873	111.22292918472635	TSC2
Cell Surface Receptor Signaling Pathway via JAK-STAT (GO:0007259)	1/47	0.03369477266080782	0.06629824764395313	0	0	31.891304347826086	108.12467905731957	PIAS1
Cellular Response to Radiation (GO:0071478)	1/47	0.03369477266080782	0.06629824764395313	0	0	31.891304347826086	108.12467905731957	BRCA1
Chromosome Organization (GO:0051276)	1/47	0.03369477266080782	0.06629824764395313	0	0	31.891304347826086	108.12467905731957	MSH6
Positive Regulation of Chromosome Organization (GO:2001252)	1/47	0.03369477266080782	0.06629824764395313	0	0	31.891304347826086	108.12467905731957	FEN1
Negative Regulation of DNA-templated Transcription (GO:0045892)	3/1006	0.0340331124344379	0.06629824764395313	0	0	4.880608175473579	16.49851199518372	PHC2;BRCA1;PIAS1
Replication Fork Processing (GO:0031297)	1/48	0.03440003415488134	0.06629824764395313	0	0	31.211246200607903	105.17246521450573	BRCA1
Mitotic G2/M Transition Checkpoint (GO:0044818)	1/48	0.03440003415488134	0.06629824764395313	0	0	31.211246200607903	105.17246521450573	BRCA1
Negative Regulation of TORC1 Signaling (GO:1904262)	1/48	0.03440003415488134	0.06629824764395313	0	0	31.211246200607903	105.17246521450573	TSC2
Regulation of Insulin Receptor Signaling Pathway (GO:0046626)	1/49	0.0351048152304788	0.0670470344942478	0	0	30.55952380952381	102.35658769976021	TSC2
Regulation of Ubiquitin-Dependent Protein Catabolic Process (GO:2000058)	1/51	0.03651293733618402	0.06911377424349117	0	0	29.334285714285713	97.09908571847403	PDCL3
Cellular Response to Ionizing Radiation (GO:0071479)	1/53	0.03791914140005161	0.07114033607797295	0	0	28.203296703296704	92.28962648770752	BRCA1
Positive Regulation of Gene Expression (GO:0010628)	2/436	0.03912650766607047	0.07186695799681611	0	0	7.142857142857143	23.14967925905863	PDCL3;BRCA1
DNA-templated DNA Replication (GO:0006261)	1/55	0.039323429847314476	0.07186695799681611	0	0	27.156084656084655	87.87531824149823	MCMBP
Cell Surface Receptor Signaling Pathway via STAT (GO:0097696)	1/55	0.039323429847314476	0.07186695799681611	0	0	27.156084656084655	87.87531824149823	PIAS1
Cellular Response to Alcohol (GO:0097306)	1/56	0.04002485647049937	0.07252367155338348	0	0	26.66103896103896	85.80201143983003	BRCA1
Mitotic DNA Damage Checkpoint Signaling (GO:0044773)	1/59	0.0421262695567415	0.07503360851966147	0	0	25.278325123152708	80.0585727985222	BRCA1
Response to Light Stimulus (GO:0009416)	1/59	0.0421262695567415	0.07503360851966147	0	0	25.278325123152708	80.0585727985222	MSH6
Negative Regulation of Protein Kinase Activity (GO:0006469)	1/60	0.04282578599471244	0.07503360851966147	0	0	24.84866828087167	78.2885840661649	TSC2
Neuron Migration (GO:0001764)	1/60	0.04282578599471244	0.07503360851966147	0	0	24.84866828087167	78.2885840661649	MAP1B
Regulation of Reactive Oxygen Species Metabolic Process (GO:2000377)	1/61	0.04352482564612832	0.07563330358179675	0	0	24.433333333333334	76.58442149302155	BRCA1
Negative Regulation of RNA Biosynthetic Process (GO:1902679)	2/470	0.044833650701940446	0.07618682290550569	0	0	6.61275476660092	20.531256464565683	PHC2;BRCA1
Epigenetic Regulation of Gene Expression (GO:0040029)	1/63	0.04492147576975571	0.07618682290550569	0	0	23.642857142857142	73.35998622113591	BRCA1
Negative Regulation of Metabolic Process (GO:0009892)	1/63	0.04492147576975571	0.07618682290550569	0	0	23.642857142857142	73.35998622113591	BRCA1
Regulation of Gene Expression (GO:0010468)	3/1126	0.04528196181740681	0.07618869766103369	0	0	4.332368655387356	13.408016055051272	PDCL3;BRCA1;CCNL2
Regulation of Endocytosis (GO:0030100)	1/65	0.04631622234329987	0.07731526879353993	0	0	22.901785714285715	70.3603089909138	TSC2
Chordate Embryonic Development (GO:0043009)	1/67	0.04770906777087622	0.07901814349551374	0	0	22.205627705627705	67.56359338817788	BRCA1
Negative Regulation of TOR Signaling (GO:0032007)	1/69	0.04910001444899607	0.080691496613854	0	0	21.550420168067227	64.95072406328453	TSC2
Positive Regulation of Endothelial Cell Proliferation (GO:0001938)	1/70	0.049794776512803875	0.08108849798590055	0	0	21.23706004140787	63.70789240973267	PDCL3
Positive Regulation of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032436)	1/71	0.05048906478367393	0.08108849798590055	0	0	20.93265306122449	62.504870748298394	PIAS1
Response to Ionizing Radiation (GO:0010212)	1/71	0.05048906478367393	0.08108849798590055	0	0	20.93265306122449	62.504870748298394	BRCA1
Negative Regulation of Extrinsic Apoptotic Signaling Pathway (GO:2001237)	1/72	0.051182879579807154	0.08158474038285049	0	0	20.63682092555332	61.33985851779858	BRCA1
Import Into Nucleus (GO:0051170)	1/75	0.053261486017368534	0.084264440564792	0	0	19.7972972972973	58.056401807713875	TSC2
Positive Regulation of Macroautophagy (GO:0016239)	1/78	0.055335841852890075	0.08545026137064649	0	0	19.023191094619666	55.059477250969174	TSC2
RNA Catabolic Process (GO:0006401)	1/79	0.05602635061565972	0.08545026137064649	0	0	18.778388278388277	54.11805972458071	FEN1
Positive Regulation of Protein Modification by Small Protein Conjugation or Removal (GO:1903322)	1/79	0.05602635061565972	0.08545026137064649	0	0	18.778388278388277	54.11805972458071	PIAS1
Response to Tumor Necrosis Factor (GO:0034612)	1/79	0.05602635061565972	0.08545026137064649	0	0	18.778388278388277	54.11805972458071	BRCA1
Regulation of TOR Signaling (GO:0032006)	1/79	0.05602635061565972	0.08545026137064649	0	0	18.778388278388277	54.11805972458071	TSC2
Protein Import Into Nucleus (GO:0006606)	1/80	0.05671638828392555	0.08588481654423011	0	0	18.539783001808317	53.20346835290074	TSC2
Negative Regulation of Cell Cycle (GO:0045786)	1/81	0.05740595515405447	0.08612692953254304	0	0	18.307142857142857	52.31462383881981	BRCA1
Regulation of Vesicle-Mediated Transport (GO:0060627)	1/82	0.058095051524309695	0.08612692953254304	0	0	18.080246913580247	51.45050284709061	TSC2
Regulation of Protein Kinase Activity (GO:0045859)	1/82	0.058095051524309695	0.08612692953254304	0	0	18.080246913580247	51.45050284709061	TSC2
Negative Regulation of Protein Phosphorylation (GO:0001933)	1/83	0.058783677695413754	0.08654263660713692	0	0	17.858885017421603	50.61013446433551	TSC2
Peptidyl-Lysine Modification (GO:0018205)	1/85	0.06015952062455972	0.08735492035894973	0	0	17.431972789115648	48.9970145732468	PIAS1
Cell Morphogenesis Involved in Neuron Differentiation (GO:0048667)	1/85	0.06015952062455972	0.08735492035894973	0	0	17.431972789115648	48.9970145732468	MAP1B
Cellular Response to Tumor Necrosis Factor (GO:0071356)	1/86	0.06084673798149993	0.08775175817740126	0	0	17.226050420168068	48.22255504840412	BRCA1
Regulation of Endothelial Cell Proliferation (GO:0001936)	1/87	0.061533486325663383	0.08814256149351782	0	0	17.024916943521596	47.468426675372164	PDCL3
Positive Regulation of Ubiquitin-Dependent Protein Catabolic Process (GO:2000060)	1/88	0.062219765956223506	0.08852745223301599	0	0	16.828407224958948	46.73387603310894	PIAS1
Establishment of Protein Localization to Organelle (GO:0072594)	1/90	0.06359092026301125	0.08987516730505589	0	0	16.448635634028893	45.32067215717643	TSC2
Protein K48-linked Ubiquitination (GO:0070936)	1/91	0.06427579552368276	0.09001021628763281	0	0	16.265079365079366	44.64068382717762	CDC27
Positive Regulation of DNA Repair (GO:0045739)	1/92	0.06496020326418783	0.09001021628763281	0	0	16.085557299843014	43.97759925054039	BRCA1
Positive Regulation of Response to Stimulus (GO:0048584)	1/92	0.06496020326418783	0.09001021628763281	0	0	16.085557299843014	43.97759925054039	BRCA1
Regulation of TORC1 Signaling (GO:1903432)	1/96	0.06769316487419455	0.09318799320343665	0	0	15.405263157894737	41.48283149254762	TSC2
Positive Regulation of Proteasomal Protein Catabolic Process (GO:1901800)	1/98	0.06905684820092092	0.09445194721674345	0	0	15.086156111929307	40.32265862874613	PIAS1
Positive Regulation of Autophagy (GO:0010508)	1/99	0.0697379915299769	0.09477214233560963	0	0	14.931486880466473	39.76269943819008	TSC2
Regulation of RNA Splicing (GO:0043484)	1/104	0.073136736646578	0.09875788642722633	0	0	14.203190013869625	37.147370929644154	CCNL2
Regulation of Macroautophagy (GO:0016241)	1/106	0.07449298680685452	0.09995261520919721	0	0	13.931292517006803	36.18026733891345	TSC2
Axon Development (GO:0061564)	1/107	0.07517041707828895	0.10014237390686916	0	0	13.799191374663073	35.71227299134058	MAP1B
Positive Regulation of DNA Metabolic Process (GO:0051054)	1/108	0.07584738454579332	0.10014237390686916	0	0	13.669559412550067	35.25423191239471	BRCA1
Negative Regulation of Gene Expression, Epigenetic (GO:0045814)	1/109	0.07652388949487171	0.10014237390686916	0	0	13.542328042328043	34.8058456455211	BRCA1
Regulation of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032434)	1/109	0.07652388949487171	0.10014237390686916	0	0	13.542328042328043	34.8058456455211	PIAS1
Regulation of Wnt Signaling Pathway (GO:0030111)	1/111	0.07787551302217989	0.1006683461018423	0	0	13.294805194805194	33.93690091112188	TSC2
Regulation of Cellular Response to Stress (GO:0080135)	1/111	0.07787551302217989	0.1006683461018423	0	0	13.294805194805194	33.93690091112188	BRCA1
Mitotic Cell Cycle Phase Transition (GO:0044772)	1/113	0.07922529001511709	0.10117928604340254	0	0	13.056122448979592	33.10327247425346	CDC27
Regulation of Primary Metabolic Process (GO:0080090)	1/113	0.07922529001511709	0.10117928604340254	0	0	13.056122448979592	33.10327247425346	CCNL2
Negative Regulation of Growth (GO:0045926)	1/115	0.08057322279857178	0.10228457025926477	0	0	12.825814536340852	32.302954227430945	BRCA1
Regulation of DNA Metabolic Process (GO:0051052)	1/116	0.08124649834537946	0.1025253431501217	0	0	12.713664596273292	31.914699753746287	BRCA1
Positive Regulation of Epithelial Cell Proliferation (GO:0050679)	1/118	0.08259166921709923	0.10360611759778128	0	0	12.495115995115995	31.16090079767522	PDCL3
Negative Regulation of Catabolic Process (GO:0009895)	1/120	0.08393500174226574	0.10467188452564904	0	0	12.28391356542617	30.436007030815265	PDCL3
Negative Regulation of Cell Growth (GO:0030308)	1/121	0.08460597933382315	0.1048916235015819	0	0	12.18095238095238	30.083911249820492	BRCA1
Regulation of Mitotic Cell Cycle (GO:0007346)	1/124	0.08661616101143375	0.10675945426990671	0	0	11.882113821138212	29.066845079918302	CDC27
Protein Localization to Nucleus (GO:0034504)	1/127	0.08862222209665484	0.10860064210688339	0	0	11.59750566893424	28.105077919758706	TSC2
Regulation of DNA Repair (GO:0006282)	1/130	0.09062417045316021	0.10973558332979873	0	0	11.326135105204873	27.194439094545128	BRCA1
Circulatory System Development (GO:0072359)	1/130	0.09062417045316021	0.10973558332979873	0	0	11.326135105204873	27.194439094545128	TSC2
Regulation of Apoptotic Process (GO:0042981)	2/703	0.0911012389907763	0.10973558332979873	0	0	4.363656315154175	10.454377433579385	CCNL2;SAV1
Regulation of Protein Phosphorylation (GO:0001932)	1/136	0.09461576024494528	0.11332509136682713	0	0	10.81957671957672	25.511817712815194	PDCL3
Cellular Response to Starvation (GO:0009267)	1/140	0.09726772892640785	0.11584695804718238	0	0	10.506166495375128	24.48239382063138	TSC2
Plasma Membrane Bounded Cell Projection Organization (GO:0120036)	1/141	0.0979295873520616	0.11598364535551431	0	0	10.43061224489796	24.235595923280517	MAP1B
Negative Regulation of Wnt Signaling Pathway (GO:0030178)	1/145	0.1005724946576573	0.11845204926346305	0	0	10.13888888888889	23.28777533752584	TSC2
Regulation of Cell Cycle Process (GO:0010564)	1/146	0.1012320913264108	0.11857018431601705	0	0	10.06847290640394	23.060220844064965	CCNL2
Neuron Projection Morphogenesis (GO:0048812)	1/156	0.10780327353762272	0.12557304390096713	0	0	9.414285714285715	20.969824864540016	MAP1B
Neuron Development (GO:0048666)	1/159	0.10976586699329383	0.1271604579375863	0	0	9.234177215189874	20.402043437057454	MAP1B
Cellular Response to Nitrogen Compound (GO:1901699)	1/168	0.11562949846343888	0.13322529170787523	0	0	8.73267750213858	18.839565623555842	BRCA1
Heart Development (GO:0007507)	1/169	0.11627878322650759	0.13324920023794384	0	0	8.680272108843537	18.677902828221388	TSC2
Generation of Neurons (GO:0048699)	1/192	0.13109010308093832	0.1494145260922523	0	0	7.6264023934181004	15.495861147721968	MAP1B
Regulation of Programmed Cell Death (GO:0043067)	1/195	0.13300484151185132	0.15078623743589564	0	0	7.507363770250368	15.145128565428648	CCNL2
