Event Region	Gene Symbol	Target Exon	Event Type	N	T	Exon Type	Reference Transcript	ΔPSI (%)	T-test p-value	FDR (BH)	N Values	T Values	Database ID
19:334115-334542	MIER2	19:344816-334399	IR	2	2	-	ENST00000587966	91.70	8.59773e-05	8.59773e-05	0.704225352112676|1.85185185185185	92.5|93.4579439252336	19_344816_334399_R_ENST00000587966_1
15:84653182-84653699	WDR73	15:84654291-84653181	IR	2	2	-	ENST00000561434	91.30	3.72214e-02	3.72214e-02	0|1.58730158730159	86.2745098039216|97.9166666666667	15_84654291_84653181_R_ENST00000561434_1
9:122908056-122912081	ZBTB6	9:122913331-122908055	IR	2	2	-	ENST00000373659	90.72	4.16361e-02	4.16361e-02	0|0	84.7826086956522|96.6666666666667	9_122913331_122908055_R_ENST00000373659_1
15:84653182-84653699	WDR73	15:84654232-84653631	IR	2	2	-	ENST00000561434	89.63	3.29274e-02	3.29274e-02	0|0.980392156862745	85.2459016393443|95	15_84654232_84653631_R_ENST00000561434_1
1:145959442-145961879	ANKRD34A	1:145962969-145959441	IR (overlapping region)	2	2	-	ENST00000606888	89.29	7.60308e-02	7.60308e-02	0|0	78.5714285714286|100	1_145962969_145959441_R_ENST00000606888_1
15:84653182-84653699	WDR73	15:84654267-84653631	IR	2	2	-	ENST00000561434	89.25	3.59464e-02	3.59464e-02	0|0.980392156862745	84.4827586206897|95	15_84654267_84653631_R_ENST00000561434_1
1:156727242-156727808	ISG20L2	1:156727387-156723957	IR	2	2	-	ENST00000469074	89.10	1.14226e-02	1.14226e-02	12.5|9.30232558139535	100|100	1_156727387_156723957_R_ENST00000469074_1
15:84653182-84653699	WDR73	15:84654284-84653631	IR	2	2	-	ENST00000561434	89.02	3.73977e-02	3.73977e-02	0|0.980392156862745	84.070796460177|94.9494949494949	15_84654284_84653631_R_ENST00000561434_1
15:84653182-84653699	WDR73	15:84654281-84653631	IR	2	2	-	ENST00000561434	88.97	3.81388e-02	3.81388e-02	0|0.980392156862745	83.9285714285714|95	15_84654281_84653631_R_ENST00000561434_1
15:84653182-84653699	WDR73	15:84654275-84653631	IR	2	2	-	ENST00000561434	88.97	3.81388e-02	3.81388e-02	0|0.980392156862745	83.9285714285714|95	15_84654275_84653631_R_ENST00000561434_1
15:84653182-84653699	WDR73	15:84654259-84653631	IR	2	2	-	ENST00000561434	88.97	3.81388e-02	3.81388e-02	0|0.980392156862745	83.9285714285714|95	15_84654259_84653631_R_ENST00000561434_1
15:84653182-84653699	WDR73	15:84654299-84653631	IR	2	2	-	ENST00000561434	88.83	3.60343e-02	3.60343e-02	0|0.980392156862745	84.070796460177|94.5652173913043	15_84654299_84653631_R_ENST00000561434_1
15:84653182-84653699	WDR73	15:84654274-84653631	IR	2	2	-	ENST00000561434	88.80	3.91181e-02	3.91181e-02	0|0.980392156862745	83.6363636363636|94.9494949494949	15_84654274_84653631_R_ENST00000561434_1
15:84653182-84653699	WDR73	15:84654242-84653631	IR	2	2	-	ENST00000561434	88.75	3.98901e-02	3.98901e-02	0|0.980392156862745	83.4862385321101|95	15_84654242_84653631_R_ENST00000561434_1
8:93740121-93740773	RBM12B-AS1	8:93740957-93740628	IR	2	2	-	ENST00000623283	88.71	1.86296e-02	1.86296e-02	8.69565217391304|13.8888888888889	100|100	8_93740957_93740628_R_ENST00000623283_1
17:81917363-81917967	SIRT7	17:81918149-81917364	IR	2	2	-	ENST00000571213	88.57	1.66817e-02	1.66817e-02	8.57142857142857|0	85.7142857142857|100	17_81918149_81917364_R_ENST00000571213_1
17:81914052-81914167	SIRT7	17:81914251-81913576	IR	2	2	-	ENST00000571233	88.37	1.49377e-02	1.49377e-02	3.7037037037037|0	85.7142857142857|94.7368421052632	17_81914251_81913576_R_ENST00000571233_1
17:81914052-81914167	SIRT7	17:81914727-81914051	IR	2	2	-	ENST00000571233	88.16	3.38802e-03	3.38802e-03	3.7037037037037|5.33333333333333	90.9090909090909|94.4444444444444	17_81914727_81914051_R_ENST00000571233_1
7:19115468-19116131	TWIST1	7:19117673-19115467	IR	2	2	-	ENST00000242261	87.76	2.17870e-02	2.17870e-02	15.7894736842105|3.125	100|94.4444444444444	7_19117673_19115467_R_ENST00000242261_1
15:84653182-84653699	WDR73	15:84654344-84653631	IR	2	2	-	ENST00000561434	87.53	3.84392e-02	3.84392e-02	0|0.980392156862745	82.5242718446602|93.5064935064935	15_84654344_84653631_R_ENST00000561434_1
15:84653182-84653699	WDR73	15:84654336-84653631	IR	2	2	-	ENST00000561434	87.48	3.81329e-02	3.81329e-02	0|0.980392156862745	82.5242718446602|93.4210526315789	15_84654336_84653631_R_ENST00000561434_1
17:81917363-81917967	SIRT7	17:81918117-81917362	IR	2	2	-	ENST00000571213	87.42	5.10929e-02	5.10929e-02	5.88235294117647|5	85.7142857142857|100	17_81918117_81917362_R_ENST00000571213_1
19:49911061-49911366	NUP62	19:49927849-49911172	IR (overlapping region)	2	2	-	ENST00000595373	87.12	2.76617e-02	2.76617e-02	0|0	83.3333333333333|90.9090909090909	19_49927849_49911172_R_ENST00000595373_1
19:49911061-49911366	NUP62	19:49927849-49911104	IR (overlapping region)	2	2	-	ENST00000595373	87.12	2.76617e-02	2.76617e-02	0|0	83.3333333333333|90.9090909090909	19_49927849_49911104_R_ENST00000595373_1
3:157157023-157157083	CCNL1	3:157159256-157153041	IR	2	2	-	ENST00000295925	86.99	4.87836e-02	4.87836e-02	5.71428571428571|6.66666666666667	100|86.3636363636364	3_157159256_157153041_R_ENST00000295925_1
14:58293502-58293926	PSMA3-AS1	14:58298085-58293065	IR (overlapping region)	2	2	-	ENST00000554309	86.36	9.96959e-02	9.96959e-02	0|0	100|72.7272727272727	14_58298085_58293065_R_ENST00000554309_1
3:157157023-157157083	CCNL1	3:157158952-157156935	IR	2	2	-	ENST00000295925	85.86	1.57025e-02	1.57025e-02	0|12.5	100|84.2105263157895	3_157158952_157156935_R_ENST00000295925_1
19:55576770-55579641	ZNF579	19:55580822-55576769	IR	2	2	-	ENST00000325421	85.37	1.70473e-02	1.70473e-02	4.16666666666667|11.7647058823529	100|86.6666666666667	19_55580822_55576769_R_ENST00000325421_1
15:84653182-84653699	WDR73	15:84654001-84652713	IR	2	2	-	ENST00000561434	85.25	1.34648e-02	1.34648e-02	0.591715976331361|0	83.4862385321101|87.6106194690265	15_84654001_84652713_R_ENST00000561434_1
17:81917363-81917967	SIRT7	17:81918154-81917767	IR	2	2	-	ENST00000571213	85.23	2.51247e-02	2.51247e-02	11.1111111111111|7.31707317073171	88.8888888888889|100	17_81918154_81917767_R_ENST00000571213_1
15:84653182-84653699	WDR73	15:84653700-84652713	IR	2	2	-	ENST00000561434	85.09	1.38570e-02	1.38570e-02	1.17647058823529|1.5625	84.4827586206897|88.4297520661157	15_84653700_84652713_R_ENST00000561434_1
9:128061233-128063900	NAIF1	9:128066285-128061989	IR	2	2	-	ENST00000373078	84.98	1.68706e-02	1.68706e-02	1.05263157894737|0	88.2882882882883|82.7272727272727	9_128066285_128061989_R_ENST00000373078_1
15:84653182-84653699	WDR73	15:84653751-84652713	IR	2	2	-	ENST00000561434	84.65	1.85011e-02	1.85011e-02	0.591715976331361|0.78740157480315	82.8571428571429|87.8260869565217	15_84653751_84652713_R_ENST00000561434_1
17:7858285-7858479	CYB5D1	17:7858295-7858402	IR (overlapping region)	2	2	NMD	ENST00000574196	84.64	1.68170e-02	1.68170e-02	3.84615384615385|1.51515151515152	91.025641025641|83.6065573770492	17_7858295_7858402_R_ENST00000574196_1
17:5109033-5109052	ZNF232	17:5109326-5108785	IR	2	2	NMD	ENST00000571076	84.16	2.21200e-02	2.21200e-02	9.21052631578947|10.6666666666667	90.4761904761905|97.7272727272727	17_5109326_5108785_R_ENST00000571076_1
7:19115468-19116131	TWIST1	7:19117119-19113876	IR	2	2	-	ENST00000242261	84.04	5.92899e-02	5.92899e-02	3.03030303030303|1.58730158730159	78.2608695652174|94.4444444444444	7_19117119_19113876_R_ENST00000242261_1
20:38425198-38425331	SNORA71B	20:38426049-38422191	IR	2	2	-	ENST00000364546	83.87	1.17940e-02	1.17940e-02	5.46875|14.2857142857143	100|87.5	20_38426049_38422191_R_ENST00000364546_1
15:84653182-84653699	WDR73	15:84654273-84652713	IR	2	2	-	ENST00000561434	83.86	1.40966e-02	1.40966e-02	0|0	82|85.7142857142857	15_84654273_84652713_R_ENST00000561434_1
12:57519163-57519259	MIR616	12:57520518-57517705	IR	2	2	-	ENST00000385293	83.82	2.79942e-02	2.79942e-02	3.26086956521739|0	80|90.9090909090909	12_57520518_57517705_R_ENST00000385293_1
16:54283304-54283740	IRX3	16:54284313-54283303	IR	2	2	-	ENST00000329734	83.72	7.59322e-02	7.59322e-02	26.3157894736842|6.25	100|100	16_54284313_54283303_R_ENST00000329734_1
15:84653182-84653699	WDR73	15:84654232-84652713	IR	2	2	-	ENST00000561434	83.02	1.35431e-02	1.35431e-02	0|0	81.25|84.7826086956522	15_84654232_84652713_R_ENST00000561434_1
15:84653182-84653699	WDR73	15:84654247-84652713	IR	2	2	-	ENST00000561434	82.86	1.08570e-02	1.08570e-02	0|0	81.4432989690722|84.2696629213483	15_84654247_84652713_R_ENST00000561434_1
7:19115468-19116131	TWIST1	7:19116925-19113876	IR	2	2	-	ENST00000242261	82.76	3.89344e-02	3.89344e-02	3.03030303030303|3.125	80.7692307692308|90.9090909090909	7_19116925_19113876_R_ENST00000242261_1
7:100077018-100077433	ZNF3	7:100081712-100077302	IR	2	2	-	ENST00000479192	82.54	4.05621e-02	4.05621e-02	0|0	77.2727272727273|87.8048780487805	7_100081712_100077302_R_ENST00000479192_1
5:54985249-54985960	ESM1	5:54985664-54981996	IR	2	2	-	ENST00000601836	82.36	3.67610e-02	3.67610e-02	2.4822695035461|0.3003003003003	89.3700787401575|78.125	5_54985664_54981996_R_ENST00000601836_1
12:57519163-57519259	MIR616	12:57520512-57517705	IR	2	2	-	ENST00000385293	82.29	4.35802e-02	4.35802e-02	3.26086956521739|0	76.9230769230769|90.9090909090909	12_57520512_57517705_R_ENST00000385293_1
12:57519163-57519259	MIR616	12:57520493-57517705	IR	2	2	-	ENST00000385293	82.29	4.35802e-02	4.35802e-02	3.26086956521739|0	76.9230769230769|90.9090909090909	12_57520493_57517705_R_ENST00000385293_1
17:7858403-7858689	CYB5D1	17:7858480-7858605	IR (overlapping region)	2	2	-	ENST00000574357	82.28	2.98161e-02	2.98161e-02	6.25|5.79710144927536	92.2222222222222|84.375	17_7858480_7858605_R_ENST00000574357_1
17:81917363-81917967	SIRT7	17:81917720-81916057	IR	2	2	-	ENST00000571213	82.20	4.39398e-03	4.39398e-03	4.65116279069767|0	85.7142857142857|83.3333333333333	17_81917720_81916057_R_ENST00000571213_1
17:36942752-36944612	LHX1	17:36943457-36940048	IR	2	2	-	ENST00000614239	82.09	4.44306e-02	4.44306e-02	9.67741935483871|12.5	100|86.3636363636364	17_36943457_36940048_R_ENST00000614239_1
14:103556544-103561192	BAG5	14:103562299-103559618	IR (overlapping region)	2	2	-	ENST00000299204	81.88	4.69504e-03	4.69504e-03	1.38888888888889|6.66666666666667	82.2222222222222|89.6	14_103562299_103559618_R_ENST00000299204_1
4:6707701-6708643	MRFAP1L1	4:6709881-6707700	IR	2	2	-	ENST00000320848	81.81	3.77584e-02	3.77584e-02	3.49854227405248|1.9047619047619	89.8809523809524|79.144385026738	4_6709881_6707700_R_ENST00000320848_1
1:1399806-1402033	AL391244.1	1:1400304-1400604	IR	2	2	-	ENST00000572242	81.73	1.72096e-02	1.72096e-02	9.09090909090909|15	93.1034482758621|94.4444444444444	1_1400304_1400604_R_ENST00000572242_1
7:100077018-100077433	ZNF3	7:100081765-100077302	IR	2	2	-	ENST00000479192	81.69	3.44049e-02	3.44049e-02	0|0	77.2727272727273|86.1111111111111	7_100081765_100077302_R_ENST00000479192_1
17:7858403-7858689	CYB5D1	17:7858832-7858248	IR (overlapping region)	2	2	-	ENST00000574357	81.52	3.33470e-03	3.33470e-03	10.8108108108108|5.79710144927536	93.0693069306931|86.5853658536585	17_7858832_7858248_R_ENST00000574357_1
2:74480769-74480882	CCDC142	2:74481087-74480769	IR	2	2	-	ENST00000471713	81.47	3.00989e-02	3.00989e-02	5.55555555555556|7.14285714285714	92.3076923076923|83.3333333333333	2_74481087_74480769_R_ENST00000471713_1
2:74480769-74480882	CCDC142	2:74481087-74480768	IR	2	2	-	ENST00000471713	81.47	3.00989e-02	3.00989e-02	5.55555555555556|7.14285714285714	92.3076923076923|83.3333333333333	2_74481087_74480768_R_ENST00000471713_1
2:233865437-233867350	MSL3P1	2:233868445-233865436	IR	2	2	-	ENST00000438684	80.98	4.69137e-02	4.69137e-02	25|13.0434782608696	100|100	2_233868445_233865436_R_ENST00000438684_1
17:81917363-81917967	SIRT7	17:81918195-81917829	IR	2	2	-	ENST00000571213	80.81	3.69212e-04	3.69212e-04	9.75609756097561|7.84313725490196	88.8888888888889|90.3225806451613	17_81918195_81917829_R_ENST00000571213_1
6:30616584-30616998	PPP1R10	6:30617245-30616477	IR	2	2	-	ENST00000473954	80.78	8.21951e-02	8.21951e-02	1.11111111111111|0	70.7547169811321|91.9191919191919	6_30617245_30616477_R_ENST00000473954_1
3:134355874-134357763	AMOTL2	3:134358720-134355873	IR	2	2	-	ENST00000249883	80.33	6.42930e-03	6.42930e-03	3.37301587301587|3.24825986078886	82.7956989247312|84.4919786096257	3_134358720_134355873_R_ENST00000249883_1
17:81917363-81917967	SIRT7	17:81918153-81917829	IR	2	2	-	ENST00000571213	80.21	2.59244e-03	2.59244e-03	9.75609756097561|9.61538461538462	89.4736842105263|90.3225806451613	17_81918153_81917829_R_ENST00000571213_1
17:81917363-81917967	SIRT7	17:81918137-81917829	IR	2	2	-	ENST00000571213	80.21	2.59244e-03	2.59244e-03	9.75609756097561|9.61538461538462	89.4736842105263|90.3225806451613	17_81918137_81917829_R_ENST00000571213_1
17:81917363-81917967	SIRT7	17:81918133-81917829	IR	2	2	-	ENST00000571213	80.21	2.59244e-03	2.59244e-03	9.75609756097561|9.61538461538462	89.4736842105263|90.3225806451613	17_81918133_81917829_R_ENST00000571213_1
17:78356778-78359183	SOCS3	17:78360075-78359048	IR	2	2	-	ENST00000330871	80.11	1.18140e-03	1.18140e-03	16.9491525423729|12.987012987013	96.969696969697|93.1818181818182	17_78360075_78359048_R_ENST00000330871_1
3:134355874-134357763	AMOTL2	3:134358717-134357550	IR	2	2	-	ENST00000249883	80.09	5.89950e-03	5.89950e-03	3.75494071146245|2.7972027972028	81.8696883852691|84.8563968668407	3_134358717_134357550_R_ENST00000249883_1
17:81917363-81917967	SIRT7	17:81918163-81917829	IR	2	2	-	ENST00000571213	79.92	5.26008e-03	5.26008e-03	9.75609756097561|9.61538461538462	88.8888888888889|90.3225806451613	17_81918163_81917829_R_ENST00000571213_1
3:134355874-134357763	AMOTL2	3:134358717-134355876	IR	2	2	-	ENST00000249883	79.77	6.34330e-04	6.34330e-04	3.94477317554241|3.24825986078886	82.7027027027027|84.0220385674931	3_134358717_134355876_R_ENST00000249883_1
22:30970182-30973587	TUG1	22:30972173-30972923	IR	2	2	-	ENST00000644027	79.64	4.63709e-03	4.63709e-03	8|8.69565217391304	89.1304347826087|86.8421052631579	22_30972173_30972923_R_ENST00000644027_1
7:100077018-100077433	ZNF3	7:100081740-100077302	IR	2	2	-	ENST00000479192	79.44	3.55104e-02	3.55104e-02	0|0	75|83.8709677419355	7_100081740_100077302_R_ENST00000479192_1
15:40336559-40337446	CCDC9B	15:40336814-40335783	IR	2	2	-	ENST00000558912	79.33	1.36588e-01	1.36588e-01	1.88679245283019|4.45859872611465	100|65	15_40336814_40335783_R_ENST00000558912_1
8:93729356-93736438	RBM12B	8:93739192-93730632	IR	2	2	-	ENST00000399300	79.17	7.96890e-03	7.96890e-03	16.6666666666667|22.3880597014925	97.4025974025974|100	8_93739192_93730632_R_ENST00000399300_1
2:233865437-233867350	MSL3P1	2:233868231-233866128	IR	2	2	-	ENST00000438684	79.17	3.34754e-02	3.34754e-02	25|16.6666666666667	100|100	2_233868231_233866128_R_ENST00000438684_1
15:43369851-43370025	ZSCAN29	15:43370908-43369997	IR (overlapping region)	2	2	-	ENST00000561661	79.10	3.75666e-02	3.75666e-02	12.5|22.7272727272727	97.4358974358974|96	15_43370908_43369997_R_ENST00000561661_1
16:8795180-8796590	TMEM186	16:8797649-8795179	IR	2	2	-	ENST00000333050	79.06	5.34217e-02	5.34217e-02	27.5862068965517|14.2857142857143	100|100	16_8797649_8795179_R_ENST00000333050_1
9:128061233-128063900	NAIF1	9:128068207-128063641	IR	2	2	-	ENST00000373078	78.74	5.27387e-02	5.27387e-02	1.05263157894737|1.02040816326531	86.3157894736842|73.2394366197183	9_128068207_128063641_R_ENST00000373078_1
1:8011719-8014396	ERRFI1	1:8015401-8014039	IR	2	2	-	ENST00000377482	78.56	2.56830e-02	2.56830e-02	1.82481751824817|2.27743271221532	83.8709677419355|77.3584905660377	1_8015401_8014039_R_ENST00000377482_1
17:78356778-78359183	SOCS3	17:78360078-78356777	IR	2	2	-	ENST00000330871	78.51	6.82453e-03	6.82453e-03	16.9491525423729|8.21917808219178	95.8333333333333|86.3636363636364	17_78360078_78356777_R_ENST00000330871_1
13:23353736-23353876	SACS	13:23354891-23353735	IR	2	2	-	ENST00000476776	77.91	2.70882e-03	2.70882e-03	13.4615384615385|8.7719298245614	91.8918918918919|86.1538461538462	13_23354891_23353735_R_ENST00000476776_1
2:74480769-74480882	CCDC142	2:74481066-74480768	IR	2	2	-	ENST00000471713	77.88	1.77006e-02	1.77006e-02	8.10810810810811|11.7647058823529	92.3076923076923|83.3333333333333	2_74481066_74480768_R_ENST00000471713_1
19:334115-334542	MIER2	19:344808-334114	IR	2	2	-	ENST00000587966	77.76	9.99932e-02	9.99932e-02	4.16666666666667|0	66.6666666666667|93.0232558139535	19_344808_334114_R_ENST00000587966_1
7:100077018-100077433	ZNF3	7:100079657-100077228	IR	2	2	-	ENST00000479192	77.71	6.54845e-02	6.54845e-02	3.84615384615385|0	70.3703703703704|88.8888888888889	7_100079657_100077228_R_ENST00000479192_1
14:103556544-103561192	BAG5	14:103562832-103560530	IR	2	2	-	ENST00000299204	77.70	1.03396e-02	1.03396e-02	1.38888888888889|8.19672131147541	77.3584905660377|87.6190476190476	14_103562832_103560530_R_ENST00000299204_1
X:152714691-152715157	MAGEA2B	X:152714929-152715078	IR	2	2	-	ENST00000467743	76.75	2.55366e-02	2.55366e-02	25|13.0434782608696	98.2758620689655|93.2692307692308	X_152714929_152715078_R_ENST00000467743_1
15:44533493-44535474	EIF3J-DT	15:44535944-44535088	IR	2	2	-	ENST00000313807	76.74	2.26630e-02	2.26630e-02	9.375|11.1111111111111	90.625|83.3333333333333	15_44535944_44535088_R_ENST00000313807_1
22:30970182-30973587	TUG1	22:30972173-30972854	IR	2	2	-	ENST00000644027	76.50	1.12679e-03	1.12679e-03	4.7244094488189|2.72727272727273	81.6901408450704|78.7610619469027	22_30972173_30972854_R_ENST00000644027_1
13:80335976-80337756	SPRY2	13:80340952-80335975	IR	2	2	-	ENST00000377102	76.37	3.63376e-02	3.63376e-02	3.38345864661654|1.63934426229508	83.8912133891213|73.8805970149254	13_80340952_80335975_R_ENST00000377102_1
15:43369851-43370025	ZSCAN29	15:43371026-43369850	IR	2	2	-	ENST00000561661	76.31	7.42132e-03	7.42132e-03	16.9491525423729|22.7272727272727	97.5609756097561|94.7368421052632	15_43371026_43369850_R_ENST00000561661_1
16:30553764-30556110	ZNF764	16:30557847-30553763	IR (overlapping region)	2	2	-	ENST00000252797	76.30	1.28297e-01	1.28297e-01	0|0	60.7142857142857|91.8918918918919	16_30557847_30553763_R_ENST00000252797_1
22:30970182-30973587	TUG1	22:30971780-30972923	IR	2	2	-	ENST00000644027	76.22	5.29390e-02	5.29390e-02	5.38461538461539|7.07070707070707	89.2086330935252|75.6944444444444	22_30971780_30972923_R_ENST00000644027_1
1:961449-961750	KLHL17	1:961553-961628	IR	2	2	-	ENST00000463212	76.19	7.91668e-02	7.91668e-02	0|0	85.7142857142857|66.6666666666667	1_961553_961628_R_ENST00000463212_1
3:52051632-52054374	DUSP7	3:52054375-52048918	IR	2	2	-	ENST00000469623	76.02	7.31597e-02	7.31597e-02	0.546448087431694|0.598802395209581	67.816091954023|85.3658536585366	3_52054375_52048918_R_ENST00000469623_1
4:2935546-2938142	NOP14-AS1	4:2937845-2937974	IR	2	2	-	ENST00000515194	75.64	3.23426e-02	3.23426e-02	0|0	71.7948717948718|79.4871794871795	4_2937845_2937974_R_ENST00000515194_1
7:108564086-108565105	THAP5	7:108566023-108564085	IR (overlapping region)	2	2	-	ENST00000313516	75.61	7.63805e-03	7.63805e-03	1.66666666666667|4.16666666666667	78.2608695652174|78.7878787878788	7_108566023_108564085_R_ENST00000313516_1
16:54283304-54283740	IRX3	16:54284313-54283435	IR	2	2	-	ENST00000329734	75.37	3.01840e-02	3.01840e-02	28.2051282051282|21.0526315789474	100|100	16_54284313_54283435_R_ENST00000329734_1
19:45145094-45148077	PPP1R37	19:45146050-45146389	IR (overlapping region)	2	2	-	ENST00000422370	75.13	1.91443e-01	1.91443e-01	2.22222222222222|0.854700854700855	53.3333333333333|100	19_45146050_45146389_R_ENST00000422370_1
19:57363567-57365309	TRAPPC2B	19:57363704-57364814	IR (overlapping region)	2	2	-	ENST00000596755	75.10	6.29973e-02	6.29973e-02	1.85185185185185|0	83.8709677419355|68.1818181818182	19_57363704_57364814_R_ENST00000596755_1
17:81914052-81914167	SIRT7	17:81914531-81914134	IR	2	2	-	ENST00000571233	75.03	8.16384e-02	8.16384e-02	4.51127819548872|3.7593984962406	69.4444444444444|88.8888888888889	17_81914531_81914134_R_ENST00000571233_1
12:131711081-131714193	SFSWAP	12:131711448-131714070	IR	2	2	-	ENST00000540469	75.01	4.02787e-03	4.02787e-03	0.458715596330275|0.558659217877095	75|76.0330578512397	12_131711448_131714070_R_ENST00000540469_1
17:19378529-19382466	MAPK7	17:19379606-19379781	IR	2	2	-	ENST00000570306	74.76	2.26922e-02	2.26922e-02	1.96078431372549|0	72|79.4871794871795	17_19379606_19379781_R_ENST00000570306_1
7:100077018-100077433	ZNF3	7:100079657-100077302	IR	2	2	-	ENST00000479192	74.73	9.29085e-02	9.29085e-02	1.31578947368421|0	64.2857142857143|86.4864864864865	7_100079657_100077302_R_ENST00000479192_1
7:100077018-100077433	ZNF3	7:100079573-100077302	IR	2	2	-	ENST00000479192	74.54	9.15443e-02	9.15443e-02	1.31578947368421|0	64.2857142857143|86.1111111111111	7_100079573_100077302_R_ENST00000479192_1
15:44533493-44535474	EIF3J-DT	15:44536924-44533492	IR	2	2	-	ENST00000313807	74.26	1.76861e-02	1.76861e-02	6.45161290322581|17.2413793103448	88.8888888888889|83.3333333333333	15_44536924_44533492_R_ENST00000313807_1
8:144520911-144525178	LRRC14	8:144523334-144523635	IR (overlapping region)	2	2	-	ENST00000292524	74.09	3.11560e-02	3.11560e-02	6.97674418604651|19.7802197802198	90|84.9462365591398	8_144523334_144523635_R_ENST00000292524_1
1:200404940-200409719	ZNF281	1:200409993-200409560	IR (overlapping region)	2	2	-	ENST00000294740	74.09	3.00439e-02	3.00439e-02	0|0	70.5882352941177|77.5862068965517	1_200409993_200409560_R_ENST00000294740_1
22:30970182-30973587	TUG1	22:30971780-30972854	IR	2	2	-	ENST00000644027	74.08	7.84452e-03	7.84452e-03	5.38461538461539|6.14035087719298	81.294964028777|78.3950617283951	22_30971780_30972854_R_ENST00000644027_1
15:23565674-23568020	MKRN3	15:23566088-23566807	IR	2	2	-	ENST00000314520	74.01	9.69235e-03	9.69235e-03	21.3114754098361|19.3548387096774	96.875|91.8032786885246	15_23566088_23566807_R_ENST00000314520_1
19:45145094-45148077	PPP1R37	19:45145261-45145352	IR (overlapping region)	2	2	-	ENST00000422370	73.99	4.25779e-02	4.25779e-02	1.92307692307692|1.69491525423729	70.8333333333333|80.7692307692308	19_45145261_45145352_R_ENST00000422370_1
8:85177225-85177654	E2F5	8:85178151-85177521	IR	2	2	-	ENST00000418930	73.96	4.79028e-02	4.79028e-02	1.23456790123457|2.98507462686567	82.1428571428571|70	8_85178151_85177521_R_ENST00000418930_1
22:30970182-30973587	TUG1	22:30971611-30972854	IR	2	2	-	ENST00000644027	73.74	3.31864e-03	3.31864e-03	7.63358778625954|9.32203389830508	81.9444444444444|82.4817518248175	22_30971611_30972854_R_ENST00000644027_1
7:108564086-108565105	THAP5	7:108566023-108564992	IR (overlapping region)	2	2	-	ENST00000313516	73.72	2.10173e-02	2.10173e-02	0|4.16666666666667	80.7692307692308|70.8333333333333	7_108566023_108564992_R_ENST00000313516_1
12:32106835-32108796	BICD1	12:32107545-32107661	IR	2	2	-	ENST00000551848	73.56	7.19382e-04	7.19382e-04	4.90196078431373|7.35294117647059	81.0975609756098|78.2828282828283	12_32107545_32107661_R_ENST00000551848_1
