Event Region	Gene Symbol	Target Exon	Event Type	N	T	Exon Type	Reference Transcript	ΔPSI (%)	T-test p-value	FDR (BH)	N Values	T Values	Database ID
9:136807740-136810035	AL355987.4	9:136809430-136809687	IR (overlapping region)	2	2	-	ENST00000415992	47.90	1.36905e-01	1.36905e-01	39.1304347826087|42.8571428571429	77.7777777777778|100	9_136809430_136809687_R_ENST00000415992_1
7:35801271-35832803	SEPT7	7:35801271-35831496	A5SS	2	2	-	Ex.TSS.ENST00000634600	47.50	5.16086e-01	5.16086e-01	5|0	0|100	7_35801271_35832803_S_Ex.TSS.ENST00000634600_2
10:50743011-50749342	ASAH2B	10:50745128-50745274	MXS	2	2	-	ENST00000374007	47.47	3.76151e-01	3.76151e-01	3.84615384615385|67.7777777777778	80.8510638297872|85.7142857142857	10_50743011_50749342_W_ENST00000374007_1
16:16333885-16340305	PKD1P1	16:16335861-16335992	MXS	2	2	-	ENST00000381497	47.22	2.05570e-01	2.05570e-01	30|65.2173913043478	89.6551724137931|100	16_16333885_16340305_W_ENST00000381497_1
1:40508909-40514514	EXO5	1:40508909-40509790	A5SS	2	2	-	ENST00000372703	46.60	3.07030e-02	3.07030e-02	31.5789473684211|43.4782608695652	90|78.2608695652174	1_40508909_40514514_S_ENST00000372703_1
1:40508878-40514514	EXO5	1:40508878-40509790	A5SS	2	2	-	ENST00000372703	46.60	3.07030e-02	3.07030e-02	31.5789473684211|43.4782608695652	90|78.2608695652174	1_40508878_40514514_S_ENST00000372703_1
7:1160624-1163451	AC091729.3	7:1162962-1163452	A3SS	2	2	-	Ex.TSS.ENST00000423008	46.49	1.89735e-02	1.89735e-02	13.7931034482759|23.3333333333333	60.8695652173913|69.2307692307692	7_1160624_1163451_S_Ex.TSS.ENST00000423008_1
1:146985757-146991112	NBPF12	1:146987954-146988126	MES	2	2	-	ENST00000579935	46.19	4.92434e-01	4.92434e-01	4.16|12.9577464788732	100|9.50118764845606	1_146985757_146991112_W_ENST00000579935_3
X:85003928-85046445	APOOL	X:85003928-85009693	A5SS	2	2	-	Ex.TSS.ENST00000373173	46.00	5.25964e-01	5.25964e-01	0|8	0|100	X_85003928_85046445_S_Ex.TSS.ENST00000373173_1
1:151199188-151224247	PIP5K1A	1:151224245-151224247	A3SS	2	2	-	Ex.TSS.ENST00000454769	45.65	2.58965e-01	2.58965e-01	5|0	28.125|68.1818181818182	1_151199188_151224247_S_Ex.TSS.ENST00000454769_1
5:154039309-154049556	MFAP3	5:154039309-154039498	A5SS	2	2	-	Ex.TSS.ENST00000322602	45.45	5.00000e-01	5.00000e-01	0|0	0|90.9090909090909	5_154039309_154049556_S_Ex.TSS.ENST00000322602_1
5:154039303-154049556	MFAP3	5:154039303-154039498	A5SS	2	2	-	Ex.ENST00000520899	45.45	5.00000e-01	5.00000e-01	0|0	0|90.9090909090909	5_154039303_154049556_S_Ex.ENST00000520899_1
5:154039067-154049556	MFAP3	5:154039067-154039498	A5SS	2	2	-	Ex.TSS.ENST00000522177	45.45	5.00000e-01	5.00000e-01	0|0	0|90.9090909090909	5_154039067_154049556_S_Ex.TSS.ENST00000522177_1
5:154039012-154049556	MFAP3	5:154039012-154039498	A5SS	2	2	-	Ex.TSS.ENST00000522782	45.45	5.00000e-01	5.00000e-01	0|0	0|90.9090909090909	5_154039012_154049556_S_Ex.TSS.ENST00000522782_1
1:172253683-172308727	DNM3	1:172253683-172255377	A5SS	2	2	-	Ex.ENST00000355305	45.45	5.00000e-01	5.00000e-01	0|0	0|90.9090909090909	1_172253683_172308727_S_Ex.ENST00000355305_1
8:72052539-72056312	MSC-AS1	8:72053868-72052598	IR (overlapping region)	2	2	-	ENST00000457356	44.93	9.13630e-02	9.13630e-02	27.7777777777778|29.0322580645161	80|66.6666666666667	8_72053868_72052598_R_ENST00000457356_1
5:151772033-151786602	G3BP1	5:151772033-151772036	A5SS	2	2	-	Ex.TSS.ENST00000394123	44.87	4.34562e-01	4.34562e-01	8.16326530612245|81.5602836879433	85.6164383561644|93.854748603352	5_151772033_151786602_S_Ex.TSS.ENST00000394123_1
1:204532247-204538208	MDM4	1:204537459-204537497	SES	2	2	-	ENST00000463049	44.48	4.31315e-02	4.31315e-02	0|0	47.5|41.4634146341463	1_204532247_204538208_W_ENST00000463049_1
7:2354196-2355233	EIF3B	7:2354196-2355083	A5SS	2	2	-	Ex.TSS.ENST00000431643	44.45	4.07932e-01	4.07932e-01	14.1666666666667|26.3565891472868	98.4126984126984|31.0077519379845	7_2354196_2355233_S_Ex.TSS.ENST00000431643_1
2:233865437-233867350	MSL3P1	2:233868231-233866128	IR	2	2	-	ENST00000438684	44.37	2.85222e-01	2.85222e-01	41.6666666666667|5.26315789473684	91.6666666666667|44	2_233868231_233866128_R_ENST00000438684_1
17:44187744-44189021	TMUB2	17:44188935-44189021	TSS|A3SS	2	2	-	TSS.ENST00000319511	44.37	2.81205e-01	2.81205e-01	40.4255319148936|25	100|54.1666666666667	17_44187744_44189021_S_TSS.ENST00000319511_1
3:9391312-9391826	THUMPD3-AS1	3:9391827-9390279	IR	2	2	-	ENST00000469846	44.15	2.59121e-02	2.59121e-02	12.5|21.875	56|66.6666666666667	3_9391827_9390279_R_ENST00000469846_1
1:146985757-146991112	NBPF12	1:146987234-146987285	MES	2	2	-	ENST00000579935	44.05	5.34890e-01	5.34890e-01	7.36|6.19718309859155	100|1.66270783847981	1_146985757_146991112_W_ENST00000579935_2
5:115840552-115840934	ATG12	5:115841838-115840496	IR (overlapping region)	2	2	-	ENST00000514775	44.00	1.77658e-01	1.77658e-01	10.5263157894737|9.52380952380952	41.3793103448276|66.6666666666667	5_115841838_115840496_R_ENST00000514775_1
3:9391312-9391826	THUMPD3-AS1	3:9391827-9390289	IR	2	2	-	ENST00000469846	43.97	1.11873e-02	1.11873e-02	12.5|18.4210526315789	56|62.8571428571429	3_9391827_9390289_R_ENST00000469846_1
11:85661066-85665102	CREBZF	11:85663860-85663523	IR	2	2	-	ENST00000527447	42.63	3.64411e-02	3.64411e-02	25|36.2068965517241	79.3478260869565|67.109634551495	11_85663860_85663523_R_ENST00000527447_1
13:45380002-45389734	TPT1-AS1	13:45383091-45383235	MES	2	2	-	ENST00000519454	41.85	1.19740e-01	1.19740e-01	26.6666666666667|19.4805194805195	75|54.8387096774194	13_45380002_45389734_W_ENST00000519454_1
17:82101470-82101866	CCDC57	17:82101851-82101469	IR	2	2	-	ENST00000389641	41.69	1.75178e-01	1.75178e-01	18.5185185185185|34.375	52.9411764705882|83.3333333333333	17_82101851_82101469_R_ENST00000389641_1
22:37059439-37061538	KCTD17	22:37059439-37060891	A5SS	2	2	-	Ex.ENST00000456470	41.67	5.00000e-01	5.00000e-01	0|0	83.3333333333333|0	22_37059439_37061538_S_Ex.ENST00000456470_1
16:89769915-89770024	FANCA	16:89770584-89769914	IR	2	2	-	ENST00000561667	41.44	2.84211e-02	2.84211e-02	9.75609756097561|20	52.6315789473684|60	16_89770584_89769914_R_ENST00000561667_1
11:85659708-85662457	CREBZF	11:85664105-85662388	IR	2	2	NMD	ENST00000490820	41.17	2.73163e-02	2.73163e-02	25|32.1428571428571	74.7191011235955|64.7727272727273	11_85664105_85662388_R_ENST00000490820_1
19:9341185-9343300	ZNF559	19:9341695-9343300	TSS|A3SS	2	2	-	TSS.ENST00000393883	41.16	1.53276e-01	1.53276e-01	33.3333333333333|8.69565217391304	57.6923076923077|66.6666666666667	19_9341185_9343300_S_TSS.ENST00000393883_1
3:49470275-49510418	DAG1	3:49470275-49470433	TSS|A5SS	2	2	-	TSS.ENST00000308775	41.08	3.38562e-01	3.38562e-01	48.3754512635379|0	65.948275862069|64.5962732919255	3_49470275_49510418_S_TSS.ENST00000308775_1
11:85659708-85662457	CREBZF	11:85663602-85661952	IR	2	2	NMD	ENST00000490820	40.64	5.62134e-02	5.62134e-02	22.2222222222222|26.890756302521	70.8791208791209|59.5141700404858	11_85663602_85661952_R_ENST00000490820_1
1:204532247-204537458	MDM4	1:204537430-204537458	A3SS	2	2	-	ENST00000367182	40.36	2.88836e-01	2.88836e-01	20|21.7391304347826	80.9523809523809|41.5094339622642	1_204532247_204537458_S_ENST00000367182_1
11:85659708-85662457	CREBZF	11:85663602-85662388	IR	2	2	NMD	ENST00000490820	40.04	1.05336e-01	1.05336e-01	28.2051282051282|29.2682926829268	75.5760368663594|61.9771863117871	11_85663602_85662388_R_ENST00000490820_1
5:115840552-115840934	ATG12	5:115840935-115840496	IR	2	2	-	ENST00000514775	39.78	1.59821e-01	1.59821e-01	5.55555555555556|20.8333333333333	39.2857142857143|66.6666666666667	5_115840935_115840496_R_ENST00000514775_1
11:85659708-85662457	CREBZF	11:85662458-85661636	IR	2	2	NMD	ENST00000490820	39.72	1.41606e-01	1.41606e-01	29.4117647058824|29.6296296296296	78.2312925170068|60.2564102564103	11_85662458_85661636_R_ENST00000490820_1
1:146146521-146147395	NOTCH2NLA	1:146147755-146147325	IR (overlapping region)	2	2	-	ENST00000579793	39.53	2.13692e-01	2.13692e-01	25.9259259259259|8.69565217391304	40|73.6842105263158	1_146147755_146147325_R_ENST00000579793_1
10:50743011-50749342	ASAH2B	10:50745128-50745274	MES	2	2	NMD	ENST00000645350	39.10	2.87618e-01	2.87618e-01	3.84615384615385|44.4444444444444	57.4468085106383|69.0476190476191	10_50743011_50749342_W_ENST00000645350_2
10:50743011-50749342	ASAH2B	10:50745128-50745274	MES	2	2	NMD	ENST00000643505	39.10	2.87618e-01	2.87618e-01	3.84615384615385|44.4444444444444	57.4468085106383|69.0476190476191	10_50743011_50749342_W_ENST00000643505_2
11:35204641-35206114	CD44	11:35206112-35206114	A3SS	2	2	-	ENST00000415148	38.86	2.00492e-01	2.00492e-01	42.4242424242424|51.2820512820513	71.4285714285714|100	11_35204641_35206114_S_ENST00000415148_1
6:31142439-31142716	CCHCR1	6:31143135-31142519	IR	2	2	-	ENST00000376266	38.33	1.88083e-01	1.88083e-01	0|0	26.6666666666667|50	6_31143135_31142519_R_ENST00000376266_1
11:756003-759008	TALDO1	11:756003-756480	A5SS	2	2	-	Ex.ENST00000528070	38.30	5.00000e-01	5.00000e-01	0|0	76.5957446808511|0	11_756003_759008_S_Ex.ENST00000528070_1
19:45068055-45068419	CLASRP	19:45068055-45068058	A5SS	2	2	-	ENST00000391952	38.21	8.42310e-02	8.42310e-02	14.7887323943662|32.6666666666667	68.75|55.1282051282051	19_45068055_45068419_S_ENST00000391952_1
7:100353271-100353894	STAG3L5P-PVRIG2P-PILRB	7:100353373-100353894	A3SS	2	2	-	ENST00000310771	38.05	1.21434e-01	1.21434e-01	42.1052631578947|59.5744680851064	77.7777777777778|100	7_100353271_100353894_S_ENST00000310771_1
1:146146203-146146320	NOTCH2NLA	1:146147396-146146202	IR (overlapping region)	2	2	-	ENST00000479995	37.68	6.97698e-02	6.97698e-02	28.5714285714286|32.258064516129	62.5|73.6842105263158	1_146147396_146146202_R_ENST00000479995_1
11:59143305-59145826	FAM111A	11:59143305-59143695	A5SS	2	2	-	Ex.ENST00000420244	37.65	1.65231e-01	1.65231e-01	10|0	55|30.3030303030303	11_59143305_59145826_S_Ex.ENST00000420244_1
7:100051611-100056910	ZSCAN21	7:100051611-100051646	A5SS	2	2	-	Ex.ENST00000438937	37.50	5.00000e-01	5.00000e-01	0|0	0|75	7_100051611_100056910_S_Ex.ENST00000438937_1
7:100049842-100056910	ZSCAN21	7:100049842-100051646	A5SS	2	2	-	Ex.TSS.ENST00000292450	37.50	5.00000e-01	5.00000e-01	0|0	0|75	7_100049842_100056910_S_Ex.TSS.ENST00000292450_1
8:143019120-143020887	LY6E	8:143020883-143020887	A3SS	2	2	-	ENST00000520466	37.23	4.47871e-01	4.47871e-01	16.3265306122449|43.5897435897436	100|34.375	8_143019120_143020887_S_ENST00000520466_1
17:16439030-16439326	LRRC75A-AS1	17:16439030-16439060	TSS|A5SS	2	2	-	TSS.ENST00000475947	36.67	5.00000e-01	5.00000e-01	26.6666666666667|100	100|100	17_16439030_16439326_S_TSS.ENST00000475947_1
2:235908907-236036560	AGAP1	2:235968462-235968623	MXS	2	2	-	ENST00000336665	36.45	9.06136e-02	9.06136e-02	34.5454545454545|47.3684210526316	68.5185185185185|86.3013698630137	2_235908907_236036560_W_ENST00000336665_1
17:44151045-44154555	C17orf53	17:44152637-44152777	SES	2	2	-	ENST00000585683	36.36	2.50784e-01	2.50784e-01	47.8260869565217|78.125	98.6666666666667|100	17_44151045_44154555_W_ENST00000585683_1
15:50424515-50439008	USP8	15:50424515-50424654	TSS|A5SS	2	2	-	TSS.ENST00000396444	36.33	1.07195e-01	1.07195e-01	20.7547169811321|33.3333333333333	63.8888888888889|62.8571428571429	15_50424515_50439008_S_TSS.ENST00000396444_1
8:67086111-67093542	CSPP1	8:67091803-67091883	MXS	2	2	-	ENST00000521919	36.15	3.60375e-01	3.60375e-01	24.0506329113924|16.9811320754717	80|33.3333333333333	8_67086111_67093542_W_ENST00000521919_1
19:1439827-1440025	RPS15	19:1440019-1440025	TSS|A3SS	2	2	-	TSS.ENST00000586656	36.14	5.00000e-01	5.00000e-01	27.710843373494|100	100|100	19_1439827_1440025_S_TSS.ENST00000586656_1
17:7844246-7844900	KDM6B	17:7844246-7844353	A5SS	2	2	-	Ex.ENST00000575521	36.11	3.76537e-01	3.76537e-01	0|50.7692307692308	69.2307692307692|53.763440860215	17_7844246_7844900_S_Ex.ENST00000575521_1
17:76737087-76738281	MFSD11	17:76737087-76737091	A5SS	2	2	-	Ex.ENST00000586622	36.11	5.00000e-01	5.00000e-01	0|0	72.2222222222222|0	17_76737087_76738281_S_Ex.ENST00000586622_1
7:76551523-76625920	AC004980.1	7:76551523-76615663	A5SS	2	2	-	Ex.TSS.ENST00000418663	36.03	4.57665e-01	4.57665e-01	66.6666666666667|8.33333333333333	100|47.0588235294118	7_76551523_76625920_S_Ex.TSS.ENST00000418663_1
19:35541960-35542074	TMEM147-AS1	19:35543274-35541750	IR (overlapping region)	2	2	-	ENST00000444728	36.01	3.06099e-02	3.06099e-02	5|12.5	46.6666666666667|42.8571428571429	19_35543274_35541750_R_ENST00000444728_1
11:93702638-93706744	CEP295	11:93702776-93702919	SES	2	2	-	ENST00000325212	36.00	2.37078e-01	2.37078e-01	13.5135135135135|47.3684210526316	77.7777777777778|55.1020408163265	11_93702638_93706744_W_ENST00000325212_1
2:24762777-24768223	NCOA1	2:24768221-24768223	TSS|A3SS	2	2	-	TSS.ENST00000348332	35.81	2.96237e-01	2.96237e-01	11.1111111111111|50	60|72.7272727272727	2_24762777_24768223_S_TSS.ENST00000348332_1
1:162070283-162287343	NOS1AP	1:162154405-162154476	SES	2	2	-	ENST00000361897	35.75	4.16484e-01	4.16484e-01	36.8421052631579|91.6666666666667	100|100	1_162070283_162287343_W_ENST00000361897_1
2:74458459-74459562	WBP1	2:74459099-74459477	IR (overlapping region)	2	2	-	ENST00000484744	35.61	2.72037e-01	2.72037e-01	0|9.75609756097561	57.8947368421053|23.0769230769231	2_74459099_74459477_R_ENST00000484744_1
6:63806887-63821239	AL354719.2	6:63806887-63817170	A5SS	2	2	-	Ex.ENST00000429530	35.32	2.74681e-01	2.74681e-01	0|27.7777777777778	67.6470588235294|30.7692307692308	6_63806887_63821239_S_Ex.ENST00000429530_2
16:2460145-2460381	TEDC2	16:2460171-2460282	IR	2	2	-	ENST00000483320	35.19	4.78907e-02	4.78907e-02	9.375|17.6470588235294	54.5454545454545|42.8571428571429	16_2460171_2460282_R_ENST00000483320_1
17:63702835-63704908	STRADA	17:63704048-63703657	IR (overlapping region)	2	2	-	ENST00000245865	35.17	5.63847e-02	5.63847e-02	22.9166666666667|22.9885057471264	55|61.25	17_63704048_63703657_R_ENST00000245865_1
2:218449223-218453295	VIL1	2:218455719-218450250	IR	2	2	-	ENST00000248444	35.11	2.00367e-01	2.00367e-01	7.69230769230769|31.0344827586207	53.125|55.8139534883721	2_218455719_218450250_R_ENST00000248444_1
17:68248087-68248643	AMZ2	17:68248640-68248643	A3SS	2	2	-	Ex.TSS.ENST00000392720	35.08	3.76274e-01	3.76274e-01	88.4615384615385|41.3793103448276	100|100	17_68248087_68248643_S_Ex.TSS.ENST00000392720_1
16:89972766-89977677	AFG3L1P	16:89977639-89977677	TSS|A3SS	2	2	-	TSS.ENST00000418696	35.06	2.50095e-01	2.50095e-01	21.9512195121951|47.2222222222222	52.6315789473684|86.6666666666667	16_89972766_89977677_S_TSS.ENST00000418696_1
19:35541960-35542074	TMEM147-AS1	19:35543098-35541959	IR (overlapping region)	2	2	-	ENST00000444728	34.91	2.67922e-01	2.67922e-01	3.84615384615385|15.1515151515152	27.2727272727273|61.5384615384615	19_35543098_35541959_R_ENST00000444728_1
6:7231908-7246423	RREB1	6:7240438-7240602	SES	2	2	-	ENST00000379938	34.88	2.03094e-01	2.03094e-01	23.8095238095238|23.8095238095238	70.2127659574468|47.1698113207547	6_7231908_7246423_W_ENST00000379938_1
X:73820656-73827984	XIST	X:73829692-73823336	IR	2	2	-	ENST00000429829	34.65	2.91033e-01	2.91033e-01	23.0769230769231|7.14285714285714	30.7692307692308|68.75	X_73829692_73823336_R_ENST00000429829_1
19:50384391-50398850	POLD1	19:50398848-50398850	TSS|A3SS	2	2	-	TSS.ENST00000599857	34.33	3.85124e-01	3.85124e-01	5.17241379310345|1.58730158730159	13.8888888888889|61.5384615384615	19_50384391_50398850_S_TSS.ENST00000599857_1
17:63702835-63704908	STRADA	17:63704048-63702886	IR (overlapping region)	2	2	-	ENST00000245865	34.19	4.00217e-02	4.00217e-02	23.7113402061856|27.1739130434783	55.7377049180328|63.5294117647059	17_63704048_63702886_R_ENST00000245865_1
19:45640930-45642352	EML2	19:45641767-45642224	IR (overlapping region)	2	2	-	ENST00000585386	34.12	2.52518e-01	2.52518e-01	6.25|32.6530612244898	37.1428571428571|70	19_45641767_45642224_R_ENST00000585386_1
17:63702835-63704908	STRADA	17:63704048-63702844	IR (overlapping region)	2	2	-	ENST00000245865	34.05	5.48932e-02	5.48932e-02	22.9166666666667|27.1739130434783	54.2372881355932|63.953488372093	17_63704048_63702844_R_ENST00000245865_1
17:63702835-63704908	STRADA	17:63704048-63702839	IR (overlapping region)	2	2	-	ENST00000245865	34.05	5.48932e-02	5.48932e-02	22.9166666666667|27.1739130434783	54.2372881355932|63.953488372093	17_63704048_63702839_R_ENST00000245865_1
17:63702835-63704908	STRADA	17:63704048-63702837	IR (overlapping region)	2	2	-	ENST00000245865	34.05	5.48932e-02	5.48932e-02	22.9166666666667|27.1739130434783	54.2372881355932|63.953488372093	17_63704048_63702837_R_ENST00000245865_1
17:63702835-63704908	STRADA	17:63704048-63702834	IR (overlapping region)	2	2	-	ENST00000245865	34.05	5.48932e-02	5.48932e-02	22.9166666666667|27.1739130434783	54.2372881355932|63.953488372093	17_63704048_63702834_R_ENST00000245865_1
16:18394972-18395042	PKD1P5	16:18395043-18394068	IR	2	2	-	ENST00000544578	33.91	5.41543e-01	5.41543e-01	23.2558139534884|31.4285714285714	22.5|100	16_18395043_18394068_R_ENST00000544578_1
17:63702835-63704908	STRADA	17:63704048-63703699	IR (overlapping region)	2	2	-	ENST00000245865	33.88	3.05122e-03	3.05122e-03	20.4301075268817|22.9885057471264	54.2372881355932|56.9444444444444	17_63704048_63703699_R_ENST00000245865_1
9:136726105-136726234	SNORA17B	9:136726484-136725054	IR	2	2	-	ENST00000362567	33.76	2.13684e-01	2.13684e-01	15.1515151515152|24	40|66.6666666666667	9_136726484_136725054_R_ENST00000362567_1
19:46716165-46716535	PRKD2	19:46717113-46716164	IR	2	2	-	ENST00000593363	33.70	7.04788e-02	7.04788e-02	53.968253968254|41.3793103448276	84.6153846153846|78.125	19_46717113_46716164_R_ENST00000593363_1
15:50424515-50439008	USP8	15:50424596-50424654	MXS	2	2	-	ENST00000560982	33.38	6.42704e-02	6.42704e-02	14.6666666666667|22	52.2727272727273|51.1627906976744	15_50424515_50439008_W_ENST00000560982_1
3:112102966-112116641	C3orf52	3:112109543-112109613	MES	2	2	-	ENST00000264848	33.28	1.27983e-01	1.27983e-01	43.3333333333333|42.3076923076923	69.2307692307692|82.9787234042553	3_112102966_112116641_W_ENST00000264848_1
3:9391312-9391826	THUMPD3-AS1	3:9391823-9389914	IR	2	2	-	ENST00000469846	33.26	1.23058e-01	1.23058e-01	17.6470588235294|10.7142857142857	38.8888888888889|56	3_9391823_9389914_R_ENST00000469846_1
7:129225440-129379640	AHCYL2	7:129379638-129379640	TSS|A3SS	2	2	-	TSS.ENST00000325006	33.14	2.00665e-01	2.00665e-01	20.6896551724138|16	40|62.962962962963	7_129225440_129379640_S_TSS.ENST00000325006_1
14:91114284-91157638	DGLUCY	14:91114284-91114528	TSS|A5SS	2	2	-	TSS.ENST00000521081	32.95	1.37794e-01	1.37794e-01	25|23.8095238095238	64.7058823529412|50	14_91114284_91157638_S_TSS.ENST00000521081_1
2:176129740-176130943	HOXD8	2:176130168-176130326	IR (overlapping region)	2	2	-	ENST00000313173	32.89	2.43176e-01	2.43176e-01	38.6363636363636|31.5789473684211	53.8461538461538|82.1428571428571	2_176130168_176130326_R_ENST00000313173_1
2:176129740-176130943	HOXD8	2:176129775-176130795	IR (overlapping region)	2	2	-	ENST00000313173	32.84	1.52138e-01	1.52138e-01	40|29.7297297297297	57.1428571428571|78.2608695652174	2_176129775_176130795_R_ENST00000313173_1
10:50743011-50745201	ASAH2B	10:50745128-50745201	A3SS	2	2	-	ENST00000374007	32.55	3.76577e-01	3.76577e-01	0|43.75	55|53.8461538461538	10_50743011_50745201_S_ENST00000374007_1
X:46471186-46472752	KRBOX4	X:46472750-46472753	A3SS	2	2	-	Ex.TSS.ENST00000487081	32.47	3.70124e-01	3.70124e-01	27.5|67.5675675675676	60|100	X_46471186_46472752_S_Ex.TSS.ENST00000487081_1
1:6209268-6209539	RNF207	1:6209344-6209413	IR (overlapping region)	2	2	-	ENST00000485539	32.46	1.42713e-01	1.42713e-01	15.3846153846154|36.3636363636364	50|66.6666666666667	1_6209344_6209413_R_ENST00000485539_1
17:81665036-81665584	OXLD1	17:81666579-81665460	IR (overlapping region)	2	2	-	ENST00000374741	32.45	1.08340e-01	1.08340e-01	16.2162162162162|27.4390243902439	54|54.5454545454545	17_81666579_81665460_R_ENST00000374741_1
17:63702835-63704908	STRADA	17:63704048-63702818	IR (overlapping region)	2	2	-	ENST00000245865	32.38	5.48820e-02	5.48820e-02	24.4897959183673|27.1739130434783	54.2372881355932|62.1951219512195	17_63704048_63702818_R_ENST00000245865_1
X:50591647-50596964	SHROOM4	X:50596238-50595697	IR	2	2	-	ENST00000376020	32.37	1.41066e-01	1.41066e-01	19.5121951219512|34.375	60|58.6206896551724	X_50596238_50595697_R_ENST00000376020_1
7:101234338-101234442	CLDN15	7:101234443-101233872	IR	2	2	-	ENST00000433422	32.26	1.62187e-01	1.62187e-01	4.54545454545455|7.40740740740741	29.4117647058824|47.0588235294118	7_101234443_101233872_R_ENST00000433422_1
11:83212653-83215200	ANKRD42	11:83213380-83209430	IR (overlapping region)	2	2	-	ENST00000393389	32.07	5.19102e-02	5.19102e-02	65.2173913043478|65.3846153846154	100|94.7368421052632	11_83213380_83209430_R_ENST00000393389_1
