Event Region,Gene Symbol,Target Exon,Event Type,N,T,Exon Type,Reference Transcript,ΔPSI (%),T-test p-value,FDR (BH),N Values,T Values,Database ID,Grouped Event Type
19:18990888-18993740,SUGP2,19:18995281-18993647,IR,2,2,-,ENST00000452918,28.39,0.007701,0.007701,48.4848484848485|45,76.9230769230769|73.3333333333333,19_18995281_18993647_R_ENST00000452918_1,IR
1:13584101-13607172,PDPN,1:13585598-13607173,A3SS,2,2,-,Ex.TSS.ENST00000294489,28.34,0.0029434,0.0029434,0|0,28.4671532846715|28.2051282051282,1_13584101_13607172_S_Ex.TSS.ENST00000294489_1,A3SS
19:48955508-48955833,BAX,19:48955600-48955686,IR,2,2,-,ENST00000503726,28.26,0.0055625,0.0055625,23.5955056179775|21.7391304347826,52.2727272727273|49.5726495726496,19_48955600_48955686_R_ENST00000503726_1,IR
12:56314650-56315242,CNPY2,12:56316120-56315129,IR,2,2,-,ENST00000546388,28.26,0.008486,0.008486,9.375|12.9032258064516,37.5|41.304347826087,12_56316120_56315129_R_ENST00000546388_1,IR
15:77055836-77056255,TSPAN3,15:77056256-77055788,IR,2,2,-,ENST00000560514,28.14,0.00193351,0.00193351,6.66666666666667|5,34.6153846153846|33.3333333333333,15_77056256_77055788_R_ENST00000560514_1,IR
22:19176667-19176693,SLC25A1,22:19176951-19176666,IR,2,2,-,ENST00000461267,27.53,0.00933565,0.00933565,25.9259259259259|22.8571428571429,50|53.8461538461538,22_19176951_19176666_R_ENST00000461267_1,IR
17:28747213-28747713,TRAF4,17:28747653-28745568,IR,2,2,-,ENST00000394925,25.58,0.00642197,0.00642197,45.4545454545455|47.0588235294118,70.5882352941177|73.0769230769231,17_28747653_28745568_R_ENST00000394925_1,IR
19:18990888-18993740,SUGP2,19:18994487-18993637,IR,2,2,-,ENST00000452918,25.54,0.00370195,0.00370195,58.0645161290323|56,81.8181818181818|83.3333333333333,19_18994487_18993637_R_ENST00000452918_1,IR
6:85677589-85677658,SNORD50B,6:85677869-85677423,IR,2,2,-,ENST00000364995,25.08,0.00403678,0.00403678,25.974025974026|23.6842105263158,48.9583333333333|50.8620689655172,6_85677869_85677423_R_ENST00000364995_1,IR
12:121328999-121329185,ANAPC5,12:121337396-121328998,IR,2,2,-,ENST00000538223,24.0,0.00213631,0.00213631,6.66666666666667|5.26315789473684,29.1666666666667|30.7692307692308,12_121337396_121328998_R_ENST00000538223_1,IR
8:98044433-98045088,RPL30,8:98045400-98044826,IR,2,2,-,ENST00000520998,23.43,0.00394711,0.00394711,34.453781512605|35.7142857142857,58.1881533101045|58.8424437299035,8_98045400_98044826_R_ENST00000520998_1,IR
5:149492197-149496860,CSNK1A1,5:149505596-149492196,IR,2,2,-,ENST00000261798,23.39,0.00922203,0.00922203,4.65116279069767|7.14285714285714,30|28.5714285714286,5_149505596_149492196_R_ENST00000261798_1,IR
11:250784-252983,PSMD13,11:251341-251545,IR,2,2,-,ENST00000527982,22.9,0.0048596,0.0048596,0|0,23.0769230769231|22.7272727272727,11_251341_251545_R_ENST00000527982_1,IR
12:56285962-56286023,AC073896.1,12:56286646-56285915,IR (overlapping region),2,2,-,ENST00000547423,22.2,0.00840602,0.00840602,6.25|6.97674418604651,29.6296296296296|28,12_56286646_56285915_R_ENST00000547423_1,IR
12:6766612-6769602,PTMS,12:6766612-6766750,A5SS,2,2,-,Ex.TSS.ENST00000309083,21.32,0.00744197,0.00744197,60.9022556390977|61.6071428571429,81.8181818181818|83.3333333333333,12_6766612_6769602_S_Ex.TSS.ENST00000309083_1,A5SS
19:48615332-48619175,RPL18,19:48616825-48616078,IR,2,2,-,ENST00000547892,20.85,0.00671319,0.00671319,22.4489795918367|20,43.0555555555556|41.0958904109589,19_48616825_48616078_R_ENST00000547892_1,IR
12:130873129-130874545,RAN,12:130874034-130874084,SES,2,2,-,ENST00000392367,-20.62,0.00435797,0.00435797,30.1801801801802|28.2660332541568,9.35622317596567|7.84641068447412,12_130873129_130874545_W_ENST00000392367_1,Exon Skipping
9:133348247-133348921,RPL7A,9:133348247-133348367,A5SS,2,2,-,Ex.TSS.ENST00000323345,-24.94,0.00144358,0.00144358,25|24.8868778280543,0|0,9_133348247_133348921_S_Ex.TSS.ENST00000323345_1,A5SS
19:49666800-49673697,BCL2L12,19:49667019-49667161,SES,2,2,-,ENST00000614495,-29.74,0.0077829,0.0077829,62.8205128205128|66.6666666666667,33.3333333333333|36.6666666666667,19_49666800_49673697_W_ENST00000614495_1,Exon Skipping
11:74965118-74969639,SPCS2,11:74969611-74969639,A3SS,2,2,-,ENST00000530257,-30.12,0.00868857,0.00868857,34.0909090909091|30,0|3.84615384615385,11_74965118_74969639_S_ENST00000530257_1,A3SS
12:54282666-54283811,HNRNPA1,12:54282800-54282874,SES,2,2,-,ENST00000546500,-31.63,0.00312636,0.00312636,76.6109785202864|79.1519434628975,45.0184501845018|47.4798387096774,12_54282666_54283811_W_ENST00000546500_1,Exon Skipping
7:98281938-98282350,BRI3,7:98281938-98282232,A5SS,2,2,-,Ex.TSS.ENST00000297290,-32.98,0.00141336,0.00141336,33.0578512396694|32.9113924050633,0|0,7_98281938_98282350_S_Ex.TSS.ENST00000297290_1,A5SS
7:98252529-98282350,BRI3,7:98252529-98282232,A5SS,2,2,-,Ex.TSS.ENST00000456357,-32.98,0.00141336,0.00141336,33.0578512396694|32.9113924050633,0|0,7_98252529_98282350_S_Ex.TSS.ENST00000456357_1,A5SS
3:157152177-157152241,CCNL1,3:157152211-157150281,IR,2,2,NMD,ENST00000465947,-48.86,0.0076209,0.0076209,92.3076923076923|86.6666666666667,43.75|37.5,3_157152211_157150281_R_ENST00000465947_1,IR
1:153662036-153662556,ILF2,1:153662796-153661787,IR,2,2,-,ENST00000361891,-70.34,0.0011676,0.0011676,88.8888888888889|91.6666666666667,18.9873417721519|20.8955223880597,1_153662796_153661787_R_ENST00000361891_1,IR
