Event Region	Gene Symbol	Target Exon	Event Type	N	T	Exon Type	Reference Transcript	ΔPSI (%)	T-test p-value	FDR (BH)	N Values	T Values	Database ID
19:8445112-8468773	HNRNPM	19:8455405-8455574	MES	2	2	-	ENST00000325495	41.25	4.66498e-01	4.66498e-01	15|90	87.5|100	19_8445112_8468773_W_ENST00000325495_1
20:37203961-37204766	RPN2	20:37203961-37204054	A5SS	2	2	-	Ex.ENST00000237530	41.22	1.23753e-01	1.23753e-01	0|0	49.3333333333333|33.1034482758621	20_37203961_37204766_S_Ex.ENST00000237530_1
16:14929871-14930165	NPIPA1	16:14929871-14930031	A5SS	2	2	-	Ex.ENST00000472413	41.14	2.79375e-01	2.79375e-01	7.03125|17.7777777777778	33.0097087378641|74.0740740740741	16_14929871_14930165_S_Ex.ENST00000472413_1
16:14929714-14930165	NPIPA1	16:14929714-14930031	A5SS	2	2	-	Ex.ENST00000472413	41.14	2.79375e-01	2.79375e-01	7.03125|17.7777777777778	33.0097087378641|74.0740740740741	16_14929714_14930165_S_Ex.ENST00000472413_1
3:129570684-129570935	PLXND1	3:129571304-129570785	IR	2	2	-	ENST00000504767	41.10	5.39743e-02	5.39743e-02	39.5348837209302|52.8571428571429	80|94.5945945945946	3_129571304_129570785_R_ENST00000504767_1
3:129570684-129570935	PLXND1	3:129571205-129570785	IR	2	2	-	ENST00000504767	41.10	5.39743e-02	5.39743e-02	39.5348837209302|52.8571428571429	80|94.5945945945946	3_129571205_129570785_R_ENST00000504767_1
9:62897850-62900104	AL512625.1	9:62897980-62898703	IR (overlapping region)	2	2	-	ENST00000305709	40.91	3.13265e-01	3.13265e-01	18.1818181818182|66.6666666666667	100|66.6666666666667	9_62897980_62898703_R_ENST00000305709_1
20:58992998-58993544	NELFCD	20:58993113-58993448	IR	2	2	-	ENST00000478389	40.53	3.71799e-02	3.71799e-02	33.3333333333333|37.037037037037	71.4285714285714|80	20_58993113_58993448_R_ENST00000478389_1
1:183140504-183142538	LAMC1	1:183142534-183142538	A3SS	2	2	-	Ex.TSS.ENST00000258341	39.75	3.60606e-01	3.60606e-01	12.5|66.6666666666667	68.4210526315789|90.2439024390244	1_183140504_183142538_S_Ex.TSS.ENST00000258341_1
1:108934658-108934942	CLCC1	1:108937419-108934657	IR (overlapping region)	2	2	-	ENST00000302500	39.55	3.06278e-02	3.06278e-02	38.4615384615385|47.0588235294118	84.6153846153846|80	1_108937419_108934657_R_ENST00000302500_1
19:1241770-1242609	ATP5F1D	19:1241992-1242455	IR	2	2	-	ENST00000590265	39.40	2.44848e-01	2.44848e-01	31.9148936170213|42	93.75|58.974358974359	19_1241992_1242455_R_ENST00000590265_1
5:171390131-171391705	NPM1	5:171391305-171391705	A3SS	2	2	-	Ex.ENST00000521260	39.31	2.90684e-01	2.90684e-01	41.3793103448276|80	100|100	5_171390131_171391705_S_Ex.ENST00000521260_1
19:14411218-14411598	DDX39A	19:14411387-14410420	IR	2	2	-	ENST00000586558	39.04	1.75623e-01	1.75623e-01	32|47.0588235294118	64.2857142857143|92.8571428571429	19_14411387_14410420_R_ENST00000586558_1
12:46358189-46361209	SLC38A2	12:46362382-46358188	IR	2	2	-	ENST00000256689	38.40	1.89531e-02	1.89531e-02	14.2857142857143|7.69230769230769	45.4545454545455|53.3333333333333	12_46362382_46358188_R_ENST00000256689_1
2:197501239-197523623	HSPE1-MOB4	2:197501239-197503128	A5SS	2	2	-	Ex.ENST00000604458	38.15	4.57172e-01	4.57172e-01	67.6470588235294|0	65.2173913043478|78.7234042553192	2_197501239_197523623_S_Ex.ENST00000604458_2
16:30942537-30946836	FBXL19	16:30946784-30946837	A3SS	2	2	-	Ex.TSS.ENST00000565939	37.90	4.50906e-01	4.50906e-01	0|61.1111111111111	95.2380952380952|41.6666666666667	16_30942537_30946836_S_Ex.TSS.ENST00000565939_1
16:16328356-16328650	PKD1P1	16:16328356-16328516	A5SS	2	2	-	Ex.ENST00000458669	37.65	3.99469e-01	3.99469e-01	5.35714285714286|17.8947368421053	77.2727272727273|21.2765957446809	16_16328356_16328650_S_Ex.ENST00000458669_1
16:16328199-16328650	PKD1P1	16:16328199-16328516	A5SS	2	2	-	ENST00000458669	37.65	3.99469e-01	3.99469e-01	5.35714285714286|17.8947368421053	77.2727272727273|21.2765957446809	16_16328199_16328650_S_ENST00000458669_1
8:41541991-41545046	GINS4	8:41545045-41540380	IR (overlapping region)	2	2	-	ENST00000276533	37.63	3.08289e-01	3.08289e-01	29.1666666666667|71.4285714285714	94.2857142857143|81.5789473684211	8_41545045_41540380_R_ENST00000276533_1
7:99326005-99344292	ARPC1A	7:99333325-99333417	MES	2	2	-	ENST00000262942	37.04	5.00000e-01	5.00000e-01	25.9259259259259|100	100|100	7_99326005_99344292_W_ENST00000262942_1
11:64195814-64199939	STIP1	11:64197271-64197397	MES	2	2	-	ENST00000305218	36.17	2.36363e-01	2.36363e-01	54.7169811320755|40	67.0588235294118|100	11_64195814_64199939_W_ENST00000305218_1
1:108934658-108934942	CLCC1	1:108937419-108934624	IR (overlapping region)	2	2	-	ENST00000302500	35.91	4.71846e-02	4.71846e-02	38.4615384615385|47.0588235294118	84.6153846153846|72.7272727272727	1_108937419_108934624_R_ENST00000302500_1
2:237994810-238030555	UBE2F	2:238016566-238016633	MXS	2	2	NMD	ENST00000455999	35.85	3.13508e-01	3.13508e-01	26.9230769230769|20.6896551724138	79.3103448275862|40	2_237994810_238030555_W_ENST00000455999_1
3:48627529-48628038	SLC26A6	3:48628039-48626630	IR	2	2	-	ENST00000462009	35.71	4.51410e-01	4.51410e-01	18.1818181818182|81.8181818181818	100|71.4285714285714	3_48628039_48626630_R_ENST00000462009_1
16:57469710-57470408	POLR2C	16:57470130-57470279	IR	2	2	-	ENST00000567982	35.29	1.08141e-01	1.08141e-01	17.2413793103448|16.6666666666667	58.3333333333333|46.1538461538462	16_57470130_57470279_R_ENST00000567982_1
2:237994810-238030555	UBE2F	2:238025342-238025412	MES	2	2	-	ENST00000272930	35.15	4.33208e-01	4.33208e-01	53.8461538461538|17.2413793103448	41.3793103448276|100	2_237994810_238030555_W_ENST00000272930_2
19:36114289-36114394	TBCB	19:36114714-36114338	IR (overlapping region)	2	2	-	ENST00000593075	34.23	1.29294e-01	1.29294e-01	22.0779220779221|30.3030303030303	69.811320754717|51.0204081632653	19_36114714_36114338_R_ENST00000593075_1
11:130140484-130141918	APLP2	11:130141498-130141572	SES	2	2	-	ENST00000263574	34.00	3.47685e-01	3.47685e-01	86.6666666666667|45.3389830508475	100|100	11_130140484_130141918_W_ENST00000263574_1
19:16646453-16647261	SMIM7	19:16647262-16630467	IR (overlapping region)	2	2	-	ENST00000397349	33.89	6.78279e-02	6.78279e-02	11.4285714285714|17.6470588235294	54.5454545454545|42.3076923076923	19_16647262_16630467_R_ENST00000397349_1
19:58555712-58556229	UBE2M	19:58556380-58556140	IR	2	2	-	ENST00000253023	33.68	3.55259e-01	3.55259e-01	33.3333333333333|53.8461538461538	54.5454545454545|100	19_58556380_58556140_R_ENST00000253023_1
2:215312091-215312624	ATIC	2:215312344-215312497	IR	2	2	-	ENST00000435675	33.59	2.02840e-01	2.02840e-01	50|27.5862068965517	71.4285714285714|73.3333333333333	2_215312344_215312497_R_ENST00000435675_1
16:16328199-16328650	PKD1P1	16:16328199-16328355	A5SS	2	2	-	Ex.ENST00000537112	33.51	5.00000e-01	5.00000e-01	0|0	0|67.0212765957447	16_16328199_16328650_S_Ex.ENST00000537112_1
16:67935328-67935697	PSMB10	16:67935698-67934796	IR (overlapping region)	2	2	-	ENST00000570304	33.48	2.42085e-01	2.42085e-01	43.75|75	100|85.7142857142857	16_67935698_67934796_R_ENST00000570304_1
19:36114289-36114394	TBCB	19:36114892-36114338	IR (overlapping region)	2	2	-	ENST00000593075	33.24	1.23974e-01	1.23974e-01	34.5454545454545|30.3030303030303	73.3333333333333|58	19_36114892_36114338_R_ENST00000593075_1
2:9405684-9406905	ITGB1BP1	2:9408206-9406647	IR	2	2	-	ENST00000238091	33.13	3.04711e-01	3.04711e-01	4.8780487804878|9.67741935483871	57.8947368421053|22.9166666666667	2_9408206_9406647_R_ENST00000238091_1
5:176388295-176388638	ARL10	5:176388599-176388234	IR (overlapping region)	2	2	-	ENST00000503175	33.08	2.39681e-01	2.39681e-01	53.8461538461538|80	100|100	5_176388599_176388234_R_ENST00000503175_1
X:153346819-153352882	ZNF275	X:153347656-153347753	IR	2	2	-	ENST00000370249	33.02	3.40254e-02	3.40254e-02	65.2173913043478|68.75	100|100	X_153347656_153347753_R_ENST00000370249_1
22:41650892-41656902	XRCC6	22:41653529-41653690	SES	2	2	-	ENST00000359308	33.01	1.09893e-01	1.09893e-01	56.7567567567568|44.4444444444444	82.6086956521739|84.6153846153846	22_41650892_41656902_W_ENST00000359308_1
17:733182-741300	FAM57A	17:737846-738047	MES	2	2	-	ENST00000308278	33.01	3.20361e-01	3.20361e-01	6.89655172413793|22.7272727272727	28|67.6470588235294	17_733182_741300_W_ENST00000308278_1
7:98281938-98282350	BRI3	7:98281938-98282232	A5SS	2	2	-	Ex.TSS.ENST00000297290	32.98	1.41336e-03	1.41336e-03	0|0	33.0578512396694|32.9113924050633	7_98281938_98282350_S_Ex.TSS.ENST00000297290_1
7:98252529-98282350	BRI3	7:98252529-98282232	A5SS	2	2	-	Ex.TSS.ENST00000456357	32.98	1.41336e-03	1.41336e-03	0|0	33.0578512396694|32.9113924050633	7_98252529_98282350_S_Ex.TSS.ENST00000456357_1
13:80335976-80337756	SPRY2	13:80340952-80335975	IR	2	2	-	ENST00000377102	32.97	2.19325e-01	2.19325e-01	36.1111111111111|64.8648648648649	76|90.9090909090909	13_80340952_80335975_R_ENST00000377102_1
11:64195814-64199939	STIP1	11:64197493-64197595	MES	2	2	-	ENST00000305218	32.96	3.43249e-01	3.43249e-01	47.1698113207547|36.3636363636364	54.1176470588235|95.3271028037383	11_64195814_64199939_W_ENST00000305218_2
8:109336205-109343404	ENY2	8:109340489-109340563	MES	2	2	-	ENST00000517350	32.89	1.71588e-01	1.71588e-01	65.4320987654321|45	90.9090909090909|85.2941176470588	8_109336205_109343404_W_ENST00000517350_2
19:2046461-2046468	MKNK2	19:2046469-2043502	IR	2	2	-	ENST00000589509	32.66	1.47243e-01	1.47243e-01	6.66666666666667|4.16666666666667	46.1538461538462|30	19_2046469_2043502_R_ENST00000589509_1
19:58555712-58556229	UBE2M	19:58556380-58555711	IR	2	2	-	ENST00000253023	32.50	3.38242e-01	3.38242e-01	33.3333333333333|60	58.3333333333333|100	19_58556380_58555711_R_ENST00000253023_1
2:215312091-215312624	ATIC	2:215312162-215312497	IR	2	2	-	ENST00000435675	32.49	2.01922e-01	2.01922e-01	50|27.5862068965517	73.3333333333333|69.2307692307692	2_215312162_215312497_R_ENST00000435675_1
2:215312091-215312624	ATIC	2:215312391-215312497	IR	2	2	-	ENST00000435675	32.38	1.87930e-01	1.87930e-01	50|30	71.4285714285714|73.3333333333333	2_215312391_215312497_R_ENST00000435675_1
19:16646453-16647261	SMIM7	19:16647262-16630750	IR (overlapping region)	2	2	-	ENST00000397349	32.34	2.33708e-01	2.33708e-01	0|22.2222222222222	58.3333333333333|28.5714285714286	19_16647262_16630750_R_ENST00000397349_1
12:46362290-46362381	SLC38A2	12:46362543-46361852	IR	2	2	-	ENST00000548111	32.17	4.59072e-02	4.59072e-02	20|11.1111111111111	45.4545454545455|50	12_46362543_46361852_R_ENST00000548111_1
13:45338185-45338776	TPT1	13:45338777-45333470	IR	2	2	-	ENST00000309246	32.15	2.29522e-02	2.29522e-02	5.88235294117647|6.66666666666667	36.8421052631579|40	13_45338777_45333470_R_ENST00000309246_1
19:36114191-36114251	POLR2I	19:36114714-36114176	IR (overlapping region)	2	2	-	ENST00000589069	31.87	4.15362e-02	4.15362e-02	18.9189189189189|24.1758241758242	57.8947368421053|48.936170212766	19_36114714_36114176_R_ENST00000589069_1
16:31493455-31493936	C16orf58	16:31493937-31493196	IR	2	2	-	ENST00000541442	31.87	1.33644e-02	1.33644e-02	58.3333333333333|54.5454545454545	90.9090909090909|85.7142857142857	16_31493937_31493196_R_ENST00000541442_1
2:74205890-74211198	MTHFD2	2:74208569-74208721	MES	2	2	-	ENST00000394053	31.78	5.33585e-01	5.33585e-01	29.1666666666667|100	100|92.7272727272727	2_74205890_74211198_W_ENST00000394053_2
11:57332445-57332486	SSRP1	11:57332856-57332382	IR	2	2	-	ENST00000526696	31.76	1.79005e-01	1.79005e-01	10.5263157894737|25	61.5384615384615|37.5	11_57332856_57332382_R_ENST00000526696_1
13:48256384-48258935	ITM2B	13:48258797-48258936	A3SS	2	2	-	Ex.TSS.ENST00000650237	31.66	2.10851e-02	2.10851e-02	0|0	30.6122448979592|32.7102803738318	13_48256384_48258935_S_Ex.TSS.ENST00000650237_1
3:129570684-129570935	PLXND1	3:129570936-129569842	IR	2	2	-	ENST00000504767	31.55	1.00738e-01	1.00738e-01	31.4814814814815|43.2835820895522	60.7142857142857|77.1428571428572	3_129570936_129569842_R_ENST00000504767_1
17:39990198-39996182	PSMD3	17:39994954-39995068	MES	2	2	-	ENST00000264639	31.38	6.18323e-01	6.18323e-01	11.1111111111111|33.9285714285714	7.79220779220779|100	17_39990198_39996182_W_ENST00000264639_1
8:37870387-37870528	RAB11FIP1	8:37873279-37870419	IR	2	2	-	ENST00000524118	31.18	2.44797e-01	2.44797e-01	73.3333333333333|46.6666666666667	94.1176470588235|88.2352941176471	8_37873279_37870419_R_ENST00000524118_1
1:207785107-207793518	CD46	1:207785619-207785682	SES	2	2	-	ENST00000322875	31.10	2.15442e-01	2.15442e-01	65.2173913043478|38.4615384615385	72.5490196078431|93.3333333333333	1_207785107_207793518_W_ENST00000322875_1
15:75338686-75339263	COMMD4	15:75338985-75339104	SES	2	2	-	ENST00000267935	31.09	5.72260e-02	5.72260e-02	70.6666666666667|59.2592592592593	100|92.1052631578947	15_75338686_75339263_W_ENST00000267935_1
19:49662539-49662617	IRF3	19:49662618-49662132	IR	2	2	-	ENST00000442265	31.06	2.93681e-01	2.93681e-01	28|62.5	83.8709677419355|68.75	19_49662618_49662132_R_ENST00000442265_1
5:58457516-58457583	PLK2	5:58457584-58457308	IR	2	2	-	ENST00000508300	30.95	2.86385e-01	2.86385e-01	20.8333333333333|14.8936170212766	64.2857142857143|33.3333333333333	5_58457584_58457308_R_ENST00000508300_1
19:49855078-49857013	PTOV1	19:49856975-49857013	A3SS	2	2	-	Ex.ENST00000391842	30.95	3.69776e-01	3.69776e-01	47.3684210526316|50	100|59.2592592592593	19_49855078_49857013_S_Ex.ENST00000391842_1
6:75084326-75086557	COL12A1	6:75087748-75086546	IR	2	2	-	ENST00000322507	30.89	1.92431e-01	1.92431e-01	45.4545454545455|41.6666666666667	64.2857142857143|84.6153846153846	6_75087748_75086546_R_ENST00000322507_1
1:1754061-1754208	NADK	1:1754209-1753566	IR	2	2	-	ENST00000469045	30.87	4.49618e-01	4.49618e-01	92.3076923076923|39.2857142857143	93.3333333333333|100	1_1754209_1753566_R_ENST00000469045_1
2:169824182-169824640	METTL5	2:169824914-169824488	IR	2	2	-	ENST00000471560	30.81	9.61890e-02	9.61890e-02	38.0952380952381|40	64.7058823529412|75	2_169824914_169824488_R_ENST00000471560_1
13:45338185-45338776	TPT1	13:45338777-45337197	IR	2	2	-	ENST00000309246	30.64	8.89142e-02	8.89142e-02	2.4390243902439|12.5	45.4545454545455|30.7692307692308	13_45338777_45337197_R_ENST00000309246_1
12:46358189-46361209	SLC38A2	12:46362382-46361117	IR	2	2	-	ENST00000256689	30.58	1.61354e-02	1.61354e-02	20|14.2857142857143	45.4545454545455|50	12_46362382_46361117_R_ENST00000256689_1
12:46358189-46361209	SLC38A2	12:46362382-46361110	IR	2	2	-	ENST00000256689	30.58	1.61354e-02	1.61354e-02	20|14.2857142857143	45.4545454545455|50	12_46362382_46361110_R_ENST00000256689_1
16:57469961-57470269	POLR2C	16:57470130-57470210	IR	2	2	-	ENST00000562953	30.44	3.27767e-01	3.27767e-01	31.25|33.3333333333333	80|45.4545454545455	16_57470130_57470210_R_ENST00000562953_1
2:169824182-169824640	METTL5	2:169824902-169824488	IR	2	2	-	ENST00000471560	30.28	6.21673e-02	6.21673e-02	43.4782608695652|40	67.5675675675676|76.4705882352941	2_169824902_169824488_R_ENST00000471560_1
14:21496546-21499171	TOX4	14:21499803-21499024	IR	2	2	-	ENST00000448790	30.12	3.09408e-01	3.09408e-01	70|38.0952380952381	83.3333333333333|85	14_21499803_21499024_R_ENST00000448790_1
10:104255272-104259575	GSTO1	10:104255272-104257483	A5SS	2	2	-	Ex.ENST00000369710	30.12	1.72879e-01	1.72879e-01	0|5.40540540540541	42.3076923076923|23.3333333333333	10_104255272_104259575_S_Ex.ENST00000369710_1
7:135164418-135166215	TMEM140	7:135167808-135165784	IR	2	2	-	ENST00000275767	30.11	1.66090e-01	1.66090e-01	37.5|38.4615384615385	60|76.1904761904762	7_135167808_135165784_R_ENST00000275767_1
7:135164418-135166215	TMEM140	7:135167808-135165781	IR	2	2	-	ENST00000275767	30.11	1.66090e-01	1.66090e-01	37.5|38.4615384615385	60|76.1904761904762	7_135167808_135165781_R_ENST00000275767_1
2:169824182-169824640	METTL5	2:169824875-169824488	IR	2	2	-	ENST00000471560	30.03	1.40393e-01	1.40393e-01	48|41.9354838709677	66.6666666666667|83.3333333333333	2_169824875_169824488_R_ENST00000471560_1
16:4463743-4463850	NMRAL1	16:4466403-4463802	IR	2	2	NMD	ENST00000571291	30.00	1.58245e-01	1.58245e-01	5.88235294117647|21.4285714285714	44.4444444444444|42.8571428571429	16_4466403_4463802_R_ENST00000571291_1
19:799444-808359	PTBP1	19:804036-804208	MES	2	2	-	ENST00000349038	29.92	3.11706e-01	3.11706e-01	48.3333333333333|82.1705426356589	90.3448275862069|100	19_799444_808359_W_ENST00000349038_2
2:218659801-218660938	BCS1L	2:218660307-218660421	SES	2	2	-	ENST00000439945	29.87	2.18215e-02	2.18215e-02	12|18.1818181818182	42.8571428571429|47.0588235294118	2_218659801_218660938_W_ENST00000439945_1
2:70228898-70229318	TIA1	2:70229092-70227734	IR (overlapping region)	2	2	-	ENST00000496452	29.85	3.02608e-01	3.02608e-01	31.5789473684211|17.6470588235294	37.5|71.4285714285714	2_70229092_70227734_R_ENST00000496452_1
2:36517543-36522175	CRIM1	2:36522092-36522175	A3SS	2	2	-	Ex.ENST00000280527	29.81	3.71555e-01	3.71555e-01	12.5|52.1739130434783	60|64.2857142857143	2_36517543_36522175_S_Ex.ENST00000280527_1
X:52897410-52899467	FAM156B	X:52897410-52898726	TSS|A5SS	2	2	-	TSS.ENST00000593751	29.80	5.70386e-02	5.70386e-02	66.6666666666667|57.1428571428571	89.2857142857143|94.1176470588235	X_52897410_52899467_S_TSS.ENST00000593751_1
5:178142583-178142992	RMND5B	5:178142729-178142851	IR	2	2	-	ENST00000507575	29.80	3.01873e-01	3.01873e-01	72.2222222222222|40	90|81.8181818181818	5_178142729_178142851_R_ENST00000507575_1
19:36114289-36114394	TBCB	19:36114861-36114338	IR (overlapping region)	2	2	-	ENST00000593075	29.76	1.92978e-01	1.92978e-01	34.5454545454545|27.3684210526316	71.4285714285714|50	19_36114861_36114338_R_ENST00000593075_1
17:39715740-39716605	ERBB2	17:39715940-39716300	IR	2	2	-	ENST00000582788	29.67	1.19509e-01	1.19509e-01	50|54.5454545454545	75|88.8888888888889	17_39715940_39716300_R_ENST00000582788_1
16:30083394-30083805	PPP4C	16:30083568-30083654	IR	2	2	-	ENST00000567040	29.59	1.61884e-01	1.61884e-01	37.5|18.1818181818182	61.5384615384615|53.3333333333333	16_30083568_30083654_R_ENST00000567040_1
19:572702-580645	BSG	19:579500-579656	MES	2	2	-	ENST00000333511	29.55	1.83492e-01	1.83492e-01	50.561797752809|49.5049504950495	70.7692307692308|88.4057971014493	19_572702_580645_W_ENST00000333511_2
20:43673900-43681825	MYBL2	20:43681784-43681825	A3SS	2	2	-	Ex.ENST00000217026	29.50	1.53123e-01	1.53123e-01	50.4854368932039|59.4594594594595	75|93.9393939393939	20_43673900_43681825_S_Ex.ENST00000217026_1
22:50581607-50581862	CHKB	22:50581863-50581419	IR (overlapping region)	2	2	-	ENST00000465842	29.43	9.21827e-02	9.21827e-02	66.6666666666667|65.3846153846154	100|90.9090909090909	22_50581863_50581419_R_ENST00000465842_1
13:45338185-45338776	TPT1	13:45338777-45337177	IR	2	2	-	ENST00000309246	29.34	6.82048e-02	6.82048e-02	2.4390243902439|12.5	42.8571428571429|30.7692307692308	13_45338777_45337177_R_ENST00000309246_1
13:45338185-45338776	TPT1	13:45338777-45337176	IR	2	2	-	ENST00000309246	29.34	6.82048e-02	6.82048e-02	2.4390243902439|12.5	42.8571428571429|30.7692307692308	13_45338777_45337176_R_ENST00000309246_1
1:8011719-8014396	ERRFI1	1:8015385-8011718	IR	2	2	-	ENST00000377482	29.27	1.85906e-01	1.85906e-01	40|61.9047619047619	90|70.4545454545455	1_8015385_8011718_R_ENST00000377482_1
11:66599116-66599611	CCS	11:66599254-66599458	IR	2	2	-	ENST00000526058	29.17	5.00000e-01	5.00000e-01	41.6666666666667|100	100|100	11_66599254_66599458_R_ENST00000526058_1
1:1751232-1753060	NADK	1:1753650-1752470	IR	2	2	-	ENST00000341426	29.14	4.29675e-01	4.29675e-01	84.6153846153846|37.2549019607843	94.4444444444444|85.7142857142857	1_1753650_1752470_R_ENST00000341426_1
6:159778498-159779261	TCP1	6:159779791-159778986	IR	2	2	-	ENST00000321394	29.11	2.76386e-01	2.76386e-01	24.4444444444444|44.1176470588235	78.9473684210526|47.8260869565217	6_159779791_159778986_R_ENST00000321394_1
19:14411218-14411598	DDX39A	19:14411555-14410646	IR	2	2	-	ENST00000586558	29.11	3.91446e-01	3.91446e-01	37.037037037037|47.0588235294118	50|92.3076923076923	19_14411555_14410646_R_ENST00000586558_1
20:43673900-43692156	MYBL2	20:43681784-43681855	MES	2	2	-	ENST00000217026	28.97	1.17959e-01	1.17959e-01	56.7164179104478|68.6868686868687	83.3333333333333|100	20_43673900_43692156_W_ENST00000217026_1
11:68030734-68032285	NDUFS8	11:68032152-68032209	SES	2	2	-	ENST00000313468	28.93	2.91394e-01	2.91394e-01	56.8181818181818|85.3211009174312	100|100	11_68030734_68032285_W_ENST00000313468_1
6:159779916-159780087	TCP1	6:159780088-159779626	IR	2	2	-	ENST00000539756	28.89	3.94671e-01	3.94671e-01	21.875|63.1578947368421	72.2222222222222|70.5882352941177	6_159780088_159779626_R_ENST00000539756_1
6:159778498-159779261	TCP1	6:159779791-159778497	IR	2	2	-	ENST00000321394	28.83	2.22111e-01	2.22111e-01	19.047619047619|26.9230769230769	63.6363636363636|40	6_159779791_159778497_R_ENST00000321394_1
1:155308966-155310063	FDPS	1:155310043-155310063	TSS|A3SS	2	2	-	TSS.ENST00000447866	28.72	4.65735e-02	4.65735e-02	6.66666666666667|0	30.7692307692308|33.3333333333333	1_155308966_155310063_S_TSS.ENST00000447866_1
12:46362290-46362381	SLC38A2	12:46362639-46362283	IR	2	2	-	ENST00000548111	28.68	7.95012e-02	7.95012e-02	20|7.69230769230769	38.8888888888889|46.1538461538462	12_46362639_46362283_R_ENST00000548111_1
18:50268847-50269818	MBD1	18:50272739-50269030	IR	2	2	-	ENST00000269468	28.66	2.89875e-01	2.89875e-01	78.9473684210526|47.0588235294118	100|83.3333333333333	18_50272739_50269030_R_ENST00000269468_1
2:169824182-169824640	METTL5	2:169824906-169824488	IR	2	2	-	ENST00000471560	28.62	7.22881e-02	7.22881e-02	43.4782608695652|40	65.7142857142857|75	2_169824906_169824488_R_ENST00000471560_1
19:49487639-49489849	RPL13A	19:49487639-49487644	A5SS	2	2	-	Ex.TSS.ENST00000391857	28.62	4.63836e-01	4.63836e-01	42.28079612695|49.0595009596929	48.5773768216516|100	19_49487639_49489849_S_Ex.TSS.ENST00000391857_1
