Event Region,Gene Symbol,Target Exon,Event Type,N,T,Exon Type,Reference Transcript,ΔPSI (%),T-test p-value,FDR (BH),N Values,T Values,Database ID,Grouped Event Type
19:2235463-2235828,PLEKHJ1,19:2235991-2235462,IR,2,2,-,ENST00000588356,30.79,0.00964316,0.00964316,42.8571428571429|46.6666666666667,77.7777777777778|73.3333333333333,19_2235991_2235462_R_ENST00000588356_1,IR
6:31536374-31536449,SNORD117,6:31536684-31532779,IR (overlapping region),2,2,-,ENST00000364915,29.43,0.00588553,0.00588553,6.17283950617284|9.45945945945946,35.7142857142857|38.7755102040816,6_31536684_31532779_R_ENST00000364915_1,IR
7:135183839-135186315,WDR91,7:135187170-135183838,IR,2,2,-,ENST00000354475,28.4,0.00437114,0.00437114,43.3333333333333|40.7407407407407,69.4444444444444|71.4285714285714,7_135187170_135183838_R_ENST00000354475_1,IR
1:2189548-2189781,FAAP20,1:2193911-2184463,IR,2,2,-,ENST00000378543,26.84,0.0022432,0.0022432,17.3913043478261|15.7894736842105,44|42.8571428571429,1_2193911_2184463_R_ENST00000378543_1,IR
21:39348065-39348339,HMGN1,21:39348340-39347378,IR,2,2,-,ENST00000463631,26.55,0.00802366,0.00802366,30.4347826086957|27.2727272727273,53.6585365853659|57.1428571428571,21_39348340_39347378_R_ENST00000463631_1,IR
11:2396628-2396906,CD81,11:2396715-2396803,IR,2,2,-,ENST00000464784,26.41,0.00188678,0.00188678,5|3.75,30|31.5789473684211,11_2396715_2396803_R_ENST00000464784_1,IR
X:154399338-154400913,RPL10,X:154399595-154400701,IR,2,2,-,ENST00000482732,26.24,0.00191303,0.00191303,36.8421052631579|37.1134020618557,62.9032258064516|63.5294117647059,X_154399595_154400701_R_ENST00000482732_1,IR
4:82352498-82354154,HNRNPD,4:82355002-82353833,IR,2,2,-,ENST00000313899,22.98,0.00906335,0.00906335,47.0588235294118|46.6666666666667,69.2307692307692|70.4545454545455,4_82355002_82353833_R_ENST00000313899_1,IR
20:36607715-36608193,RAB5IF,20:36607819-36607889,IR (overlapping region),2,2,-,ENST00000491113,21.18,0.00874585,0.00874585,25|22.2222222222222,45.8333333333333|43.75,20_36607819_36607889_R_ENST00000491113_1,IR
10:56357445-56358459,ZWINT,10:56358725-56357444,IR,2,2,-,ENST00000318387,-20.21,0.00103593,0.00103593,77.2727272727273|78.1818181818182,57.8947368421053|57.1428571428571,10_56358725_56357444_R_ENST00000318387_1,IR
17:42612144-42612946,TUBG1,17:42612427-42612506,SES,2,2,-,ENST00000251413,-21.35,0.00589606,0.00589606,77.2727272727273|79.6610169491525,58.1395348837209|56.0975609756098,17_42612144_42612946_W_ENST00000251413_1,Exon Skipping
10:56357445-56358459,ZWINT,10:56358725-56357437,IR,2,2,-,ENST00000318387,-23.54,0.00236333,0.00236333,73.6842105263158|75,50|51.6129032258064,10_56358725_56357437_R_ENST00000318387_1,IR
1:26994613-26999846,TRNP1,1:26999825-26999847,A3SS,2,2,-,Ex.ENST00000522111,-27.39,0.00264156,0.00264156,27.2727272727273|27.5,0|0,1_26994613_26999846_S_Ex.ENST00000522111_1,A3SS
22:37677066-37678482,LGALS1,22:37677066-37677717,A5SS,2,2,-,Ex.ENST00000215909,-31.31,0.00811511,0.00811511,30.9090909090909|31.7073170731707,0|0,22_37677066_37678482_S_Ex.ENST00000215909_1,A5SS
9:128635323-128635767,WDR34,9:128635768-128635091,IR,2,2,-,ENST00000473486,-36.75,0.00913162,0.00913162,56.25|60.8695652173913,19.2307692307692|24.390243902439,9_128635768_128635091_R_ENST00000473486_1,IR
11:66272461-66275803,RAB1B,11:66272461-66273075,A5SS,2,2,-,Ex.ENST00000311481,-49.02,0.00731327,0.00731327,49.5798319327731|48.4536082474227,0|0,11_66272461_66275803_S_Ex.ENST00000311481_1,A5SS
