Event Region	Gene Symbol	Target Exon	Event Type	N	T	Exon Type	Reference Transcript	ΔPSI (%)	T-test p-value	FDR (BH)	N Values	T Values	Database ID
19:36142967-36149577	CAPNS1	19:36145806-36145874	MES	2	2	-	ENST00000246533	52.39	1.61486e-01	1.61486e-01	57.2916666666667|22.9219143576826	100|85	19_36142967_36149577_W_ENST00000246533_2
12:124777633-124778586	SCARB1	12:124786494-124777872	IR	2	2	-	ENST00000261693	52.31	9.39996e-02	9.39996e-02	8.69565217391304|10.5263157894737	53.8461538461538|70	12_124786494_124777872_R_ENST00000261693_1
19:47493018-47493174	NAPA	19:47493046-47492060	IR (overlapping region)	2	2	-	ENST00000594288	52.05	2.53534e-01	2.53534e-01	15.3846153846154|16.6666666666667	90|46.1538461538462	19_47493046_47492060_R_ENST00000594288_1
19:1585055-1585214	MBD3	19:1592709-1585054	IR (overlapping region)	2	2	-	ENST00000592965	51.30	1.60703e-03	1.60703e-03	37.7777777777778|40	90.9090909090909|89.4736842105263	19_1592709_1585054_R_ENST00000592965_1
11:62798845-62799256	NXF1	11:62800487-62797317	IR	2	2	-	ENST00000526163	51.30	3.11957e-01	3.11957e-01	66.6666666666667|10.3448275862069	95|84.6153846153846	11_62800487_62797317_R_ENST00000526163_1
8:144106835-144107392	MAF1	8:144106964-144107087	IR (overlapping region)	2	2	-	ENST00000534811	51.13	6.28008e-02	6.28008e-02	30|34.2105263157895	90|76.4705882352941	8_144106964_144107087_R_ENST00000534811_1
22:50446806-50447240	SBF1	22:50447454-50446805	IR	2	2	-	ENST00000348911	50.89	2.59585e-01	2.59585e-01	67.5|21.6216216216216	100|90.9090909090909	22_50447454_50446805_R_ENST00000348911_1
17:27306782-27307789	WSB1	17:27306883-27307743	IR	2	2	-	ENST00000581185	50.47	2.62628e-01	2.62628e-01	34.7826086956522|14.2857142857143	100|50	17_27306883_27307743_R_ENST00000581185_1
11:770550-771426	GATD1	11:771428-770992	IR	2	2	-	ENST00000532320	50.00	2.58671e-01	2.58671e-01	60|16.6666666666667	90|86.6666666666667	11_771428_770992_R_ENST00000532320_1
11:770550-771426	GATD1	11:771427-770992	IR	2	2	-	ENST00000532320	49.52	2.59859e-01	2.59859e-01	60|16.6666666666667	90|85.7142857142857	11_771427_770992_R_ENST00000532320_1
17:78168716-78171509	SYNGR2	17:78170864-78171510	A3SS	2	2	-	Ex.TSS.ENST00000589711	49.48	2.41777e-01	2.41777e-01	0|0	29.7297297297297|69.2307692307692	17_78168716_78171509_S_Ex.TSS.ENST00000589711_1
1:160221088-160221210	DCAF8	1:160222782-160221087	IR (overlapping region)	2	2	-	ENST00000466253	49.32	1.13853e-01	1.13853e-01	40|18.1818181818182	81.8181818181818|75	1_160222782_160221087_R_ENST00000466253_1
1:160221088-160221210	DCAF8	1:160222782-160221086	IR (overlapping region)	2	2	-	ENST00000466253	49.32	1.13853e-01	1.13853e-01	40|18.1818181818182	81.8181818181818|75	1_160222782_160221086_R_ENST00000466253_1
2:218264123-218264608	AAMP	2:218265175-218264182	IR	2	2	-	ENST00000248450	49.23	1.49315e-01	1.49315e-01	38.8888888888889|39.1304347826087	76.4705882352941|100	2_218265175_218264182_R_ENST00000248450_1
2:218264123-218264608	AAMP	2:218265175-218264180	IR	2	2	-	ENST00000248450	49.23	1.49315e-01	1.49315e-01	38.8888888888889|39.1304347826087	76.4705882352941|100	2_218265175_218264180_R_ENST00000248450_1
2:218264123-218264608	AAMP	2:218265175-218264161	IR	2	2	-	ENST00000248450	49.23	1.49315e-01	1.49315e-01	38.8888888888889|39.1304347826087	76.4705882352941|100	2_218265175_218264161_R_ENST00000248450_1
8:66919003-66922048	MCMDC2	8:66922393-66922017	IR	2	2	-	ENST00000422365	49.06	2.79005e-02	2.79005e-02	28.5714285714286|37.9310344827586	84.6153846153846|80	8_66922393_66922017_R_ENST00000422365_1
16:89530683-89532066	SPG7	16:89530809-89531924	IR	2	2	-	ENST00000646958	48.77	4.72210e-02	4.72210e-02	35.7142857142857|20	81.8181818181818|71.4285714285714	16_89530809_89531924_R_ENST00000646958_1
22:50446806-50447240	SBF1	22:50447454-50444999	IR	2	2	-	ENST00000348911	48.47	2.16399e-01	2.16399e-01	65.7894736842105|29.2682926829268	100|92	22_50447454_50444999_R_ENST00000348911_1
22:50446806-50447240	SBF1	22:50447454-50446809	IR	2	2	-	ENST00000348911	48.15	2.38294e-01	2.38294e-01	67.5|27.5	100|91.304347826087	22_50447454_50446809_R_ENST00000348911_1
15:74890072-74890654	MPI	15:74890202-74890526	IR	2	2	-	ENST00000567570	48.01	2.44608e-02	2.44608e-02	9.375|0	58.3333333333333|47.0588235294118	15_74890202_74890526_R_ENST00000567570_1
8:66919003-66922048	MCMDC2	8:66922393-66921986	IR	2	2	-	ENST00000422365	47.78	9.60033e-03	9.60033e-03	33.3333333333333|35.7142857142857	84.6153846153846|80	8_66922393_66921986_R_ENST00000422365_1
17:7626782-7626793	SAT2	17:7627227-7626706	IR (overlapping region)	2	2	-	ENST00000572224	47.61	2.09272e-02	2.09272e-02	39.1304347826087|38.8888888888889	85|88.2352941176471	17_7627227_7626706_R_ENST00000572224_1
6:125252022-125253799	TPD52L1	6:125252037-125253716	IR (overlapping region)	2	2	-	ENST00000532978	47.54	6.43762e-02	6.43762e-02	22.7272727272727|6.25	71.4285714285714|52.6315789473684	6_125252037_125253716_R_ENST00000532978_1
2:74471993-74472470	MRPL53	2:74472797-74472357	IR (overlapping region)	2	2	-	ENST00000468875	47.36	1.29623e-01	1.29623e-01	25.7142857142857|50	80.9523809523809|89.4736842105263	2_74472797_74472357_R_ENST00000468875_1
16:89530683-89532066	SPG7	16:89530809-89531903	IR	2	2	-	ENST00000646958	46.98	7.43372e-02	7.43372e-02	35.7142857142857|15.7894736842105	81.8181818181818|63.6363636363636	16_89530809_89531903_R_ENST00000646958_1
1:109733932-109737169	GSTM3	1:109737568-109736493	IR (overlapping region)	2	2	-	ENST00000256594	46.88	3.17295e-01	3.17295e-01	68.75|12.5	75|100	1_109737568_109736493_R_ENST00000256594_1
1:160221088-160221210	DCAF8	1:160222782-160218848	IR (overlapping region)	2	2	-	ENST00000466253	46.82	6.20823e-02	6.20823e-02	28|18.1818181818182	70.5882352941177|69.2307692307692	1_160222782_160218848_R_ENST00000466253_1
12:124782683-124782811	SCARB1	12:124787458-124782682	IR	2	2	-	ENST00000535005	46.78	2.70673e-01	2.70673e-01	3.7037037037037|0	27.2727272727273|70	12_124787458_124782682_R_ENST00000535005_1
16:89530943-89532066	SPG7	16:89530958-89531903	IR	2	2	-	ENST00000644171	46.66	2.34104e-01	2.34104e-01	54.5454545454545|11.1111111111111	92.3076923076923|66.6666666666667	16_89530958_89531903_R_ENST00000644171_1
11:57737608-57738187	TMX2	11:57737669-57737912	IR (overlapping region)	2	2	-	ENST00000528042	46.59	3.48589e-01	3.48589e-01	0|0	18.1818181818182|75	11_57737669_57737912_R_ENST00000528042_1
4:82354847-82355401	HNRNPD	4:82355402-82354894	IR	2	2	-	ENST00000508119	46.35	1.53651e-02	1.53651e-02	38.4615384615385|41.8181818181818	83.3333333333333|89.6551724137931	4_82355402_82354894_R_ENST00000508119_1
19:1585055-1585214	MBD3	19:1586363-1585054	IR (overlapping region)	2	2	-	ENST00000592965	46.14	1.29260e-03	1.29260e-03	46.1538461538462|45.4545454545455	91.304347826087|92.5925925925926	19_1586363_1585054_R_ENST00000592965_1
11:47580525-47580841	NDUFS3	11:47580623-47580834	IR	2	2	-	ENST00000533105	45.91	7.34858e-02	7.34858e-02	40|50	81.8181818181818|100	11_47580623_47580834_R_ENST00000533105_1
19:47493018-47493174	NAPA	19:47493175-47492960	IR (overlapping region)	2	2	-	ENST00000594288	45.77	2.38162e-01	2.38162e-01	15.3846153846154|10	76.9230769230769|40	19_47493175_47492960_R_ENST00000594288_1
1:16975662-16975730	MFAP2	1:16976546-16975642	IR	2	2	-	ENST00000476788	45.65	1.98911e-02	1.98911e-02	20|12.5	57.1428571428571|66.6666666666667	1_16976546_16975642_R_ENST00000476788_1
1:120832984-120840349	NBPF26	1:120836517-120836568	MES	2	2	-	ENST00000609741	45.43	2.04481e-01	2.04481e-01	41.4893617021277|36.0655737704918	68.4210526315789|100	1_120832984_120840349_W_ENST00000609741_4
11:64226275-64227914	NUDT22	11:64227133-64227400	IR	2	2	-	ENST00000422364	45.41	1.24075e-02	1.24075e-02	17.3913043478261|20	61.5384615384615|66.6666666666667	11_64227133_64227400_R_ENST00000422364_1
12:121346795-121347881	ANAPC5	12:121347006-121346035	IR	2	2	-	ENST00000545801	45.31	2.14605e-01	2.14605e-01	27.2727272727273|30	57.8947368421053|90	12_121347006_121346035_R_ENST00000545801_1
17:7626782-7626793	SAT2	17:7627045-7626752	IR (overlapping region)	2	2	-	ENST00000572224	45.19	2.91089e-02	2.91089e-02	46.1538461538462|35.2941176470588	82.3529411764706|89.4736842105263	17_7627045_7626752_R_ENST00000572224_1
19:1987208-1987253	BTBD2	19:1987693-1987207	IR	2	2	-	ENST00000587825	45.04	2.43424e-01	2.43424e-01	21.7391304347826|18.1818181818182	83.3333333333333|46.6666666666667	19_1987693_1987207_R_ENST00000587825_1
19:46719507-46720338	STRN4	19:46720772-46720070	IR	2	2	-	ENST00000263280	44.94	4.75675e-01	4.75675e-01	91.6666666666667|7.93650793650794	100|89.4736842105263	19_46720772_46720070_R_ENST00000263280_1
1:160215715-160217708	DCAF8	1:160222782-160216552	IR (overlapping region)	2	2	-	ENST00000326837	44.73	1.77551e-02	1.77551e-02	35.7142857142857|43.75	81.8181818181818|87.0967741935484	1_160222782_160216552_R_ENST00000326837_1
3:186786164-186789894	EIF4A2	3:186786274-186786501	IR	2	2	-	ENST00000485101	44.55	2.64714e-01	2.64714e-01	22.7272727272727|17.2413793103448	44.4444444444444|84.6153846153846	3_186786274_186786501_R_ENST00000485101_1
1:93156040-93156483	TMED5	1:93156484-93154195	IR	2	2	-	ENST00000370280	44.53	1.21473e-01	1.21473e-01	41.6666666666667|20	62.5|88.2352941176471	1_93156484_93154195_R_ENST00000370280_1
11:210364-213780	RIC8A	11:212512-212836	IR	2	2	-	ENST00000530149	44.52	2.73574e-01	2.73574e-01	60|14.2857142857143	63.3333333333333|100	11_212512_212836_R_ENST00000530149_1
X:15830059-15833007	AP1S2	X:15845517-15828191	IR	2	2	-	ENST00000380291	44.33	3.83386e-01	3.83386e-01	9.52380952380952|0	80|18.1818181818182	X_15845517_15828191_R_ENST00000380291_1
19:49487645-49489849	RPL13A	19:49487645-49488848	A5SS	2	2	-	Ex.TSS.ENST00000391857	44.30	4.54184e-02	4.54184e-02	0|0	41.1347517730496|47.4665837737022	19_49487645_49489849_S_Ex.TSS.ENST00000391857_2
17:7626782-7626793	SAT2	17:7627045-7626706	IR (overlapping region)	2	2	-	ENST00000572224	44.19	4.60791e-02	4.60791e-02	48.1481481481481|35.2941176470588	82.3529411764706|89.4736842105263	17_7627045_7626706_R_ENST00000572224_1
11:57737608-57738187	TMX2	11:57737669-57737835	IR (overlapping region)	2	2	-	ENST00000528042	44.09	3.38219e-01	3.38219e-01	0|0	18.1818181818182|70	11_57737669_57737835_R_ENST00000528042_1
19:46719507-46720338	STRN4	19:46720772-46719512	IR	2	2	-	ENST00000263280	43.60	4.79340e-01	4.79340e-01	91.6666666666667|9.375	100|88.2352941176471	19_46720772_46719512_R_ENST00000263280_1
19:46719507-46720338	STRN4	19:46720772-46719510	IR	2	2	-	ENST00000263280	43.60	4.79340e-01	4.79340e-01	91.6666666666667|9.375	100|88.2352941176471	19_46720772_46719510_R_ENST00000263280_1
19:46719507-46720338	STRN4	19:46720772-46719506	IR	2	2	-	ENST00000263280	43.60	4.79340e-01	4.79340e-01	91.6666666666667|9.375	100|88.2352941176471	19_46720772_46719506_R_ENST00000263280_1
6:30913811-30915037	VARS2	6:30914345-30914804	IR	2	2	-	ENST00000477288	43.59	2.87241e-01	2.87241e-01	29.7297297297297|22.2222222222222	91.304347826087|47.8260869565217	6_30914345_30914804_R_ENST00000477288_1
11:65999898-66000161	EIF1AD	11:66000506-66000052	IR	2	2	-	ENST00000526449	43.41	3.78778e-01	3.78778e-01	70|9.09090909090909	90.9090909090909|75	11_66000506_66000052_R_ENST00000526449_1
4:1804492-1804969	FGFR3	4:1804521-1804823	IR	2	2	-	ENST00000469068	43.40	2.23332e-01	2.23332e-01	68.75|33.3333333333333	88.8888888888889|100	4_1804521_1804823_R_ENST00000469068_1
17:7626782-7626793	SAT2	17:7627227-7626752	IR (overlapping region)	2	2	-	ENST00000572224	43.23	9.11211e-03	9.11211e-03	39.1304347826087|45	82.3529411764706|88.2352941176471	17_7627227_7626752_R_ENST00000572224_1
17:82445463-82445960	CYBC1	17:82447622-82445863	IR	2	2	-	ENST00000578064	42.88	4.04395e-02	4.04395e-02	10|23.0769230769231	54.5454545454545|64.2857142857143	17_82447622_82445863_R_ENST00000578064_1
14:104755630-104759653	SIVA1	14:104756761-104759427	IR	2	2	-	ENST00000556431	42.83	2.25454e-01	2.25454e-01	30|38.4615384615385	94.1176470588235|60	14_104756761_104759427_R_ENST00000556431_1
17:51170050-51171504	NME2	17:51171487-51171504	A3SS	2	2	-	Ex.TSS.ENST00000393190	42.81	3.79477e-02	3.79477e-02	59.748427672956|54.639175257732	100|100	17_51170050_51171504_S_Ex.TSS.ENST00000393190_1
12:124777633-124778586	SCARB1	12:124782812-124778498	IR	2	2	-	ENST00000261693	42.81	2.56018e-01	2.56018e-01	19.2307692307692|10.5263157894737	38.4615384615385|76.9230769230769	12_124782812_124778498_R_ENST00000261693_1
6:43515537-43515701	YIPF3	6:43516096-43515594	IR (overlapping region)	2	2	-	ENST00000460903	42.48	5.00931e-02	5.00931e-02	25|28	73.6842105263158|64.2857142857143	6_43516096_43515594_R_ENST00000460903_1
6:43515537-43515701	YIPF3	6:43516114-43515594	IR (overlapping region)	2	2	-	ENST00000460903	42.39	6.03912e-02	6.03912e-02	18.1818181818182|28	66.6666666666667|64.2857142857143	6_43516114_43515594_R_ENST00000460903_1
1:155192202-155192247	MUC1	1:155192916-155188162	IR	2	2	-	ENST00000466913	42.31	1.45669e-01	1.45669e-01	53.8461538461538|25.9259259259259	72.7272727272727|91.6666666666667	1_155192916_155188162_R_ENST00000466913_1
12:122980721-122981266	ARL6IP4	12:122980813-122981128	IR (overlapping region)	2	2	-	ENST00000536502	42.18	5.53811e-02	5.53811e-02	41.8604651162791|52.9411764705882	91.6666666666667|87.5	12_122980813_122981128_R_ENST00000536502_1
9:137611451-137613006	ARRDC1	9:137612574-137612895	IR (overlapping region)	2	2	-	ENST00000491911	42.06	3.28585e-02	3.28585e-02	29.1666666666667|20	72.4137931034483|60.8695652173913	9_137612574_137612895_R_ENST00000491911_1
1:32330578-32330686	HDAC1	1:32330578-32330662	IR	2	2	-	ENST00000373548	42.02	1.69791e-01	1.69791e-01	36.3636363636364|61.5384615384615	93.9393939393939|88	1_32330578_32330662_R_ENST00000373548_1
4:1804492-1804969	FGFR3	4:1804521-1804820	IR	2	2	-	ENST00000469068	41.82	2.22010e-01	2.22010e-01	68.75|33.3333333333333	85.7142857142857|100	4_1804521_1804820_R_ENST00000469068_1
14:22901818-22901883	RBM23	14:22902100-22901817	IR	2	2	-	ENST00000557127	41.77	3.68150e-01	3.68150e-01	18.1818181818182|26.3157894736842	36.3636363636364|91.6666666666667	14_22902100_22901817_R_ENST00000557127_1
14:22901818-22901883	RBM23	14:22902100-22901813	IR	2	2	-	ENST00000557127	41.77	3.68150e-01	3.68150e-01	18.1818181818182|26.3157894736842	36.3636363636364|91.6666666666667	14_22902100_22901813_R_ENST00000557127_1
6:32118777-32119141	ATF6B	6:32119142-32118830	IR	2	2	-	ENST00000475705	41.65	2.26256e-01	2.26256e-01	33.3333333333333|64.2857142857143	90|90.9090909090909	6_32119142_32118830_R_ENST00000475705_1
3:49022702-49023176	NDUFAF3	3:49022769-49022875	IR	2	2	-	ENST00000480392	41.64	2.04293e-01	2.04293e-01	39.1304347826087|10.7142857142857	68.4210526315789|64.7058823529412	3_49022769_49022875_R_ENST00000480392_1
13:113321557-113323430	LAMP1	13:113321728-113322281	IR	2	2	-	ENST00000472564	41.61	9.01125e-02	9.01125e-02	21.7391304347826|13.0434782608696	68|50	13_113321728_113322281_R_ENST00000472564_1
16:1367292-1367349	UNKL	16:1368204-1367091	IR	2	2	-	ENST00000402641	41.52	4.87595e-02	4.87595e-02	20|20	58.3333333333333|64.7058823529412	16_1368204_1367091_R_ENST00000402641_1
17:7626234-7626614	SAT2	17:7627140-7626236	IR (overlapping region)	2	2	-	ENST00000269298	41.46	2.56151e-01	2.56151e-01	58.8235294117647|21.7391304347826	85.7142857142857|77.7777777777778	17_7627140_7626236_R_ENST00000269298_1
17:82445463-82445960	CYBC1	17:82449293-82445863	IR	2	2	-	ENST00000578064	41.37	7.10687e-02	7.10687e-02	4.44444444444444|16.6666666666667	50|53.8461538461538	17_82449293_82445863_R_ENST00000578064_1
12:49758276-49759220	TMBIM6	12:49758383-49758480	MES	2	2	-	ENST00000267115	41.13	1.88639e-01	1.88639e-01	46.3157894736842|71.4285714285714	100|100	12_49758276_49759220_W_ENST00000267115_1
14:22900777-22901733	RBM23	14:22902100-22901671	IR	2	2	-	ENST00000346528	41.04	3.71963e-01	3.71963e-01	18.1818181818182|27.7777777777778	36.3636363636364|91.6666666666667	14_22902100_22901671_R_ENST00000346528_1
17:82449901-82450254	CYBC1	17:82450830-82449169	IR	2	2	-	ENST00000582456	40.95	3.08253e-02	3.08253e-02	18.1818181818182|18.1818181818182	57.1428571428571|61.1111111111111	17_82450830_82449169_R_ENST00000582456_1
17:82448854-82449292	CYBC1	17:82449293-82446622	IR	2	2	-	ENST00000583778	40.91	7.96342e-02	7.96342e-02	15.6862745098039|28.5714285714286	72.2222222222222|53.8461538461538	17_82449293_82446622_R_ENST00000583778_1
11:62798845-62799256	NXF1	11:62801202-62797317	IR	2	2	-	ENST00000526163	40.91	4.25497e-01	4.25497e-01	80.7692307692308|16.1290322580645	88.2352941176471|90.4761904761905	11_62801202_62797317_R_ENST00000526163_1
10:100523937-100524139	NDUFB8	10:100526555-100524032	IR (overlapping region)	2	2	-	ENST00000370320	40.89	3.12024e-01	3.12024e-01	9.375|4.76190476190476	70|25.9259259259259	10_100526555_100524032_R_ENST00000370320_1
8:144096030-144096142	CYC1	8:144096124-144096142	A3SS	2	2	-	ENST00000318911	40.86	4.22136e-01	4.22136e-01	86.6666666666667|22.7272727272727	97.3684210526316|93.75	8_144096030_144096142_S_ENST00000318911_1
17:44350341-44351549	GRN	17:44351363-44351460	MES	2	2	-	ENST00000053867	40.73	3.72842e-01	3.72842e-01	36.9565217391304|26.3157894736842	44.7368421052632|100	17_44350341_44351549_W_ENST00000053867_4
5:177491010-177491146	PDLIM7	5:177491977-177491009	IR	2	2	-	ENST00000393546	40.56	1.85735e-01	1.85735e-01	31.25|5.88235294117647	57.1428571428571|61.1111111111111	5_177491977_177491009_R_ENST00000393546_1
5:177491010-177491146	PDLIM7	5:177491977-177491071	IR	2	2	-	ENST00000393546	40.53	2.68654e-01	2.68654e-01	47.6190476190476|11.1111111111111	68.9655172413793|70.8333333333333	5_177491977_177491071_R_ENST00000393546_1
13:113321557-113323430	LAMP1	13:113321878-113322281	IR	2	2	-	ENST00000472564	40.43	1.21285e-01	1.21285e-01	18.1818181818182|13.0434782608696	65.2173913043478|46.875	13_113321878_113322281_R_ENST00000472564_1
2:218266087-218266147	AAMP	2:218266588-218265370	IR	2	2	-	ENST00000447885	40.26	6.13196e-02	6.13196e-02	31.25|15.7894736842105	69.2307692307692|58.3333333333333	2_218266588_218265370_R_ENST00000447885_1
1:203861603-203862222	SNRPE	1:203861744-203862181	IR	2	2	-	ENST00000483099	40.21	2.61615e-01	2.61615e-01	30.4347826086957|36.3636363636364	55.5555555555556|91.6666666666667	1_203861744_203862181_R_ENST00000483099_1
1:203861603-203862222	SNRPE	1:203861714-203862195	IR	2	2	-	ENST00000483099	40.21	2.61615e-01	2.61615e-01	30.4347826086957|36.3636363636364	55.5555555555556|91.6666666666667	1_203861714_203862195_R_ENST00000483099_1
11:67351565-67353077	POLD4	11:67353547-67352987	IR (overlapping region)	2	2	-	ENST00000528087	40.15	1.53229e-02	1.53229e-02	24.1379310344828|20.4545454545455	59.375|65.5172413793103	11_67353547_67352987_R_ENST00000528087_1
19:19627061-19627284	LPAR2	19:19628216-19627043	IR	2	2	-	ENST00000588233	40.00	1.89789e-01	1.89789e-01	42.8571428571429|70	100|92.8571428571429	19_19628216_19627043_R_ENST00000588233_1
19:12939236-12940052	CALR	19:12939582-12940053	A3SS	2	2	-	Ex.ENST00000588454	39.94	5.00000e-01	5.00000e-01	0|0	79.874213836478|0	19_12939236_12940052_S_Ex.ENST00000588454_1
12:122980721-122981266	ARL6IP4	12:122980746-122981128	IR (overlapping region)	2	2	-	ENST00000536502	39.93	1.02117e-02	1.02117e-02	45.6521739130435|51.5151515151515	91.304347826087|85.7142857142857	12_122980746_122981128_R_ENST00000536502_1
1:156738418-156738438	MRPL24	1:156738765-156738342	IR	2	2	-	ENST00000420938	39.86	3.20945e-02	3.20945e-02	7|17.6470588235294	47.2222222222222|57.1428571428571	1_156738765_156738342_R_ENST00000420938_1
1:151401239-151401630	PSMB4	1:151401356-151401541	IR	2	2	-	ENST00000474100	39.85	2.78151e-01	2.78151e-01	23.0769230769231|15.7894736842105	40|78.5714285714286	1_151401356_151401541_R_ENST00000474100_1
17:82449901-82450254	CYBC1	17:82450777-82449169	IR	2	2	-	ENST00000582456	39.68	9.45561e-02	9.45561e-02	15.625|18.1818181818182	50|63.1578947368421	17_82450777_82449169_R_ENST00000582456_1
17:82449901-82450254	CYBC1	17:82450776-82449169	IR	2	2	-	ENST00000582456	39.68	9.45561e-02	9.45561e-02	15.625|18.1818181818182	50|63.1578947368421	17_82450776_82449169_R_ENST00000582456_1
11:64226275-64227914	NUDT22	11:64227133-64227567	IR	2	2	-	ENST00000422364	39.68	4.07760e-02	4.07760e-02	10.7142857142857|20	57.1428571428571|52.9411764705882	11_64227133_64227567_R_ENST00000422364_1
6:31968871-31969408	SKIV2L	6:31969090-31969279	IR	2	2	-	ENST00000485349	39.67	7.59338e-02	7.59338e-02	58.8235294117647|44.4444444444444	100|82.6086956521739	6_31969090_31969279_R_ENST00000485349_1
2:241675742-241676237	DTYMK	2:241678650-241676177	IR	2	2	-	ENST00000305784	39.47	2.04916e-01	2.04916e-01	5.26315789473684|17.9487179487179	66.6666666666667|35.4838709677419	2_241678650_241676177_R_ENST00000305784_1
10:78037439-78040225	RPS24	10:78037442-78037964	IR	2	2	-	ENST00000645698	39.40	3.68225e-01	3.68225e-01	68|13.6363636363636	89.4736842105263|70.9677419354839	10_78037442_78037964_R_ENST00000645698_1
11:67351565-67353077	POLD4	11:67353580-67352987	IR (overlapping region)	2	2	-	ENST00000528087	39.27	3.37122e-02	3.37122e-02	24.1379310344828|22.2222222222222	59.375|65.5172413793103	11_67353580_67352987_R_ENST00000528087_1
11:67351565-67353077	POLD4	11:67353535-67352987	IR (overlapping region)	2	2	-	ENST00000528087	39.27	3.37122e-02	3.37122e-02	24.1379310344828|22.2222222222222	59.375|65.5172413793103	11_67353535_67352987_R_ENST00000528087_1
