Event Region,Gene Symbol,Target Exon,Event Type,N,T,Exon Type,Reference Transcript,ΔPSI (%),T-test p-value,FDR (BH),N Values,T Values,Database ID,Grouped Event Type
1:1663782-1666019,SLC35E2B,1:1668473-1661478,IR,2,2,-,ENST00000480991,80.57,0.0009878,0.0009878,5.55555555555556|2.34741784037559,85.7142857142857|83.3333333333333,1_1668473_1661478_R_ENST00000480991_1,IR
19:14516636-14517046,DNAJB1,19:14517834-14516465,IR (overlapping region),2,2,-,ENST00000594099,80.51,0.00365567,0.00365567,7.69230769230769|13.8888888888889,89.1304347826087|93.4782608695652,19_14517834_14516465_R_ENST00000594099_1,IR
19:14516636-14517046,DNAJB1,19:14517570-14516568,IR (overlapping region),2,2,-,ENST00000594099,80.25,0.00214823,0.00214823,10|13.8888888888889,90.990990990991|93.4065934065934,19_14517570_14516568_R_ENST00000594099_1,IR
12:6567500-6567922,NOP2,12:6568300-6567815,IR (overlapping region),2,2,-,ENST00000546053,80.08,0.0086515,0.0086515,13.3333333333333|18.1818181818182,100|91.6666666666667,12_6568300_6567815_R_ENST00000546053_1,IR
12:6567500-6567922,NOP2,12:6568298-6567815,IR (overlapping region),2,2,-,ENST00000546053,80.08,0.0086515,0.0086515,13.3333333333333|18.1818181818182,100|91.6666666666667,12_6568298_6567815_R_ENST00000546053_1,IR
12:6974339-6974901,EMG1,12:6974441-6974551,IR,2,2,-,ENST00000620255,79.84,0.000177246,0.000177246,18.1818181818182|16.6666666666667,97.9381443298969|96.5811965811966,12_6974441_6974551_R_ENST00000620255_1,IR
5:173607521-173608292,BOD1,5:173613256-173607520,IR,2,2,-,ENST00000285908,79.73,0.00180671,0.00180671,13.5135135135135|8.82352941176471,93.3333333333333|88.4615384615385,5_173613256_173607520_R_ENST00000285908_1,IR
19:46722934-46722950,STRN4,19:46723212-46722809,IR,2,2,-,ENST00000594357,79.59,0.00221222,0.00221222,16.2162162162162|14.2857142857143,95.2380952380952|94.4444444444444,19_46723212_46722809_R_ENST00000594357_1,IR
16:89267619-89268663,ANKRD11,16:89270910-89267629,IR (overlapping region),2,2,-,ENST00000301030,79.46,0.000750003,0.000750003,4.76190476190476|3.27868852459016,84.6153846153846|82.3529411764706,16_89270910_89267629_R_ENST00000301030_1,IR
1:1663782-1666019,SLC35E2B,1:1668473-1659528,IR,2,2,-,ENST00000480991,79.14,0.00309221,0.00309221,3.54609929078014|0,81.8181818181818|80,1_1668473_1659528_R_ENST00000480991_1,IR
14:23063040-23063577,ACIN1,14:23064705-23063431,IR,2,2,-,ENST00000553790,78.96,0.00111097,0.00111097,15.9090909090909|18.1818181818182,96.6666666666667|95.3488372093023,14_23064705_23063431_R_ENST00000553790_1,IR
1:1663782-1666019,SLC35E2B,1:1668473-1661477,IR,2,2,-,ENST00000480991,78.91,0.00522609,0.00522609,5.55555555555556|2.34741784037559,85.7142857142857|80,1_1668473_1661477_R_ENST00000480991_1,IR
14:22901818-22901883,RBM23,14:22902100-22901817,IR,2,2,-,ENST00000557127,78.85,0.00528977,0.00528977,15|8.69565217391304,86.6666666666667|94.7368421052632,14_22902100_22901817_R_ENST00000557127_1,IR
14:22901818-22901883,RBM23,14:22902100-22901813,IR,2,2,-,ENST00000557127,78.85,0.00528977,0.00528977,15|8.69565217391304,86.6666666666667|94.7368421052632,14_22902100_22901813_R_ENST00000557127_1,IR
16:2263897-2264331,RNPS1,16:2264877-2263896,IR,2,2,-,ENST00000563857,78.82,0.00994124,0.00994124,15.625|18.75,95.7142857142857|96.2962962962963,16_2264877_2263896_R_ENST00000563857_1,IR
3:149369022-149369880,TM4SF1,3:149371868-149369497,IR,2,2,-,ENST00000305366,78.74,0.000179249,0.000179249,18.1818181818182|16.6666666666667,95.4545454545455|96.875,3_149371868_149369497_R_ENST00000305366_1,IR
13:45338185-45338776,TPT1,13:45339603-45338184,IR,2,2,-,ENST00000309246,78.71,0.00805129,0.00805129,14.2857142857143|6.66666666666667,87.0229007633588|91.3533834586466,13_45339603_45338184_R_ENST00000309246_1,IR
20:10647981-10648110,JAG1,20:10648723-10647959,IR,2,2,-,ENST00000620743,78.49,0.00666741,0.00666741,17.6470588235294|15.7894736842105,97.4358974358974|92.9824561403509,20_10648723_10647959_R_ENST00000620743_1,IR
11:123058909-123058995,SNORD14D,11:123059262-123058631,IR,2,2,-,ENST00000384390,77.93,0.00102569,0.00102569,8.13008130081301|6.83453237410072,86.5131578947368|84.3137254901961,11_123059262_123058631_R_ENST00000384390_1,IR
15:90969576-90969623,PRC1,15:90970515-90969078,IR (overlapping region),2,2,-,ENST00000559828,77.76,0.00291227,0.00291227,3.2258064516129|0,81.8181818181818|76.9230769230769,15_90970515_90969078_R_ENST00000559828_1,IR
8:98041721-98041850,RPL30,8:98045089-98041720,IR,2,2,-,ENST00000287038,77.31,0.00934803,0.00934803,7.8125|10.9090909090909,86.3436123348018|87.0036101083032,8_98045089_98041720_R_ENST00000287038_1,IR
1:28210160-28210637,DNAJC8,1:28210638-28209971,IR,2,2,-,ENST00000482674,77.3,0.00215198,0.00215198,9.09090909090909|14.2857142857143,91.304347826087|86.6666666666667,1_28210638_28209971_R_ENST00000482674_1,IR
19:48615331-48615447,RPL18,19:48615947-48615332,IR,2,2,-,ENST00000084795,77.17,0.00712587,0.00712587,9.09090909090909|11.1111111111111,84.9056603773585|89.6428571428572,19_48615947_48615332_R_ENST00000084795_1,IR
19:48615331-48615447,RPL18,19:48615947-48615330,IR,2,2,-,ENST00000084795,77.17,0.00712587,0.00712587,9.09090909090909|11.1111111111111,84.9056603773585|89.6428571428572,19_48615947_48615330_R_ENST00000084795_1,IR
19:48615331-48615447,RPL18,19:48615947-48615335,IR,2,2,-,ENST00000084795,77.16,0.00793379,0.00793379,9.09090909090909|11.1111111111111,84.8101265822785|89.7163120567376,19_48615947_48615335_R_ENST00000084795_1,IR
19:48615331-48615447,RPL18,19:48615947-48615327,IR,2,2,-,ENST00000084795,77.16,0.00656216,0.00656216,9.09090909090909|11.1111111111111,84.9529780564263|89.568345323741,19_48615947_48615327_R_ENST00000084795_1,IR
11:123059335-123059422,SNORD14C,11:123059449-123058631,IR,2,2,-,ENST00000365382,77.08,0.00213294,0.00213294,7.75510204081633|6.83453237410072,85.4092526690391|83.3333333333333,11_123059449_123058631_R_ENST00000365382_1,IR
3:50290009-50290679,IFRD2,3:50290680-50289928,IR,2,2,-,ENST00000462001,76.96,0.00848838,0.00848838,19.6969696969697|10.8108108108108,89.3246187363834|95.0953678474115,3_50290680_50289928_R_ENST00000462001_1,IR
22:39520564-39521671,ATF4,22:39520752-39521353,IR,2,2,-,ENST00000337304,76.86,0.00148909,0.00148909,22.2222222222222|23.5294117647059,99.4791666666667|100,22_39520752_39521353_R_ENST00000337304_1,IR
1:173865818-173866796,GAS5,1:173867031-173866760,IR,2,2,-,ENST00000421068,76.77,0.00209554,0.00209554,19.3548387096774|14.2857142857143,96|91.1764705882353,1_173867031_173866760_R_ENST00000421068_1,IR
3:50354749-50355547,TMEM115,3:50359611-50354748,IR,2,2,-,ENST00000266025,76.71,0.00788905,0.00788905,9.09090909090909|7.69230769230769,87.0967741935484|83.0985915492958,3_50359611_50354748_R_ENST00000266025_1,IR
19:48615332-48619175,RPL18,19:48617885-48617315,IR,2,2,-,ENST00000547892,76.7,0.00182016,0.00182016,2.08333333333333|2.94117647058824,80.1619433198381|78.2608695652174,19_48617885_48617315_R_ENST00000547892_1,IR
9:72351425-72356101,ZFAND5,9:72357057-72355954,IR,2,2,-,ENST00000237937,76.61,0.00391997,0.00391997,5.88235294117647|0,76.0869565217391|83.0188679245283,9_72357057_72355954_R_ENST00000237937_1,IR
19:48615332-48619175,RPL18,19:48617878-48617315,IR,2,2,-,ENST00000547892,76.6,0.00260317,0.00260317,2.08333333333333|2.94117647058824,80.1619433198381|78.0701754385965,19_48617878_48617315_R_ENST00000547892_1,IR
19:48615332-48619175,RPL18,19:48617798-48617315,IR,2,2,-,ENST00000547892,76.6,0.00260317,0.00260317,2.08333333333333|2.94117647058824,80.1619433198381|78.0701754385965,19_48617798_48617315_R_ENST00000547892_1,IR
3:50290009-50290679,IFRD2,3:50290473-50289928,IR,2,2,-,ENST00000462001,76.56,0.00353696,0.00353696,19.6969696969697|13.1578947368421,90.2584493041749|95.7244655581948,3_50290473_50289928_R_ENST00000462001_1,IR
13:45338185-45338776,TPT1,13:45339603-45338686,IR,2,2,-,ENST00000309246,76.55,0.00820035,0.00820035,14.2857142857143|12.5,87.6363636363636|92.2558922558923,13_45339603_45338686_R_ENST00000309246_1,IR
20:10647981-10648110,JAG1,20:10648677-10647959,IR,2,2,-,ENST00000620743,76.1,0.00337602,0.00337602,17.6470588235294|23.8095238095238,100|93.6507936507936,20_10648677_10647959_R_ENST00000620743_1,IR
19:46720699-46720771,STRN4,19:46722073-46720408,IR,2,2,-,ENST00000595357,76.05,0.00363576,0.00363576,11.9047619047619|15.7894736842105,88.8888888888889|90.9090909090909,19_46722073_46720408_R_ENST00000595357_1,IR
16:30766379-30766785,RNF40,16:30766559-30766740,IR,2,2,-,ENST00000566703,76.04,0.00474617,0.00474617,18.1818181818182|15.3846153846154,92.3076923076923|93.3333333333333,16_30766559_30766740_R_ENST00000566703_1,IR
2:130154277-130154482,SMPD4,2:130155260-130153701,IR,2,2,-,ENST00000430682,76.03,0.00858083,0.00858083,7.69230769230769|3.03030303030303,85.3658536585366|77.4193548387097,2_130155260_130153701_R_ENST00000430682_1,IR
3:46923646-46923668,CCDC12,3:46925536-46923042,IR,2,2,-,ENST00000446836,75.89,0.0074893,0.0074893,0|0,76.7857142857143|75,3_46925536_46923042_R_ENST00000446836_1,IR
1:173865818-173866796,GAS5,1:173867044-173866760,IR,2,2,-,ENST00000421068,75.83,0.00428234,0.00428234,19.3548387096774|14.2857142857143,94.1176470588235|91.1764705882353,1_173867044_173866760_R_ENST00000421068_1,IR
1:173865818-173866796,GAS5,1:173867041-173866760,IR,2,2,-,ENST00000421068,75.77,0.00469626,0.00469626,19.3548387096774|14.2857142857143,94|91.1764705882353,1_173867041_173866760_R_ENST00000421068_1,IR
6:10400714-10400791,TFAP2A,6:10402611-10400447,IR,2,2,-,ENST00000475264,75.58,0.00805319,0.00805319,23.0769230769231|16.6666666666667,100|90.9090909090909,6_10402611_10400447_R_ENST00000475264_1,IR
2:130154277-130154482,SMPD4,2:130155260-130154093,IR,2,2,-,ENST00000430682,75.24,0.00403498,0.00403498,7.69230769230769|3.03030303030303,83.7837837837838|77.4193548387097,2_130155260_130154093_R_ENST00000430682_1,IR
5:176385941-176386019,NOP16,5:176388344-176385220,IR (overlapping region),2,2,-,ENST00000502577,75.12,0.00630276,0.00630276,12.5|18.1818181818182,86.4864864864865|94.4444444444444,5_176388344_176385220_R_ENST00000502577_1,IR
1:228107767-228107869,MRPL55,1:228109005-228107667,IR,2,2,-,ENST00000411464,74.99,0.00667183,0.00667183,18.75|22.7272727272727,96.5116279069768|94.9367088607595,1_228109005_228107667_R_ENST00000411464_1,IR
8:98043735-98044121,AP003352.1,8:98045089-98042644,IR,2,2,-,ENST00000501016,74.93,0.000179232,0.000179232,9.23076923076923|10.3658536585366,84.0480274442539|85.4132901134522,8_98045089_98042644_R_ENST00000501016_1,IR
19:38836388-38836780,HNRNPL,19:38837586-38836394,IR (overlapping region),2,2,-,ENST00000221419,74.9,0.000375845,0.000375845,16.6666666666667|18.1818181818182,91.3636363636364|93.2773109243697,19_38837586_38836394_R_ENST00000221419_1,IR
15:90969576-90969623,PRC1,15:90969624-90969078,IR (overlapping region),2,2,-,ENST00000559828,74.86,0.00228923,0.00228923,9.09090909090909|14.2857142857143,88.8888888888889|84.2105263157895,15_90969624_90969078_R_ENST00000559828_1,IR
5:173607521-173608292,BOD1,5:173609435-173607798,IR,2,2,-,ENST00000285908,74.83,0.0080915,0.0080915,12.5|9.09090909090909,88.8888888888889|82.3529411764706,5_173609435_173607798_R_ENST00000285908_1,IR
1:75787497-75790517,RABGGTB,1:75789357-75790151,IR,2,2,-,ENST00000496055,74.59,0.00429032,0.00429032,1.40845070422535|4,76.8115942028985|77.7777777777778,1_75789357_75790151_R_ENST00000496055_1,IR
15:90966077-90967202,PRC1,15:90969624-90966799,IR (overlapping region),2,2,-,ENST00000361188,74.46,0.00464678,0.00464678,25|26.0869565217391,100|100,15_90969624_90966799_R_ENST00000361188_1,IR
3:52405811-52405912,BAP1,3:52405913-52405109,IR,2,2,-,ENST00000471532,74.45,0.0055622,0.0055622,13.3333333333333|6.66666666666667,80.4347826086957|88.4615384615385,3_52405913_52405109_R_ENST00000471532_1,IR
19:48615332-48619175,RPL18,19:48616203-48615876,IR,2,2,-,ENST00000547892,74.36,0.00612033,0.00612033,13.6363636363636|6.45161290322581,82.0388349514563|86.7647058823529,19_48616203_48615876_R_ENST00000547892_1,IR
17:81935048-81935147,PYCR1,17:81935517-81934970,IR,2,2,-,ENST00000579366,74.35,0.00965272,0.00965272,12.1212121212121|1.78571428571429,76.0683760683761|86.5384615384615,17_81935517_81934970_R_ENST00000579366_1,IR
X:101616862-101617584,ARMCX6,X:101617914-101617502,IR,2,2,-,ENST00000494624,74.09,0.00689495,0.00689495,27.2727272727273|20,95.4545454545455|100,X_101617914_101617502_R_ENST00000494624_1,IR
X:101616862-101617584,ARMCX6,X:101617911-101617502,IR,2,2,-,ENST00000494624,74.09,0.00689495,0.00689495,27.2727272727273|20,95.4545454545455|100,X_101617911_101617502_R_ENST00000494624_1,IR
11:10801467-10801608,SNORD97,11:10801589-10800730,IR (overlapping region),2,2,-,ENST00000459187,74.05,0.00477804,0.00477804,8.33333333333333|15.7894736842105,82.8571428571429|89.3617021276596,11_10801589_10800730_R_ENST00000459187_1,IR
11:123058909-123058995,SNORD14D,11:123059104-123058790,IR,2,2,-,ENST00000384390,73.92,0.000921024,0.000921024,6.38888888888889|4.17754569190601,80.6547619047619|77.7448071216617,11_123059104_123058790_R_ENST00000384390_1,IR
19:39389886-39390161,PAF1,19:39391155-39390068,IR,2,2,-,ENST00000597365,73.88,0.000495847,0.000495847,8.33333333333333|6.25,80|82.3529411764706,19_39391155_39390068_R_ENST00000597365_1,IR
19:48615331-48615447,RPL18,19:48615947-48615392,IR,2,2,-,ENST00000084795,73.86,0.00732562,0.00732562,9.09090909090909|17.2413793103448,84.2622950819672|89.7887323943662,19_48615947_48615392_R_ENST00000084795_1,IR
3:50290009-50290679,IFRD2,3:50290252-50289928,IR,2,2,-,ENST00000462001,73.83,0.00457244,0.00457244,20.8955223880597|17.5,90.2584493041749|95.7943925233645,3_50290252_50289928_R_ENST00000462001_1,IR
15:63042684-63043831,TPM1,15:63042944-63043705,IR,2,2,-,ENST00000560975,73.82,0.000405298,0.000405298,7.82608695652174|9.9009900990099,81.8069306930693|83.5616438356164,15_63042944_63043705_R_ENST00000560975_1,IR
1:75787497-75790517,RABGGTB,1:75790058-75790151,IR,2,2,-,ENST00000496055,73.77,0.00033768,0.00033768,5.40540540540541|6.25,80.2469135802469|78.9473684210526,1_75790058_75790151_R_ENST00000496055_1,IR
8:98043735-98044121,AP003352.1,8:98045400-98042644,IR,2,2,-,ENST00000501016,73.59,0.00892334,0.00892334,5.85106382978723|9.8159509202454,80.7692307692308|82.0713664055701,8_98045400_98042644_R_ENST00000501016_1,IR
3:50288799-50288937,IFRD2,3:50288938-50288582,IR,2,2,NMD,ENST00000414734,73.24,0.00222097,0.00222097,24.5614035087719|20.4545454545455,97.1428571428571|94.3502824858757,3_50288938_50288582_R_ENST00000414734_1,IR
1:75787497-75790517,RABGGTB,1:75789357-75789951,IR,2,2,-,ENST00000496055,73.11,0.00200417,0.00200417,0.709219858156028|4,76.4705882352941|74.468085106383,1_75789357_75789951_R_ENST00000496055_1,IR
16:89560677-89563043,RPL13,16:89561369-89561577,IR,2,2,-,ENST00000563749,73.08,2.16091e-05,2.16091e-05,2.33183856502242|1.93548387096774,75.0613246116108|75.3670473083197,16_89561369_89561577_R_ENST00000563749_1,IR
17:82252497-82252604,CSNK1D,17:82252605-82251378,IR (overlapping region),2,2,-,ENST00000580446,72.95,0.00106453,0.00106453,6.66666666666667|4.34782608695652,80|76.9230769230769,17_82252605_82251378_R_ENST00000580446_1,IR
