Event Region,Gene Symbol,Target Exon,Event Type,N,T,Exon Type,Reference Transcript,ΔPSI (%),T-test p-value,FDR (BH),N Values,T Values,Database ID,Grouped Event Type
17:82252497-82252604,CSNK1D,17:82252605-82251378,IR (overlapping region),2,2,-,ENST00000580446,82.99,0.00269475,0.00269475,11.1111111111111|16.6666666666667,93.75|100,17_82252605_82251378_R_ENST00000580446_1,IR
11:65892220-65893296,FOSL1,11:65894122-65893003,IR,2,2,-,ENST00000312562,82.91,0.00370386,0.00370386,14.2857142857143|7.05882352941176,90.5956112852665|96.5770171149144,11_65894122_65893003_R_ENST00000312562_1,IR
19:49911061-49911366,NUP62,19:49927816-49911104,IR (overlapping region),2,2,-,ENST00000595373,82.84,0.00376694,0.00376694,16.6666666666667|17.6470588235294,100|100,19_49927816_49911104_R_ENST00000595373_1,IR
12:6333076-6333516,TNFRSF1A,12:6333866-6333068,IR,2,2,-,ENST00000440083,82.13,0.00458304,0.00458304,0|5.55555555555556,86.4864864864865|83.3333333333333,12_6333866_6333068_R_ENST00000440083_1,IR
11:62598289-62598639,MTA2,11:62599318-62598521,IR,2,2,-,ENST00000532239,81.99,0.00274483,0.00274483,14.2857142857143|16.6666666666667,97.9591836734694|96.969696969697,11_62599318_62598521_R_ENST00000532239_1,IR
7:44568216-44568223,DDX56,7:44568993-44568117,IR,2,2,NMD,ENST00000415758,81.43,0.00760783,0.00760783,0|10,90.2439024390244|82.6086956521739,7_44568993_44568117_R_ENST00000415758_1,IR
9:72356946-72357056,ZFAND5,9:72359522-72356945,IR,2,2,-,ENST00000376956,81.32,0.00681725,0.00681725,20|11.1111111111111,93.75|100,9_72359522_72356945_R_ENST00000376956_1,IR
20:59038134-59038634,PRELID3B,20:59042806-59038465,IR,2,2,-,ENST00000466051,81.32,0.00883691,0.00883691,16.6666666666667|7.69230769230769,99.0384615384615|87.9518072289157,20_59042806_59038465_R_ENST00000466051_1,IR
9:72360438-72360787,ZFAND5,9:72360785-72360109,IR,2,2,-,ENST00000487330,80.91,0.00414808,0.00414808,12.5|7.14285714285714,87.1794871794872|94.2857142857143,9_72360785_72360109_R_ENST00000487330_1,IR
9:72360438-72360787,ZFAND5,9:72360788-72360109,IR,2,2,-,ENST00000487330,80.69,0.00342951,0.00342951,12.5|7.14285714285714,87.1794871794872|93.8461538461538,9_72360788_72360109_R_ENST00000487330_1,IR
1:42930698-42930866,SLC2A1,1:42930867-42929872,IR,2,2,-,ENST00000372500,80.24,0.001923,0.001923,14.2857142857143|9.52380952380952,89.6|94.6902654867257,1_42930867_42929872_R_ENST00000372500_1,IR
2:177230305-177232008,NFE2L2,2:177232584-177231804,IR,2,2,-,ENST00000397062,80.02,0.000254069,0.000254069,20|18.1818181818182,100|98.2142857142857,2_177232584_177231804_R_ENST00000397062_1,IR
12:6333920-6334244,TNFRSF1A,12:6342005-6334090,IR,2,2,-,ENST00000538363,79.83,0.00789932,0.00789932,5.55555555555556|0,78.2608695652174|86.9565217391304,12_6342005_6334090_R_ENST00000538363_1,IR
1:42930698-42930866,SLC2A1,1:42930867-42929592,IR,2,2,-,ENST00000372500,79.52,0.00226608,0.00226608,10.6382978723404|5.88235294117647,90.5109489051095|85.0467289719626,1_42930867_42929592_R_ENST00000372500_1,IR
7:44568216-44568223,DDX56,7:44568224-44566447,IR,2,2,NMD,ENST00000415758,79.38,0.00606775,0.00606775,8|16.6666666666667,96.1538461538462|87.2727272727273,7_44568224_44566447_R_ENST00000415758_1,IR
12:6333920-6334244,TNFRSF1A,12:6342036-6334090,IR,2,2,-,ENST00000538363,79.04,0.00933219,0.00933219,5.55555555555556|0,77.2727272727273|86.3636363636364,12_6342036_6334090_R_ENST00000538363_1,IR
14:22978612-22979036,AJUBA,14:22982643-22978343,IR,2,2,-,ENST00000553736,78.28,0.00669878,0.00669878,15.9090909090909|10,87.012987012987|95.4545454545455,14_22982643_22978343_R_ENST00000553736_1,IR
14:22978612-22979036,AJUBA,14:22982339-22978343,IR,2,2,-,ENST00000553736,78.14,0.00351638,0.00351638,13.953488372093|18.1818181818182,91.2280701754386|97.1830985915493,14_22982339_22978343_R_ENST00000553736_1,IR
19:3980687-3980979,EEF2,19:3981453-3980840,IR,2,2,-,ENST00000598182,78.09,0.0040106,0.0040106,0.598802395209581|7.69230769230769,85.1662404092072|79.295154185022,19_3981453_3980840_R_ENST00000598182_1,IR
12:6333920-6334244,TNFRSF1A,12:6342042-6334090,IR,2,2,-,ENST00000538363,78.09,0.00687985,0.00687985,5.55555555555556|0,76.7441860465116|85,12_6342042_6334090_R_ENST00000538363_1,IR
10:99875577-99877336,DNMBP,10:99880362-99875576,IR,2,2,-,ENST00000324109,77.53,0.00207367,0.00207367,22.7272727272727|22.2222222222222,100|100,10_99880362_99875576_R_ENST00000324109_1,IR
1:33323626-33325019,PHC2,1:33325962-33323625,IR (overlapping region),2,2,-,ENST00000257118,76.55,0.00849794,0.00849794,16.3265306122449|21.875,100|91.304347826087,1_33325962_33323625_R_ENST00000257118_1,IR
12:6333076-6333516,TNFRSF1A,12:6333866-6333075,IR,2,2,-,ENST00000440083,75.89,0.0072702,0.0072702,0|8.10810810810811,77.2727272727273|82.6086956521739,12_6333866_6333075_R_ENST00000440083_1,IR
16:28835278-28835758,ATXN2L,16:28835400-28835548,IR (overlapping region),2,2,-,ENST00000563314,75.79,0.00844742,0.00844742,14.8148148148148|20,94.2857142857143|92.1052631578947,16_28835400_28835548_R_ENST00000563314_1,IR
16:28835278-28835758,ATXN2L,16:28835400-28835545,IR (overlapping region),2,2,-,ENST00000563314,75.79,0.00844742,0.00844742,14.8148148148148|20,94.2857142857143|92.1052631578947,16_28835400_28835545_R_ENST00000563314_1,IR
16:28835278-28835758,ATXN2L,16:28835400-28835554,IR (overlapping region),2,2,-,ENST00000563314,75.68,0.00717106,0.00717106,14.8148148148148|20,94.2857142857143|91.8918918918919,16_28835400_28835554_R_ENST00000563314_1,IR
8:143935918-143936014,PLEC,8:143937072-143935847,IR,2,2,-,ENST00000527816,75.55,0.00821609,0.00821609,13.6363636363636|5.26315789473684,90|80,8_143937072_143935847_R_ENST00000527816_1,IR
11:64851642-64854857,EHD1,11:64856664-64852730,IR,2,2,-,ENST00000320631,74.73,0.000384749,0.000384749,5.26315789473684|7.31707317073171,81.8978102189781|80.1488833746898,11_64856664_64852730_R_ENST00000320631_1,IR
1:33332393-33332492,MIR3605,1:33334293-33332274,IR (overlapping region),2,2,-,ENST00000583214,74.19,0.00185241,0.00185241,7.14285714285714|11.7647058823529,81.5789473684211|85.7142857142857,1_33334293_33332274_R_ENST00000583214_1,IR
15:66498015-66499652,RPL4,15:66500177-66499322,IR,2,2,-,ENST00000307961,74.16,0.00945031,0.00945031,13.8888888888889|6.94444444444444,82.8125|86.3354037267081,15_66500177_66499322_R_ENST00000307961_1,IR
15:66498015-66499652,RPL4,15:66500177-66499319,IR,2,2,-,ENST00000307961,74.16,0.00945031,0.00945031,13.8888888888889|6.94444444444444,82.8125|86.3354037267081,15_66500177_66499319_R_ENST00000307961_1,IR
16:56626466-56627112,MT1E,16:56626532-56626879,IR,2,2,-,ENST00000330439,73.84,0.00347923,0.00347923,24|17.8571428571429,97.8723404255319|91.6666666666667,16_56626532_56626879_R_ENST00000330439_1,IR
19:6418701-6418876,KHSRP,19:6418877-6418482,IR,2,2,-,ENST00000595258,73.75,0.00359224,0.00359224,4.16666666666667|0,76.9911504424779|74.6666666666667,19_6418877_6418482_R_ENST00000595258_1,IR
1:33332393-33332492,MIR3605,1:33334291-33332274,IR (overlapping region),2,2,-,ENST00000583214,73.64,0.00291636,0.00291636,7.14285714285714|11.7647058823529,81.5789473684211|84.6153846153846,1_33334291_33332274_R_ENST00000583214_1,IR
9:33258919-33259033,BAG1,9:33261120-33258919,IR,2,2,-,ENST00000473781,73.42,0.00481661,0.00481661,27.2727272727273|20,94.1176470588235|100,9_33261120_33258919_R_ENST00000473781_1,IR
1:153667283-153667657,ILF2,1:153667658-153665662,IR,2,2,-,ENST00000368681,73.36,0.00305007,0.00305007,0|5.55555555555556,79.0697674418605|73.2142857142857,1_153667658_153665662_R_ENST00000368681_1,IR
22:42515201-42515268,RRP7A,22:42516297-42515200,IR,2,2,-,ENST00000483303,73.35,0.00166169,0.00166169,6.89655172413793|4.34782608695652,78.2608695652174|79.6875,22_42516297_42515200_R_ENST00000483303_1,IR
14:69768604-69768928,SRSF5,14:69768675-69768797,IR,2,2,-,ENST00000556436,72.87,0.00901269,0.00901269,6.25|0,71.4285714285714|80.5555555555556,14_69768675_69768797_R_ENST00000556436_1,IR
5:74627406-74629992,ENC1,5:74636499-74627405,IR,2,2,-,ENST00000302351,72.86,0.00186491,0.00186491,22.7272727272727|27.2727272727273,100|95.7142857142857,5_74636499_74627405_R_ENST00000302351_1,IR
17:81888901-81888989,ALYREF,17:81888988-81888519,IR,2,2,-,ENST00000512673,72.76,0.00258756,0.00258756,3.7037037037037|0,72.1417069243156|77.0764119601329,17_81888988_81888519_R_ENST00000512673_1,IR
19:10557558-10557682,KRI1,19:10558061-10557551,IR,2,2,-,ENST00000536714,72.08,0.00573516,0.00573516,28.5714285714286|27.2727272727273,100|100,19_10558061_10557551_R_ENST00000536714_1,IR
1:1395185-1395514,CCNL2,1:1398343-1395393,IR,2,2,-,ENST00000463895,71.29,0.00671278,0.00671278,0|4.34782608695652,70|76.9230769230769,1_1398343_1395393_R_ENST00000463895_1,IR
19:48615332-48619175,RPL18,19:48619537-48617790,IR (overlapping region),2,2,-,ENST00000547892,70.86,0.00213366,0.00213366,8.51063829787234|3.77358490566038,79.1005291005291|74.9049429657795,19_48619537_48617790_R_ENST00000547892_1,IR
2:200815341-200815715,BZW1,2:200815518-200815666,IR,2,2,-,ENST00000464483,70.33,0.00540181,0.00540181,4.8780487804878|0,76.1904761904762|69.3548387096774,2_200815518_200815666_R_ENST00000464483_1,IR
11:64769278-64769338,SF1,11:64769610-64769222,IR,2,2,-,ENST00000486960,69.2,0.00462588,0.00462588,13.6363636363636|7.14285714285714,82.9931972789116|76.1904761904762,11_64769610_64769222_R_ENST00000486960_1,IR
2:150468195-150470238,RND3,2:150471762-150469776,IR,2,2,-,ENST00000263895,69.19,0.00204059,0.00204059,18.75|15.3846153846154,85.1851851851852|87.3239436619718,2_150471762_150469776_R_ENST00000263895_1,IR
19:14411218-14411598,DDX39A,19:14412679-14411061,IR,2,2,-,ENST00000586558,68.56,0.009173,0.009173,17.8571428571429|10.5263157894737,87.4524714828897|78.0487804878049,19_14412679_14411061_R_ENST00000586558_1,IR
1:94532997-94533268,F3,1:94536165-94533089,IR,2,2,-,ENST00000478217,68.48,0.00116901,0.00116901,16.9014084507042|13.5265700483092,85.2941176470588|82.0936639118457,1_94536165_94533089_R_ENST00000478217_1,IR
19:48615332-48619175,RPL18,19:48616203-48615876,IR,2,2,-,ENST00000547892,68.25,0.00477035,0.00477035,15.0684931506849|8.24742268041237,82.7760891590679|77.030162412993,19_48616203_48615876_R_ENST00000547892_1,IR
1:151055583-151055993,CDC42SE1,1:151059774-151055676,IR (overlapping region),2,2,-,ENST00000491825,68.21,0.00196487,0.00196487,32|31.5789473684211,100|100,1_151059774_151055676_R_ENST00000491825_1,IR
17:8205265-8205390,AURKB,17:8206699-8205215,IR,2,2,-,ENST00000577833,68.07,0.00943848,0.00943848,22.2222222222222|22.2222222222222,91.304347826087|89.2857142857143,17_8206699_8205215_R_ENST00000577833_1,IR
19:48615331-48615447,RPL18,19:48616203-48615365,IR,2,2,-,ENST00000084795,67.98,0.00325755,0.00325755,13.8888888888889|8.24742268041237,81.6216216216216|76.4845605700713,19_48616203_48615365_R_ENST00000084795_1,IR
11:64769542-64769609,SF1,11:64770054-64769541,IR,2,2,-,ENST00000496969,67.8,0.00142085,0.00142085,3.2258064516129|0,68.2352941176471|70.5882352941177,11_64770054_64769541_R_ENST00000496969_1,IR
5:58454975-58455021,PLK2,5:58455415-58454910,IR,2,2,-,ENST00000503378,67.74,0.00364344,0.00364344,14.2857142857143|11.7647058823529,82.8810020876827|78.6407766990291,5_58455415_58454910_R_ENST00000503378_1,IR
1:94529225-94530596,F3,1:94533269-94529309,IR,2,2,-,ENST00000334047,67.59,0.00519209,0.00519209,26.3157894736842|19.205298013245,93.5281837160751|87.1670702179177,1_94533269_94529309_R_ENST00000334047_1,IR
11:64855322-64855486,EHD1,11:64860046-64855051,IR,2,2,-,ENST00000433803,67.36,0.00923686,0.00923686,10.2040816326531|10.3174603174603,76.6159695817491|78.6184210526316,11_64860046_64855051_R_ENST00000433803_1,IR
5:58456147-58456589,PLK2,5:58456590-58456025,IR,2,2,-,ENST00000503713,67.3,0.00189407,0.00189407,28.5714285714286|31.25,97.9865771812081|96.44128113879,5_58456590_58456025_R_ENST00000503713_1,IR
5:74627406-74629992,ENC1,5:74632263-74629551,IR,2,2,-,ENST00000302351,66.74,0.000196592,0.000196592,32|33.3333333333333,100|98.8095238095238,5_74632263_74629551_R_ENST00000302351_1,IR
6:33287243-33287718,WDR46,6:33287430-33287090,IR,2,2,-,ENST00000488944,66.32,0.00471725,0.00471725,22.7272727272727|20.8333333333333,90|86.2068965517241,6_33287430_33287090_R_ENST00000488944_1,IR
19:48615331-48615447,RPL18,19:48617424-48615330,IR,2,2,-,ENST00000084795,65.79,0.00800129,0.00800129,14.2857142857143|8.23529411764706,81.1359026369168|72.972972972973,19_48617424_48615330_R_ENST00000084795_1,IR
6:33296444-33296464,RGL2,6:33296777-33296443,IR (overlapping region),2,2,-,ENST00000425946,64.73,0.00793822,0.00793822,8.33333333333333|16.6666666666667,73.2142857142857|81.25,6_33296777_33296443_R_ENST00000425946_1,IR
19:48615332-48619175,RPL18,19:48617878-48617315,IR,2,2,-,ENST00000547892,64.36,0.00158772,0.00158772,0|2.56410256410256,63.9492753623188|67.3333333333333,19_48617878_48617315_R_ENST00000547892_1,IR
1:94529225-94530596,F3,1:94532481-94529224,IR,2,2,-,ENST00000334047,63.89,0.00881762,0.00881762,31.9444444444444|23.75,94.6826758147513|88.7949260042283,1_94532481_94529224_R_ENST00000334047_1,IR
19:48615331-48615447,RPL18,19:48615947-48615332,IR,2,2,-,ENST00000084795,63.7,0.00643442,0.00643442,19.6078431372549|14,82.1556886227545|78.8461538461538,19_48615947_48615332_R_ENST00000084795_1,IR
19:48615331-48615447,RPL18,19:48615947-48615330,IR,2,2,-,ENST00000084795,63.7,0.00643442,0.00643442,19.6078431372549|14,82.1556886227545|78.8461538461538,19_48615947_48615330_R_ENST00000084795_1,IR
19:48615331-48615447,RPL18,19:48615947-48615335,IR,2,2,-,ENST00000084795,63.66,0.00548873,0.00548873,19.6078431372549|14,82.2619047619048|78.6703601108033,19_48615947_48615335_R_ENST00000084795_1,IR
19:48615331-48615447,RPL18,19:48615947-48615327,IR,2,2,-,ENST00000084795,63.53,0.007917,0.007917,19.6078431372549|14,81.8292682926829|78.8461538461538,19_48615947_48615327_R_ENST00000084795_1,IR
17:81889301-81889329,ALYREF,17:81889330-81888900,IR,2,2,-,ENST00000511412,63.52,0.00805406,0.00805406,4.8|4.34782608695652,69.1884456671252|67.005076142132,17_81889330_81888900_R_ENST00000511412_1,IR
1:94532997-94533268,F3,1:94533269-94532320,IR,2,2,-,ENST00000478217,63.47,0.00633742,0.00633742,33.8235294117647|31.6239316239316,96.5034965034965|95.8855098389982,1_94533269_94532320_R_ENST00000478217_1,IR
19:48615332-48619175,RPL18,19:48617885-48617315,IR,2,2,-,ENST00000547892,63.41,0.00154447,0.00154447,0|2.56410256410256,63.8838475499093|65.4929577464789,19_48617885_48617315_R_ENST00000547892_1,IR
7:135168596-135169060,CYREN,7:135170696-135168748,IR,2,2,-,ENST00000486115,63.4,0.00431677,0.00431677,36.3636363636364|30.7692307692308,100|93.9393939393939,7_135170696_135168748_R_ENST00000486115_1,IR
20:32428128-32428422,ASXL1,20:32428249-32428324,IR,2,2,-,ENST00000470145,63.12,0.00941032,0.00941032,6.89655172413793|14.2857142857143,76|71.4285714285714,20_32428249_32428324_R_ENST00000470145_1,IR
7:135168596-135169060,CYREN,7:135170796-135168744,IR,2,2,-,ENST00000486115,63.1,0.00531986,0.00531986,36.3636363636364|30.7692307692308,100|93.3333333333333,7_135170796_135168744_R_ENST00000486115_1,IR
7:135168596-135169060,CYREN,7:135170525-135168748,IR,2,2,-,ENST00000486115,63.1,0.00531986,0.00531986,36.3636363636364|30.7692307692308,100|93.3333333333333,7_135170525_135168748_R_ENST00000486115_1,IR
19:6418701-6418876,KHSRP,19:6419261-6418701,IR,2,2,-,ENST00000595258,63.03,0.0022657,0.0022657,4.16666666666667|0,67.2727272727273|62.962962962963,19_6419261_6418701_R_ENST00000595258_1,IR
19:6421001-6421688,KHSRP,19:6421318-6420421,IR,2,2,-,ENST00000597704,62.1,0.00452948,0.00452948,10|5.26315789473684,71.2121212121212|68.2539682539683,19_6421318_6420421_R_ENST00000597704_1,IR
17:81889301-81889329,ALYREF,17:81889330-81888519,IR,2,2,-,ENST00000511412,61.74,0.0044316,0.0044316,4.8|4.34782608695652,67.1071953010279|65.5172413793103,17_81889330_81888519_R_ENST00000511412_1,IR
1:1756771-1757310,NADK,1:1757269-1756778,IR,2,2,-,ENST00000460602,61.2,0.00538306,0.00538306,34.6153846153846|29.4117647058824,96.4285714285714|90,1_1757269_1756778_R_ENST00000460602_1,IR
19:38836388-38836780,HNRNPL,19:38837480-38836634,IR (overlapping region),2,2,-,ENST00000221419,61.2,0.00542462,0.00542462,17.3913043478261|23.0769230769231,84.7222222222222|78.1512605042017,19_38837480_38836634_R_ENST00000221419_1,IR
13:45340026-45340785,TPT1,13:45341087-45340711,IR (overlapping region),2,2,-,ENST00000442760,60.89,0.000259295,0.000259295,9.09090909090909|7.69230769230769,68.6567164179104|69.9029126213592,13_45341087_45340711_R_ENST00000442760_1,IR
6:43519706-43520427,POLR1C,6:43520186-43520274,IR,2,2,-,ENST00000481352,60.36,0.00376694,0.00376694,40|39.2857142857143,100|100,6_43520186_43520274_R_ENST00000481352_1,IR
2:231456444-231456523,SNORD20,2:231456765-231456009,IR,2,2,-,ENST00000384550,60.34,0.00202391,0.00202391,5.88235294117647|4.34782608695652,65.1162790697674|65.7894736842105,2_231456765_231456009_R_ENST00000384550_1,IR
11:64851642-64854857,EHD1,11:64855487-64852730,IR,2,2,-,ENST00000320631,60.29,0.00033058,0.00033058,27.0718232044199|27.0967741935484,87.4366767983789|87.3217115689382,11_64855487_64852730_R_ENST00000320631_1,IR
11:64851642-64854857,EHD1,11:64855487-64852726,IR,2,2,-,ENST00000320631,60.29,0.00033058,0.00033058,27.0718232044199|27.0967741935484,87.4366767983789|87.3217115689382,11_64855487_64852726_R_ENST00000320631_1,IR
1:1756771-1757310,NADK,1:1757311-1756587,IR,2,2,-,ENST00000460602,59.81,0.00148998,0.00148998,37.037037037037|40,96.6666666666667|100,1_1757311_1756587_R_ENST00000460602_1,IR
19:38838652-38839015,HNRNPL,19:38840179-38837593,IR,2,2,-,ENST00000601664,59.74,0.00797559,0.00797559,13.6363636363636|9.09090909090909,67.6923076923077|74.5098039215686,19_38840179_38837593_R_ENST00000601664_1,IR
7:44572650-44572744,DDX56,7:44572745-44572346,IR,2,2,-,ENST00000479440,59.47,0.00132916,0.00132916,9.52380952380952|6.52173913043478,69.0476190476191|65.9340659340659,7_44572745_44572346_R_ENST00000479440_1,IR
11:47245519-47245834,ACP2,11:47247728-47245681,IR,2,2,-,ENST00000444355,59.41,0.00630296,0.00630296,0|0,60|58.8235294117647,11_47247728_47245681_R_ENST00000444355_1,IR
19:6414457-6415301,KHSRP,19:6415458-6415254,IR,2,2,-,ENST00000594496,59.38,0.00330633,0.00330633,11.3636363636364|14.2857142857143,72.972972972973|71.4285714285714,19_6415458_6415254_R_ENST00000594496_1,IR
11:65658287-65658499,RELA,11:65658318-65655854,IR,2,2,NMD,ENST00000525658,59.21,0.0050285,0.0050285,18.1818181818182|24,77.2727272727273|83.3333333333333,11_65658318_65655854_R_ENST00000525658_1,IR
X:149933738-149933903,CXorf40B,X:149934138-149933737,IR,2,2,-,ENST00000483447,58.81,0.00825619,0.00825619,11.5384615384615|9.09090909090909,71.5789473684211|66.6666666666667,X_149934138_149933737_R_ENST00000483447_1,IR
13:45340026-45340785,TPT1,13:45341123-45340711,IR (overlapping region),2,2,-,ENST00000442760,58.18,0.00208469,0.00208469,9.09090909090909|5.26315789473684,67.1875|63.5294117647059,13_45341123_45340711_R_ENST00000442760_1,IR
17:82249578-82250179,CSNK1D,17:82251528-82249430,IR (overlapping region),2,2,-,ENST00000578904,57.9,0.00721543,0.00721543,41.1764705882353|36.3636363636364,100|93.3333333333333,17_82251528_82249430_R_ENST00000578904_1,IR
11:65892220-65893296,FOSL1,11:65894117-65892644,IR,2,2,-,ENST00000312562,57.9,0.00545236,0.00545236,40|34.7107438016529,93.4994582881907|97.0149253731343,11_65894117_65892644_R_ENST00000312562_1,IR
17:82253220-82253244,CSNK1D,17:82253245-82252433,IR (overlapping region),2,2,-,ENST00000578194,57.87,0.0039074,0.0039074,42.8571428571429|38.4615384615385,100|97.0588235294118,17_82253245_82252433_R_ENST00000578194_1,IR
11:123058909-123058995,SNORD14D,11:123059104-123058790,IR,2,2,-,ENST00000384390,56.53,0.00223097,0.00223097,11.7437722419929|10.03861003861,67.8127984718243|67.0212765957447,11_123059104_123058790_R_ENST00000384390_1,IR
8:98044433-98045088,RPL30,8:98045400-98044942,IR,2,2,-,ENST00000520998,56.34,0.00664448,0.00664448,20.3389830508475|24.21875,79.5555555555556|77.6849642004773,8_98045400_98044942_R_ENST00000520998_1,IR
1:173865818-173866796,GAS5,1:173867041-173866760,IR,2,2,-,ENST00000421068,56.03,0.00836277,0.00836277,13.1578947368421|20,75|70.2127659574468,1_173867041_173866760_R_ENST00000421068_1,IR
11:47245519-47245834,ACP2,11:47247728-47245518,IR,2,2,-,ENST00000444355,55.9,0.00395411,0.00395411,0|0,55.5555555555556|56.25,11_47247728_47245518_R_ENST00000444355_1,IR
5:173607521-173608292,BOD1,5:173609435-173607798,IR,2,2,-,ENST00000285908,55.75,0.00514224,0.00514224,43.3333333333333|37.5,98.8095238095238|93.5185185185185,5_173609435_173607798_R_ENST00000285908_1,IR
19:3983857-3984350,EEF2,19:3984351-3983109,IR,2,2,-,ENST00000594885,55.27,0.0020329,0.0020329,6.52173913043478|2.94117647058824,58.4615384615385|61.5384615384615,19_3984351_3983109_R_ENST00000594885_1,IR
11:65892220-65893296,FOSL1,11:65894122-65892219,IR,2,2,-,ENST00000312562,54.97,0.00923514,0.00923514,40.5940594059406|35.2459016393443,89.2280071813286|96.5432098765432,11_65894122_65892219_R_ENST00000312562_1,IR
5:132481609-132484075,IRF1,5:132489033-132483084,IR (overlapping region),2,2,-,ENST00000245414,54.77,0.00228503,0.00228503,41.6666666666667|45.4545454545455,100|96.6666666666667,5_132489033_132483084_R_ENST00000245414_1,IR
1:43364576-43364794,ELOVL1,1:43365009-43364737,IR,2,2,-,ENST00000496932,54.56,0.00254944,0.00254944,10|9.09090909090909,65.0602409638554|63.1578947368421,1_43365009_43364737_R_ENST00000496932_1,IR
