Event Region	Gene Symbol	Target Exon	Event Type	N	T	Exon Type	Reference Transcript	ΔPSI (%)	T-test p-value	FDR (BH)	N Values	T Values	Database ID
5:58457516-58457583	PLK2	5:58457584-58457180	IR	2	2	-	ENST00000508300	68.93	1.01007e-01	1.01007e-01	9.52380952380952|11.5384615384615	90.7407407407407|68.1818181818182	5_58457584_58457180_R_ENST00000508300_1
2:38070987-38071310	CYP1B1	2:38073937-38070986	IR (overlapping region)	2	2	-	ENST00000492443	68.53	2.63104e-02	2.63104e-02	16.4556962025316|29.8850574712644	88.109756097561|95.2914798206278	2_38073937_38070986_R_ENST00000492443_1
5:58458865-58459092	PLK2	5:58458896-58458398	IR	2	2	-	ENST00000504196	68.14	5.23344e-02	5.23344e-02	11.1111111111111|16.6666666666667	90.1408450704225|73.9130434782609	5_58458896_58458398_R_ENST00000504196_1
5:58458297-58458841	PLK2	5:58458842-58458398	IR	2	2	-	ENST00000514306	67.68	6.15620e-02	6.15620e-02	11.1111111111111|16.6666666666667	90.4109589041096|72.7272727272727	5_58458842_58458398_R_ENST00000514306_1
5:58457516-58457583	PLK2	5:58457570-58457180	IR	2	2	-	ENST00000508300	67.47	8.93073e-02	8.93073e-02	9.52380952380952|14.8148148148148	90.7407407407407|68.5393258426966	5_58457570_58457180_R_ENST00000508300_1
5:58457516-58457583	PLK2	5:58458574-58457493	IR	2	2	-	ENST00000508300	65.66	1.37354e-01	1.37354e-01	9.52380952380952|11.5384615384615	90.7407407407407|61.6438356164384	5_58458574_58457493_R_ENST00000508300_1
9:137587013-137587823	ZMYND19	9:137588719-137587716	IR	2	2	-	ENST00000471957	64.81	1.10138e-02	1.10138e-02	15.3846153846154|18.1818181818182	78.5714285714286|84.6153846153846	9_137588719_137587716_R_ENST00000471957_1
5:58457516-58457583	PLK2	5:58458529-58457487	IR	2	2	-	ENST00000508300	64.58	1.34293e-01	1.34293e-01	9.52380952380952|8	87.2727272727273|59.4202898550725	5_58458529_58457487_R_ENST00000508300_1
9:35101781-35101811	STOML2	9:35101963-35101780	IR	2	2	-	ENST00000487490	64.43	2.25310e-01	2.25310e-01	0|0	88.2352941176471|40.625	9_35101963_35101780_R_ENST00000487490_1
15:78544268-78548789	PSMA4	15:78545634-78545764	MES	2	2	-	ENST00000044462	64.39	2.29560e-01	2.29560e-01	4.8780487804878|56	100|89.6551724137931	15_78544268_78548789_W_ENST00000044462_2
5:58457516-58457583	PLK2	5:58457738-58457180	IR	2	2	-	ENST00000508300	64.15	1.41788e-01	1.41788e-01	9.52380952380952|11.5384615384615	89.3617021276596|60	5_58457738_58457180_R_ENST00000508300_1
3:134371335-134371494	AMOTL2	3:134375480-134370699	IR	2	2	-	ENST00000502491	63.89	5.08112e-02	5.08112e-02	22.2222222222222|0	83.3333333333333|66.6666666666667	3_134375480_134370699_R_ENST00000502491_1
3:50290009-50290679	IFRD2	3:50290252-50289928	IR	2	2	-	ENST00000462001	63.74	1.07035e-02	1.07035e-02	14.2857142857143|5.76923076923077	76.5625|70.9677419354839	3_50290252_50289928_R_ENST00000462001_1
17:82249578-82250179	CSNK1D	17:82249836-82249430	IR (overlapping region)	2	2	-	ENST00000578904	63.72	9.98395e-03	9.98395e-03	27.2727272727273|31.3432835820896	93.75|92.3076923076923	17_82249836_82249430_R_ENST00000578904_1
12:6965354-6965714	PHB2	12:6965917-6965684	IR	2	2	-	ENST00000399433	63.72	1.30504e-01	1.30504e-01	0|16.6666666666667	90|54.0983606557377	12_6965917_6965684_R_ENST00000399433_1
9:35101781-35101811	STOML2	9:35101963-35101709	IR	2	2	-	ENST00000487490	63.17	2.18233e-01	2.18233e-01	0|0	85.7142857142857|40.625	9_35101963_35101709_R_ENST00000487490_1
19:38724566-38725765	ACTN4	19:38725724-38725765	A3SS	2	2	-	Ex.ENST00000252699	63.10	2.17335e-01	2.17335e-01	59.3220338983051|14.4859813084112	100|100	19_38724566_38725765_S_Ex.ENST00000252699_1
11:62855012-62855083	SNORD27	11:62855489-62854887	IR	2	2	-	ENST00000363981	62.93	5.04390e-03	5.04390e-03	27.7777777777778|32.9268292682927	91.6666666666667|94.8979591836735	11_62855489_62854887_R_ENST00000363981_1
7:135168596-135169060	CYREN	7:135170696-135167731	IR	2	2	-	ENST00000486115	62.77	1.66646e-01	1.66646e-01	5.26315789473684|20.5128205128205	96|55.3191489361702	7_135170696_135167731_R_ENST00000486115_1
11:62855012-62855083	SNORD27	11:62855217-62854887	IR	2	2	-	ENST00000363981	62.01	7.98326e-03	7.98326e-03	26.4150943396226|33.7349397590361	89.5522388059701|94.6236559139785	11_62855217_62854887_R_ENST00000363981_1
19:38836388-38836780	HNRNPL	19:38837480-38836634	IR (overlapping region)	2	2	-	ENST00000221419	61.47	5.23015e-02	5.23015e-02	5.26315789473684|8.7719298245614	75|61.9718309859155	19_38837480_38836634_R_ENST00000221419_1
11:62855012-62855083	SNORD27	11:62855237-62854887	IR	2	2	-	ENST00000363981	61.34	4.44027e-03	4.44027e-03	27.7777777777778|33.7349397590361	89.3939393939394|94.7916666666667	11_62855237_62854887_R_ENST00000363981_1
11:62855012-62855083	SNORD27	11:62855209-62854887	IR	2	2	-	ENST00000363981	61.01	6.61827e-03	6.61827e-03	27.7777777777778|34.5238095238095	89.7058823529412|94.6236559139785	11_62855209_62854887_R_ENST00000363981_1
2:38070987-38071310	CYP1B1	2:38074409-38071175	IR (overlapping region)	2	2	-	ENST00000492443	60.97	9.04591e-03	9.04591e-03	33.3333333333333|27.3809523809524	87.2964169381108|95.364238410596	2_38074409_38071175_R_ENST00000492443_1
5:58457516-58457583	PLK2	5:58458172-58457487	IR	2	2	-	ENST00000508300	60.93	1.16122e-01	1.16122e-01	9.52380952380952|11.5384615384615	82.9268292682927|60	5_58458172_58457487_R_ENST00000508300_1
19:15399935-15400358	AKAP8L	19:15400353-15398562	IR (overlapping region)	2	2	-	ENST00000594893	60.93	8.61852e-02	8.61852e-02	30.7692307692308|47.3684210526316	100|100	19_15400353_15398562_R_ENST00000594893_1
11:62855012-62855083	SNORD27	11:62855175-62854887	IR	2	2	-	ENST00000363981	60.93	1.40340e-02	1.40340e-02	27.7777777777778|35.2941176470588	90.5405405405405|94.3820224719101	11_62855175_62854887_R_ENST00000363981_1
12:6965354-6965714	PHB2	12:6965917-6965351	IR	2	2	-	ENST00000399433	60.51	1.25394e-01	1.25394e-01	0|23.0769230769231	90|54.0983606557377	12_6965917_6965351_R_ENST00000399433_1
12:6965354-6965714	PHB2	12:6965917-6965326	IR	2	2	-	ENST00000399433	60.51	1.25394e-01	1.25394e-01	0|23.0769230769231	90|54.0983606557377	12_6965917_6965326_R_ENST00000399433_1
19:49866141-49866528	PNKP	19:49867011-49865126	IR	2	2	-	ENST00000595792	60.27	4.23786e-02	4.23786e-02	43.75|35.7142857142857	100|100	19_49867011_49865126_R_ENST00000595792_1
5:58457516-58457583	PLK2	5:58458172-58457515	IR	2	2	-	ENST00000508300	59.50	1.09337e-01	1.09337e-01	9.52380952380952|14.8148148148148	83.3333333333333|60	5_58458172_58457515_R_ENST00000508300_1
7:135168596-135169060	CYREN	7:135169061-135167731	IR (overlapping region)	2	2	-	ENST00000486115	59.29	2.40658e-01	2.40658e-01	0|11.4285714285714	90|40	7_135169061_135167731_R_ENST00000486115_1
10:3781808-3782214	KLF6	10:3783282-3781807	IR	2	2	-	ENST00000380946	58.93	4.68186e-02	4.68186e-02	21.0526315789474|35	84.2105263157895|89.7058823529412	10_3783282_3781807_R_ENST00000380946_1
1:149926382-149926918	SF3B4	1:149927295-149926375	IR	2	2	-	ENST00000457312	58.52	8.13071e-02	8.13071e-02	23.5294117647059|21.0526315789474	88.8888888888889|72.7272727272727	1_149927295_149926375_R_ENST00000457312_1
5:112864457-112864919	SRP19	5:112864529-112864620	IR (overlapping region)	2	2	-	ENST00000515755	58.33	3.30499e-01	3.30499e-01	0|0	91.6666666666667|25	5_112864529_112864620_R_ENST00000515755_1
7:135164418-135166215	TMEM140	7:135167808-135165828	IR	2	2	-	ENST00000275767	58.31	1.92203e-01	1.92203e-01	4.76190476190476|21.9512195121951	93.3333333333333|50	7_135167808_135165828_R_ENST00000275767_1
19:45413434-45413745	ERCC1	19:45413746-45409545	IR	2	2	-	ENST00000013807	58.24	2.59130e-01	2.59130e-01	61.5384615384615|7.69230769230769	85.7142857142857|100	19_45413746_45409545_R_ENST00000013807_1
7:135164418-135166215	TMEM140	7:135167808-135165784	IR	2	2	-	ENST00000275767	57.80	1.87762e-01	1.87762e-01	4.76190476190476|21.9512195121951	92.3076923076923|50	7_135167808_135165784_R_ENST00000275767_1
7:135164418-135166215	TMEM140	7:135167808-135165781	IR	2	2	-	ENST00000275767	57.80	1.87762e-01	1.87762e-01	4.76190476190476|21.9512195121951	92.3076923076923|50	7_135167808_135165781_R_ENST00000275767_1
5:138783373-138824529	CTNNA1	5:138810038-138810204	MES	2	2	-	ENST00000302763	57.71	7.91678e-02	7.91678e-02	17.8571428571429|42.4050632911392	100|75.6756756756757	5_138783373_138824529_W_ENST00000302763_1
3:127574978-127575265	TPRA1	3:127575810-127575184	IR	2	2	-	ENST00000465915	57.54	9.70382e-03	9.70382e-03	10|10	66.6666666666667|68.4210526315789	3_127575810_127575184_R_ENST00000465915_1
3:52405811-52405912	BAP1	3:52405913-52405109	IR	2	2	-	ENST00000471532	57.47	3.45883e-02	3.45883e-02	10|17.3913043478261	71.875|70.4545454545455	3_52405913_52405109_R_ENST00000471532_1
11:47418769-47418945	PSMC3	11:47419198-47418801	IR	2	2	-	ENST00000298852	57.40	1.68686e-01	1.68686e-01	0|3.37837837837838	75|43.1818181818182	11_47419198_47418801_R_ENST00000298852_1
11:47420339-47420409	PSMC3	11:47420728-47420338	IR	2	2	-	ENST00000524447	57.28	2.63008e-01	2.63008e-01	9.375|4.16666666666667	89.4736842105263|38.6363636363636	11_47420728_47420338_R_ENST00000524447_1
6:36600403-36602778	SRSF3	6:36601795-36601961	IR	2	2	-	ENST00000614136	56.79	5.07736e-02	5.07736e-02	4.6875|2.98507462686567	55.5555555555556|65.6934306569343	6_36601795_36601961_R_ENST00000614136_1
7:100576985-100577740	LRCH4	7:100577390-100576693	IR (overlapping region)	2	2	-	ENST00000498539	56.78	1.45753e-01	1.45753e-01	27.2727272727273|55	100|95.8333333333333	7_100577390_100576693_R_ENST00000498539_1
17:82252497-82252604	CSNK1D	17:82252528-82251378	IR (overlapping region)	2	2	-	ENST00000580446	56.68	5.92460e-02	5.92460e-02	14.2857142857143|30.7692307692308	90|68.4210526315789	17_82252528_82251378_R_ENST00000580446_1
12:6965354-6965714	PHB2	12:6966501-6965351	IR	2	2	-	ENST00000399433	56.62	2.20004e-01	2.20004e-01	0|16.6666666666667	88.2352941176471|41.6666666666667	12_6966501_6965351_R_ENST00000399433_1
15:101961642-101972595	WASH3P	15:101966070-101966223	MES	2	2	-	ENST00000354296	56.43	4.40027e-02	4.40027e-02	12.6984126984127|20	65.3846153846154|80.1801801801802	15_101961642_101972595_W_ENST00000354296_1
20:37184374-37204766	RPN2	20:37198397-37198492	MES	2	2	-	ENST00000237530	56.34	1.00751e-01	1.00751e-01	50.6329113924051|24.5614035087719	100|87.8787878787879	20_37184374_37204766_W_ENST00000237530_1
19:49487639-49489849	RPL13A	19:49487639-49487644	A5SS	2	2	-	Ex.TSS.ENST00000391857	56.27	3.70695e-03	3.70695e-03	44.0573770491803|43.4020618556701	100|100	19_49487639_49489849_S_Ex.TSS.ENST00000391857_1
11:47418769-47418945	PSMC3	11:47419198-47418768	IR	2	2	-	ENST00000298852	56.08	1.72564e-01	1.72564e-01	0|3.37837837837838	73.6842105263158|41.8604651162791	11_47419198_47418768_R_ENST00000298852_1
19:38838652-38839015	HNRNPL	19:38840179-38838893	IR	2	2	-	ENST00000601664	55.99	1.62031e-01	1.62031e-01	8.33333333333333|21.0526315789474	88.2352941176471|53.125	19_38840179_38838893_R_ENST00000601664_1
5:176384334-176384374	NOP16	5:176385328-176384361	IR (overlapping region)	2	2	-	ENST00000503849	55.97	6.54798e-02	6.54798e-02	6.06060606060606|23.0769230769231	59.2592592592593|81.8181818181818	5_176385328_176384361_R_ENST00000503849_1
5:176384334-176384374	NOP16	5:176385328-176384333	IR (overlapping region)	2	2	-	ENST00000503849	55.97	6.54798e-02	6.54798e-02	6.06060606060606|23.0769230769231	59.2592592592593|81.8181818181818	5_176385328_176384333_R_ENST00000503849_1
3:156540140-156543269	SSR3	3:156549004-156543003	IR	2	2	-	ENST00000265044	55.60	1.32168e-01	1.32168e-01	7.69230769230769|20	84.6153846153846|54.2857142857143	3_156549004_156543003_R_ENST00000265044_1
15:66498015-66499652	RPL4	15:66500149-66499574	IR	2	2	-	ENST00000307961	55.52	1.39353e-02	1.39353e-02	27.2727272727273|20.5882352941176	81.1320754716981|77.7777777777778	15_66500149_66499574_R_ENST00000307961_1
X:103684974-103685260	MORF4L2	X:103686819-103685170	IR	2	2	-	ENST00000488331	55.49	1.13865e-01	1.13865e-01	34.4827586206897|54.5454545454545	100|100	X_103686819_103685170_R_ENST00000488331_1
X:103684974-103685260	MORF4L2	X:103686817-103685170	IR	2	2	-	ENST00000488331	55.49	1.13865e-01	1.13865e-01	34.4827586206897|54.5454545454545	100|100	X_103686817_103685170_R_ENST00000488331_1
12:57231162-57231913	SHMT2	12:57231561-57231712	IR	2	2	-	ENST00000553868	55.36	6.14171e-02	6.14171e-02	0|0	50|60.7142857142857	12_57231561_57231712_R_ENST00000553868_1
3:50290009-50290679	IFRD2	3:50290295-50289928	IR	2	2	-	ENST00000462001	54.59	5.21524e-02	5.21524e-02	25|15.5172413793103	75.4098360655738|74.2857142857143	3_50290295_50289928_R_ENST00000462001_1
4:2930603-2931150	MFSD10	4:2931275-2931060	IR	2	2	-	ENST00000508221	54.55	5.13167e-02	5.13167e-02	27.2727272727273|45.4545454545455	100|81.8181818181818	4_2931275_2931060_R_ENST00000508221_1
X:103684974-103685260	MORF4L2	X:103685261-103684680	IR	2	2	-	ENST00000488331	54.39	1.03699e-01	1.03699e-01	36.6666666666667|54.5454545454545	100|100	X_103685261_103684680_R_ENST00000488331_1
11:6478084-6478198	ARFIP2	11:6478960-6478040	IR	2	2	-	ENST00000525235	54.37	2.13662e-01	2.13662e-01	0|7.14285714285714	77.7777777777778|38.0952380952381	11_6478960_6478040_R_ENST00000525235_1
19:48615331-48615447	RPL18	19:48616426-48615330	IR	2	2	-	ENST00000084795	53.87	1.88156e-01	1.88156e-01	12.5|50	91.0714285714286|79.1666666666667	19_48616426_48615330_R_ENST00000084795_1
9:127509888-127510333	FAM129B	9:127516894-127509887	IR	2	2	-	ENST00000465154	53.76	2.66425e-01	2.66425e-01	9.375|22.2222222222222	95|44.1176470588235	9_127516894_127509887_R_ENST00000465154_1
2:27037561-27037815	TMEM214	2:27037703-27037789	IR	2	2	-	ENST00000460904	53.74	9.17132e-02	9.17132e-02	0|0	61.5384615384615|45.945945945946	2_27037703_27037789_R_ENST00000460904_1
3:186785883-186786216	EIF4A2	3:186786052-186786163	IR	2	2	-	ENST00000495049	53.39	1.97198e-02	1.97198e-02	26.9230769230769|16.2162162162162	78.7878787878788|71.1340206185567	3_186786052_186786163_R_ENST00000495049_1
6:43515537-43515701	YIPF3	6:43516047-43515594	IR (overlapping region)	2	2	-	ENST00000460903	53.27	8.48135e-02	8.48135e-02	30|5	80|61.5384615384615	6_43516047_43515594_R_ENST00000460903_1
5:138782030-138824529	CTNNA1	5:138783177-138783372	MES	2	2	-	ENST00000302763	53.25	3.22131e-01	3.22131e-01	17.25|76.2589928057554	100|100	5_138782030_138824529_W_ENST00000302763_1
17:76557778-76559043	SNHG16	17:76557858-76558944	IR	2	2	-	ENST00000448136	53.01	1.08948e-01	1.08948e-01	23.0769230769231|51.8518518518518	100|80.9523809523809	17_76557858_76558944_R_ENST00000448136_1
11:47420339-47420409	PSMC3	11:47420728-47420263	IR	2	2	-	ENST00000524447	52.99	2.85174e-01	2.85174e-01	6.45161290322581|0.694444444444444	82.3529411764706|30.7692307692308	11_47420728_47420263_R_ENST00000524447_1
6:43778889-43786484	VEGFA	6:43780786-43781955	IR	2	2	-	ENST00000480614	52.68	7.13556e-02	7.13556e-02	10.3448275862069|23.6842105263158	70.9677419354839|68.4210526315789	6_43780786_43781955_R_ENST00000480614_1
16:56626466-56627112	MT1E	16:56626532-56626879	IR	2	2	-	ENST00000330439	52.65	3.00426e-01	3.00426e-01	4.44444444444444|23.2142857142857	95.4545454545455|37.5	16_56626532_56626879_R_ENST00000330439_1
5:150391544-150392176	TCOF1	5:150391658-150391956	IR	2	2	-	ENST00000506630	52.58	1.17250e-01	1.17250e-01	9.09090909090909|11.1111111111111	72.7272727272727|52.6315789473684	5_150391658_150391956_R_ENST00000506630_1
7:135168596-135169060	CYREN	7:135170696-135168785	IR	2	2	-	ENST00000486115	52.50	2.10514e-02	2.10514e-02	38.4615384615385|45.8333333333333	100|89.2857142857143	7_135170696_135168785_R_ENST00000486115_1
3:127575940-127576050	TPRA1	3:127576051-127575748	IR	2	2	-	ENST00000469111	52.50	2.80301e-01	2.80301e-01	5|0	80|30	3_127576051_127575748_R_ENST00000469111_1
12:120198980-120199205	RPLP0	12:120199426-120199117	IR	2	2	-	ENST00000548551	52.41	3.87722e-03	3.87722e-03	10.4477611940298|5.80204778156997	62.8378378378378|58.2278481012658	12_120199426_120199117_R_ENST00000548551_1
X:153931954-153931981	NAA10	X:153932116-153930762	IR (overlapping region)	2	2	-	ENST00000393710	52.38	1.69501e-01	1.69501e-01	33.3333333333333|61.9047619047619	100|100	X_153932116_153930762_R_ENST00000393710_1
X:1386152-1386759	SLC25A6	X:1387420-1386151	IR	2	2	-	ENST00000381401	52.35	3.62768e-02	3.62768e-02	9.52380952380952|0	58.8235294117647|55.4054054054054	X_1387420_1386151_R_ENST00000381401_1
2:200861090-200861466	CLK1	2:200861863-200861089	IR	2	2	-	ENST00000481641	52.23	1.94989e-01	1.94989e-01	64.2857142857143|31.25	100|100	2_200861863_200861089_R_ENST00000481641_1
1:1756771-1757310	NADK	1:1757311-1756257	IR	2	2	-	ENST00000460602	52.12	2.58240e-01	2.58240e-01	0|9.09090909090909	33.3333333333333|80	1_1757311_1756257_R_ENST00000460602_1
10:3779047-3779590	KLF6	10:3780218-3779346	IR	2	2	-	ENST00000173785	52.06	3.43452e-02	3.43452e-02	50|35.7142857142857	100|89.8305084745763	10_3780218_3779346_R_ENST00000173785_1
3:50288430-50288504	IFRD2	3:50288640-50288426	IR	2	2	NMD	ENST00000438296	52.00	1.10591e-02	1.10591e-02	36.8421052631579|40	87.5|93.3333333333333	3_50288640_50288426_R_ENST00000438296_1
3:50290009-50290679	IFRD2	3:50290473-50289928	IR	2	2	-	ENST00000462001	51.94	1.98826e-02	1.98826e-02	17.2413793103448|14.0350877192982	71.1538461538462|64	3_50290473_50289928_R_ENST00000462001_1
1:221701424-221702677	DUSP10	1:221706467-221702149	IR	2	2	-	ENST00000366899	51.88	3.86887e-01	3.86887e-01	0|9.09090909090909	20|92.8571428571429	1_221706467_221702149_R_ENST00000366899_1
19:49866141-49866528	PNKP	19:49866446-49865126	IR	2	2	-	ENST00000595792	51.67	1.01804e-01	1.01804e-01	40|40	100|83.3333333333333	19_49866446_49865126_R_ENST00000595792_1
8:143935277-143935313	PLEC	8:143936015-143935197	IR	2	2	-	ENST00000526416	51.55	4.41354e-02	4.41354e-02	0|13.5593220338983	66.6666666666667|50	8_143936015_143935197_R_ENST00000526416_1
1:94532997-94533268	F3	1:94533269-94532320	IR	2	2	-	ENST00000478217	51.43	4.93910e-02	4.93910e-02	20|33.7837837837838	87.1559633027523|69.4805194805195	1_94533269_94532320_R_ENST00000478217_1
19:36101214-36102851	WDR62	19:36101775-36102013	IR	2	2	NMD	ENST00000587391	51.41	2.91894e-01	2.91894e-01	17.6470588235294|70	100|90.4761904761905	19_36101775_36102013_R_ENST00000587391_1
11:47420339-47420409	PSMC3	11:47420410-47419115	IR	2	2	-	ENST00000524447	51.30	2.49502e-01	2.49502e-01	3.33333333333333|1.5625	75|32.5	11_47420410_47419115_R_ENST00000524447_1
3:50290009-50290679	IFRD2	3:50290087-50289711	IR	2	2	-	ENST00000462001	51.27	7.36099e-02	7.36099e-02	14.2857142857143|2	58.8235294117647|60	3_50290087_50289711_R_ENST00000462001_1
7:135165785-135166871	CYREN	7:135167808-135166467	IR	2	2	-	ENST00000393114	51.16	2.71237e-01	2.71237e-01	4.76190476190476|21.9512195121951	90|39.0243902439024	7_135167808_135166467_R_ENST00000393114_1
2:200861090-200861466	CLK1	2:200861863-200861237	IR	2	2	-	ENST00000481641	51.07	2.56928e-01	2.56928e-01	64.2857142857143|15.3846153846154	100|81.8181818181818	2_200861863_200861237_R_ENST00000481641_1
3:52405811-52405912	BAP1	3:52406323-52405764	IR	2	2	-	ENST00000471532	51.03	1.23564e-01	1.23564e-01	7.69230769230769|29.6296296296296	71.875|67.5	3_52406323_52405764_R_ENST00000471532_1
12:6570082-6570693	CHD4	12:6587393-6566528	IR (overlapping region)	2	2	-	ENST00000357008	50.92	1.86959e-01	1.86959e-01	12.5|45.4545454545455	76.4705882352941|83.3333333333333	12_6587393_6566528_R_ENST00000357008_1
1:150266645-150266656	APH1A	1:150267255-150266348	IR	2	2	-	ENST00000236017	50.84	2.53570e-01	2.53570e-01	3.57142857142857|26.9230769230769	90.9090909090909|41.2698412698413	1_150267255_150266348_R_ENST00000236017_1
3:149369022-149369880	TM4SF1	3:149371868-149369497	IR	2	2	-	ENST00000305366	50.83	1.16414e-01	1.16414e-01	14.2857142857143|15.1515151515152	75|56.0975609756098	3_149371868_149369497_R_ENST00000305366_1
X:103684974-103685260	MORF4L2	X:103686710-103685170	IR	2	2	-	ENST00000488331	50.60	2.09316e-01	2.09316e-01	32.1428571428571|66.6666666666667	100|100	X_103686710_103685170_R_ENST00000488331_1
X:103684974-103685260	MORF4L2	X:103686706-103685170	IR	2	2	-	ENST00000488331	50.60	2.09316e-01	2.09316e-01	32.1428571428571|66.6666666666667	100|100	X_103686706_103685170_R_ENST00000488331_1
X:41347312-41349886	DDX3X	X:41347452-41347639	IR	2	2	-	ENST00000646122	50.55	5.05655e-02	5.05655e-02	3.57142857142857|3.38983050847458	50|58.0645161290323	X_41347452_41347639_R_ENST00000646122_1
6:43778889-43786484	VEGFA	6:43780804-43781955	IR	2	2	-	ENST00000480614	50.46	7.47945e-02	7.47945e-02	10.3448275862069|27.5	72.7272727272727|66.0377358490566	6_43780804_43781955_R_ENST00000480614_1
2:177230305-177232008	NFE2L2	2:177234272-177231789	IR	2	2	-	ENST00000397062	50.40	5.92880e-04	5.92880e-04	7.14285714285714|6.89655172413793	57.6923076923077|57.1428571428571	2_177234272_177231789_R_ENST00000397062_1
5:176388295-176388638	ARL10	5:176388572-176386839	IR (overlapping region)	2	2	-	ENST00000503175	50.39	2.25834e-01	2.25834e-01	5.88235294117647|50	68.4210526315789|88.2352941176471	5_176388572_176386839_R_ENST00000503175_1
17:7311324-7311590	GPS2	17:7311482-7311577	IR (overlapping region)	2	2	-	ENST00000570780	50.39	1.28247e-01	1.28247e-01	36.1702127659575|14.2857142857143	73.8095238095238|77.4193548387097	17_7311482_7311577_R_ENST00000570780_1
7:135168596-135169060	CYREN	7:135170662-135168748	IR	2	2	-	ENST00000486115	50.32	9.96453e-02	9.96453e-02	33.3333333333333|23.5294117647059	90|67.5	7_135170662_135168748_R_ENST00000486115_1
2:27037561-27037815	TMEM214	2:27037703-27037814	IR	2	2	-	ENST00000460904	50.32	1.14410e-01	1.14410e-01	0|0	59.4594594594595|41.1764705882353	2_27037703_27037814_R_ENST00000460904_1
19:47752512-47754891	NOP53	19:47754632-47754708	IR	2	2	-	ENST00000600410	50.28	1.67779e-01	1.67779e-01	6.06060606060606|4.54545454545455	69.2307692307692|41.9354838709677	19_47754632_47754708_R_ENST00000600410_1
3:184302030-184302528	PSMD2	3:184302072-184302369	IR	2	2	-	ENST00000491149	50.23	2.19117e-02	2.19117e-02	25|28.5714285714286	80.8510638297872|73.1707317073171	3_184302072_184302369_R_ENST00000491149_1
12:6965354-6965714	PHB2	12:6966501-6965353	IR	2	2	-	ENST00000399433	50.03	2.42352e-01	2.42352e-01	9.09090909090909|23.0769230769231	88.2352941176471|44	12_6966501_6965353_R_ENST00000399433_1
9:137175275-137175837	ANAPC2	9:137176073-137175707	IR	2	2	-	ENST00000483432	50.00	3.44042e-01	3.44042e-01	20|80	100|100	9_137176073_137175707_R_ENST00000483432_1
5:177331562-177332246	LMAN2	5:177334404-177332030	IR	2	2	-	ENST00000303127	50.00	9.38169e-02	9.38169e-02	10|33.3333333333333	83.3333333333333|60	5_177334404_177332030_R_ENST00000303127_1
16:368335-368414	MRPL28	16:368636-368334	IR	2	2	-	ENST00000447696	49.87	6.66245e-02	6.66245e-02	18.5185185185185|3.7037037037037	63.6363636363636|58.3333333333333	16_368636_368334_R_ENST00000447696_1
1:94171751-94174749	ARHGAP29	1:94177721-94171750	IR	2	2	-	ENST00000260526	49.85	1.11979e-01	1.11979e-01	9.09090909090909|4.54545454545455	66.6666666666667|46.6666666666667	1_94177721_94171750_R_ENST00000260526_1
