Event Region	Gene Symbol	Target Exon	Event Type	N	T	Exon Type	Reference Transcript	ΔPSI (%)	T-test p-value	FDR (BH)	N Values	T Values	Database ID
X:21967317-21977060	SMS	X:21971897-21971990	MES	2	2	-	ENST00000404933	54.25	2.84426e-01	2.84426e-01	4|29.1666666666667	41.6666666666667|100	X_21967317_21977060_W_ENST00000404933_1
19:58555712-58556229	UBE2M	19:58556380-58555711	IR	2	2	-	ENST00000253023	53.82	2.23759e-01	2.23759e-01	28.125|24.2424242424242	60|100	19_58556380_58555711_R_ENST00000253023_1
20:2838232-2838478	PCED1A	20:2838747-2838231	IR	2	2	-	ENST00000439542	52.78	3.34754e-02	3.34754e-02	50|44.4444444444444	100|100	20_2838747_2838231_R_ENST00000439542_1
19:1009173-1009732	GRIN3B	19:1011500-1009650	IR	2	2	-	ENST00000234389	52.61	8.33157e-02	8.33157e-02	25.609756097561|40	86.2068965517241|84.6153846153846	19_1011500_1009650_R_ENST00000234389_1
19:1009173-1009732	GRIN3B	19:1011500-1009647	IR	2	2	-	ENST00000234389	52.61	8.33157e-02	8.33157e-02	25.609756097561|40	86.2068965517241|84.6153846153846	19_1011500_1009647_R_ENST00000234389_1
19:49663421-49663514	IRF3	19:49663515-49663187	IR	2	2	-	ENST00000597180	52.59	1.93247e-01	1.93247e-01	8|42.3076923076923	75|80.4878048780488	19_49663515_49663187_R_ENST00000597180_1
1:146969597-146976928	NBPF12	1:146975677-146975891	MES	2	2	-	ENST00000611443	51.87	8.64520e-02	8.64520e-02	27.5862068965517|52	83.3333333333333|100	1_146969597_146976928_W_ENST00000611443_5
4:1744712-1745076	TACC3	4:1744833-1744947	IR	2	2	-	ENST00000484264	51.62	1.18764e-01	1.18764e-01	21.9512195121951|51.7241379310345	100|76.9230769230769	4_1744833_1744947_R_ENST00000484264_1
9:69252815-69255182	TJP2	9:69252901-69254208	IR (overlapping region)	2	2	-	ENST00000498204	51.60	2.24435e-01	2.24435e-01	15.3846153846154|3.2258064516129	81.8181818181818|40	9_69252901_69254208_R_ENST00000498204_1
1:151293619-151294138	PI4KB	1:151294139-151293399	IR	2	2	-	ENST00000489889	51.08	1.22961e-01	1.22961e-01	16.6666666666667|20	58.8235294117647|80	1_151294139_151293399_R_ENST00000489889_1
2:96268457-96269355	CIAO1	2:96268659-96269267	IR	2	2	-	ENST00000272402	51.00	1.18742e-01	1.18742e-01	54.5454545454545|35.2941176470588	95.8333333333333|96	2_96268659_96269267_R_ENST00000272402_1
16:784974-786377	RPUSD1	16:786929-784990	IR	2	2	-	ENST00000007264	50.91	1.13143e-01	1.13143e-01	17.6470588235294|46.1538461538462	71.875|93.75	16_786929_784990_R_ENST00000007264_1
1:146969597-146976928	NBPF12	1:146974739-146974841	MES	2	2	-	ENST00000611443	50.53	1.52541e-01	1.52541e-01	37.9310344827586|36	75|100	1_146969597_146976928_W_ENST00000611443_4
4:76158733-76161751	SCARB2	4:76163384-76158760	IR	2	2	-	ENST00000264896	49.90	3.34501e-01	3.34501e-01	18.1818181818182|76.4705882352941	94.4444444444444|100	4_76163384_76158760_R_ENST00000264896_1
4:76158733-76161751	SCARB2	4:76163384-76158759	IR	2	2	-	ENST00000264896	49.90	3.34501e-01	3.34501e-01	18.1818181818182|76.4705882352941	94.4444444444444|100	4_76163384_76158759_R_ENST00000264896_1
7:99326005-99333324	ARPC1A	7:99326005-99332698	A5SS	2	2	-	Ex.TSS.ENST00000262942	49.36	8.26732e-03	8.26732e-03	0|0	50|48.7179487179487	7_99326005_99333324_S_Ex.TSS.ENST00000262942_1
8:144099301-144099618	SHARPIN	8:144099619-144099249	IR	2	2	-	ENST00000525275	49.32	2.12108e-01	2.12108e-01	52.9411764705882|18.75	84.6153846153846|85.7142857142857	8_144099619_144099249_R_ENST00000525275_1
3:12590641-12590974	RAF1	3:12591793-12590797	IR	2	2	-	ENST00000460610	49.11	2.18804e-01	2.18804e-01	0|4.34782608695652	69.2307692307692|33.3333333333333	3_12591793_12590797_R_ENST00000460610_1
16:29995294-29996391	INO80E	16:29995609-29995342	IR (overlapping region)	2	2	-	ENST00000563197	48.96	5.56278e-02	5.56278e-02	18.1818181818182|35.7142857142857	70|81.8181818181818	16_29995609_29995342_R_ENST00000563197_1
1:228108114-228108318	MRPL55	1:228108475-228108234	IR	2	2	-	ENST00000473066	48.83	3.94943e-02	3.94943e-02	6.25|15.3846153846154	52.6315789473684|66.6666666666667	1_228108475_228108234_R_ENST00000473066_1
8:144099301-144099618	SHARPIN	8:144099619-144099290	IR	2	2	-	ENST00000525275	48.77	2.14638e-01	2.14638e-01	52.9411764705882|18.75	84.6153846153846|84.6153846153846	8_144099619_144099290_R_ENST00000525275_1
19:36114191-36114251	POLR2I	19:36114714-36114176	IR (overlapping region)	2	2	-	ENST00000589069	48.58	5.71595e-03	5.71595e-03	20.4545454545455|25.4237288135593	69.6969696969697|73.3333333333333	19_36114714_36114176_R_ENST00000589069_1
19:1009720-1011356	TMEM259	19:1011500-1010990	IR	2	2	-	ENST00000592052	48.46	4.70016e-02	4.70016e-02	24.6913580246914|25	69.6969696969697|76.9230769230769	19_1011500_1010990_R_ENST00000592052_1
20:2838232-2838478	PCED1A	20:2838747-2836038	IR	2	2	-	ENST00000439542	48.31	9.79271e-02	9.79271e-02	51.7241379310345|28.5714285714286	76.9230769230769|100	20_2838747_2836038_R_ENST00000439542_1
17:75831295-75831348	UNC13D	17:75833046-75831294	IR	2	2	-	ENST00000586930	48.15	8.54202e-02	8.54202e-02	35.4838709677419|50	89.4736842105263|92.3076923076923	17_75833046_75831294_R_ENST00000586930_1
19:39480962-39488060	TIMM50	19:39482885-39482916	MES	2	2	-	ENST00000314349	48.11	1.20230e-01	1.20230e-01	25.9259259259259|51.3888888888889	73.5294117647059|100	19_39480962_39488060_W_ENST00000314349_2
9:136726105-136726234	SNORA17B	9:136726484-136725054	IR	2	2	-	ENST00000362567	47.89	1.57926e-01	1.57926e-01	31.25|55.5555555555556	90.9090909090909|91.6666666666667	9_136726484_136725054_R_ENST00000362567_1
1:154268757-154269695	UBAP2L	1:154268955-154269361	IR	2	2	-	ENST00000484819	47.53	1.65727e-01	1.65727e-01	47.0588235294118|12.9032258064516	90.3225806451613|64.7058823529412	1_154268955_154269361_R_ENST00000484819_1
1:248857569-248857859	ZNF692	1:248859067-248857439	IR	2	2	-	ENST00000483791	47.50	3.34095e-01	3.34095e-01	25|80	100|100	1_248859067_248857439_R_ENST00000483791_1
19:48474838-48478145	CYTH2	19:48477720-48478068	IR	2	2	-	ENST00000493260	47.44	1.00856e-01	1.00856e-01	27.7777777777778|13.3333333333333	56|80	19_48477720_48478068_R_ENST00000493260_1
19:36009205-36009553	ALKBH6	19:36011078-36009258	IR (overlapping region)	2	2	-	ENST00000252984	46.85	2.52523e-01	2.52523e-01	18.1818181818182|11.1111111111111	81.8181818181818|41.1764705882353	19_36011078_36009258_R_ENST00000252984_1
20:38425198-38425331	SNORA71B	20:38426504-38422091	IR	2	2	-	ENST00000364546	46.74	1.77354e-01	1.77354e-01	27.7777777777778|31.25	62.5|90	20_38426504_38422091_R_ENST00000364546_1
14:45096103-45097005	PRPF39	14:45096493-45096595	IR	2	2	-	ENST00000477626	46.47	1.19689e-01	1.19689e-01	35.2941176470588|60	88.2352941176471|100	14_45096493_45096595_R_ENST00000477626_1
X:49074640-49074912	WDR45	X:49075754-49074699	IR	2	2	-	ENST00000322995	45.95	3.05198e-01	3.05198e-01	0|16.6666666666667	28.5714285714286|80	X_49075754_49074699_R_ENST00000322995_1
X:49074640-49074912	WDR45	X:49075754-49074668	IR	2	2	-	ENST00000322995	45.95	3.05198e-01	3.05198e-01	0|16.6666666666667	28.5714285714286|80	X_49075754_49074668_R_ENST00000322995_1
1:155055932-155056261	ADAM15	1:155056001-155056079	IR	2	2	-	ENST00000470779	45.63	1.18928e-01	1.18928e-01	44.4444444444444|18.1818181818182	68.1818181818182|85.7142857142857	1_155056001_155056079_R_ENST00000470779_1
1:248857569-248857859	ZNF692	1:248858322-248857568	IR	2	2	-	ENST00000483791	45.57	3.59828e-01	3.59828e-01	25.531914893617|83.3333333333333	100|100	1_248858322_248857568_R_ENST00000483791_1
1:248857569-248857859	ZNF692	1:248858322-248857556	IR	2	2	-	ENST00000483791	45.57	3.59828e-01	3.59828e-01	25.531914893617|83.3333333333333	100|100	1_248858322_248857556_R_ENST00000483791_1
12:52952119-52952872	KRT18	12:52952343-52952721	IR	2	2	-	ENST00000549078	45.25	9.00505e-02	9.00505e-02	0|13.8461538461538	41.3793103448276|62.962962962963	12_52952343_52952721_R_ENST00000549078_1
17:44350578-44350690	GRN	17:44350578-44350585	A5SS	2	2	-	Ex.ENST00000053867	45.14	1.43574e-02	1.43574e-02	0|0	44.1176470588235|46.1538461538462	17_44350578_44350690_S_Ex.ENST00000053867_1
8:41610256-41610810	GPAT4	8:41610622-41610735	IR (overlapping region)	2	2	-	ENST00000519921	44.75	3.63476e-01	3.63476e-01	9.09090909090909|66.6666666666667	84|81.25	8_41610622_41610735_R_ENST00000519921_1
19:49677317-49681909	PRMT1	19:49679872-49679925	MES	2	2	-	ENST00000454376	44.68	3.57042e-01	3.57042e-01	0|6.66666666666667	19.672131147541|76.3636363636364	19_49677317_49681909_W_ENST00000454376_1
10:125788583-125789005	UROS	10:125789364-125788585	IR	2	2	-	ENST00000368786	44.53	1.87989e-01	1.87989e-01	15.2173913043478|10	42.8571428571429|71.4285714285714	10_125789364_125788585_R_ENST00000368786_1
9:34647492-34647961	GALT	9:34647568-34647656	IR (overlapping region)	2	2	-	ENST00000472111	44.49	5.94209e-02	5.94209e-02	33.3333333333333|50	93.75|78.5714285714286	9_34647568_34647656_R_ENST00000472111_1
X:153931954-153931981	NAA10	X:153932116-153930778	IR (overlapping region)	2	2	-	ENST00000393710	44.47	1.77124e-01	1.77124e-01	31.1111111111111|22.4137931034483	56.7567567567568|85.7142857142857	X_153932116_153930778_R_ENST00000393710_1
16:3022620-3022998	HCFC1R1	16:3023531-3022625	IR	2	2	-	ENST00000248089	44.46	1.84112e-01	1.84112e-01	12.9032258064516|26.0869565217391	47.9166666666667|80	16_3023531_3022625_R_ENST00000248089_1
19:16076698-16081912	TPM4	19:16081441-16081913	A3SS	2	2	-	Ex.TSS.ENST00000300933	44.39	5.56546e-03	5.56546e-03	0|0	44.7761194029851|44	19_16076698_16081912_S_Ex.TSS.ENST00000300933_2
4:76158733-76161751	SCARB2	4:76163384-76158793	IR	2	2	-	ENST00000264896	44.27	3.94931e-01	3.94931e-01	21.7391304347826|85.1851851851852	95.4545454545455|100	4_76163384_76158793_R_ENST00000264896_1
X:153931771-153932431	NAA10	X:153932432-153932070	IR (overlapping region)	2	2	-	ENST00000477750	43.94	1.21583e-01	1.21583e-01	8|6.97674418604651	42.8571428571429|60	X_153932432_153932070_R_ENST00000477750_1
11:6617062-6617428	TPP1	11:6617154-6616543	IR	2	2	-	ENST00000428886	43.91	3.40597e-02	3.40597e-02	41.6666666666667|30.7692307692308	83.3333333333333|76.9230769230769	11_6617154_6616543_R_ENST00000428886_1
17:82253220-82253244	CSNK1D	17:82255578-82253219	IR (overlapping region)	2	2	-	ENST00000578194	43.49	1.00692e-01	1.00692e-01	32.258064516129|33.3333333333333	69.2307692307692|83.3333333333333	17_82255578_82253219_R_ENST00000578194_1
17:82253220-82253244	CSNK1D	17:82255578-82253215	IR (overlapping region)	2	2	-	ENST00000578194	43.49	1.00692e-01	1.00692e-01	32.258064516129|33.3333333333333	69.2307692307692|83.3333333333333	17_82255578_82253215_R_ENST00000578194_1
19:799444-807868	PTBP1	19:804036-804208	MES	2	2	-	ENST00000349038	43.37	2.20987e-01	2.20987e-01	51.8518518518518|23.1707317073171	100|61.7647058823529	19_799444_807868_W_ENST00000349038_2
16:67680434-67685802	GFOD2	16:67685613-67677765	IR	2	2	-	ENST00000602279	43.27	2.54339e-01	2.54339e-01	38.4615384615385|75	100|100	16_67685613_67677765_R_ENST00000602279_1
1:43602098-43603415	PTPRF	1:43602098-43602817	A5SS	2	2	-	Ex.ENST00000359947	43.17	5.84859e-02	5.84859e-02	0|0	47.1428571428571|39.1891891891892	1_43602098_43603415_S_Ex.ENST00000359947_1
1:43598914-43603415	PTPRF	1:43598914-43602817	A5SS	2	2	-	Ex.ENST00000414879	43.17	5.84859e-02	5.84859e-02	0|0	47.1428571428571|39.1891891891892	1_43598914_43603415_S_Ex.ENST00000414879_1
19:4683711-4685948	DPP9-AS1	19:4685684-4684662	IR (overlapping region)	2	2	-	ENST00000381796	43.17	2.92151e-01	2.92151e-01	23.0769230769231|70.5882352941177	80|100	19_4685684_4684662_R_ENST00000381796_1
7:35872767-35873640	SEPT7	7:35873614-35873641	A3SS	2	2	-	Ex.ENST00000350320	43.13	4.23023e-02	4.23023e-02	0|0	46|40.2597402597403	7_35872767_35873640_S_Ex.ENST00000350320_1
9:137112963-137113119	DPP7	9:137113288-137112962	IR	2	2	-	ENST00000478597	42.99	1.82396e-01	1.82396e-01	27.2727272727273|56.7567567567568	90|80	9_137113288_137112962_R_ENST00000478597_1
19:10350529-10350968	TYK2	19:10354235-10350747	IR	2	2	-	ENST00000264818	42.78	1.83373e-02	1.83373e-02	33.3333333333333|25	68.8888888888889|75	19_10354235_10350747_R_ENST00000264818_1
19:4683711-4685948	DPP9-AS1	19:4685748-4684662	IR (overlapping region)	2	2	-	ENST00000381796	42.75	2.93837e-01	2.93837e-01	23.0769230769231|70.5882352941177	79.1666666666667|100	19_4685748_4684662_R_ENST00000381796_1
11:93735567-93736304	TAF1D	11:93736752-93736140	IR	2	2	-	ENST00000448108	42.70	1.14239e-01	1.14239e-01	33.3333333333333|23.0769230769231	81.8181818181818|60	11_93736752_93736140_R_ENST00000448108_1
19:19201426-19202575	NR2C2AP	19:19203412-19202469	IR	2	2	-	ENST00000537399	42.57	1.09470e-01	1.09470e-01	50|28	70.8333333333333|92.3076923076923	19_19203412_19202469_R_ENST00000537399_1
1:248857569-248857859	ZNF692	1:248858322-248857668	IR	2	2	-	ENST00000483791	42.41	3.09459e-01	3.09459e-01	35.1851851851852|80	100|100	1_248858322_248857668_R_ENST00000483791_1
19:38718075-38721542	ACTN4	19:38721538-38721542	A3SS	2	2	-	Ex.ENST00000252699	42.31	8.51067e-02	8.51067e-02	63.3802816901408|52	100|100	19_38718075_38721542_S_Ex.ENST00000252699_1
16:30353966-30354322	CD2BP2	16:30354059-30353367	IR	2	2	-	ENST00000564525	42.23	1.05494e-01	1.05494e-01	42.8571428571429|63.1578947368421	100|90.4761904761905	16_30354059_30353367_R_ENST00000564525_1
1:248857569-248857859	ZNF692	1:248858322-248857651	IR	2	2	-	ENST00000483791	41.99	3.45469e-01	3.45469e-01	32.6923076923077|83.3333333333333	100|100	1_248858322_248857651_R_ENST00000483791_1
16:29995294-29996391	INO80E	16:29995644-29995342	IR (overlapping region)	2	2	-	ENST00000563197	41.92	5.52592e-02	5.52592e-02	30.7692307692308|40	70|84.6153846153846	16_29995644_29995342_R_ENST00000563197_1
16:67277510-67280543	PLEKHG4	16:67278883-67279875	IR	2	2	-	ENST00000360461	41.62	1.87320e-01	1.87320e-01	40|68.4210526315789	91.6666666666667|100	16_67278883_67279875_R_ENST00000360461_1
17:81681174-81681879	ARL16	17:81682150-81681794	IR	2	2	-	ENST00000397498	41.38	3.31607e-01	3.31607e-01	50|15.3846153846154	48.1481481481481|100	17_81682150_81681794_R_ENST00000397498_1
17:44350341-44351549	GRN	17:44350691-44350800	MES	2	2	-	ENST00000053867	41.33	1.75676e-01	1.75676e-01	47.7777777777778|24.8366013071895	93.1034482758621|62.1621621621622	17_44350341_44351549_W_ENST00000053867_2
17:81915256-81915512	SIRT7	17:81915972-81915439	IR	2	2	-	ENST00000570367	41.22	2.30235e-01	2.30235e-01	18.75|50	75|76.1904761904762	17_81915972_81915439_R_ENST00000570367_1
3:184302030-184302528	PSMD2	3:184302072-184302369	IR	2	2	-	ENST00000491149	41.15	2.73449e-01	2.73449e-01	10|5.88235294117647	68.1818181818182|30	3_184302072_184302369_R_ENST00000491149_1
4:2940302-2940504	NOP14-AS1	4:2941730-2939526	IR (overlapping region)	2	2	-	ENST00000507999	41.07	1.65829e-01	1.65829e-01	33.3333333333333|60	92.8571428571429|82.6086956521739	4_2941730_2939526_R_ENST00000507999_1
1:248857569-248857859	ZNF692	1:248858325-248857827	IR	2	2	-	ENST00000483791	40.96	4.08021e-01	4.08021e-01	25.531914893617|86.6666666666667	97.8260869565217|96.2962962962963	1_248858325_248857827_R_ENST00000483791_1
1:248857569-248857859	ZNF692	1:248858322-248857827	IR	2	2	-	ENST00000483791	40.96	4.08021e-01	4.08021e-01	25.531914893617|86.6666666666667	97.8260869565217|96.2962962962963	1_248858322_248857827_R_ENST00000483791_1
1:42746375-42747412	P3H1	1:42747577-42746530	IR	2	2	-	ENST00000236040	40.91	2.37804e-02	2.37804e-02	21.3114754098361|25.8064516129032	60.5263157894737|68.4210526315789	1_42747577_42746530_R_ENST00000236040_1
6:42206801-42208372	MRPS10	6:42208948-42206800	IR	2	2	-	ENST00000053468	40.87	3.57311e-02	3.57311e-02	38.0952380952381|26.6666666666667	69.2307692307692|77.2727272727273	6_42208948_42206800_R_ENST00000053468_1
7:35801271-35863551	SEPT7	7:35832804-35832900	SES	2	2	-	ENST00000634600	40.83	5.91607e-02	5.91607e-02	16.6666666666667|21.5189873417722	65.8536585365854|54	7_35801271_35863551_W_ENST00000634600_1
4:2940302-2940504	NOP14-AS1	4:2941730-2939538	IR (overlapping region)	2	2	-	ENST00000507999	40.79	1.69747e-01	1.69747e-01	33.3333333333333|60	92.3076923076923|82.6086956521739	4_2941730_2939538_R_ENST00000507999_1
4:2940302-2940504	NOP14-AS1	4:2941730-2939534	IR (overlapping region)	2	2	-	ENST00000507999	40.79	1.69747e-01	1.69747e-01	33.3333333333333|60	92.3076923076923|82.6086956521739	4_2941730_2939534_R_ENST00000507999_1
1:160221088-160221210	DCAF8	1:160222782-160218848	IR (overlapping region)	2	2	-	ENST00000466253	40.57	1.00252e-01	1.00252e-01	15.3846153846154|36.3636363636364	75|57.8947368421053	1_160222782_160218848_R_ENST00000466253_1
3:197021294-197021471	MELTF	3:197023096-197021293	IR	2	2	-	ENST00000489445	40.48	1.91984e-01	1.91984e-01	60|34.7826086956522	87.5|88.2352941176471	3_197023096_197021293_R_ENST00000489445_1
1:153977743-153979160	AL358472.2	1:153978017-153976975	IR (overlapping region)	2	2	-	ENST00000608236	40.36	4.41694e-02	4.41694e-02	30.4347826086957|21.5686274509804	72.7272727272727|60	1_153978017_153976975_R_ENST00000608236_1
9:83975433-83975777	AL354733.3	9:83975771-83974516	IR (overlapping region)	2	2	-	ENST00000448389	40.25	2.52388e-01	2.52388e-01	10.7142857142857|45.4545454545455	86.6666666666667|50	9_83975771_83974516_R_ENST00000448389_1
7:35801271-35863551	SEPT7	7:35832793-35832900	SES	2	2	-	ENST00000350320	40.17	7.41224e-02	7.41224e-02	16.6666666666667|21.5189873417722	65.8536585365854|52.6666666666667	7_35801271_35863551_W_ENST00000350320_1
11:6611188-6611303	TAF10	11:6611949-6611188	IR (overlapping region)	2	2	-	ENST00000531760	39.96	7.72971e-02	7.72971e-02	30.3030303030303|30	65.2173913043478|75	11_6611949_6611188_R_ENST00000531760_1
X:154439941-154441794	GDI1	X:154440507-154441095	IR	2	2	-	ENST00000491154	39.95	1.88800e-01	1.88800e-01	31.8181818181818|21.6216216216216	80.9523809523809|52.3809523809524	X_154440507_154441095_R_ENST00000491154_1
17:7220766-7221136	ACADVL	17:7220831-7220890	IR	2	2	-	ENST00000582056	39.88	1.12517e-01	1.12517e-01	29.1666666666667|32.4324324324324	78.5714285714286|62.7906976744186	17_7220831_7220890_R_ENST00000582056_1
17:2362838-2363134	SGSM2	17:2362906-2362988	IR	2	2	NMD	ENST00000573062	39.47	1.07088e-01	1.07088e-01	45|41.3793103448276	90.3225806451613|75	17_2362906_2362988_R_ENST00000573062_1
17:81932384-81933376	PYCR1	17:81934746-81932920	IR	2	2	-	ENST00000329875	39.39	1.73795e-01	1.73795e-01	3.57142857142857|7.5	33.3333333333333|56.5217391304348	17_81934746_81932920_R_ENST00000329875_1
9:128627386-128628025	SPTAN1	9:128627499-128627924	IR	2	2	-	ENST00000628614	39.38	3.61415e-02	3.61415e-02	32.1428571428571|25	66.6666666666667|69.2307692307692	9_128627499_128627924_R_ENST00000628614_1
19:48474838-48478145	CYTH2	19:48474954-48478068	IR	2	2	-	ENST00000493260	39.31	2.32821e-01	2.32821e-01	21.2121212121212|20	44.8275862068966|75	19_48474954_48478068_R_ENST00000493260_1
19:48474838-48478145	CYTH2	19:48474950-48478068	IR	2	2	-	ENST00000493260	39.31	2.32821e-01	2.32821e-01	21.2121212121212|20	44.8275862068966|75	19_48474950_48478068_R_ENST00000493260_1
11:67506497-67507012	CDK2AP2	11:67507498-67506619	IR	2	2	-	ENST00000301488	39.31	1.49531e-02	1.49531e-02	0|6.66666666666667	39.1304347826087|46.1538461538462	11_67507498_67506619_R_ENST00000301488_1
7:96193148-96193183	SLC25A13	7:96193184-96191108	IR	2	2	NMD	ENST00000472162	39.22	2.78093e-01	2.78093e-01	20.8333333333333|17.6470588235294	76.9230769230769|40	7_96193184_96191108_R_ENST00000472162_1
11:209271-209788	RIC8A	11:209319-209478	IR	2	2	-	ENST00000532373	39.22	4.97575e-01	4.97575e-01	88.2352941176471|10	83.3333333333333|93.3333333333333	11_209319_209478_R_ENST00000532373_1
3:38126451-38126700	ACAA1	3:38126701-38126161	IR	2	2	NMD	ENST00000423611	39.09	9.81553e-02	9.81553e-02	38.8888888888889|35.7142857142857	69.4444444444444|83.3333333333333	3_38126701_38126161_R_ENST00000423611_1
17:7220766-7221136	ACADVL	17:7220831-7220923	IR	2	2	-	ENST00000582056	38.99	1.01897e-01	1.01897e-01	29.1666666666667|34.2105263157895	78.5714285714286|62.7906976744186	17_7220831_7220923_R_ENST00000582056_1
19:16517896-16519352	CHERP	19:16519716-16517895	IR (overlapping region)	2	2	-	ENST00000198939	38.96	2.73267e-01	2.73267e-01	10|33.3333333333333	81.25|40	19_16519716_16517895_R_ENST00000198939_1
19:16517896-16519352	CHERP	19:16519716-16517888	IR (overlapping region)	2	2	-	ENST00000198939	38.96	2.73267e-01	2.73267e-01	10|33.3333333333333	81.25|40	19_16519716_16517888_R_ENST00000198939_1
5:58453982-58454774	PLK2	5:58456590-58453984	IR	2	2	-	ENST00000274289	38.94	1.75038e-01	1.75038e-01	13.6363636363636|13.7931034482759	63.6363636363636|41.6666666666667	5_58456590_58453984_R_ENST00000274289_1
20:35630908-35631034	CPNE1	20:35631174-35630900	IR	2	2	-	ENST00000412056	38.90	1.64812e-01	1.64812e-01	45.4545454545455|38.0952380952381	68.75|92.5925925925926	20_35631174_35630900_R_ENST00000412056_1
19:49861204-49861365	PNKP	19:49861882-49861203	IR	2	2	-	ENST00000322344	38.89	1.65539e-01	1.65539e-01	50|33.3333333333333	94.4444444444444|66.6666666666667	19_49861882_49861203_R_ENST00000322344_1
1:228108114-228108318	MRPL55	1:228108475-228107976	IR	2	2	-	ENST00000473066	38.88	1.84093e-01	1.84093e-01	6.25|35.2941176470588	52.6315789473684|66.6666666666667	1_228108475_228107976_R_ENST00000473066_1
7:98214624-98217503	TECPR1	7:98217812-98216736	IR	2	2	-	ENST00000447648	38.87	2.64187e-01	2.64187e-01	35.2941176470588|73.3333333333333	86.3636363636364|100	7_98217812_98216736_R_ENST00000447648_1
7:73700729-73700931	STX1A	7:73702983-73700729	IR (overlapping region)	2	2	-	ENST00000395154	38.83	6.77755e-02	6.77755e-02	33.3333333333333|41.6666666666667	76.1904761904762|76.4705882352941	7_73702983_73700729_R_ENST00000395154_1
X:153931954-153931981	NAA10	X:153932116-153930762	IR (overlapping region)	2	2	-	ENST00000393710	38.78	1.38006e-01	1.38006e-01	31.1111111111111|25	56.7567567567568|76.9230769230769	X_153932116_153930762_R_ENST00000393710_1
3:98589662-98589756	CPOX	3:98590658-98589661	IR	2	2	NMD	ENST00000513674	38.76	1.46421e-01	1.46421e-01	26.3157894736842|46.6666666666667	72.7272727272727|77.7777777777778	3_98590658_98589661_R_ENST00000513674_1
1:244853752-244854503	HNRNPU	1:244854504-244845246	IR	2	2	-	ENST00000283179	38.75	1.34985e-01	1.34985e-01	29.1666666666667|16.6666666666667	73.3333333333333|50	1_244854504_244845246_R_ENST00000283179_1
11:209271-209788	RIC8A	11:209319-209406	IR	2	2	-	ENST00000532373	38.51	4.93093e-01	4.93093e-01	85.7142857142857|10	81.8181818181818|90.9090909090909	11_209319_209406_R_ENST00000532373_1
