Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Metaphase/Anaphase Transition of Cell Cycle (GO:0044784)	1/6	0.008128963163486002	0.029184310373826797	0	0	152.34074074074073	733.1126822771568	TACC3
Spindle Assembly Involved in Female Meiosis (GO:0007056)	1/6	0.008128963163486002	0.029184310373826797	0	0	152.34074074074073	733.1126822771568	SKA3
Negative Regulation of Chromosome Organization (GO:2001251)	1/7	0.00947758682260031	0.03193217714076105	0	0	126.94444444444444	591.4120211699642	ESPL1
Regulation of Striated Muscle Tissue Development (GO:0016202)	1/7	0.00947758682260031	0.03193217714076105	0	0	126.94444444444444	591.4120211699642	CENPF
Meiotic Spindle Assembly (GO:0090306)	1/7	0.00947758682260031	0.03193217714076105	0	0	126.94444444444444	591.4120211699642	SKA3
Regulation of Protein Localization to Cell Cortex (GO:1904776)	1/7	0.00947758682260031	0.03193217714076105	0	0	126.94444444444444	591.4120211699642	NUMA1
Regulation of G1/S Transition of Mitotic Cell Cycle (GO:2000045)	2/110	0.00975651253923178	0.032373882516541816	0	0	14.574786324786325	67.47864107305283	STIL;E2F7
Regulation of Sister Chromatid Cohesion (GO:0007063)	1/8	0.010824442814894508	0.034861073183263196	0	0	108.80423280423281	492.4423519128807	ESPL1
Astral Microtubule Organization (GO:0030953)	1/8	0.010824442814894508	0.034861073183263196	0	0	108.80423280423281	492.4423519128807	NUMA1
Positive Regulation of Centriole Replication (GO:0046601)	1/9	0.012169533268542634	0.0386250403740701	0	0	95.19907407407408	419.71555545581674	STIL
Protein Localization to Condensed Chromosome (GO:1903083)	1/10	0.013512860334528459	0.03999076234137477	0	0	84.61728395061728	364.20238822958794	TTK
Mitotic Spindle Elongation (GO:0000022)	1/10	0.013512860334528459	0.03999076234137477	0	0	84.61728395061728	364.20238822958794	KIF23
Mitotic Spindle Midzone Assembly (GO:0051256)	1/10	0.013512860334528459	0.03999076234137477	0	0	84.61728395061728	364.20238822958794	KIF23
Homologous Recombination (GO:0035825)	1/10	0.013512860334528459	0.03999076234137477	0	0	84.61728395061728	364.20238822958794	UHRF1
Kinetochore Assembly (GO:0051382)	1/10	0.013512860334528459	0.03999076234137477	0	0	84.61728395061728	364.20238822958794	CENPF
Epithelial Cell Differentiation (GO:0030855)	2/132	0.01381480931047944	0.04033924318659996	0	0	12.095266272189349	51.79210100839315	E2F7;E2F8
Regulation of Chromosome Separation (GO:1905818)	1/11	0.014854426176591466	0.040663991658419135	0	0	76.15185185185184	320.5579762340466	NUMA1
Negative Regulation of Gene Expression via Chromosomal CpG Island Methylation (GO:0044027)	1/11	0.014854426176591466	0.040663991658419135	0	0	76.15185185185184	320.5579762340466	UHRF1
Protein Localization to Kinetochore (GO:0034501)	1/11	0.014854426176591466	0.040663991658419135	0	0	76.15185185185184	320.5579762340466	TTK
Positive Regulation of Metaphase/Anaphase Transition of Cell Cycle (GO:1902101)	1/11	0.014854426176591466	0.040663991658419135	0	0	76.15185185185184	320.5579762340466	ESPL1
Kinetochore Organization (GO:0051383)	1/11	0.014854426176591466	0.040663991658419135	0	0	76.15185185185184	320.5579762340466	CENPF
Positive Regulation of Chromosome Separation (GO:1905820)	1/13	0.017532282911684176	0.04740209824270166	0	0	63.4537037037037	256.5884624805147	NUMA1
Establishment of Spindle Localization (GO:0051293)	1/14	0.018868578168888324	0.05039290998764077	0	0	58.56980056980057	232.53717658504868	ESPL1
Positive Regulation of Mitotic Sister Chromatid Separation (GO:1901970)	1/15	0.020203120938954627	0.05330702994736221	0	0	54.383597883597886	212.2003495249364	ESPL1
Positive Regulation of Keratinocyte Differentiation (GO:0045618)	1/16	0.021535913410774	0.05484145391813379	0	0	50.75555555555555	194.80151472720362	NUMA1
Attachment of Mitotic Spindle Microtubules to Kinetochore (GO:0051315)	1/16	0.021535913410774	0.05484145391813379	0	0	50.75555555555555	194.80151472720362	SKA3
Embryonic Axis Specification (GO:0000578)	1/16	0.021535913410774	0.05484145391813379	0	0	50.75555555555555	194.80151472720362	STIL
Negative Regulation of GTPase Activity (GO:0034260)	1/17	0.022866957775142895	0.05690754264495789	0	0	47.58101851851852	179.76405237023658	GPSM1
Neural Tube Development (GO:0021915)	1/17	0.022866957775142895	0.05690754264495789	0	0	47.58101851851852	179.76405237023658	STIL
Protein Localization to Chromosome, Centromeric Region (GO:0071459)	1/18	0.02419625622849337	0.05759760993521792	0	0	44.77995642701525	166.65117638063904	TTK
Regulation of Microtubule Nucleation (GO:0010968)	1/18	0.02419625622849337	0.05759760993521792	0	0	44.77995642701525	166.65117638063904	HAUS6
Positive Regulation of Chromosome Segregation (GO:0051984)	1/18	0.02419625622849337	0.05759760993521792	0	0	44.77995642701525	166.65117638063904	NUMA1
Regulation of Centriole Replication (GO:0046599)	1/18	0.02419625622849337	0.05759760993521792	0	0	44.77995642701525	166.65117638063904	STIL
Protein Localization to Microtubule Organizing Center (GO:1905508)	1/19	0.025523810956253404	0.057625923705355624	0	0	42.29012345679013	155.12624145162235	STIL
Female Meiotic Nuclear Division (GO:0007143)	1/19	0.025523810956253404	0.057625923705355624	0	0	42.29012345679013	155.12624145162235	SKA3
piRNA Processing (GO:0034587)	1/19	0.025523810956253404	0.057625923705355624	0	0	42.29012345679013	155.12624145162235	TDRKH
Regulation of Mitotic Cell Cycle Spindle Assembly Checkpoint (GO:0090266)	1/19	0.025523810956253404	0.057625923705355624	0	0	42.29012345679013	155.12624145162235	SKA3
Nuclear Migration (GO:0007097)	1/19	0.025523810956253404	0.057625923705355624	0	0	42.29012345679013	155.12624145162235	TACC3
Regulation of Cell Cycle G2/M Phase Transition (GO:1902749)	1/20	0.026849624148493647	0.06000069069918478	0	0	40.06237816764133	144.92579148980712	CENPF
Protein Localization to Centrosome (GO:0071539)	1/21	0.028173697995447822	0.06170039861003073	0	0	38.05740740740741	135.8408324686166	STIL
Positive Regulation of Epidermal Cell Differentiation (GO:0045606)	1/21	0.028173697995447822	0.06170039861003073	0	0	38.05740740740741	135.8408324686166	NUMA1
Negative Regulation of Microtubule Depolymerization (GO:0007026)	1/22	0.029496034686687055	0.06332972153318103	0	0	36.24338624338624	127.70355120735802	TPX2
Positive Regulation of BMP Signaling Pathway (GO:0030513)	1/22	0.029496034686687055	0.06332972153318103	0	0	36.24338624338624	127.70355120735802	NUMA1
Male Gamete Generation (GO:0048232)	1/24	0.03213550532946242	0.06832694822477932	0	0	33.088566827697264	113.75166906649467	TDRKH
Microtubule Nucleation (GO:0007020)	1/25	0.03345264365109001	0.06977265675798774	0	0	31.708333333333332	107.73300900203154	TPX2
Negative Regulation of Protein Depolymerization (GO:1901880)	1/25	0.03345264365109001	0.06977265675798774	0	0	31.708333333333332	107.73300900203154	TPX2
Regulation of Microtubule Polymerization or Depolymerization (GO:0031110)	1/27	0.036081737197821206	0.07316574487335967	0	0	29.266381766381766	97.22199647697053	SKA3
in Utero Embryonic Development (GO:0001701)	1/27	0.036081737197821206	0.07316574487335967	0	0	29.266381766381766	97.22199647697053	STIL
Regulation of Chromosome Segregation (GO:0051983)	1/27	0.036081737197821206	0.07316574487335967	0	0	29.266381766381766	97.22199647697053	NUMA1
Regulation of Microtubule Depolymerization (GO:0031114)	1/28	0.0373936967791721	0.07444745086035173	0	0	28.181069958847736	92.61012919222486	TPX2
Primary Neural Tube Formation (GO:0014020)	1/28	0.0373936967791721	0.07444745086035173	0	0	28.181069958847736	92.61012919222486	STIL
Tube Closure (GO:0060606)	1/29	0.03870393445889983	0.0755407506870213	0	0	27.173280423280424	88.362454209309	STIL
Determination of Bilateral Symmetry (GO:0009855)	1/29	0.03870393445889983	0.0755407506870213	0	0	27.173280423280424	88.362454209309	STIL
Regulation of Keratinocyte Differentiation (GO:0045616)	1/30	0.040012452418696214	0.0755407506870213	0	0	26.23499361430396	84.43902075353822	NUMA1
Positive Regulation of Catalytic Activity (GO:0043085)	1/30	0.040012452418696214	0.0755407506870213	0	0	26.23499361430396	84.43902075353822	UHRF1
Neural Tube Closure (GO:0001843)	1/30	0.040012452418696214	0.0755407506870213	0	0	26.23499361430396	84.43902075353822	STIL
Regulation of Centrosome Duplication (GO:0010824)	1/30	0.040012452418696214	0.0755407506870213	0	0	26.23499361430396	84.43902075353822	STIL
Positive Regulation of ATP-dependent Activity (GO:0032781)	1/31	0.04131925281914291	0.07734116553326749	0	0	25.35925925925926	80.80542124436823	UHRF1
Positive Regulation of G1/S Transition of Mitotic Cell Cycle (GO:1900087)	1/32	0.04262433782665425	0.07844310910955697	0	0	24.540023894862603	77.43187061107125	STIL
Negative Regulation of G1/S Transition of Mitotic Cell Cycle (GO:2000134)	1/32	0.04262433782665425	0.07844310910955697	0	0	24.540023894862603	77.43187061107125	E2F7
Smoothened Signaling Pathway (GO:0007224)	1/33	0.04392770961490412	0.08016807004720002	0	0	23.77199074074074	74.29246222024337	STIL
Positive Regulation of Macromolecule Metabolic Process (GO:0010604)	1/34	0.045229370342363316	0.08044906532206973	0	0	23.050505050505052	71.36456225860591	UHRF1
Negative Regulation of Microtubule Polymerization or Depolymerization (GO:0031111)	1/34	0.045229370342363316	0.08044906532206973	0	0	23.050505050505052	71.36456225860591	TPX2
Left/Right Pattern Formation (GO:0060972)	1/34	0.045229370342363316	0.08044906532206973	0	0	23.050505050505052	71.36456225860591	STIL
Negative Regulation of DNA-templated Transcription (GO:0045892)	4/1006	0.0455510689494824	0.08044906532206973	0	0	3.2549900199600796	10.054407639203854	CENPF;UHRF1;E2F7;E2F8
Positive Regulation of Mitotic Nuclear Division (GO:0045840)	1/35	0.046529322166263404	0.08119563742034756	0	0	22.371459694989106	68.6283135010901	ESPL1
Negative Regulation of Hydrolase Activity (GO:0051346)	1/36	0.04782756724760199	0.08119563742034756	0	0	21.73121693121693	66.06622619561344	GPSM1
Microtubule Polymerization (GO:0046785)	1/36	0.04782756724760199	0.08119563742034756	0	0	21.73121693121693	66.06622619561344	TPX2
Regulatory ncRNA Processing (GO:0070918)	1/36	0.04782756724760199	0.08119563742034756	0	0	21.73121693121693	66.06622619561344	TDRKH
Negative Regulation of Cell Cycle G1/S Phase Transition (GO:1902807)	1/36	0.04782756724760199	0.08119563742034756	0	0	21.73121693121693	66.06622619561344	E2F7
Regulation of G2/M Transition of Mitotic Cell Cycle (GO:0010389)	1/37	0.04912410773853616	0.08150136056620773	0	0	21.126543209876544	63.66283880129609	CENPF
Heart Looping (GO:0001947)	1/37	0.04912410773853616	0.08150136056620773	0	0	21.126543209876544	63.66283880129609	STIL
Regulation of Cellular Component Biogenesis (GO:0044087)	1/37	0.04912410773853616	0.08150136056620773	0	0	21.126543209876544	63.66283880129609	HJURP
Male Meiotic Nuclear Division (GO:0007140)	1/38	0.050418945799968265	0.08240111291188842	0	0	20.554554554554553	61.40443508525388	TDRKH
Regulation of Microtubule Cytoskeleton Organization (GO:0070507)	1/38	0.050418945799968265	0.08240111291188842	0	0	20.554554554554553	61.40443508525388	SKA3
Positive Regulation of SMAD Protein Signal Transduction (GO:0060391)	1/39	0.05171208356602801	0.08388849111822322	0	0	20.012670565302145	59.27880702472262	TTK
Regulation of DNA Binding (GO:0051101)	1/40	0.05300352320242611	0.08472825971774683	0	0	19.498575498575498	57.27505507032069	HJURP
Positive Regulation of Cytokinesis (GO:0032467)	1/40	0.05300352320242611	0.08472825971774683	0	0	19.498575498575498	57.27505507032069	KIF23
Determination of Heart Left/Right Asymmetry (GO:0061371)	1/41	0.054293266853409246	0.08554119022227788	0	0	19.010185185185186	55.38341917697967	STIL
Embryonic Heart Tube Morphogenesis (GO:0003143)	1/41	0.054293266853409246	0.08554119022227788	0	0	19.010185185185186	55.38341917697967	STIL
DNA Recombination (GO:0006310)	1/43	0.056867674728535475	0.08770437158837513	0	0	18.103174603174605	51.902312205222344	UHRF1
Negative Regulation of Mitotic Cell Cycle Phase Transition (GO:1901991)	1/43	0.056867674728535475	0.08770437158837513	0	0	18.103174603174605	51.902312205222344	E2F7
Positive Regulation of Cell Cycle G1/S Phase Transition (GO:1902808)	1/43	0.056867674728535475	0.08770437158837513	0	0	18.103174603174605	51.902312205222344	STIL
Positive Regulation of Cell Division (GO:0051781)	1/44	0.058152343249967195	0.08905848371848123	0	0	17.681309216192936	50.29782767500002	KIF23
Positive Regulation of Intracellular Transport (GO:0032388)	1/49	0.06455041693208076	0.09682562539812115	0	0	15.835648148148149	43.39456443253862	NUMA1
Activation of Protein Kinase Activity (GO:0032147)	1/49	0.06455041693208076	0.09682562539812115	0	0	15.835648148148149	43.39456443253862	TPX2
Positive Regulation of Transport (GO:0051050)	1/49	0.06455041693208076	0.09682562539812115	0	0	15.835648148148149	43.39456443253862	NUMA1
Regulation of Mitotic Metaphase/Anaphase Transition (GO:0030071)	1/50	0.06582499278405878	0.0974031987818167	0	0	15.511715797430083	42.20358891239603	ESPL1
Determination of Left/Right Symmetry (GO:0007368)	1/50	0.06582499278405878	0.0974031987818167	0	0	15.511715797430083	42.20358891239603	STIL
Regulation of Intracellular Transport (GO:0032386)	1/51	0.06709789395948221	0.09862039447735975	0	0	15.200740740740741	41.06636104292543	NUMA1
Protein-Containing Complex Assembly (GO:0065003)	2/321	0.07017460679027894	0.10245492591380725	0	0	4.883530262840607	12.97441064094396	ANLN;CENPF
Nucleus Organization (GO:0006997)	1/55	0.07217279425009177	0.10467444993887481	0	0	14.072016460905349	36.99099871342455	NUMA1
Nucleosome Assembly (GO:0006334)	1/56	0.07343735377629675	0.10580776629611177	0	0	13.815488215488216	36.07669613432948	NASP
Positive Regulation of Protein Localization to Cell Periphery (GO:1904377)	1/57	0.07470025128441501	0.10692388909337835	0	0	13.568121693121693	35.199395798611924	NUMA1
Negative Regulation of Transcription by RNA Polymerase II (GO:0000122)	3/732	0.07587936317479373	0.10732623271678803	0	0	3.2661728395061727	8.422187665256741	UHRF1;E2F7;E2F8
Renal System Development (GO:0072001)	1/58	0.07596148890914221	0.10732623271678803	0	0	13.329434697855751	34.357001714859706	CENPF
Regulation of SMAD Protein Signal Transduction (GO:0060390)	1/60	0.07847899283031201	0.1101724322425534	0	0	12.876333961079723	32.76929515723942	TTK
protein-DNA Complex Assembly (GO:0065004)	1/62	0.08098988231788042	0.11297314794659752	0	0	12.452944748026715	31.299617891104116	NASP
Epigenetic Regulation of Gene Expression (GO:0040029)	1/63	0.08224285186367851	0.11399483897560503	0	0	12.251493428912784	30.605196009793268	UHRF1
Positive Regulation of Binding (GO:0051099)	1/64	0.0834941740872258	0.1150014095918393	0	0	12.056437389770723	29.93587387257579	GPSM1
Protein Autoubiquitination (GO:0051865)	1/65	0.08474385104174914	0.11599314611339413	0	0	11.867476851851851	29.290381763895194	UHRF1
Chordate Embryonic Development (GO:0043009)	1/67	0.0872382775389226	0.1186657315591556	0	0	11.506734006734007	28.066213937662656	STIL
Kidney Development (GO:0001822)	1/71	0.09220747894988539	0.12465085117299321	0	0	10.847089947089946	25.85636054704663	CENPF
Heterochromatin Formation (GO:0031507)	1/73	0.09468228701150107	0.1264354930214557	0	0	10.544753086419753	24.856390807896148	UHRF1
Embryonic Organ Development (GO:0048568)	1/73	0.09468228701150107	0.1264354930214557	0	0	10.544753086419753	24.856390807896148	STIL
Regulation of BMP Signaling Pathway (GO:0030510)	1/76	0.09838230473382874	0.12979352251029214	0	0	10.121481481481482	23.47064592787882	NUMA1
Negative Regulation of Supramolecular Fiber Organization (GO:1902904)	1/76	0.09838230473382874	0.12979352251029214	0	0	10.121481481481482	23.47064592787882	TPX2
Nucleosome Organization (GO:0034728)	1/77	0.0996124003774342	0.13062943522549755	0	0	9.987816764132553	23.036585952375493	NASP
Positive Regulation of Macroautophagy (GO:0016239)	1/78	0.10084087764981521	0.13145328693636626	0	0	9.857623857623858	22.615473753741085	GPSM1
Regulation of Organelle Assembly (GO:1902115)	1/85	0.1093950759288942	0.1417604830084487	0	0	9.033068783068783	19.98827885082043	STIL
Positive Regulation of Protein Kinase Activity (GO:0045860)	1/88	0.11303708952013791	0.14561836826417768	0	0	8.720306513409962	19.010610805096764	TPX2
Positive Regulation of Plasma Membrane Bounded Cell Projection Assembly (GO:0120034)	1/90	0.11545711539429668	0.14786613024181855	0	0	8.523512276321265	18.401036584139568	ANLN
Organelle Organization (GO:0006996)	2/437	0.11838078082319417	0.14987053533106118	0	0	3.560742705570292	7.598086883518075	TDRKH;NUMA1
Regulation of Epithelial Cell Proliferation (GO:0050678)	1/93	0.119075219852076	0.14987053533106118	0	0	8.244363929146537	17.54400550107066	UHRF1
Regulation of Protein Metabolic Process (GO:0051246)	1/93	0.119075219852076	0.14987053533106118	0	0	8.244363929146537	17.54400550107066	UHRF1
Positive Regulation of Autophagy (GO:0010508)	1/99	0.1262686644717085	0.15801621439602379	0	0	7.737339380196523	16.01121205891033	GPSM1
Recombinational Repair (GO:0000725)	1/101	0.1286538672530796	0.1591819035504205	0	0	7.581851851851852	15.547570440116113	UHRF1
Positive Regulation of Protein Localization (GO:1903829)	1/101	0.1286538672530796	0.1591819035504205	0	0	7.581851851851852	15.547570440116113	NUMA1
Regulation of Macroautophagy (GO:0016241)	1/106	0.13458943655098743	0.16559037418351824	0	0	7.219047619047619	14.47799018693533	GPSM1
Negative Regulation of Gene Expression, Epigenetic (GO:0045814)	1/109	0.13813204317380473	0.16899953885510188	0	0	7.017489711934156	13.891438192546813	UHRF1
Mitotic Cell Cycle Phase Transition (GO:0044772)	1/113	0.142833771985088	0.17378108924852373	0	0	6.765542328042328	13.166244386915091	TACC3
Double-Strand Break Repair via Homologous Recombination (GO:0000724)	1/114	0.14400533396861157	0.1742384980062206	0	0	6.705342510652245	12.99431636668894	UHRF1
Positive Regulation of Transcription by RNA Polymerase II (GO:0045944)	3/983	0.1472671491711159	0.1772060751015076	0	0	2.3988979591836737	4.595105833749713	UHRF1;E2F7;E2F8
