Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Positive Regulation of Mitochondrial Translation (GO:0070131)	1/14	0.020870489061854902	0.08035138288814138	0	0	52.705128205128204	203.93823103308605	DDX3X
miRNA Metabolic Process (GO:0010586)	1/14	0.020870489061854902	0.08035138288814138	0	0	52.705128205128204	203.93823103308605	DDX5
Regulation of RNA Export From Nucleus (GO:0046831)	1/14	0.020870489061854902	0.08035138288814138	0	0	52.705128205128204	203.93823103308605	TPR
Cotranslational Protein Targeting to Membrane (GO:0006613)	1/14	0.020870489061854902	0.08035138288814138	0	0	52.705128205128204	203.93823103308605	TRAM1
Nuclear Pore Organization (GO:0006999)	1/14	0.020870489061854902	0.08035138288814138	0	0	52.705128205128204	203.93823103308605	TPR
Regulation of Intrinsic Apoptotic Signaling Pathway in Response to DNA Damage (GO:1902229)	1/15	0.02234500414550679	0.08096777972724813	0	0	48.93809523809524	186.0211636014617	CCAR2
Mitochondrial Ribosome Assembly (GO:0061668)	1/15	0.02234500414550679	0.08096777972724813	0	0	48.93809523809524	186.0211636014617	DHX30
Regulation of Nitric-Oxide Synthase Activity (GO:0050999)	1/15	0.02234500414550679	0.08096777972724813	0	0	48.93809523809524	186.0211636014617	NOSIP
Regulation of Phosphate Metabolic Process (GO:0019220)	1/15	0.02234500414550679	0.08096777972724813	0	0	48.93809523809524	186.0211636014617	SMG7
Stem Cell Development (GO:0048864)	1/15	0.02234500414550679	0.08096777972724813	0	0	48.93809523809524	186.0211636014617	NOLC1
Positive Regulation of DNA Damage Response, Signal Transduction by P53 Class Mediator (GO:0043517)	1/16	0.02381737044066335	0.08336079654232173	0	0	45.67333333333333	170.69678080986506	DDX5
Regulation of DNA Damage Checkpoint (GO:2000001)	1/16	0.02381737044066335	0.08336079654232173	0	0	45.67333333333333	170.69678080986506	CCAR2
Positive Regulation of Transcription by RNA Polymerase III (GO:0045945)	1/16	0.02381737044066335	0.08336079654232173	0	0	45.67333333333333	170.69678080986506	SF3B1
Protein Localization to Synapse (GO:0035418)	1/17	0.02528759095376402	0.08465845667129694	0	0	42.81666666666667	157.4557860227982	STAU2
Positive Regulation by Host of Viral Transcription (GO:0043923)	1/17	0.02528759095376402	0.08465845667129694	0	0	42.81666666666667	157.4557860227982	RRP1B
Negative Regulation of GTPase Activity (GO:0034260)	1/17	0.02528759095376402	0.08465845667129694	0	0	42.81666666666667	157.4557860227982	RRP1B
Regulation of Nucleocytoplasmic Transport (GO:0046822)	1/17	0.02528759095376402	0.08465845667129694	0	0	42.81666666666667	157.4557860227982	TPR
Estrogen Receptor Signaling Pathway (GO:0030520)	1/18	0.02675566868899173	0.08495614387844797	0	0	40.29607843137255	145.91245921872513	DDX5
Negative Regulation of Nucleocytoplasmic Transport (GO:0046823)	1/18	0.02675566868899173	0.08495614387844797	0	0	40.29607843137255	145.91245921872513	TPR
Androgen Receptor Signaling Pathway (GO:0030521)	1/18	0.02675566868899173	0.08495614387844797	0	0	40.29607843137255	145.91245921872513	DDX5
Negative Regulation of Translational Initiation (GO:0045947)	1/18	0.02675566868899173	0.08495614387844797	0	0	40.29607843137255	145.91245921872513	TPR
Neural Crest Cell Differentiation (GO:0014033)	1/18	0.02675566868899173	0.08495614387844797	0	0	40.29607843137255	145.91245921872513	NOLC1
rRNA Methylation (GO:0031167)	1/19	0.028221606652625512	0.08606192919810553	0	0	38.05555555555556	135.7695649847391	NOP2
Pore Complex Assembly (GO:0046931)	1/19	0.028221606652625512	0.08606192919810553	0	0	38.05555555555556	135.7695649847391	TPR
Response to Interferon-Alpha (GO:0035455)	1/19	0.028221606652625512	0.08606192919810553	0	0	38.05555555555556	135.7695649847391	TPR
Regulation of Mitotic Cell Cycle Spindle Assembly Checkpoint (GO:0090266)	1/19	0.028221606652625512	0.08606192919810553	0	0	38.05555555555556	135.7695649847391	TPR
Nucleosome Disassembly (GO:0006337)	1/20	0.02968540784544438	0.08791447708073913	0	0	36.050877192982455	126.79452835958661	SSRP1
Alternative mRNA Splicing, via Spliceosome (GO:0000380)	1/20	0.02968540784544438	0.08791447708073913	0	0	36.050877192982455	126.79452835958661	DDX5
Positive Regulation of Translational Initiation (GO:0045948)	1/20	0.02968540784544438	0.08791447708073913	0	0	36.050877192982455	126.79452835958661	DDX3X
Protein Insertion Into Membrane (GO:0051205)	1/21	0.031147075260750647	0.08966551069686872	0	0	34.24666666666667	118.80288291189599	TRAM1
Myoblast Differentiation (GO:0045445)	1/21	0.031147075260750647	0.08966551069686872	0	0	34.24666666666667	118.80288291189599	DDX5
Positive Regulation of Interferon-Alpha Production (GO:0032727)	1/22	0.03260661190068852	0.08966551069686872	0	0	32.614285714285714	111.64653369491562	DDX3X
protein-DNA Complex Disassembly (GO:0032986)	1/22	0.03260661190068852	0.08966551069686872	0	0	32.614285714285714	111.64653369491562	SSRP1
Regulation of Mitochondrial Translation (GO:0070129)	1/22	0.03260661190068852	0.08966551069686872	0	0	32.614285714285714	111.64653369491562	DDX3X
Regulation of Mitotic Spindle Assembly (GO:1901673)	1/22	0.03260661190068852	0.08966551069686872	0	0	32.614285714285714	111.64653369491562	TPR
Regulation of Biosynthetic Process (GO:0009889)	1/22	0.03260661190068852	0.08966551069686872	0	0	32.614285714285714	111.64653369491562	NOSIP
Nitric Oxide Metabolic Process (GO:0046209)	1/22	0.03260661190068852	0.08966551069686872	0	0	32.614285714285714	111.64653369491562	NOSIP
Negative Regulation of Apoptotic Process (GO:0043066)	3/474	0.0337906482929854	0.08966551069686872	0	0	4.571656050955414	15.486810340224961	DDX3X;SON;SMG9
Maturation of LSU-rRNA (GO:0000470)	1/23	0.03406402075410805	0.08966551069686872	0	0	31.13030303030303	105.2052812664784	NOP2
poly(A)+ mRNA Export From Nucleus (GO:0016973)	1/23	0.03406402075410805	0.08966551069686872	0	0	31.13030303030303	105.2052812664784	THOC2
U2-type Prespliceosome Assembly (GO:1903241)	1/23	0.03406402075410805	0.08966551069686872	0	0	31.13030303030303	105.2052812664784	SF3B1
Negative Regulation of Extrinsic Apoptotic Signaling Pathway via Death Domain Receptors (GO:1902042)	1/24	0.035519304816415805	0.08966551069686872	0	0	29.77536231884058	99.38059952390097	DDX3X
Regulation of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033143)	1/24	0.035519304816415805	0.08966551069686872	0	0	29.77536231884058	99.38059952390097	DDX5
RNA Splicing, via Transesterification Reactions (GO:0000375)	1/24	0.035519304816415805	0.08966551069686872	0	0	29.77536231884058	99.38059952390097	SF3B1
Positive Regulation of NLRP3 Inflammasome Complex Assembly (GO:1900227)	1/24	0.035519304816415805	0.08966551069686872	0	0	29.77536231884058	99.38059952390097	DDX3X
Regulation of Protein Export From Nucleus (GO:0046825)	1/24	0.035519304816415805	0.08966551069686872	0	0	29.77536231884058	99.38059952390097	TPR
Regulation of Translation (GO:0006417)	2/201	0.03660302948018635	0.08966551069686872	0	0	7.059088546179172	23.348812594604112	DDX3X;NOLC1
Protein Export From Nucleus (GO:0006611)	1/25	0.036972467073059505	0.08966551069686872	0	0	28.533333333333335	94.09100002288487	TPR
Positive Regulation of Inflammasome-Mediated Signaling Pathway (GO:0141087)	1/25	0.036972467073059505	0.08966551069686872	0	0	28.533333333333335	94.09100002288487	DDX3X
Negative Regulation of Intrinsic Apoptotic Signaling Pathway in Response to DNA Damage (GO:1902230)	1/25	0.036972467073059505	0.08966551069686872	0	0	28.533333333333335	94.09100002288487	CCAR2
Negative Regulation of Non-Canonical NF-kappaB Signal Transduction (GO:1901223)	1/25	0.036972467073059505	0.08966551069686872	0	0	28.533333333333335	94.09100002288487	DDX3X
Stress Granule Assembly (GO:0034063)	1/25	0.036972467073059505	0.08966551069686872	0	0	28.533333333333335	94.09100002288487	DDX3X
Regulation of Transcription by RNA Polymerase III (GO:0006359)	1/27	0.03987243809542449	0.09210698569960413	0	0	26.335897435897436	84.85610421727034	SF3B1
Regulation of Interferon-Alpha Production (GO:0032647)	1/27	0.03987243809542449	0.09210698569960413	0	0	26.335897435897436	84.85610421727034	DDX3X
Mitotic Spindle Assembly Checkpoint Signaling (GO:0007094)	1/27	0.03987243809542449	0.09210698569960413	0	0	26.335897435897436	84.85610421727034	TPR
Mitotic Spindle Checkpoint Signaling (GO:0071174)	1/27	0.03987243809542449	0.09210698569960413	0	0	26.335897435897436	84.85610421727034	TPR
Spindle Assembly Checkpoint Signaling (GO:0071173)	1/27	0.03987243809542449	0.09210698569960413	0	0	26.335897435897436	84.85610421727034	TPR
Positive Regulation of DNA-templated Transcription (GO:0045893)	5/1274	0.03989882903531369	0.09210698569960413	0	0	2.924622658665212	9.421403715774346	DDX3X;CDC5L;RRP1B;PPRC1;SF3B1
Regulation of Canonical Wnt Signaling Pathway (GO:0060828)	2/214	0.04100861474872805	0.09210698569960413	0	0	6.62199089134678	21.150460898088497	DDX3X;CCAR2
Positive Regulation of Signal Transduction by P53 Class Mediator (GO:1901798)	1/28	0.04131925281914291	0.09210698569960413	0	0	25.35925925925926	80.80542124436823	DDX5
Positive Regulation of Viral Genome Replication (GO:0045070)	1/28	0.04131925281914291	0.09210698569960413	0	0	25.35925925925926	80.80542124436823	DDX3X
Protein Localization to Cell Junction (GO:1902414)	1/29	0.04276395764624478	0.09210698569960413	0	0	24.452380952380953	77.07536315663278	STAU2
DNA-templated Transcription Elongation (GO:0006354)	1/29	0.04276395764624478	0.09210698569960413	0	0	24.452380952380953	77.07536315663278	RTF1
Transcription Elongation by RNA Polymerase II (GO:0006368)	1/29	0.04276395764624478	0.09210698569960413	0	0	24.452380952380953	77.07536315663278	RTF1
Negative Regulation of Mitotic Metaphase/Anaphase Transition (GO:0045841)	1/29	0.04276395764624478	0.09210698569960413	0	0	24.452380952380953	77.07536315663278	TPR
Positive Regulation of Protein Import Into Nucleus (GO:0042307)	1/29	0.04276395764624478	0.09210698569960413	0	0	24.452380952380953	77.07536315663278	TPR
Cytoplasmic Pattern Recognition Receptor Signaling Pathway (GO:0002753)	1/29	0.04276395764624478	0.09210698569960413	0	0	24.452380952380953	77.07536315663278	DDX3X
Regulation of Androgen Receptor Signaling Pathway (GO:0060765)	1/29	0.04276395764624478	0.09210698569960413	0	0	24.452380952380953	77.07536315663278	DDX5
Regulation of Cell Growth (GO:0001558)	2/221	0.0434604519969074	0.09237144124009077	0	0	6.408124704770902	20.09526327843922	DDX3X;CCAR2
Protein Insertion Into ER Membrane (GO:0045048)	1/30	0.04420655555052178	0.09237144124009077	0	0	23.608045977011493	73.63071402681874	TRAM1
Regulation of Spindle Assembly (GO:0090169)	1/30	0.04420655555052178	0.09237144124009077	0	0	23.608045977011493	73.63071402681874	TPR
Response to Epidermal Growth Factor (GO:0070849)	1/30	0.04420655555052178	0.09237144124009077	0	0	23.608045977011493	73.63071402681874	TPR
Regulation of Transcription by RNA Polymerase I (GO:0006356)	1/31	0.04564704950229348	0.09237144124009077	0	0	22.82	70.4411481270519	SF3B1
Regulation of Protein Modification Process (GO:0031399)	1/31	0.04564704950229348	0.09237144124009077	0	0	22.82	70.4411481270519	CCAR2
Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:0000288)	1/31	0.04564704950229348	0.09237144124009077	0	0	22.82	70.4411481270519	DCP1A
Regulation of Extrinsic Apoptotic Signaling Pathway via Death Domain Receptors (GO:1902041)	1/32	0.047085442450306006	0.09237144124009077	0	0	22.08279569892473	67.4804172558875	DDX3X
Extrinsic Apoptotic Signaling Pathway via Death Domain Receptors (GO:0008625)	1/32	0.047085442450306006	0.09237144124009077	0	0	22.08279569892473	67.4804172558875	DDX3X
miRNA Processing (GO:0035196)	1/32	0.047085442450306006	0.09237144124009077	0	0	22.08279569892473	67.4804172558875	DDX5
Positive Regulation of G1/S Transition of Mitotic Cell Cycle (GO:1900087)	1/32	0.047085442450306006	0.09237144124009077	0	0	22.08279569892473	67.4804172558875	DDX3X
Negative Regulation of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032435)	1/32	0.047085442450306006	0.09237144124009077	0	0	22.08279569892473	67.4804172558875	CCAR2
Apoptotic Mitochondrial Changes (GO:0008637)	1/32	0.047085442450306006	0.09237144124009077	0	0	22.08279569892473	67.4804172558875	CCAR2
Endodermal Cell Differentiation (GO:0035987)	1/32	0.047085442450306006	0.09237144124009077	0	0	22.08279569892473	67.4804172558875	RTF1
Cellular Response to Osmotic Stress (GO:0071470)	1/34	0.04995593720235985	0.09616517911454271	0	0	20.742424242424242	62.157037178761676	DDX3X
Regulation of DNA Damage Response, Signal Transduction by P53 Class Mediator (GO:0043516)	1/34	0.04995593720235985	0.09616517911454271	0	0	20.742424242424242	62.157037178761676	DDX5
Positive Regulation of Transcription by RNA Polymerase I (GO:0045943)	1/34	0.04995593720235985	0.09616517911454271	0	0	20.742424242424242	62.157037178761676	SF3B1
Intracellular Receptor Signaling Pathway (GO:0030522)	1/35	0.05138804490743627	0.09770072735487884	0	0	20.13137254901961	59.7569541279542	DDX3X
Regulation of Protein Localization to Membrane (GO:1905475)	1/35	0.05138804490743627	0.09770072735487884	0	0	20.13137254901961	59.7569541279542	CRIPT
Negative Regulation of Hydrolase Activity (GO:0051346)	1/36	0.05281806343140369	0.09859371840528688	0	0	19.555238095238096	57.510039535264404	RRP1B
Cellular Response to Heat (GO:0034605)	1/36	0.05281806343140369	0.09859371840528688	0	0	19.555238095238096	57.510039535264404	TPR
Spliceosomal snRNP Assembly (GO:0000387)	1/36	0.05281806343140369	0.09859371840528688	0	0	19.555238095238096	57.510039535264404	COIL
Positive Regulation of Interferon-Beta Production (GO:0032728)	1/37	0.05424599571429667	0.09886252473374778	0	0	19.011111111111113	55.40267620908375	DDX3X
Phosphatidylinositol Phosphate Biosynthetic Process (GO:0046854)	1/37	0.05424599571429667	0.09886252473374778	0	0	19.011111111111113	55.40267620908375	SMG1
Regulation of mRNA Processing (GO:0050684)	1/37	0.05424599571429667	0.09886252473374778	0	0	19.011111111111113	55.40267620908375	SON
Intrinsic Apoptotic Signaling Pathway by P53 Class Mediator (GO:0072332)	1/37	0.05424599571429667	0.09886252473374778	0	0	19.011111111111113	55.40267620908375	DDX5
DNA Damage Checkpoint Signaling (GO:0000077)	1/38	0.05567184469003253	0.09911519170248566	0	0	18.496396396396396	53.42278549286176	CDC5L
Maturation of SSU-rRNA (GO:0030490)	1/38	0.05567184469003253	0.09911519170248566	0	0	18.496396396396396	53.42278549286176	NGDN
Regulation of Intracellular Protein Transport (GO:0033157)	1/38	0.05567184469003253	0.09911519170248566	0	0	18.496396396396396	53.42278549286176	TPR
Nuclear Transport (GO:0051169)	1/38	0.05567184469003253	0.09911519170248566	0	0	18.496396396396396	53.42278549286176	TPR
Regulation of Mitotic Spindle Organization (GO:0060236)	1/40	0.05851730449053223	0.10299045590333673	0	0	17.546153846153846	49.80357798066354	TPR
Positive Regulation of Viral Process (GO:0048524)	1/40	0.05851730449053223	0.10299045590333673	0	0	17.546153846153846	49.80357798066354	DDX3X
Visual System Development (GO:0150063)	1/41	0.059936921171486815	0.10429701537185276	0	0	17.106666666666666	48.14607326322113	SMG9
Regulation of Protein Import Into Nucleus (GO:0042306)	1/41	0.059936921171486815	0.10429701537185276	0	0	17.106666666666666	48.14607326322113	TPR
Regulation of NLRP3 Inflammasome Complex Assembly (GO:1900225)	1/42	0.06135446627078495	0.10450347219447564	0	0	16.68861788617886	46.57938961398659	DDX3X
