Event Region,Gene Symbol,Target Exon,Event Type,N,T,Exon Type,Reference Transcript,ΔPSI (%),T-test p-value,FDR (BH),N Values,T Values,Database ID,Grouped Event Type
11:499400-499999,RNH1,11:500655-499399,IR,2,2,-,ENST00000524780,22.75,0.00919012,0.00919012,31.25|33.3333333333333,56.5217391304348|53.5714285714286,11_500655_499399_R_ENST00000524780_1,IR
17:81665036-81665584,OXLD1,17:81666147-81665055,IR,2,2,-,ENST00000374741,21.15,0.00790613,0.00790613,67.8571428571429|70.5882352941177,91.6666666666667|89.0756302521009,17_81666147_81665055_R_ENST00000374741_1,IR
12:122976871-122978569,AC026362.1,12:122978058-122978359,IR (overlapping region),2,2,-,ENST00000540866,20.78,0.00291316,0.00291316,60|61.5384615384615,82.1428571428571|80.9523809523809,12_122978058_122978359_R_ENST00000540866_1,IR
1:228108114-228108318,MRPL55,1:228108898-228108234,IR,2,2,-,ENST00000473066,20.23,0.00429431,0.00429431,33.3333333333333|32.4324324324324,52.3809523809524|53.8461538461538,1_228108898_228108234_R_ENST00000473066_1,IR
19:47131113-47143493,SAE1,19:47131113-47131320,A5SS,2,2,-,Ex.TSS.ENST00000596995,-25.31,0.00215802,0.00215802,25.2252252252252|25.3968253968254,0|0,19_47131113_47143493_S_Ex.TSS.ENST00000596995_1,A5SS
19:47131029-47143493,SAE1,19:47131029-47131320,A5SS,2,2,-,Ex.TSS.ENST00000270225,-25.31,0.00215802,0.00215802,25.2252252252252|25.3968253968254,0|0,19_47131029_47143493_S_Ex.TSS.ENST00000270225_1,A5SS
19:47130859-47143493,SAE1,19:47130859-47131320,A5SS,2,2,-,Ex.TSS.ENST00000597808,-25.31,0.00215802,0.00215802,25.2252252252252|25.3968253968254,0|0,19_47130859_47143493_S_Ex.TSS.ENST00000597808_1,A5SS
19:47125331-47143493,SAE1,19:47125331-47131320,A5SS,2,2,-,Ex.ENST00000594526,-25.31,0.00215802,0.00215802,25.2252252252252|25.3968253968254,0|0,19_47125331_47143493_S_Ex.ENST00000594526_1,A5SS
X:154398961-154399337,RPL10,X:154398961-154398998,A5SS,2,2,-,Ex.TSS.ENST00000406022,-25.52,0.003046,0.003046,25.6410256410256|25.3968253968254,0|0,X_154398961_154399337_S_Ex.TSS.ENST00000406022_1,A5SS
X:154398543-154399337,RPL10,X:154398543-154398998,A5SS,2,2,-,Ex.TSS.ENST00000344746,-25.52,0.003046,0.003046,25.6410256410256|25.3968253968254,0|0,X_154398543_154399337_S_Ex.TSS.ENST00000344746_1,A5SS
2:73234385-73247761,CCT7,2:73234385-73240543,A5SS,2,2,-,Ex.TSS.ENST00000398422,-26.68,0.0036509,0.0036509,26.8292682926829|26.5232974910394,0|0,2_73234385_73247761_S_Ex.TSS.ENST00000398422_2,A5SS
19:36009205-36009553,ALKBH6,19:36011078-36009258,IR (overlapping region),2,2,-,ENST00000252984,-32.39,0.00687069,0.00687069,50|53.8461538461538,21.4285714285714|17.6470588235294,19_36011078_36009258_R_ENST00000252984_1,IR
19:14408851-14408952,DDX39A,19:14409185-14408850,IR,2,2,-,ENST00000242776,-33.1,0.00894034,0.00894034,64|63.6363636363636,30|31.4285714285714,19_14409185_14408850_R_ENST00000242776_1,IR
19:14408851-14408952,DDX39A,19:14409185-14408849,IR,2,2,-,ENST00000242776,-33.1,0.00894034,0.00894034,64|63.6363636363636,30|31.4285714285714,19_14409185_14408849_R_ENST00000242776_1,IR
17:75265702-75266373,MRPS7,17:75267631-75266231,IR,2,2,-,ENST00000245539,-34.87,0.00931981,0.00931981,77.7777777777778|74.0740740740741,40|42.1052631578947,17_75267631_75266231_R_ENST00000245539_1,IR
17:75265702-75266373,MRPS7,17:75267631-75266227,IR,2,2,-,ENST00000245539,-34.87,0.00931981,0.00931981,77.7777777777778|74.0740740740741,40|42.1052631578947,17_75267631_75266227_R_ENST00000245539_1,IR
17:75265702-75266373,MRPS7,17:75267631-75266263,IR,2,2,-,ENST00000245539,-34.97,0.00897941,0.00897941,76.4705882352941|73.0769230769231,37.5|42.1052631578947,17_75267631_75266263_R_ENST00000245539_1,IR
5:179799296-179799310,MGAT4B,5:179799637-179799295,IR,2,2,-,ENST00000518702,-52.0,0.00382615,0.00382615,92.3076923076923|92.3076923076923,40.625|40,5_179799637_179799295_R_ENST00000518702_1,IR
