Event Region	Gene Symbol	Target Exon	Event Type	N	T	Exon Type	Reference Transcript	ΔPSI (%)	T-test p-value	FDR (BH)	N Values	T Values	Database ID
20:63698280-63698684	TNFRSF6B	20:63700703-63698642	IR	2	2	-	ENST00000369996	42.80	7.28671e-02	7.28671e-02	48.1481481481481|47.6190476190476	95.6521739130435|85.7142857142857	20_63700703_63698642_R_ENST00000369996_1
20:63698280-63698684	TNFRSF6B	20:63700703-63698641	IR	2	2	-	ENST00000369996	42.80	7.28671e-02	7.28671e-02	48.1481481481481|47.6190476190476	95.6521739130435|85.7142857142857	20_63700703_63698641_R_ENST00000369996_1
19:12701599-12701851	TNPO2	19:12701852-12701597	IR	2	2	-	ENST00000587155	41.49	7.75136e-02	7.75136e-02	31.0344827586207|37.5	83.3333333333333|68.1818181818182	19_12701852_12701597_R_ENST00000587155_1
1:150293899-150308047	MRPS21	1:150294335-150294449	SES	2	2	-	ENST00000614145	41.31	6.50452e-02	6.50452e-02	43.2432432432432|57.7464788732394	83.6065573770492|100	1_150293899_150308047_W_ENST00000614145_1
17:64502585-64503098	DDX5	17:64503349-64502584	IR	2	2	-	ENST00000577787	41.25	2.71922e-01	2.71922e-01	8.33333333333333|26.6666666666667	37.5|80	17_64503349_64502584_R_ENST00000577787_1
19:49007148-49009775	RUVBL2	19:49007302-49007368	SES	2	2	NMD	ENST00000221413	41.22	1.63192e-01	1.63192e-01	55.8282208588957|32.6530612244898	70.9219858156028|100	19_49007148_49009775_W_ENST00000221413_1
17:82449901-82450254	CYBC1	17:82450744-82449173	IR	2	2	-	ENST00000582456	40.98	1.63006e-01	1.63006e-01	46.875|17.6470588235294	83.3333333333333|63.1578947368421	17_82450744_82449173_R_ENST00000582456_1
18:23528207-23529727	NPC1	18:23529423-23529634	IR (overlapping region)	2	2	-	ENST00000593280	40.87	6.61445e-02	6.61445e-02	28.5714285714286|26.6666666666667	73.3333333333333|63.6363636363636	18_23529423_23529634_R_ENST00000593280_1
17:82449901-82450254	CYBC1	17:82450771-82449169	IR	2	2	-	ENST00000582456	40.77	1.79843e-01	1.79843e-01	46.875|16	81.25|63.1578947368421	17_82450771_82449169_R_ENST00000582456_1
17:82449901-82450254	CYBC1	17:82449957-82449173	IR	2	2	-	ENST00000582456	40.73	1.99683e-01	1.99683e-01	52.7777777777778|19.2307692307692	88.4615384615385|65	17_82449957_82449173_R_ENST00000582456_1
3:126914751-126957424	CHCHD6	3:126957416-126957424	A3SS	2	2	-	ENST00000290913	40.49	2.30859e-02	2.30859e-02	23.0769230769231|32	72.4137931034483|63.6363636363636	3_126914751_126957424_S_ENST00000290913_1
19:48325611-48329351	EMP3	19:48327521-48327623	MES	2	2	-	ENST00000270221	40.06	1.60287e-01	1.60287e-01	49.6402877697842|70.2479338842975	100|100	19_48325611_48329351_W_ENST00000270221_2
19:54173415-54174431	MBOAT7	19:54180791-54173418	IR	2	2	-	ENST00000245615	39.86	2.38156e-01	2.38156e-01	31.8181818181818|36.3636363636364	90|57.8947368421053	19_54180791_54173418_R_ENST00000245615_1
17:82449901-82450254	CYBC1	17:82450777-82449169	IR	2	2	-	ENST00000582456	39.69	1.84705e-01	1.84705e-01	48.4848484848485|17.6470588235294	82.3529411764706|63.1578947368421	17_82450777_82449169_R_ENST00000582456_1
17:82449901-82450254	CYBC1	17:82450776-82449169	IR	2	2	-	ENST00000582456	39.69	1.84705e-01	1.84705e-01	48.4848484848485|17.6470588235294	82.3529411764706|63.1578947368421	17_82450776_82449169_R_ENST00000582456_1
11:64193288-64202875	STIP1	11:64194479-64194620	MES	2	2	-	ENST00000305218	39.61	3.45740e-01	3.45740e-01	30.9133489461358|15.7692307692308	88.1578947368421|37.7358490566038	11_64193288_64202875_W_ENST00000305218_2
12:54282597-54283826	HNRNPA1	12:54282597-54282641	A5SS	2	2	-	Ex.ENST00000547276	39.43	5.00000e-01	5.00000e-01	0|0	78.8617886178862|0	12_54282597_54283826_S_Ex.ENST00000547276_2
19:47169924-47209158	SAE1	19:47197233-47197377	MES	2	2	-	ENST00000270225	39.24	4.41944e-02	4.41944e-02	59.0163934426229|50	100|87.5	19_47169924_47209158_W_ENST00000270225_1
2:238064470-238081708	SCLY	2:238068065-238068165	MES	2	2	-	ENST00000254663	39.12	3.96978e-01	3.96978e-01	40|4.25531914893617	31.5789473684211|90.9090909090909	2_238064470_238081708_W_ENST00000254663_1
12:54282597-54283826	HNRNPA1	12:54282597-54282611	A5SS	2	2	-	Ex.ENST00000547276	38.79	5.00000e-01	5.00000e-01	0|0	0|77.5862068965517	12_54282597_54283826_S_Ex.ENST00000547276_1
14:20455240-20456101	APEX1	14:20455429-20455577	IR	2	2	-	ENST00000557159	37.86	3.97161e-02	3.97161e-02	38.0952380952381|44.4444444444444	80|78.2608695652174	14_20455429_20455577_R_ENST00000557159_1
5:171388007-171391304	NPM1	5:171390051-171390130	SES	2	2	-	ENST00000296930	37.46	6.55329e-02	6.55329e-02	46.5753424657534|34.375	70.3703703703704|85.4901960784314	5_171388007_171391304_W_ENST00000296930_1
7:44799875-44801286	PPIA	7:44800134-44801287	A3SS	2	2	-	Ex.TSS.ENST00000355968	37.35	1.91597e-02	1.91597e-02	0|0	36.223506743738|38.4722222222222	7_44799875_44801286_S_Ex.TSS.ENST00000355968_1
19:1438581-1438810	RPS15	19:1438807-1438810	A3SS	2	2	-	Ex.TSS.ENST00000593052	37.29	9.01120e-03	9.01120e-03	62.1794871794872|63.2352941176471	100|100	19_1438581_1438810_S_Ex.TSS.ENST00000593052_1
17:63821429-63821643	FTSJ3	17:63821844-63821353	IR	2	2	NMD	ENST00000579831	37.18	1.29882e-01	1.29882e-01	16.6666666666667|16.6666666666667	61.5384615384615|46.1538461538462	17_63821844_63821353_R_ENST00000579831_1
19:49677317-49686092	PRMT1	19:49684754-49684841	MES	2	2	-	ENST00000391851	37.12	3.49786e-01	3.49786e-01	7.86516853932584|53.5714285714286	69.7674418604651|65.9090909090909	19_49677317_49686092_W_ENST00000391851_5
19:1438429-1438810	RPS15	19:1438807-1438810	TSS|A3SS	2	2	-	TSS.ENST00000585665	37.00	1.30330e-03	1.30330e-03	62.1794871794872|63.2352941176471	99.4219653179191|100	19_1438429_1438810_S_TSS.ENST00000585665_1
5:139316189-139321897	MATR3	5:139318908-139319033	MES	2	2	-	ENST00000361059	36.90	5.19892e-02	5.19892e-02	37.5|34.5454545454545	68.5714285714286|77.2727272727273	5_139316189_139321897_W_ENST00000361059_3
12:120496217-120498072	DYNLL1	12:120496416-120496553	SES	2	2	-	ENST00000242577	36.78	1.98036e-01	1.98036e-01	73.6842105263158|50	98.2954545454545|98.9583333333333	12_120496217_120498072_W_ENST00000242577_1
14:20455240-20456101	APEX1	14:20455402-20455577	IR	2	2	-	ENST00000557159	36.71	8.76318e-03	8.76318e-03	43.4782608695652|42.3076923076923	80.9523809523809|78.2608695652174	14_20455402_20455577_R_ENST00000557159_1
14:20455240-20456101	APEX1	14:20455395-20455577	IR	2	2	-	ENST00000557159	36.69	7.27557e-04	7.27557e-04	43.4782608695652|42.3076923076923	80|79.1666666666667	14_20455395_20455577_R_ENST00000557159_1
12:6537899-6538100	GAPDH	12:6537899-6537996	A5SS	2	2	-	Ex.TSS.ENST00000229239	36.66	3.90265e-02	3.90265e-02	64.0350877192982|58.6826347305389	97.4829198130169|98.56	12_6537899_6538100_S_Ex.TSS.ENST00000229239_1
12:6537716-6538100	GAPDH	12:6537716-6537996	A5SS	2	2	-	Ex.TSS.ENST00000229239	36.66	3.90265e-02	3.90265e-02	64.0350877192982|58.6826347305389	97.4829198130169|98.56	12_6537716_6538100_S_Ex.TSS.ENST00000229239_1
12:6537391-6538100	GAPDH	12:6537391-6537996	A5SS	2	2	-	Ex.TSS.ENST00000466525	36.66	3.90265e-02	3.90265e-02	64.0350877192982|58.6826347305389	97.4829198130169|98.56	12_6537391_6538100_S_Ex.TSS.ENST00000466525_1
12:6537217-6538100	GAPDH	12:6537217-6537996	A5SS	2	2	-	Ex.TSS.ENST00000466525	36.66	3.90265e-02	3.90265e-02	64.0350877192982|58.6826347305389	97.4829198130169|98.56	12_6537217_6538100_S_Ex.TSS.ENST00000466525_1
2:61492342-61492481	XPO1	2:61492995-61492341	IR	2	2	-	ENST00000469337	36.46	5.25613e-01	5.25613e-01	20.8333333333333|100	93.75|100	2_61492995_61492341_R_ENST00000469337_1
1:151773494-151774227	TDRKH	1:151774505-151773493	IR	2	2	-	ENST00000368822	36.44	2.89238e-01	2.89238e-01	33.3333333333333|70.5882352941177	92.5925925925926|84.2105263157895	1_151774505_151773493_R_ENST00000368822_1
20:4686737-4699215	PRNP	20:4699211-4699215	A3SS	2	2	-	Ex.ENST00000457586	36.36	5.00000e-01	5.00000e-01	27.2727272727273|100	100|100	20_4686737_4699215_S_Ex.ENST00000457586_1
11:46379203-46379568	DGKZ	11:46379237-46379453	IR	2	2	-	ENST00000527211	36.33	8.55549e-02	8.55549e-02	37.2093023255814|41.1764705882353	81.8181818181818|69.2307692307692	11_46379237_46379453_R_ENST00000527211_1
2:216194987-216204321	XRCC5	2:216194987-216194996	A5SS	2	2	-	Ex.ENST00000392132	36.24	1.36307e-01	1.36307e-01	0|0	44.1176470588235|28.3582089552239	2_216194987_216204321_S_Ex.ENST00000392132_1
12:57769580-57769678	METTL1	12:57769957-57769579	IR	2	2	NMD	ENST00000553125	35.91	3.70505e-01	3.70505e-01	26.6666666666667|16.6666666666667	81.8181818181818|33.3333333333333	12_57769957_57769579_R_ENST00000553125_1
12:57769580-57769678	METTL1	12:57769957-57769564	IR	2	2	NMD	ENST00000553125	35.91	3.70505e-01	3.70505e-01	26.6666666666667|16.6666666666667	81.8181818181818|33.3333333333333	12_57769957_57769564_R_ENST00000553125_1
3:39408740-39410755	RPSA	3:39410754-39410755	A3SS	2	2	-	Ex.ENST00000443003	35.90	5.00000e-01	5.00000e-01	100|28.2051282051282	100|100	3_39408740_39410755_S_Ex.ENST00000443003_1
11:46379203-46379568	DGKZ	11:46379237-46379468	IR	2	2	-	ENST00000527211	35.62	1.00360e-01	1.00360e-01	38.6363636363636|41.1764705882353	81.8181818181818|69.2307692307692	11_46379237_46379468_R_ENST00000527211_1
12:55966800-55967934	CDK2	12:55967403-55967856	IR (overlapping region)	2	2	NMD	ENST00000555408	35.28	3.83045e-02	3.83045e-02	35.2941176470588|31.5789473684211	72.7272727272727|64.7058823529412	12_55967403_55967856_R_ENST00000555408_1
19:58517623-58517673	ZBTB45	19:58519752-58516394	IR	2	2	-	ENST00000596739	35.20	2.39588e-01	2.39588e-01	56.5217391304348|28.5714285714286	78.5714285714286|76.9230769230769	19_58519752_58516394_R_ENST00000596739_1
20:46355104-46355241	SLC35C2	20:46356638-46355103	IR	2	2	-	ENST00000424568	35.00	9.03345e-02	9.03345e-02	50|50	80|90	20_46356638_46355103_R_ENST00000424568_1
17:82449432-82449956	CYBC1	17:82449481-82449169	IR	2	2	-	ENST00000583242	34.86	3.12463e-01	3.12463e-01	39.2857142857143|16	83.3333333333333|41.6666666666667	17_82449481_82449169_R_ENST00000583242_1
12:45922356-45922582	SCAF11	12:45923101-45922462	IR	2	2	-	ENST00000550893	34.84	6.93945e-02	6.93945e-02	50|57.1428571428571	95|81.8181818181818	12_45923101_45922462_R_ENST00000550893_1
17:7591230-7591925	FXR2	17:7592355-7591229	IR (overlapping region)	2	2	-	ENST00000250113	34.76	1.53905e-01	1.53905e-01	57.1428571428571|40	83.3333333333333|83.3333333333333	17_7592355_7591229_R_ENST00000250113_1
13:45340026-45340785	TPT1	13:45341184-45340025	IR	2	2	-	ENST00000442760	34.72	1.60171e-01	1.60171e-01	37.5|58.3333333333333	94.4444444444444|70.8333333333333	13_45341184_45340025_R_ENST00000442760_1
5:181233413-181233763	TRIM41	5:181233436-181233635	IR	2	2	-	ENST00000508930	34.67	6.65825e-02	6.65825e-02	63.6363636363636|53.3333333333333	91.304347826087|95	5_181233436_181233635_R_ENST00000508930_1
12:55966800-55967934	CDK2	12:55967417-55967856	IR (overlapping region)	2	2	NMD	ENST00000555408	34.67	6.87700e-02	6.87700e-02	31.25|33.3333333333333	71.4285714285714|62.5	12_55967417_55967856_R_ENST00000555408_1
14:20455240-20456101	APEX1	14:20455390-20455577	IR	2	2	-	ENST00000557159	34.62	1.48076e-02	1.48076e-02	43.4782608695652|48.2758620689655	81.8181818181818|79.1666666666667	14_20455390_20455577_R_ENST00000557159_1
14:103684986-103686211	KLC1	14:103685037-103685637	IR (overlapping region)	2	2	-	ENST00000553286	34.26	2.22009e-01	2.22009e-01	52.6315789473684|53.8461538461538	75|100	14_103685037_103685637_R_ENST00000553286_1
1:45688276-45690973	TMEM69	1:45688276-45688281	A5SS	2	2	-	Ex.TSS.ENST00000372025	34.21	2.75279e-01	2.75279e-01	0|31.5789473684211	50|50	1_45688276_45690973_S_Ex.TSS.ENST00000372025_1
12:120496217-120498072	DYNLL1	12:120496217-120496553	A5SS	2	2	-	ENST00000549989	34.13	2.62078e-01	2.62078e-01	80.7692307692308|50.9615384615385	100|100	12_120496217_120498072_S_ENST00000549989_1
17:63821429-63821643	FTSJ3	17:63821644-63821029	IR	2	2	NMD	ENST00000579831	34.07	2.53267e-01	2.53267e-01	24|17.8571428571429	40|70	17_63821644_63821029_R_ENST00000579831_1
1:161175808-161176095	B4GALT3	1:161176075-161174992	IR (overlapping region)	2	2	-	ENST00000460415	34.04	5.39715e-02	5.39715e-02	7.69230769230769|7.14285714285714	38.4615384615385|44.4444444444444	1_161176075_161174992_R_ENST00000460415_1
1:16368016-16393230	SZRD1	1:16391375-16391424	SES	2	2	-	ENST00000472461	33.99	5.00000e-01	5.00000e-01	100|32.0261437908497	100|100	1_16368016_16393230_W_ENST00000472461_1
5:139316189-139321897	MATR3	5:139317596-139317721	MES	2	2	-	ENST00000361059	33.98	1.99905e-02	1.99905e-02	10.9375|5.45454545454545	45.7142857142857|38.6363636363636	5_139316189_139321897_W_ENST00000361059_2
13:113321557-113323430	LAMP1	13:113321728-113322281	IR	2	2	-	ENST00000472564	33.91	3.30252e-01	3.30252e-01	44.4444444444444|29.4117647058824	91.6666666666667|50	13_113321728_113322281_R_ENST00000472564_1
13:110642387-110642497	CARS2	13:110646074-110642386	IR	2	2	-	ENST00000471986	33.86	1.66772e-01	1.66772e-01	65.2173913043478|47.0588235294118	90|90	13_110646074_110642386_R_ENST00000471986_1
11:117293071-117293188	BACE1	11:117293189-117291711	IR (overlapping region)	2	2	-	ENST00000504995	33.69	2.62556e-02	2.62556e-02	47.6190476190476|40	75|80	11_117293189_117291711_R_ENST00000504995_1
11:756003-760121	TALDO1	11:759009-759057	SES	2	2	NMD	ENST00000528070	33.66	2.01957e-01	2.01957e-01	44.8275862068966|41.4634146341463	65.3846153846154|88.2352941176471	11_756003_760121_W_ENST00000528070_1
19:10115737-10115820	EIF3G	19:10115782-10115478	IR	2	2	-	ENST00000587146	33.61	1.82915e-02	1.82915e-02	20.5479452054795|23.0769230769231	52.9411764705882|57.8947368421053	19_10115782_10115478_R_ENST00000587146_1
19:17215508-17215991	USE1	19:17215802-17215991	TSS|A3SS	2	2	-	TSS.ENST00000601592	33.46	1.33992e-01	1.33992e-01	0|12.5	29.4117647058824|50	19_17215508_17215991_S_TSS.ENST00000601592_1
17:7258588-7259931	ELP5	17:7258684-7258825	IR (overlapping region)	2	2	-	ENST00000356683	33.43	2.47810e-02	2.47810e-02	56.7567567567568|62.962962962963	89.3617021276596|97.2222222222222	17_7258684_7258825_R_ENST00000356683_1
16:14929422-14930165	NPIPA1	16:14929422-14929713	A5SS	2	2	-	Ex.ENST00000541836	33.33	5.00000e-01	5.00000e-01	0|0	66.6666666666667|0	16_14929422_14930165_S_Ex.ENST00000541836_2
19:58517623-58517673	ZBTB45	19:58519560-58517622	IR	2	2	-	ENST00000596739	33.32	2.99420e-01	2.99420e-01	62.962962962963|28.5714285714286	81.25|76.9230769230769	19_58519560_58517622_R_ENST00000596739_1
12:55966800-55967934	CDK2	12:55967125-55967856	IR (overlapping region)	2	2	NMD	ENST00000555408	33.28	1.31592e-01	1.31592e-01	38.8888888888889|21.2121212121212	66.6666666666667|60	12_55967125_55967856_R_ENST00000555408_1
5:171390089-171391304	NPM1	5:171390089-171390130	A5SS	2	2	-	Ex.ENST00000296930	33.25	7.98694e-02	7.98694e-02	50.5154639175258|39.2857142857143	70.6237424547284|85.6846473029046	5_171390089_171391304_S_Ex.ENST00000296930_1
15:66490502-66492312	MAP2K1	15:66494553-66490635	IR	2	2	-	ENST00000307102	33.14	1.33314e-01	1.33314e-01	8.69565217391304|17.8571428571429	36.8421052631579|56	15_66494553_66490635_R_ENST00000307102_1
16:69118010-69120570	CHTF8	16:69121171-69120026	IR	2	2	-	ENST00000306585	33.10	4.57523e-01	4.57523e-01	50|23.8095238095238	100|40	16_69121171_69120026_R_ENST00000306585_1
2:238064470-238068068	SCLY	2:238068065-238068068	A3SS	2	2	-	ENST00000254663	33.07	4.37748e-01	4.37748e-01	60.8695652173913|6.25	47.0588235294118|86.2068965517241	2_238064470_238068068_S_ENST00000254663_1
11:75569172-75571780	SERPINH1	11:75569172-75569700	A5SS	2	2	-	Ex.TSS.ENST00000358171	33.07	2.46048e-03	2.46048e-03	0|0	33.1932773109244|32.9376854599407	11_75569172_75571780_S_Ex.TSS.ENST00000358171_1
7:73536356-73537390	BCL7B	7:73538014-73536387	IR	2	2	-	ENST00000223368	32.95	2.14899e-01	2.14899e-01	13.7931034482759|16.6666666666667	60|36.3636363636364	7_73538014_73536387_R_ENST00000223368_1
19:10115017-10115129	EIF3G	19:10115586-10115016	IR	2	2	-	ENST00000253108	32.86	2.81646e-01	2.81646e-01	34.4262295081967|68.4210526315789	90|78.5714285714286	19_10115586_10115016_R_ENST00000253108_1
15:100887713-100895932	ALDH1A3	15:100892945-100893006	MES	2	2	-	ENST00000329841	32.84	2.78816e-01	2.78816e-01	25.7575757575758|18.75	71.1864406779661|39	15_100887713_100895932_W_ENST00000329841_2
12:54282666-54284257	HNRNPA1	12:54283812-54283967	MES	2	2	-	ENST00000546500	32.78	3.87073e-01	3.87073e-01	35.1937984496124|28.2690854119426	87.6258992805755|41.3925438596491	12_54282666_54284257_W_ENST00000546500_2
16:30358776-30358817	TBC1D10B	16:30359604-30358662	IR	2	2	-	ENST00000475872	32.77	2.85419e-01	2.85419e-01	61.9047619047619|36.8421052631579	64.2857142857143|100	16_30359604_30358662_R_ENST00000475872_1
13:113321557-113323430	LAMP1	13:113321878-113322281	IR	2	2	-	ENST00000472564	32.60	3.47188e-01	3.47188e-01	33.3333333333333|33.3333333333333	85.7142857142857|46.1538461538462	13_113321878_113322281_R_ENST00000472564_1
14:32090502-32094386	ARHGAP5	14:32094090-32094090	IR	2	2	-	ENST00000345122	32.59	4.15946e-01	4.15946e-01	38.8888888888889|88.8888888888889	98.0392156862745|94.9152542372881	14_32094090_32094090_R_ENST00000345122_1
19:49677317-49686092	PRMT1	19:49680487-49680588	MES	2	2	-	ENST00000391851	32.45	4.42884e-01	4.42884e-01	40.4494382022472|94.6428571428571	100|100	19_49677317_49686092_W_ENST00000391851_1
19:10115017-10115129	EIF3G	19:10115586-10115017	IR	2	2	-	ENST00000253108	32.33	2.76314e-01	2.76314e-01	35.4838709677419|68.4210526315789	90|78.5714285714286	19_10115586_10115017_R_ENST00000253108_1
X:154487306-154489082	SLC10A3	X:154490359-154487342	IR	2	2	-	ENST00000263512	32.31	1.00122e-01	1.00122e-01	56.4102564102564|66.6666666666667	93.75|93.9393939393939	X_154490359_154487342_R_ENST00000263512_1
15:100887713-100895932	ALDH1A3	15:100893954-100894082	MES	2	2	-	ENST00000329841	32.29	1.13286e-01	1.13286e-01	24.2424242424242|17.1875	61.0169491525424|45	15_100887713_100895932_W_ENST00000329841_3
19:48327562-48329351	EMP3	19:48327562-48327623	A5SS	2	2	-	ENST00000270221	32.26	6.49744e-02	6.49744e-02	30.0884955752212|42.7272727272727	64.4736842105263|72.8571428571428	19_48327562_48329351_S_ENST00000270221_1
19:18938399-18938484	HOMER3	19:18938885-18938398	IR	2	2	-	ENST00000599097	32.23	8.41137e-02	8.41137e-02	28.5714285714286|33.3333333333333	57.1428571428571|69.2307692307692	19_18938885_18938398_R_ENST00000599097_1
17:7314041-7314159	GPS2	17:7314598-7314142	IR (overlapping region)	2	2	-	ENST00000571695	32.21	3.27876e-01	3.27876e-01	52.6315789473684|45.4545454545455	100|62.5	17_7314598_7314142_R_ENST00000571695_1
