Event Region,Gene Symbol,Target Exon,Event Type,N,T,Exon Type,Reference Transcript,ΔPSI (%),T-test p-value,FDR (BH),N Values,T Values,Database ID,Grouped Event Type
1:150266645-150266656,APH1A,1:150267255-150266348,IR,2,2,-,ENST00000236017,81.98,0.00732257,0.00732257,14.2857142857143|6.66666666666667,97.4025974025974|87.5,1_150267255_150266348_R_ENST00000236017_1,IR
1:156598967-156599408,GPATCH4,1:156601471-156598420,IR,2,2,-,ENST00000525375,81.97,0.000565372,0.000565372,0|2.5,81.8181818181818|84.6153846153846,1_156601471_156598420_R_ENST00000525375_1,IR
11:202924-205667,BET1L,11:206044-205610,IR,2,2,-,ENST00000325147,81.56,0.0010163,0.0010163,3.7037037037037|0,81.8181818181818|85,11_206044_205610_R_ENST00000325147_1,IR
1:150266645-150266656,APH1A,1:150267203-150266644,IR,2,2,-,ENST00000236017,81.5,0.00515854,0.00515854,6.38297872340426|11.1111111111111,93.8271604938272|86.6666666666667,1_150267203_150266644_R_ENST00000236017_1,IR
12:6556871-6557642,NOP2,12:6560327-6556862,IR (overlapping region),2,2,-,ENST00000322166,81.4,0.00326696,0.00326696,0|5.26315789473684,82.3529411764706|85.7142857142857,12_6560327_6556862_R_ENST00000322166_1,IR
8:143817886-143818534,PUF60,8:143818286-143817949,IR,2,2,-,ENST00000528320,81.34,0.00100876,0.00100876,4.76190476190476|2,85.625|83.8095238095238,8_143818286_143817949_R_ENST00000528320_1,IR
12:6556871-6557642,NOP2,12:6560327-6556885,IR (overlapping region),2,2,-,ENST00000322166,81.24,0.00728405,0.00728405,4.76190476190476|5.26315789473684,85|87.5,12_6560327_6556885_R_ENST00000322166_1,IR
11:62833563-62834043,AP001160.1,11:62834332-62833814,IR,2,2,-,ENST00000535817,81.09,0.00922581,0.00922581,18.75|12.9032258064516,98.1308411214953|95.6989247311828,11_62834332_62833814_R_ENST00000535817_1,IR
17:28746743-28747264,TRAF4,17:28747120-28747212,IR (overlapping region),2,2,-,ENST00000584944,80.96,0.000352743,0.000352743,18.9189189189189|16.9811320754717,100|97.8260869565217,17_28747120_28747212_R_ENST00000584944_1,IR
8:143817886-143818534,PUF60,8:143818286-143817978,IR,2,2,-,ENST00000528320,80.93,0.0010516,0.0010516,4.76190476190476|2,85.2090032154341|83.4146341463415,8_143818286_143817978_R_ENST00000528320_1,IR
3:46921731-46922139,CCDC12,3:46922313-46921730,IR,2,2,-,ENST00000292314,80.89,0.00288373,0.00288373,0|6.25,81.3559322033898|86.6666666666667,3_46922313_46921730_R_ENST00000292314_1,IR
3:46921731-46922139,CCDC12,3:46922313-46921725,IR,2,2,-,ENST00000292314,80.89,0.00288373,0.00288373,0|6.25,81.3559322033898|86.6666666666667,3_46922313_46921725_R_ENST00000292314_1,IR
11:62833563-62834043,AP001160.1,11:62834332-62833791,IR,2,2,-,ENST00000535817,80.88,0.00661843,0.00661843,18.75|12.9032258064516,98.1651376146789|95.2380952380952,11_62834332_62833791_R_ENST00000535817_1,IR
11:62834387-62834527,WDR74,11:62834528-62834275,IR,2,2,-,ENST00000541930,80.82,0.00261308,0.00261308,13.0434782608696|8.82352941176471,93.0232558139535|90.4761904761905,11_62834528_62834275_R_ENST00000541930_1,IR
11:65892220-65893296,FOSL1,11:65894122-65893003,IR,2,2,-,ENST00000312562,80.76,0.00951719,0.00951719,4.76190476190476|5.12820512820513,84.3351548269581|87.0813397129187,11_65894122_65893003_R_ENST00000312562_1,IR
8:143817886-143818534,PUF60,8:143818286-143817995,IR,2,2,-,ENST00000528320,80.7,0.00130624,0.00130624,4.76190476190476|2,84.9180327868852|83.2512315270936,8_143818286_143817995_R_ENST00000528320_1,IR
11:62833563-62834043,AP001160.1,11:62834332-62833617,IR,2,2,-,ENST00000535817,80.6,0.0096173,0.0096173,18.75|12.9032258064516,97.6190476190476|95.2380952380952,11_62834332_62833617_R_ENST00000535817_1,IR
1:156598967-156599408,GPATCH4,1:156601472-156598967,IR,2,2,-,ENST00000525375,80.56,0.00990768,0.00990768,0|0,81.8181818181818|79.3103448275862,1_156601472_156598967_R_ENST00000525375_1,IR
1:156598967-156599408,GPATCH4,1:156601471-156598967,IR,2,2,-,ENST00000525375,80.56,0.00990768,0.00990768,0|0,81.8181818181818|79.3103448275862,1_156601471_156598967_R_ENST00000525375_1,IR
1:161041326-161041846,USF1,1:161042218-161041650,IR,2,2,-,ENST00000491629,80.48,0.00718819,0.00718819,11.7647058823529|18.1818181818182,100|90.9090909090909,1_161042218_161041650_R_ENST00000491629_1,IR
19:651385-651855,RNF126,19:651916-650233,IR,2,2,-,ENST00000591394,80.36,0.00557433,0.00557433,4.16666666666667|9.52380952380952,83.3333333333333|91.0714285714286,19_651916_650233_R_ENST00000591394_1,IR
22:37972300-37974198,SOX10,22:37978136-37974043,IR (overlapping region),2,2,-,ENST00000360880,80.29,0.00276549,0.00276549,10.8108108108108|15,90.3846153846154|96,22_37978136_37974043_R_ENST00000360880_1,IR
19:14516636-14517046,DNAJB1,19:14517570-14516568,IR (overlapping region),2,2,-,ENST00000594099,80.28,0.00745968,0.00745968,15.3846153846154|18.1818181818182,100|94.1176470588235,19_14517570_14516568_R_ENST00000594099_1,IR
11:62832912-62833131,WDR74,11:62833938-62832910,IR (overlapping region),2,2,-,ENST00000278856,80.25,0.00514523,0.00514523,17.6470588235294|17.3913043478261,98.5714285714286|96.969696969697,11_62833938_62832910_R_ENST00000278856_1,IR
19:50377733-50378155,NR1H2,19:50377871-50378148,IR,2,2,-,ENST00000595730,80.02,0.00776582,0.00776582,0|10,81.1594202898551|88.8888888888889,19_50377871_50378148_R_ENST00000595730_1,IR
12:6556871-6557642,NOP2,12:6560327-6556935,IR (overlapping region),2,2,-,ENST00000322166,79.86,0.00452693,0.00452693,13.0434782608696|5.26315789473684,85.7142857142857|92.3076923076923,12_6560327_6556935_R_ENST00000322166_1,IR
14:102229120-102229657,MOK,14:102231822-102229438,IR,2,2,-,ENST00000519058,79.83,0.001973,0.001973,14.8148148148148|9.67741935483871,89.7058823529412|94.4444444444444,14_102231822_102229438_R_ENST00000519058_1,IR
8:98041721-98041850,RPL30,8:98045089-98041720,IR,2,2,-,ENST00000287038,79.82,0.00142368,0.00142368,7.37704918032787|6.4638783269962,85.7974910394265|87.6887871853547,8_98045089_98041720_R_ENST00000287038_1,IR
8:98043735-98044121,AP003352.1,8:98045089-98042644,IR,2,2,-,ENST00000501016,79.74,0.000748863,0.000748863,6.61157024793388|5.74712643678161,85.7418111753372|86.0989010989011,8_98045089_98042644_R_ENST00000501016_1,IR
9:71750001-71750385,CEMIP2,9:71750386-71746200,IR,2,2,-,ENST00000543165,79.61,0.00300003,0.00300003,11.1111111111111|7.69230769230769,86.4406779661017|91.588785046729,9_71750386_71746200_R_ENST00000543165_1,IR
22:30581334-30581408,PES1,22:30581409-30581011,IR,2,2,-,ENST00000406208,79.53,0.00901053,0.00901053,5.26315789473684|0,86.5546218487395|77.7777777777778,22_30581409_30581011_R_ENST00000406208_1,IR
14:102229120-102229657,MOK,14:102231822-102229619,IR,2,2,-,ENST00000519058,79.35,0.000920054,0.000920054,14.8148148148148|12.5,91.4634146341463|94.5454545454545,14_102231822_102229619_R_ENST00000519058_1,IR
3:46923646-46923668,CCDC12,3:46923669-46923142,IR,2,2,-,ENST00000446836,79.22,0.00147895,0.00147895,0|3.84615384615385,83.3333333333333|78.9473684210526,3_46923669_46923142_R_ENST00000446836_1,IR
1:154551751-154551819,UBE2Q1,1:154551820-154551459,IR,2,2,-,ENST00000474181,79.21,0.00431965,0.00431965,14.2857142857143|20,92.7083333333333|100,1_154551820_154551459_R_ENST00000474181_1,IR
1:33323626-33325019,PHC2,1:33325962-33323625,IR (overlapping region),2,2,-,ENST00000257118,79.16,0.00823062,0.00823062,13.5135135135135|11.7647058823529,89.4736842105263|94.1176470588235,1_33325962_33323625_R_ENST00000257118_1,IR
3:50290009-50290679,IFRD2,3:50290473-50289928,IR,2,2,-,ENST00000462001,79.12,0.00514891,0.00514891,15.0943396226415|12.3076923076923,93.287037037037|92.3497267759563,3_50290473_50289928_R_ENST00000462001_1,IR
8:143817886-143818534,PUF60,8:143818286-143817861,IR,2,2,-,ENST00000528320,78.87,0.000152078,0.000152078,3.2258064516129|2,81.9607843137255|81.0055865921788,8_143818286_143817861_R_ENST00000528320_1,IR
3:46923646-46923668,CCDC12,3:46923669-46923328,IR,2,2,-,ENST00000446836,78.87,0.00133604,0.00133604,0|3.84615384615385,82.2784810126582|79.3103448275862,3_46923669_46923328_R_ENST00000446836_1,IR
1:145926817-145927077,RBM8A,1:145926947-145927063,IR (overlapping region),2,2,-,ENST00000634161,78.58,0.00710633,0.00710633,6.66666666666667|5.71428571428571,83.1775700934579|86.3636363636364,1_145926947_145927063_R_ENST00000634161_1,IR
5:176385941-176386019,NOP16,5:176386944-176385220,IR (overlapping region),2,2,-,ENST00000502577,78.27,0.00329045,0.00329045,12.5|13.6363636363636,92.6829268292683|90,5_176386944_176385220_R_ENST00000502577_1,IR
2:130154277-130154482,SMPD4,2:130155260-130154276,IR,2,2,-,ENST00000430682,78.23,0.00767839,0.00767839,10|0,87.8787878787879|78.5714285714286,2_130155260_130154276_R_ENST00000430682_1,IR
11:64766414-64767079,SF1,11:64767845-64766899,IR,2,2,-,ENST00000477596,78.11,0.00553401,0.00553401,13.3333333333333|5.88235294117647,85.1485148514851|90.2777777777778,11_64767845_64766899_R_ENST00000477596_1,IR
14:102229120-102229657,MOK,14:102231822-102229577,IR,2,2,-,ENST00000519058,78.07,0.00942855,0.00942855,17.8571428571429|9.67741935483871,89.5522388059701|94.1176470588235,14_102231822_102229577_R_ENST00000519058_1,IR
X:152714691-152715157,MAGEA2B,X:152714929-152715078,IR,2,2,-,ENST00000467743,78.03,0.00627608,0.00627608,5.88235294117647|5.88235294117647,83.1460674157303|84.6846846846847,X_152714929_152715078_R_ENST00000467743_1,IR
11:64855322-64855486,EHD1,11:64860046-64855051,IR,2,2,-,ENST00000433803,77.83,0.000745243,0.000745243,16|13.3333333333333,94.0119760479042|90.9722222222222,11_64860046_64855051_R_ENST00000433803_1,IR
12:110719680-110721165,PPP1CC,12:110722270-110719679,IR,2,2,-,ENST00000335007,77.3,0.00580056,0.00580056,13.1578947368421|10.5263157894737,88.75|89.5348837209302,12_110722270_110719679_R_ENST00000335007_1,IR
19:651385-651855,RNF126,19:651785-650233,IR,2,2,-,ENST00000591394,77.28,0.00109085,0.00109085,8|11.6279069767442,85.5421686746988|88.6363636363636,19_651785_650233_R_ENST00000591394_1,IR
3:52407179-52407316,BAP1,3:52407317-52406828,IR,2,2,-,ENST00000470173,77.21,0.00411239,0.00411239,0|7.14285714285714,77.7777777777778|83.7837837837838,3_52407317_52406828_R_ENST00000470173_1,IR
10:100999476-101002946,LZTS2,10:100999953-101002496,IR,2,2,-,ENST00000370220,77.19,0.00621523,0.00621523,21.6216216216216|20,100|96,10_100999953_101002496_R_ENST00000370220_1,IR
3:46923043-46923668,CCDC12,3:46923364-46922304,IR,2,2,-,ENST00000488069,77.08,0.00733247,0.00733247,0|0,76.1904761904762|77.9661016949153,3_46923364_46922304_R_ENST00000488069_1,IR
1:112911847-112914165,SLC16A1,1:112918045-112911851,IR,2,2,-,ENST00000369626,77.04,2.47978e-05,2.47978e-05,7.14285714285714|6.66666666666667,84.2105263157895|83.6734693877551,1_112918045_112911851_R_ENST00000369626_1,IR
1:112911847-112914165,SLC16A1,1:112918045-112911846,IR,2,2,-,ENST00000369626,77.04,2.47978e-05,2.47978e-05,7.14285714285714|6.66666666666667,84.2105263157895|83.6734693877551,1_112918045_112911846_R_ENST00000369626_1,IR
11:202924-205667,BET1L,11:206044-205073,IR,2,2,-,ENST00000325147,76.97,0.001497,0.001497,3.7037037037037|7.69230769230769,81.1320754716981|84.2105263157895,11_206044_205073_R_ENST00000325147_1,IR
5:176385941-176386019,NOP16,5:176386927-176385220,IR (overlapping region),2,2,-,ENST00000502577,76.93,0.00221955,0.00221955,12.5|17.3913043478261,93.75|90,5_176386927_176385220_R_ENST00000502577_1,IR
3:134367753-134367803,AMOTL2,3:134367804-134366282,IR (overlapping region),2,2,-,ENST00000511759,76.69,0.00697673,0.00697673,0|5.55555555555556,83.5748792270531|75.3623188405797,3_134367804_134366282_R_ENST00000511759_1,IR
8:98044433-98045088,RPL30,8:98045549-98044867,IR,2,2,-,ENST00000520998,76.4,0.00163771,0.00163771,17.3160173160173|14.1304347826087,91.1301369863014|93.1238615664845,8_98045549_98044867_R_ENST00000520998_1,IR
8:98043735-98044121,AP003352.1,8:98045400-98042644,IR,2,2,-,ENST00000501016,76.39,0.00196495,0.00196495,4.7887323943662|7.16981132075472,81.7809621289662|82.962962962963,8_98045400_98042644_R_ENST00000501016_1,IR
11:123058909-123058995,SNORD14D,11:123059262-123058631,IR,2,2,-,ENST00000384390,76.14,0.00362289,0.00362289,7.33333333333333|5.30451866404715,84.4044558697515|80.5114638447972,11_123059262_123058631_R_ENST00000384390_1,IR
9:33258919-33259033,BAG1,9:33260489-33258919,IR,2,2,-,ENST00000473781,76.07,0.00431344,0.00431344,5|0,77.1428571428572|80,9_33260489_33258919_R_ENST00000473781_1,IR
11:62834387-62834527,WDR74,11:62834588-62834275,IR,2,2,-,ENST00000541930,75.98,0.00345389,0.00345389,20|16.2162162162162,95.0819672131148|93.1034482758621,11_62834588_62834275_R_ENST00000541930_1,IR
5:149504846-149505595,CSNK1A1,5:149507134-149505482,IR,2,2,-,ENST00000503350,75.96,0.00805805,0.00805805,0|0,75|76.9230769230769,5_149507134_149505482_R_ENST00000503350_1,IR
5:176385941-176386019,NOP16,5:176386910-176385220,IR (overlapping region),2,2,-,ENST00000502577,75.95,0.00688259,0.00688259,12.5|17.3913043478261,92|89.7959183673469,5_176386910_176385220_R_ENST00000502577_1,IR
19:14516636-14517046,DNAJB1,19:14518269-14516718,IR (overlapping region),2,2,-,ENST00000594099,75.38,0.0035004,0.0035004,18.5185185185185|25,100|94.2857142857143,19_14518269_14516718_R_ENST00000594099_1,IR
11:123059335-123059422,SNORD14C,11:123059449-123058631,IR,2,2,-,ENST00000365382,75.0,0.00415376,0.00415376,7.33333333333333|5.49019607843137,83.302752293578|79.5180722891566,11_123059449_123058631_R_ENST00000365382_1,IR
17:81914389-81914530,SIRT7,17:81914703-81914442,IR,2,2,-,ENST00000571915,74.94,0.00377252,0.00377252,15|19.3548387096774,90.9090909090909|93.3333333333333,17_81914703_81914442_R_ENST00000571915_1,IR
11:123059335-123059422,SNORD14C,11:123060029-123058251,IR,2,2,-,ENST00000365382,74.86,0.00188359,0.00188359,15.203426124197|13.3333333333333,90.7|87.5626880641926,11_123060029_123058251_R_ENST00000365382_1,IR
12:110719680-110721165,PPP1CC,12:110722468-110720365,IR,2,2,-,ENST00000335007,74.82,0.00217626,0.00217626,17.5|19.047619047619,93.3823529411765|92.8,12_110722468_110720365_R_ENST00000335007_1,IR
1:161041326-161041846,USF1,1:161042218-161041833,IR,2,2,-,ENST00000491629,74.62,0.00694909,0.00694909,16.6666666666667|25,100|90.9090909090909,1_161042218_161041833_R_ENST00000491629_1,IR
1:153642243-153644385,CHTOP,1:153642430-153643226,IR,2,2,-,ENST00000368686,74.61,0.00520811,0.00520811,10|16.6666666666667,90.1639344262295|85.7142857142857,1_153642430_153643226_R_ENST00000368686_1,IR
17:4547685-4548057,MYBBP1A,17:4548311-4547684,IR,2,2,-,ENST00000573175,74.59,0.00827977,0.00827977,5.88235294117647|6.25,81.8181818181818|79.4871794871795,17_4548311_4547684_R_ENST00000573175_1,IR
1:3782815-3783111,RN7SL574P,1:3784176-3782660,IR,2,2,-,ENST00000581512,74.39,0.00212861,0.00212861,4.34782608695652|0,78.125|75,1_3784176_3782660_R_ENST00000581512_1,IR
16:2263134-2263287,RNPS1,16:2264332-2263259,IR,2,2,-,ENST00000562690,74.37,0.00938489,0.00938489,9.09090909090909|2.77777777777778,75.609756097561|85,16_2264332_2263259_R_ENST00000562690_1,IR
3:50288799-50288937,IFRD2,3:50288938-50288582,IR,2,2,NMD,ENST00000414734,74.13,0.00374854,0.00374854,10.5882352941176|14.2857142857143,85.6304985337243|87.5,3_50288938_50288582_R_ENST00000414734_1,IR
20:38421647-38421774,RF00056,20:38426504-38421005,IR,2,2,-,ENST00000362582,74.13,0.0038291,0.0038291,9.67741935483871|15.7894736842105,84.6153846153846|89.1089108910891,20_38426504_38421005_R_ENST00000362582_1,IR
16:2265503-2267328,RNPS1,16:2266217-2264572,IR,2,2,-,ENST00000566783,73.71,0.00102346,0.00102346,17.6470588235294|21.0526315789474,91.4728682170543|94.6428571428571,16_2266217_2264572_R_ENST00000566783_1,IR
19:647526-648277,RNF126,19:648488-647525,IR,2,2,-,ENST00000292363,73.67,0.00745006,0.00745006,15|20,87.2727272727273|95.0617283950617,19_648488_647525_R_ENST00000292363_1,IR
17:4538902-4539967,MYBBP1A,17:4540485-4539438,IR,2,2,-,ENST00000254718,73.6,0.00234436,0.00234436,12|7.69230769230769,80.8988764044944|86,17_4540485_4539438_R_ENST00000254718_1,IR
17:4538902-4539967,MYBBP1A,17:4540485-4539362,IR,2,2,-,ENST00000254718,73.6,0.00234436,0.00234436,12|7.69230769230769,80.8988764044944|86,17_4540485_4539362_R_ENST00000254718_1,IR
19:48615331-48615447,RPL18,19:48615947-48615335,IR,2,2,-,ENST00000084795,73.36,0.00454038,0.00454038,12.0481927710843|9.09090909090909,81.3819577735125|86.4745011086474,19_48615947_48615335_R_ENST00000084795_1,IR
19:48615331-48615447,RPL18,19:48615947-48615332,IR,2,2,-,ENST00000084795,73.3,0.00492071,0.00492071,12.0481927710843|9.09090909090909,81.2741312741313|86.4745011086474,19_48615947_48615332_R_ENST00000084795_1,IR
19:48615331-48615447,RPL18,19:48615947-48615330,IR,2,2,-,ENST00000084795,73.3,0.00492071,0.00492071,12.0481927710843|9.09090909090909,81.2741312741313|86.4745011086474,19_48615947_48615330_R_ENST00000084795_1,IR
22:37977923-37978135,SOX10,22:37983869-37977866,IR (overlapping region),2,2,-,ENST00000427770,73.12,0.00871253,0.00871253,22.9166666666667|23.8095238095238,94.8497854077253|98.1132075471698,22_37983869_37977866_R_ENST00000427770_1,IR
19:48615331-48615447,RPL18,19:48615947-48615392,IR,2,2,-,ENST00000084795,72.8,0.00372463,0.00372463,14.1176470588235|7.89473684210526,81.3461538461538|86.2612612612613,19_48615947_48615392_R_ENST00000084795_1,IR
X:154774602-154775314,DKC1,X:154774845-154775194,IR,2,2,-,ENST00000481062,72.72,0.00458002,0.00458002,16.6666666666667|20.6896551724138,90.4|92.3913043478261,X_154774845_154775194_R_ENST00000481062_1,IR
