Event Region,Gene Symbol,Target Exon,Event Type,N,T,Exon Type,Reference Transcript,ΔPSI (%),T-test p-value,FDR (BH),N Values,T Values,Database ID,Grouped Event Type
9:121268220-121301962,GSN,9:121281470-121281562,SES,2,2,-,ENST00000432226,35.92,0.00232805,0.00232805,44.6043165467626|44.3181818181818,80.7692307692308|80,9_121268220_121301962_W_ENST00000432226_1,Exon Skipping
1:173821809-173824019,CENPL,1:173824336-173823925,IR,2,2,-,ENST00000495275,34.45,0.00886011,0.00886011,65.2173913043478|61.1111111111111,95.2380952380952|100,1_173824336_173823925_R_ENST00000495275_1,IR
19:49663421-49663514,IRF3,19:49664847-49663342,IR,2,2,-,ENST00000597180,32.93,0.00872727,0.00872727,30|27.7777777777778,60|63.6363636363636,19_49664847_49663342_R_ENST00000597180_1,IR
16:56608684-56608991,MT2A,16:56608684-56608825,A5SS,2,2,-,Ex.TSS.ENST00000245185,32.67,0.00249458,0.00249458,0|0,32.7956989247312|32.5396825396825,16_56608684_56608991_S_Ex.TSS.ENST00000245185_1,A5SS
16:4608883-4609983,UBALD1,16:4610556-4609830,IR,2,2,-,ENST00000283474,30.63,0.0068491,0.0068491,21.875|18.1818181818182,48.936170212766|52.3809523809524,16_4610556_4609830_R_ENST00000283474_1,IR
1:153949172-153949384,CRTC2,1:153951605-153949114,IR,2,2,-,ENST00000524997,29.2,0.00762382,0.00762382,25|25,54.5454545454545|53.8461538461538,1_153951605_153949114_R_ENST00000524997_1,IR
7:76064439-76064801,MDH2,7:76064706-76064802,A3SS,2,2,-,Ex.ENST00000315758,26.82,0.00236075,0.00236075,0|0,26.7241379310345|26.9230769230769,7_76064439_76064801_S_Ex.ENST00000315758_1,A3SS
1:16367309-16395037,SZRD1,1:16393231-16393482,MXS,2,2,-,ENST00000492354,25.04,0.00422398,0.00422398,60.4651162790698|62.7118644067797,85.4545454545455|87.8048780487805,1_16367309_16395037_W_ENST00000492354_1,Exon Skipping
19:18434217-18434562,SSBP4,19:18435484-18434387,IR,2,2,-,ENST00000270061,21.33,4.34726e-05,4.34726e-05,72.4137931034483|72.2222222222222,93.5483870967742|93.75,19_18435484_18434387_R_ENST00000270061_1,IR
9:137040813-137041187,NPDC1,9:137041188-137040813,IR,2,2,-,ENST00000488145,20.94,0.00286886,0.00286886,36.2068965517241|34.6153846153846,55.5555555555556|57.1428571428571,9_137041188_137040813_R_ENST00000488145_1,IR
19:805013-807902,PTBP1,19:805188-805512,IR,2,2,-,ENST00000586944,20.61,0.00139228,0.00139228,9.6|8.52713178294574,30.1075268817204|29.2307692307692,19_805188_805512_R_ENST00000586944_1,IR
19:805013-807902,PTBP1,19:805188-805491,IR,2,2,-,ENST00000586944,20.61,0.00139228,0.00139228,9.6|8.52713178294574,30.1075268817204|29.2307692307692,19_805188_805491_R_ENST00000586944_1,IR
11:6606296-6611011,TAF10,11:6608490-6608693,IR (overlapping region),2,2,-,ENST00000616342,-21.07,0.00145811,0.00145811,40|39.1304347826087,17.9487179487179|19.047619047619,11_6608490_6608693_R_ENST00000616342_1,IR
1:145164099-145164638,LINC01145,1:145168713-145164098,IR,2,2,-,ENST00000578899,-24.85,0.00144756,0.00144756,43.75|45,19.047619047619|20,1_145168713_145164098_R_ENST00000578899_1,IR
19:47131113-47143493,SAE1,19:47131113-47131320,A5SS,2,2,-,Ex.TSS.ENST00000596995,-25.31,0.00215802,0.00215802,25.2252252252252|25.3968253968254,0|0,19_47131113_47143493_S_Ex.TSS.ENST00000596995_1,A5SS
19:47131029-47143493,SAE1,19:47131029-47131320,A5SS,2,2,-,Ex.TSS.ENST00000270225,-25.31,0.00215802,0.00215802,25.2252252252252|25.3968253968254,0|0,19_47131029_47143493_S_Ex.TSS.ENST00000270225_1,A5SS
19:47130859-47143493,SAE1,19:47130859-47131320,A5SS,2,2,-,Ex.TSS.ENST00000597808,-25.31,0.00215802,0.00215802,25.2252252252252|25.3968253968254,0|0,19_47130859_47143493_S_Ex.TSS.ENST00000597808_1,A5SS
19:47125331-47143493,SAE1,19:47125331-47131320,A5SS,2,2,-,Ex.ENST00000594526,-25.31,0.00215802,0.00215802,25.2252252252252|25.3968253968254,0|0,19_47125331_47143493_S_Ex.ENST00000594526_1,A5SS
