Event Region	Gene Symbol	Target Exon	Event Type	N	T	Exon Type	Reference Transcript	ΔPSI (%)	T-test p-value	FDR (BH)	N Values	T Values	Database ID
4:173332889-173332995	HMGB2	4:173333215-173332888	IR	2	2	-	ENST00000506267	48.42	2.04202e-01	2.04202e-01	23.8805970149254|58.3333333333333	93.3333333333333|85.7142857142857	4_173333215_173332888_R_ENST00000506267_1
8:143991692-143992373	GRINA	8:143992079-143992244	IR (overlapping region)	2	2	-	ENST00000525513	48.41	2.42588e-03	2.42588e-03	25.3164556962025|22.2222222222222	73.9130434782609|70.4545454545455	8_143992079_143992244_R_ENST00000525513_1
19:58548593-58548861	TRIM28	19:58548740-58548861	A3SS	2	2	-	Ex.ENST00000601150	48.29	5.00000e-01	5.00000e-01	3.41880341880342|100	100|100	19_58548593_58548861_S_Ex.ENST00000601150_1
1:161314426-161340593	SDHC	1:161323614-161323670	MES	2	2	-	ENST00000342751	46.79	1.71355e-01	1.71355e-01	36.3636363636364|42.2222222222222	72.1739130434783|100	1_161314426_161340593_W_ENST00000342751_1
15:66498015-66499652	RPL4	15:66499819-66499322	IR	2	2	-	ENST00000307961	46.39	2.02030e-02	2.02030e-02	49.6969696969697|39.9253731343284	95.6834532374101|86.7256637168142	15_66499819_66499322_R_ENST00000307961_1
4:173332889-173332995	HMGB2	4:173333215-173332820	IR	2	2	-	ENST00000506267	45.92	8.35946e-02	8.35946e-02	20.3125|41.1764705882353	70|83.3333333333333	4_173333215_173332820_R_ENST00000506267_1
17:7221059-7223132	ACADVL	17:7221952-7222081	MES	2	2	NMD	ENST00000322910	45.15	2.44166e-01	2.44166e-01	22.1428571428571|44.4444444444444	56.8965517241379|100	17_7221059_7223132_W_ENST00000322910_2
11:64809670-64810132	MEN1	11:64810717-64809664	IR	2	2	-	ENST00000424912	44.46	4.02150e-02	4.02150e-02	25|14.2857142857143	66.6666666666667|61.5384615384615	11_64810717_64809664_R_ENST00000424912_1
X:41347419-41347639	DDX3X	X:41347419-41347451	A5SS	2	2	-	Ex.TSS.ENST00000399959	43.72	1.55539e-01	1.55539e-01	47.0588235294118|41.5094339622642	100|76	X_41347419_41347639_S_Ex.TSS.ENST00000399959_1
X:41347013-41347639	DDX3X	X:41347013-41347451	TSS|A5SS	2	2	-	TSS.ENST00000645574	43.72	1.55539e-01	1.55539e-01	47.0588235294118|41.5094339622642	100|76	X_41347013_41347639_S_TSS.ENST00000645574_1
4:173331705-173333214	HMGB2	4:173333670-173333068	IR	2	2	-	ENST00000511316	43.68	1.07765e-01	1.07765e-01	21.5384615384615|44.4444444444444	70|83.3333333333333	4_173333670_173333068_R_ENST00000511316_1
9:73167556-73170050	ANXA1	9:73169032-73169154	SES	2	2	-	ENST00000257497	43.61	1.04772e-01	1.04772e-01	49.1525423728814|63.6363636363636	100|100	9_73167556_73170050_W_ENST00000257497_1
15:64136411-64136864	SNX1	15:64136861-64136864	A3SS	2	2	-	Ex.ENST00000261889	43.02	5.72956e-02	5.72956e-02	17.6470588235294|2.63157894736842	45.4545454545455|60.8695652173913	15_64136411_64136864_S_Ex.ENST00000261889_1
12:6850199-6850596	CDCA3	12:6851293-6850466	IR	2	2	-	ENST00000446553	42.64	2.95550e-01	2.95550e-01	36.3636363636364|16.6666666666667	45.4545454545455|92.8571428571429	12_6851293_6850466_R_ENST00000446553_1
5:171400211-171407699	NPM1	5:171405302-171405403	SES	2	2	-	ENST00000351986	42.14	4.54027e-02	4.54027e-02	15.8677685950413|15.5373831775701	54.7904191616767|60.8888888888889	5_171400211_171407699_W_ENST00000351986_1
X:149502087-149502223	AC244197.3	X:149503389-149500948	IR (overlapping region)	2	2	-	ENST00000427113	42.08	4.19915e-02	4.19915e-02	28.5714285714286|20	72.7272727272727|60	X_149503389_149500948_R_ENST00000427113_1
4:1718385-1718626	TMEM129	4:1718882-1718384	IR	2	2	NMD	ENST00000480360	42.07	3.16062e-03	3.16062e-03	47.0588235294118|50	92.3076923076923|88.8888888888889	4_1718882_1718384_R_ENST00000480360_1
5:171392808-171392913	NPM1	5:171392808-171392816	A5SS	2	2	-	Ex.ENST00000296930	41.04	2.09246e-02	2.09246e-02	60.3092783505155|57.6104746317512	100|100	5_171392808_171392913_S_Ex.ENST00000296930_1
5:69217872-69226341	MRPS36	5:69226338-69226341	A3SS	2	2	-	Ex.TSS.ENST00000256441	40.86	3.46725e-01	3.46725e-01	37.037037037037|31.25	100|50	5_69217872_69226341_S_Ex.TSS.ENST00000256441_1
3:186787265-186787802	EIF4A2	3:186787495-186787802	TSS|A3SS	2	2	-	TSS.ENST00000468362	40.83	3.89851e-01	3.89851e-01	25|83.3333333333333	90|100	3_186787265_186787802_S_TSS.ENST00000468362_1
11:756003-760121	TALDO1	11:759009-759057	SES	2	2	NMD	ENST00000528070	40.71	2.39487e-01	2.39487e-01	13.3333333333333|48.2758620689655	66.6666666666667|76.3636363636364	11_756003_760121_W_ENST00000528070_1
8:144102817-144103225	SHARPIN	8:144104097-144102641	IR	2	2	-	ENST00000531375	40.51	1.48197e-01	1.48197e-01	66.6666666666667|42.3076923076923	90|100	8_144104097_144102641_R_ENST00000531375_1
5:69218112-69226341	MRPS36	5:69226338-69226341	TSS|A3SS	2	2	-	TSS.ENST00000602380	40.14	3.50309e-01	3.50309e-01	38.4615384615385|31.25	100|50	5_69218112_69226341_S_TSS.ENST00000602380_1
20:58993676-58994109	NELFCD	20:58993676-58993764	A5SS	2	2	-	ENST00000460601	39.84	1.34137e-01	1.34137e-01	30|50	82.7586206896552|76.9230769230769	20_58993676_58994109_S_ENST00000460601_1
12:123584781-123586746	TMED2	12:123584781-123584816	A5SS	2	2	-	Ex.TSS.ENST00000262225	39.08	9.29543e-02	9.29543e-02	55.1724137931034|66.6666666666667	100|100	12_123584781_123586746_S_Ex.TSS.ENST00000262225_1
5:180848138-180851493	ZFP62	5:180851494-180847610	IR	2	2	-	ENST00000502412	38.82	3.17894e-01	3.17894e-01	40|82.3529411764706	100|100	5_180851494_180847610_R_ENST00000502412_1
1:37802944-37803997	YRDC	1:37804445-37802943	IR	2	2	-	ENST00000373044	38.40	1.97624e-01	1.97624e-01	26.0869565217391|52.9411764705882	62.962962962963|92.8571428571429	1_37804445_37802943_R_ENST00000373044_1
5:134811359-134811698	DDX46	5:134811696-134811698	A3SS	2	2	-	Ex.ENST00000354283	38.09	5.15051e-02	5.15051e-02	58.8235294117647|65	100|100	5_134811359_134811698_S_Ex.ENST00000354283_1
19:18924653-18924979	DDX49	19:18924700-18924881	IR (overlapping region)	2	2	-	ENST00000598277	37.48	7.37043e-02	7.37043e-02	28.5714285714286|26.4705882352941	70|60	19_18924700_18924881_R_ENST00000598277_1
12:6560241-6560787	NOP2	12:6560788-6560446	IR (overlapping region)	2	2	-	ENST00000537708	37.42	6.75001e-02	6.75001e-02	30.7692307692308|18.1818181818182	59.0909090909091|64.7058823529412	12_6560788_6560446_R_ENST00000537708_1
1:155308914-155310205	FDPS	1:155309077-155310063	IR	2	2	-	ENST00000487002	37.28	2.23791e-01	2.23791e-01	58.3333333333333|30.4347826086957	80|83.3333333333333	1_155309077_155310063_R_ENST00000487002_1
5:86618331-86619352	COX7C	5:86618331-86618472	A5SS	2	2	-	Ex.TSS.ENST00000510447	37.24	3.49088e-02	3.49088e-02	0|0	39.2857142857143|35.1973684210526	5_86618331_86619352_S_Ex.TSS.ENST00000510447_2
5:86618131-86619352	COX7C	5:86618131-86618472	A5SS	2	2	-	Ex.TSS.ENST00000247655	37.24	3.49088e-02	3.49088e-02	0|0	39.2857142857143|35.1973684210526	5_86618131_86619352_S_Ex.TSS.ENST00000247655_2
5:86618054-86619352	COX7C	5:86618054-86618472	A5SS	2	2	-	Ex.TSS.ENST00000505430	37.24	3.49088e-02	3.49088e-02	0|0	39.2857142857143|35.1973684210526	5_86618054_86619352_S_Ex.TSS.ENST00000505430_3
1:23557918-23558415	ID3	1:23559076-23557933	IR	2	2	-	ENST00000374561	37.24	4.07373e-01	4.07373e-01	28.7671232876712|84.2105263157895	94.1176470588235|93.3333333333333	1_23559076_23557933_R_ENST00000374561_1
20:37184374-37207272	RPN2	20:37198397-37198492	MES	2	2	-	ENST00000237530	37.01	3.14154e-01	3.14154e-01	46.4912280701754|38.4	58.9041095890411|100	20_37184374_37207272_W_ENST00000237530_1
8:109334403-109336132	ENY2	8:109336128-109336132	TSS|A3SS	2	2	-	TSS.ENST00000519754	36.89	3.01983e-01	3.01983e-01	47.7272727272727|39.0243902439024	60.5263157894737|100	8_109334403_109336132_S_TSS.ENST00000519754_1
17:51168344-51171486	NME1-NME2	17:51168344-51170041	A5SS	2	2	-	Ex.TSS.ENST00000376392	36.80	2.74560e-03	2.74560e-03	0|0	36.6391184573003|36.9565217391304	17_51168344_51171486_S_Ex.TSS.ENST00000376392_1
1:161167100-161167486	PPOX	1:161167235-161167370	IR	2	2	-	ENST00000468968	36.51	3.03020e-01	3.03020e-01	46.1538461538462|7.5	66.6666666666667|60	1_161167235_161167370_R_ENST00000468968_1
19:18924623-18925188	DDX49	19:18924700-18924852	IR (overlapping region)	2	2	-	ENST00000601803	36.46	5.42213e-02	5.42213e-02	26.4705882352941|29.0322580645161	68.4210526315789|60	19_18924700_18924852_R_ENST00000601803_1
8:94510733-94511729	VIRMA	8:94512090-94510732	IR	2	2	-	ENST00000421249	36.44	9.82424e-02	9.82424e-02	57.8947368421053|69.2307692307692	100|100	8_94512090_94510732_R_ENST00000421249_1
1:161314426-161340593	SDHC	1:161328396-161328497	MES	2	2	-	ENST00000342751	36.41	8.82898e-02	8.82898e-02	50.6493506493506|60	83.4782608695652|100	1_161314426_161340593_W_ENST00000342751_2
3:14944680-14946154	FGD5-AS1	3:14947508-14942783	IR	2	2	-	ENST00000417835	36.35	9.24471e-02	9.24471e-02	68.9655172413793|58.3333333333333	100|100	3_14947508_14942783_R_ENST00000417835_1
8:143991692-143992373	GRINA	8:143991805-143992244	IR (overlapping region)	2	2	-	ENST00000525513	36.33	1.01103e-01	1.01103e-01	28.0487804878049|46.1538461538462	78.5714285714286|68.2926829268293	8_143991805_143992244_R_ENST00000525513_1
11:114440740-114449845	REXO2	11:114445979-114446087	MES	2	2	-	ENST00000265881	36.07	2.52836e-01	2.52836e-01	36.3636363636364|55.8558558558559	64.3564356435644|100	11_114440740_114449845_W_ENST00000265881_3
20:37184374-37207272	RPN2	20:37199050-37199225	MES	2	2	-	ENST00000237530	36.00	4.19584e-01	4.19584e-01	43.2748538011696|27.2	42.4657534246575|100	20_37184374_37207272_W_ENST00000237530_2
1:155261227-155261734	SCAMP3	1:155262330-155261226	IR	2	2	-	ENST00000480219	35.77	2.72546e-01	2.72546e-01	24.1379310344828|21.4285714285714	42.1052631578947|75	1_155262330_155261226_R_ENST00000480219_1
17:41819400-41820946	FKBP10	17:41820269-41820461	MES	2	2	NMD	ENST00000489591	35.51	3.11964e-01	3.11964e-01	6.89655172413793|12.7272727272727	26|64.6464646464647	17_41819400_41820946_W_ENST00000489591_2
17:41819400-41820946	FKBP10	17:41820269-41820461	MES	2	2	-	ENST00000455106	35.51	3.11964e-01	3.11964e-01	6.89655172413793|12.7272727272727	26|64.6464646464647	17_41819400_41820946_W_ENST00000455106_3
12:130872127-130873002	RAN	12:130872584-130872920	SES	2	2	-	ENST00000477395	35.46	3.71478e-01	3.71478e-01	86.3636363636364|39.3762183235867	96.6666666666667|100	12_130872127_130873002_W_ENST00000477395_1
1:23557918-23558415	ID3	1:23559020-23557917	IR	2	2	-	ENST00000374561	34.94	4.43275e-01	4.43275e-01	27.7777777777778|86.3636363636364	89.7435897435898|94.2857142857143	1_23559020_23557917_R_ENST00000374561_1
10:133420026-133420670	MTG1	10:133424573-133420665	IR	2	2	-	ENST00000317502	34.50	1.15786e-01	1.15786e-01	69.2307692307692|50	88.2352941176471|100	10_133424573_133420665_R_ENST00000317502_1
19:3577101-3577980	HMG20B	19:3577101-3577107	A5SS	2	2	-	Ex.ENST00000333651	34.22	5.94979e-02	5.94979e-02	23.5294117647059|36.3636363636364	58.3333333333333|70	19_3577101_3577980_S_Ex.ENST00000333651_1
19:48325611-48329351	EMP3	19:48327521-48327623	MES	2	2	-	ENST00000270221	34.21	2.39638e-01	2.39638e-01	51.063829787234|53.2467532467532	100|72.7272727272727	19_48325611_48329351_W_ENST00000270221_2
10:123157881-123165046	BUB3	10:123162236-123162413	MES	2	2	-	ENST00000368858	34.14	1.37529e-01	1.37529e-01	25.3968253968254|45.2380952380952	65|73.9130434782609	10_123157881_123165046_W_ENST00000368858_2
20:37184374-37204766	RPN2	20:37198397-37198492	MES	2	2	NMD	ENST00000462163	34.05	3.48009e-01	3.48009e-01	13.0769230769231|26.5822784810127	32|75.7575757575758	20_37184374_37204766_W_ENST00000462163_1
7:100113882-100113954	TAF6	7:100114269-100113881	IR	2	2	-	ENST00000417349	34.02	2.54414e-01	2.54414e-01	11.1111111111111|9.67741935483871	58.8235294117647|30	7_100114269_100113881_R_ENST00000417349_1
7:100113882-100113954	TAF6	7:100114269-100113867	IR	2	2	-	ENST00000417349	34.02	2.54414e-01	2.54414e-01	11.1111111111111|9.67741935483871	58.8235294117647|30	7_100114269_100113867_R_ENST00000417349_1
8:144102817-144103225	SHARPIN	8:144103757-144102816	IR	2	2	-	ENST00000531375	33.89	2.57866e-01	2.57866e-01	76.6666666666667|44.4444444444444	88.8888888888889|100	8_144103757_144102816_R_ENST00000531375_1
19:39480962-39488060	TIMM50	19:39485688-39485807	MES	2	2	-	ENST00000314349	33.80	2.14667e-01	2.14667e-01	54.3478260869565|78.0487804878049	100|100	19_39480962_39488060_W_ENST00000314349_5
3:49100199-49100298	QARS	3:49100229-49099760	IR	2	2	-	ENST00000470225	33.66	4.27562e-01	4.27562e-01	63.1578947368421|9.52380952380952	90|50	3_49100229_49099760_R_ENST00000470225_1
7:99326005-99344292	ARPC1A	7:99333325-99333417	MES	2	2	-	ENST00000262942	33.40	5.00000e-01	5.00000e-01	33.2046332046332|100	100|100	7_99326005_99344292_W_ENST00000262942_1
1:120462198-120462799	NBPF8	1:120462794-120462799	A3SS	2	2	-	Ex.ENST00000583271	33.35	2.73552e-02	2.73552e-02	68.0851063829787|65.2173913043478	100|100	1_120462198_120462799_S_Ex.ENST00000583271_1
5:179709060-179722803	CANX	5:179709873-179710065	MES	2	2	-	ENST00000247461	33.33	2.81970e-01	2.81970e-01	30.3571428571429|65.9574468085106	89.2857142857143|73.6842105263158	5_179709060_179722803_W_ENST00000247461_1
17:7856685-7856843	NAA38	17:7857199-7856684	IR	2	2	-	ENST00000333775	33.33	3.55607e-01	3.55607e-01	31.0344827586207|57.1428571428571	54.8387096774194|100	17_7857199_7856684_R_ENST00000333775_1
12:50427910-50428934	LARP4	12:50428917-50428934	A3SS	2	2	-	ENST00000429001	33.33	5.00000e-01	5.00000e-01	0|0	0|66.6666666666667	12_50427910_50428934_S_ENST00000429001_1
1:2189548-2189781	FAAP20	1:2192976-2189712	IR	2	2	-	ENST00000378543	33.32	1.21212e-01	1.21212e-01	25.3968253968254|38.4615384615385	64.7058823529412|65.7894736842105	1_2192976_2189712_R_ENST00000378543_1
12:6850199-6850596	CDCA3	12:6851263-6850466	IR	2	2	-	ENST00000446553	33.30	3.69262e-01	3.69262e-01	46.1538461538462|25	45.4545454545455|92.3076923076923	12_6851263_6850466_R_ENST00000446553_1
3:14944680-14946154	FGD5-AS1	3:14947506-14945023	IR	2	2	-	ENST00000417835	33.29	9.80429e-02	9.80429e-02	71.875|61.5384615384615	100|100	3_14947506_14945023_R_ENST00000417835_1
1:161167100-161167486	PPOX	1:161167235-161167338	IR	2	2	-	ENST00000468968	33.15	3.53575e-01	3.53575e-01	50|7.5	66.6666666666667|57.1428571428571	1_161167235_161167338_R_ENST00000468968_1
8:54100350-54100939	LYPLA1	8:54101978-54100907	IR	2	2	-	ENST00000521856	33.06	3.27047e-01	3.27047e-01	18.75|60	61.5384615384615|83.3333333333333	8_54101978_54100907_R_ENST00000521856_1
17:7220831-7221951	ACADVL	17:7221538-7221682	MXS	2	2	-	ENST00000577857	32.97	3.85128e-01	3.85128e-01	34.2465753424658|29.6875	42|87.8787878787879	17_7220831_7221951_W_ENST00000577857_1
12:130874734-130875732	RAN	12:130875612-130875732	A3SS	2	2	-	Ex.ENST00000392367	32.96	5.00000e-01	5.00000e-01	34.0807174887892|100	100|100	12_130874734_130875732_S_Ex.ENST00000392367_1
12:6560241-6560787	NOP2	12:6560744-6560446	IR (overlapping region)	2	2	-	ENST00000537708	32.88	7.93594e-02	7.93594e-02	30.7692307692308|18.1818181818182	50|64.7058823529412	12_6560744_6560446_R_ENST00000537708_1
4:1718385-1718626	TMEM129	4:1721332-1718151	IR	2	2	NMD	ENST00000480360	32.81	1.34214e-01	1.34214e-01	40|42.8571428571429	81.8181818181818|66.6666666666667	4_1721332_1718151_R_ENST00000480360_1
1:9729028-9730705	CLSTN1	1:9731391-9729026	IR	2	2	-	ENST00000361311	32.76	1.39544e-01	1.39544e-01	15.1515151515152|36	50|66.6666666666667	1_9731391_9729026_R_ENST00000361311_1
1:9729028-9730705	CLSTN1	1:9731391-9729025	IR	2	2	-	ENST00000361311	32.76	1.39544e-01	1.39544e-01	15.1515151515152|36	50|66.6666666666667	1_9731391_9729025_R_ENST00000361311_1
16:28844626-28844862	TUFM	16:28845056-28844697	IR	2	2	-	ENST00000561644	32.56	2.60836e-01	2.60836e-01	63.6363636363636|32.6530612244898	66.6666666666667|94.7368421052632	16_28845056_28844697_R_ENST00000561644_1
19:58548593-58548861	TRIM28	19:58548740-58548776	SES	2	2	-	ENST00000253024	32.47	5.00000e-01	5.00000e-01	35.0574712643678|100	100|100	19_58548593_58548861_W_ENST00000253024_1
19:15400968-15401043	AKAP8L	19:15401294-15400967	IR	2	2	-	ENST00000595136	32.35	4.12828e-01	4.12828e-01	31.0344827586207|81.8181818181818	96.2962962962963|81.25	19_15401294_15400967_R_ENST00000595136_1
11:494552-494778	RNH1	11:495054-494522	IR	2	2	-	ENST00000354420	32.35	2.23490e-01	2.23490e-01	76.5957446808511|50	100|91.304347826087	11_495054_494522_R_ENST00000354420_1
8:142701600-142704164	LY6K	8:142701714-142702499	IR	2	2	-	ENST00000522591	32.20	5.53009e-01	5.53009e-01	27.2727272727273|32.1428571428571	100|23.8095238095238	8_142701714_142702499_R_ENST00000522591_1
1:1309086-1309840	PUSL1	1:1309610-1304085	IR	2	2	-	ENST00000463758	32.05	2.54512e-02	2.54512e-02	69.2307692307692|66.6666666666667	100|100	1_1309610_1304085_R_ENST00000463758_1
17:7224553-7224714	ACADVL	17:7224642-7224714	A3SS	2	2	NMD	ENST00000322910	32.01	1.56621e-01	1.56621e-01	62.2641509433962|43.75	74.1935483870968|95.8333333333333	17_7224553_7224714_S_ENST00000322910_1
22:37953808-37956772	POLR2F	22:37953808-37955998	A5SS	2	2	-	Ex.TSS.ENST00000405557	31.99	3.96156e-02	3.96156e-02	0|0	30|33.9869281045752	22_37953808_37956772_S_Ex.TSS.ENST00000405557_1
12:6560204-6560326	NOP2	12:6560794-6560097	IR (overlapping region)	2	2	-	ENST00000536506	31.96	4.41251e-02	4.41251e-02	33.3333333333333|25	59.0909090909091|63.1578947368421	12_6560794_6560097_R_ENST00000536506_1
2:27101079-27101461	CGREF1	2:27102222-27100415	IR	2	2	-	ENST00000260595	31.85	2.21199e-01	2.21199e-01	32.3529411764706|60	71.4285714285714|84.6153846153846	2_27102222_27100415_R_ENST00000260595_1
11:73872667-73873394	COA4	11:73876675-73872668	IR	2	2	-	ENST00000355693	31.80	4.54447e-01	4.54447e-01	26.3157894736842|52.9411764705882	42.8571428571429|100	11_73876675_73872668_R_ENST00000355693_1
8:144850219-144851395	COMMD5	8:144853004-144850825	IR	2	2	-	ENST00000305103	31.65	4.00279e-01	4.00279e-01	16.6666666666667|45.4545454545455	86.9565217391304|38.4615384615385	8_144853004_144850825_R_ENST00000305103_1
15:65879752-65887700	RAB11A	15:65879752-65883466	A5SS	2	2	-	Ex.TSS.ENST00000261890	31.65	1.23057e-02	1.23057e-02	0|0	31.0344827586207|32.258064516129	15_65879752_65887700_S_Ex.TSS.ENST00000261890_1
15:65877956-65887700	RAB11A	15:65877956-65883466	A5SS	2	2	-	Ex.TSS.ENST00000566233	31.65	1.23057e-02	1.23057e-02	0|0	31.0344827586207|32.258064516129	15_65877956_65887700_S_Ex.TSS.ENST00000566233_1
16:3657906-3665472	DNASE1	16:3661991-3658792	IR (overlapping region)	2	2	-	ENST00000407479	31.62	1.60054e-01	1.60054e-01	21.0526315789474|11.5384615384615	58.3333333333333|37.5	16_3661991_3658792_R_ENST00000407479_1
1:160215715-160217708	DCAF8	1:160222782-160216552	IR (overlapping region)	2	2	-	ENST00000326837	31.48	2.07707e-01	2.07707e-01	69.2307692307692|42.5	96.4285714285714|78.2608695652174	1_160222782_160216552_R_ENST00000326837_1
9:128694002-128694640	SET	9:128694002-128694042	A5SS	2	2	-	Ex.TSS.ENST00000322030	31.43	2.22035e-01	2.22035e-01	80|57.1428571428571	100|100	9_128694002_128694640_S_Ex.TSS.ENST00000322030_1
1:9729028-9730705	CLSTN1	1:9731391-9729027	IR	2	2	-	ENST00000361311	31.41	2.27541e-01	2.27541e-01	15.1515151515152|42.8571428571429	54.1666666666667|66.6666666666667	1_9731391_9729027_R_ENST00000361311_1
12:6850199-6850596	CDCA3	12:6851259-6850466	IR	2	2	-	ENST00000446553	31.38	3.89182e-01	3.89182e-01	50|25	45.4545454545455|92.3076923076923	12_6851259_6850466_R_ENST00000446553_1
17:7394104-7394271	TMEM256-PLSCR3	17:7394566-7393600	IR (overlapping region)	2	2	NMD	ENST00000570569	31.28	3.85577e-01	3.85577e-01	60|16.6666666666667	70|69.2307692307692	17_7394566_7393600_R_ENST00000570569_1
12:130872618-130872835	RAN	12:130872618-130872629	A5SS	2	2	-	ENST00000392367	31.07	3.87325e-01	3.87325e-01	50|44.1176470588235	56.25|100	12_130872618_130872835_S_ENST00000392367_1
12:130872127-130872835	RAN	12:130872127-130872629	TSS|A5SS	2	2	-	TSS.ENST00000392369	31.07	3.87325e-01	3.87325e-01	50|44.1176470588235	56.25|100	12_130872127_130872835_S_TSS.ENST00000392369_1
X:154348529-154349036	FLNA	X:154349566-154348921	IR	2	2	-	ENST00000360319	31.03	4.20329e-01	4.20329e-01	79.4117647058823|30.7692307692308	89.4736842105263|82.7586206896552	X_154349566_154348921_R_ENST00000360319_1
X:154348529-154349036	FLNA	X:154349566-154348919	IR	2	2	-	ENST00000360319	31.03	4.20329e-01	4.20329e-01	79.4117647058823|30.7692307692308	89.4736842105263|82.7586206896552	X_154349566_154348919_R_ENST00000360319_1
1:153929501-153930442	DENND4B	1:153931065-153929500	IR (overlapping region)	2	2	-	ENST00000361217	30.96	4.73448e-02	4.73448e-02	31.25|25	54.1666666666667|64	1_153931065_153929500_R_ENST00000361217_1
6:30489512-30489995	HLA-E	6:30489596-30489725	IR	2	2	-	ENST00000493699	30.91	1.98099e-01	1.98099e-01	43.859649122807|66.6666666666667	90|82.3529411764706	6_30489596_30489725_R_ENST00000493699_1
19:58549737-58550035	TRIM28	19:58549861-58549948	IR	2	2	-	ENST00000595974	30.89	4.76236e-01	4.76236e-01	34.3283582089552|45.8333333333333	41.9354838709677|100	19_58549861_58549948_R_ENST00000595974_1
X:154364632-154364957	FLNA	X:154365258-154364820	IR	2	2	-	ENST00000465144	30.88	3.52883e-01	3.52883e-01	0|0	11.7647058823529|50	X_154365258_154364820_R_ENST00000465144_1
17:7856685-7856843	NAA38	17:7857199-7856685	IR	2	2	-	ENST00000333775	30.87	3.66329e-01	3.66329e-01	33.3333333333333|62.5	57.5757575757576|100	17_7857199_7856685_R_ENST00000333775_1
8:143991692-143992373	GRINA	8:143991950-143992244	IR (overlapping region)	2	2	-	ENST00000525513	30.69	4.53716e-02	4.53716e-02	50.8333333333333|58.4158415841584	90.3225806451613|80.3030303030303	8_143991950_143992244_R_ENST00000525513_1
16:3679735-3679790	TRAP1	16:3679791-3677497	IR (overlapping region)	2	2	-	ENST00000571538	30.69	1.54466e-01	1.54466e-01	16.6666666666667|35.2941176470588	66.6666666666667|46.6666666666667	16_3679791_3677497_R_ENST00000571538_1
16:2979473-2979912	PKMYT1	16:2980324-2979647	IR	2	2	-	ENST00000570649	30.58	7.80754e-02	7.80754e-02	30|16.6666666666667	60|47.8260869565217	16_2980324_2979647_R_ENST00000570649_1
17:44196964-44197026	ATXN7L3	17:44200114-44195418	IR	2	2	-	ENST00000589805	30.44	1.24351e-01	1.24351e-01	15.7894736842105|33.3333333333333	60|50	17_44200114_44195418_R_ENST00000589805_1
7:2537877-2538764	BRAT1	7:2541485-2537880	IR	2	2	-	ENST00000340611	30.40	2.34203e-01	2.34203e-01	55.5555555555556|27.2727272727273	80|63.6363636363636	7_2541485_2537880_R_ENST00000340611_1
14:23995134-24004336	DHRS4L2	14:24001033-24001084	MES	2	2	-	ENST00000335125	30.40	2.08432e-01	2.08432e-01	35.8490566037736|14.5454545454545	54.0540540540541|57.1428571428571	14_23995134_24004336_W_ENST00000335125_2
2:38294880-38296113	ATL2	2:38298576-38295608	IR	2	2	-	ENST00000378954	30.36	6.17448e-02	6.17448e-02	60.6060606060606|52.6315789473684	88.2352941176471|85.7142857142857	2_38298576_38295608_R_ENST00000378954_1
