Event Region,Gene Symbol,Target Exon,Event Type,N,T,Exon Type,Reference Transcript,ΔPSI (%),T-test p-value,FDR (BH),N Values,T Values,Database ID,Grouped Event Type
12:53462568-53467220,PCBP2,12:53465932-53465973,MXS,2,2,-,ENST00000359282,22.36,0.00875595,0.00875595,58.7719298245614|60.8108108108108,83.5714285714286|80.7228915662651,12_53462568_53467220_W_ENST00000359282_1,Exon Skipping
19:39433207-39433418,RPS16,19:39434391-39433252,IR,2,2,-,ENST00000251453,21.32,0.00426194,0.00426194,19.672131147541|18.716577540107,41.2903225806452|39.7435897435897,19_39434391_39433252_R_ENST00000251453_1,IR
8:143817886-143818534,PUF60,8:143818286-143817978,IR,2,2,-,ENST00000528320,21.22,0.00889338,0.00889338,4.76190476190476|2,23.5955056179775|25.609756097561,8_143818286_143817978_R_ENST00000528320_1,IR
3:49027711-49027916,IMPDH2,3:49028143-49026959,IR,2,2,-,ENST00000485500,20.41,0.0065411,0.0065411,27.6595744680851|25.5813953488372,46.3414634146341|47.7272727272727,3_49028143_49026959_R_ENST00000485500_1,IR
14:102229120-102229657,MOK,14:102232672-102229456,IR,2,2,-,ENST00000519058,20.18,0.00478785,0.00478785,20.6896551724138|22.2222222222222,41.1764705882353|42.1052631578947,14_102232672_102229456_R_ENST00000519058_1,IR
17:4547685-4548057,MYBBP1A,17:4548311-4547957,IR,2,2,-,ENST00000573175,20.14,0.000417523,0.000417523,5.88235294117647|6.25,26.0869565217391|26.3157894736842,17_4548311_4547957_R_ENST00000573175_1,IR
1:156731991-156732473,RRNAD1,1:156732116-156732280,IR,2,2,-,ENST00000484742,20.12,0.00861667,0.00861667,54.5454545454545|57.1428571428571,76.9230769230769|75,1_156732116_156732280_R_ENST00000484742_1,IR
19:10115737-10115820,EIF3G,19:10116075-10115683,IR,2,2,-,ENST00000587146,-21.66,0.00710337,0.00710337,50|47.8260869565217,25.9259259259259|28.5714285714286,19_10116075_10115683_R_ENST00000587146_1,IR
19:805188-806407,PTBP1,19:805528-806408,A3SS,2,2,-,Ex.ENST00000349038,-27.26,0.00943242,0.00943242,26.8518518518519|27.6595744680851,0|0,19_805188_806407_S_Ex.ENST00000349038_1,A3SS
1:155750332-155750733,GON4L,1:155751870-155750331,IR,2,2,-,ENST00000271883,-32.69,0.00254918,0.00254918,55.5555555555556|57.8947368421053,25|23.0769230769231,1_155751870_155750331_R_ENST00000271883_1,IR
1:183137828-183140403,LAMC1,1:183137828-183138005,A5SS,2,2,-,Ex.ENST00000258341,-32.84,0.00950108,0.00950108,32.3529411764706|33.3333333333333,0|0,1_183137828_183140403_S_Ex.ENST00000258341_1,A5SS
19:10115737-10115820,EIF3G,19:10115821-10115533,IR,2,2,-,ENST00000587146,-32.95,0.00183521,0.00183521,72.4137931034483|70.3703703703704,39.3939393939394|37.5,19_10115821_10115533_R_ENST00000587146_1,IR
11:75569172-75571780,SERPINH1,11:75569172-75569700,A5SS,2,2,-,Ex.TSS.ENST00000358171,-33.07,0.00246048,0.00246048,33.1932773109244|32.9376854599407,0|0,11_75569172_75571780_S_Ex.TSS.ENST00000358171_1,A5SS
11:65607802-65607816,MAP3K11,11:65608071-65607801,IR,2,2,-,ENST00000526293,-50.88,0.00797486,0.00797486,93.3333333333333|100,42.8571428571429|48.7179487179487,11_65608071_65607801_R_ENST00000526293_1,IR
3:23917174-23917946,RPL15,3:23917174-23917849,A5SS,2,2,-,Ex.TSS.ENST00000436146,-51.31,0.00414338,0.00414338,50.9803921568627|51.6483516483517,0|0,3_23917174_23917946_S_Ex.TSS.ENST00000436146_1,A5SS
