Event Region	Gene Symbol	Target Exon	Event Type	N	T	Exon Type	Reference Transcript	ΔPSI (%)	T-test p-value	FDR (BH)	N Values	T Values	Database ID
17:81915256-81915512	SIRT7	17:81915682-81915439	IR	2	2	-	ENST00000570367	86.06	2.25427e-02	2.25427e-02	10|3.84615384615385	92.8571428571429|93.1034482758621	17_81915682_81915439_R_ENST00000570367_1
10:97400481-97400534	RRP12	10:97401371-97400304	IR (overlapping region)	2	2	-	ENST00000439965	85.98	3.32790e-02	3.32790e-02	6.25|0	96.969696969697|81.25	10_97401371_97400304_R_ENST00000439965_1
10:97400481-97400534	RRP12	10:97401369-97400304	IR (overlapping region)	2	2	-	ENST00000439965	85.98	3.32790e-02	3.32790e-02	6.25|0	96.969696969697|81.25	10_97401369_97400304_R_ENST00000439965_1
7:2366317-2366743	EIF3B	7:2366449-2366524	IR	2	2	-	ENST00000463026	85.81	9.33611e-03	9.33611e-03	11.1111111111111|0	87.5|95.2380952380952	7_2366449_2366524_R_ENST00000463026_1
11:118908417-118908655	BCL9L	11:118910016-118908416	IR	2	2	-	ENST00000532899	85.81	5.64262e-02	5.64262e-02	3.84615384615385|7.14285714285714	100|82.6086956521739	11_118910016_118908416_R_ENST00000532899_1
12:6563891-6563946	NOP2	12:6566458-6563890	IR (overlapping region)	2	2	-	ENST00000536124	85.75	3.25802e-02	3.25802e-02	7.69230769230769|10	89.1891891891892|100	12_6566458_6563890_R_ENST00000536124_1
1:156597468-156598121	GPATCH4	1:156599105-156597763	IR	2	2	-	ENST00000506832	85.60	1.24366e-03	1.24366e-03	2.08333333333333|0	86.1111111111111|87.1794871794872	1_156599105_156597763_R_ENST00000506832_1
1:1338334-1338436	DVL1	1:1338654-1338333	IR	2	2	-	ENST00000634054	85.41	2.27568e-02	2.27568e-02	11.5384615384615|17.6470588235294	100|100	1_1338654_1338333_R_ENST00000634054_1
3:64019424-64019441	PSMD6	3:64022524-64019423	IR	2	2	-	ENST00000478185	85.36	4.67965e-02	4.67965e-02	3.84615384615385|0	79.4117647058823|95.1612903225807	3_64022524_64019423_R_ENST00000478185_1
1:156597468-156598121	GPATCH4	1:156598495-156597939	IR	2	2	-	ENST00000506832	85.05	9.11662e-04	9.11662e-04	3.44827586206897|5	89.6551724137931|88.8888888888889	1_156598495_156597939_R_ENST00000506832_1
1:154548577-154550469	UBE2Q1	1:154551005-154550408	IR	2	2	-	ENST00000292211	85.02	3.76576e-03	3.76576e-03	13.0434782608696|5.55555555555556	97.4358974358974|91.2087912087912	1_154551005_154550408_R_ENST00000292211_1
20:35704703-35704746	RBM39	20:35705331-35704702	IR	2	2	-	ENST00000448303	85.00	1.24811e-02	1.24811e-02	0|0	83.3333333333333|86.6666666666667	20_35705331_35704702_R_ENST00000448303_1
17:82249578-82250179	CSNK1D	17:82251528-82249488	IR (overlapping region)	2	2	-	ENST00000578904	85.00	3.71840e-02	3.71840e-02	10|0	100|80	17_82251528_82249488_R_ENST00000578904_1
1:153954266-153954316	CRTC2	1:153955167-153954254	IR	2	2	-	ENST00000492073	84.92	2.82712e-03	2.82712e-03	14.2857142857143|10	94.1176470588235|100	1_153955167_153954254_R_ENST00000492073_1
1:156598967-156599408	GPATCH4	1:156599105-156598226	IR	2	2	-	ENST00000525375	84.73	3.12762e-03	3.12762e-03	2.08333333333333|0	83.7837837837838|87.7551020408163	1_156599105_156598226_R_ENST00000525375_1
2:96184859-96186914	STARD7	2:96187302-96186749	IR	2	2	-	ENST00000337288	84.56	2.35099e-03	2.35099e-03	0|5.88235294117647	85|90	2_96187302_96186749_R_ENST00000337288_1
4:1822774-1823131	LETM1	4:1823776-1822773	IR	2	2	-	ENST00000511977	84.41	1.52666e-03	1.52666e-03	0|0	84.2105263157895|84.6153846153846	4_1823776_1822773_R_ENST00000511977_1
1:156597468-156598121	GPATCH4	1:156598320-156598034	IR	2	2	-	ENST00000506832	84.41	2.16290e-02	2.16290e-02	10.5263157894737|5.26315789473684	98.3333333333333|86.2745098039216	1_156598320_156598034_R_ENST00000506832_1
19:14516636-14517046	DNAJB1	19:14517834-14516465	IR (overlapping region)	2	2	-	ENST00000594099	84.15	1.23242e-02	1.23242e-02	8.33333333333333|18.1818181818182	100|94.8051948051948	19_14517834_14516465_R_ENST00000594099_1
1:156597764-156598319	GPATCH4	1:156598495-156598226	IR	2	2	-	ENST00000527691	84.14	7.32871e-03	7.32871e-03	3.44827586206897|7.31707317073171	90.1639344262295|88.8888888888889	1_156598495_156598226_R_ENST00000527691_1
7:135165785-135166871	CYREN	7:135167808-135166599	IR	2	2	-	ENST00000393114	84.02	9.44799e-02	9.44799e-02	0|27.2727272727273	100|95.3125	7_135167808_135166599_R_ENST00000393114_1
7:135165785-135166871	CYREN	7:135167808-135166467	IR	2	2	-	ENST00000393114	84.02	9.44799e-02	9.44799e-02	0|27.2727272727273	100|95.3125	7_135167808_135166467_R_ENST00000393114_1
20:38421647-38421774	RF00056	20:38426053-38421005	IR	2	2	-	ENST00000362582	84.00	7.94234e-03	7.94234e-03	13.3333333333333|6.25	98.8095238095238|88.7755102040816	20_38426053_38421005_R_ENST00000362582_1
16:19701934-19707221	KNOP1	16:19710587-19707164	IR (overlapping region)	2	2	-	ENST00000219837	84.00	1.18386e-02	1.18386e-02	7.14285714285714|18.1818181818182	93.3333333333333|100	16_19710587_19707164_R_ENST00000219837_1
4:24527475-24528041	DHX15	4:24530080-24527759	IR	2	2	-	ENST00000336812	83.99	3.70267e-02	3.70267e-02	4.34782608695652|0	93.2203389830508|79.1044776119403	4_24530080_24527759_R_ENST00000336812_1
21:43421112-43421133	SIK1	21:43421134-43420437	IR	2	2	-	ENST00000478426	83.99	3.82447e-02	3.82447e-02	8|0	78.8461538461538|97.1428571428571	21_43421134_43420437_R_ENST00000478426_1
1:150266645-150266656	APH1A	1:150267203-150266532	IR	2	2	-	ENST00000236017	83.74	3.16620e-02	3.16620e-02	4.34782608695652|5.88235294117647	93.5897435897436|84.1269841269841	1_150267203_150266532_R_ENST00000236017_1
1:156598967-156599408	GPATCH4	1:156599031-156598420	IR	2	2	-	ENST00000525375	83.69	1.25886e-03	1.25886e-03	3.44827586206897|0	83.3333333333333|87.5	1_156599031_156598420_R_ENST00000525375_1
1:154551223-154551492	UBE2Q1	1:154551493-154550937	IR	2	2	-	ENST00000476612	83.64	3.71071e-03	3.71071e-03	9.52380952380952|6.66666666666667	89.2307692307692|94.2307692307692	1_154551493_154550937_R_ENST00000476612_1
20:35704703-35704746	RBM39	20:35705331-35704667	IR	2	2	-	ENST00000448303	83.58	2.00050e-02	2.00050e-02	0|0	80.9523809523809|86.2068965517241	20_35705331_35704667_R_ENST00000448303_1
1:156598967-156599408	GPATCH4	1:156599047-156598420	IR	2	2	-	ENST00000525375	83.58	2.22957e-03	2.22957e-03	3.44827586206897|0	82.8571428571429|87.7551020408163	1_156599047_156598420_R_ENST00000525375_1
19:15265627-15265643	BRD4	19:15265644-15264403	IR	2	2	NMD	ENST00000597315	83.58	3.79924e-02	3.79924e-02	3.2258064516129|14.2857142857143	91.5032679738562|93.1654676258993	19_15265644_15264403_R_ENST00000597315_1
1:228107767-228107869	MRPL55	1:228108085-228107667	IR	2	2	-	ENST00000411464	83.53	4.23607e-03	4.23607e-03	12.5|5	88.3495145631068|96.2025316455696	1_228108085_228107667_R_ENST00000411464_1
17:21017942-21018111	USP22	17:21018112-21015751	IR	2	2	-	ENST00000476111	83.42	2.35112e-02	2.35112e-02	14.2857142857143|0	100|81.1320754716981	17_21018112_21015751_R_ENST00000476111_1
1:156598967-156599408	GPATCH4	1:156599105-156598420	IR	2	2	-	ENST00000525375	83.35	8.67076e-04	8.67076e-04	2.08333333333333|0	83.7837837837838|85	1_156599105_156598420_R_ENST00000525375_1
17:42823818-42823879	BECN1	17:42824252-42823747	IR	2	2	-	ENST00000612631	83.32	8.65406e-03	8.65406e-03	13.3333333333333|9.09090909090909	93.854748603352|95.2054794520548	17_42824252_42823747_R_ENST00000612631_1
11:123058909-123058995	SNORD14D	11:123059104-123058790	IR	2	2	-	ENST00000384390	83.28	3.13950e-03	3.13950e-03	4.14201183431953|4.08163265306122	87.817703768624|86.9565217391304	11_123059104_123058790_R_ENST00000384390_1
17:42823818-42823879	BECN1	17:42824254-42823747	IR	2	2	-	ENST00000612631	83.23	8.90343e-03	8.90343e-03	13.3333333333333|9.09090909090909	93.7853107344633|95.1048951048951	17_42824254_42823747_R_ENST00000612631_1
12:6556871-6557642	NOP2	12:6560327-6557220	IR (overlapping region)	2	2	-	ENST00000322166	83.12	3.04163e-03	3.04163e-03	9.09090909090909|5.26315789473684	87.5|93.1034482758621	12_6560327_6557220_R_ENST00000322166_1
17:42823818-42823879	BECN1	17:42824288-42823704	IR	2	2	-	ENST00000612631	83.11	1.33707e-02	1.33707e-02	13.3333333333333|9.09090909090909	93.956043956044|94.6969696969697	17_42824288_42823704_R_ENST00000612631_1
17:42823818-42823879	BECN1	17:42824261-42823747	IR	2	2	-	ENST00000612631	83.05	8.33800e-03	8.33800e-03	13.3333333333333|9.09090909090909	93.5672514619883|94.9640287769784	17_42824261_42823747_R_ENST00000612631_1
17:42823818-42823879	BECN1	17:42824264-42823747	IR	2	2	-	ENST00000612631	82.98	7.76695e-03	7.76695e-03	13.3333333333333|9.09090909090909	93.4523809523809|94.9275362318841	17_42824264_42823747_R_ENST00000612631_1
3:50290009-50290679	IFRD2	3:50290295-50289446	IR	2	2	-	ENST00000462001	82.73	9.90854e-03	9.90854e-03	9.375|9.09090909090909	93.3510638297872|90.5723905723906	3_50290295_50289446_R_ENST00000462001_1
7:135168596-135169060	CYREN	7:135169061-135167731	IR (overlapping region)	2	2	-	ENST00000486115	82.60	1.01568e-01	1.01568e-01	30|3.125	100|98.3333333333333	7_135169061_135167731_R_ENST00000486115_1
16:2263897-2264331	RNPS1	16:2268398-2264175	IR (overlapping region)	2	2	-	ENST00000563857	82.53	2.19197e-02	2.19197e-02	7.89473684210526|11.1111111111111	87.2611464968153|96.7948717948718	16_2268398_2264175_R_ENST00000563857_1
16:89300696-89300962	ANKRD11	16:89305345-89300695	IR	2	2	-	ENST00000563291	82.50	1.63327e-02	1.63327e-02	13.3333333333333|5.88235294117647	85.7142857142857|98.5074626865672	16_89305345_89300695_R_ENST00000563291_1
1:156596081-156596131	GPATCH4	1:156596479-156596080	IR	2	2	NMD	ENST00000474904	82.47	6.05162e-02	6.05162e-02	4.76190476190476|8.33333333333333	98.0392156862745|80	1_156596479_156596080_R_ENST00000474904_1
17:42823818-42823879	BECN1	17:42824279-42823747	IR	2	2	-	ENST00000612631	82.41	1.16022e-02	1.16022e-02	13.3333333333333|9.09090909090909	93.125|94.1176470588235	17_42824279_42823747_R_ENST00000612631_1
17:42823818-42823879	BECN1	17:42824283-42823747	IR	2	2	-	ENST00000612631	82.33	1.27847e-02	1.27847e-02	13.3333333333333|9.09090909090909	93.125|93.9655172413793	17_42824283_42823747_R_ENST00000612631_1
11:123058909-123058995	SNORD14D	11:123059098-123058251	IR	2	2	-	ENST00000384390	82.32	5.84685e-04	5.84685e-04	5.93824228028503|8.45070422535211	90.9356725146199|88.088376560999	11_123059098_123058251_R_ENST00000384390_1
17:42823818-42823879	BECN1	17:42824288-42823747	IR	2	2	-	ENST00000612631	82.28	1.35583e-02	1.35583e-02	13.3333333333333|9.09090909090909	93.125|93.859649122807	17_42824288_42823747_R_ENST00000612631_1
11:62835605-62835841	WDR74	11:62836037-62835604	IR	2	2	-	ENST00000453708	82.28	6.18762e-02	6.18762e-02	10.3448275862069|7.14285714285714	100|82.051282051282	11_62836037_62835604_R_ENST00000453708_1
16:2265503-2267328	RNPS1	16:2268413-2264572	IR	2	2	-	ENST00000566783	82.24	5.14226e-03	5.14226e-03	12.5|11.7647058823529	93.125|95.6204379562044	16_2268413_2264572_R_ENST00000566783_1
1:36178411-36179025	MAP7D1	1:36178597-36178684	IR	2	2	-	ENST00000532131	82.20	7.30214e-02	7.30214e-02	0|0	72.7272727272727|91.6666666666667	1_36178597_36178684_R_ENST00000532131_1
17:42823818-42823879	BECN1	17:42824380-42823817	IR	2	2	-	ENST00000612631	82.16	1.62726e-02	1.62726e-02	13.3333333333333|9.09090909090909	93.2926829268293|93.4579439252336	17_42824380_42823817_R_ENST00000612631_1
1:161041326-161041846	USF1	1:161041722-161041323	IR	2	2	-	ENST00000491629	82.06	7.76989e-03	7.76989e-03	7.69230769230769|18.1818181818182	100|90	1_161041722_161041323_R_ENST00000491629_1
1:156596081-156596131	GPATCH4	1:156596479-156596079	IR	2	2	NMD	ENST00000474904	82.04	6.44102e-02	6.44102e-02	4.76190476190476|8.33333333333333	98|79.1666666666667	1_156596479_156596079_R_ENST00000474904_1
3:50290009-50290679	IFRD2	3:50290252-50289928	IR	2	2	-	ENST00000462001	82.03	1.63844e-02	1.63844e-02	13.4615384615385|8.06451612903226	93.348623853211|92.2437673130194	3_50290252_50289928_R_ENST00000462001_1
3:50290009-50290679	IFRD2	3:50290295-50289928	IR	2	2	-	ENST00000462001	82.01	1.79108e-02	1.79108e-02	13.4615384615385|8.06451612903226	93.2084309133489|92.3287671232877	3_50290295_50289928_R_ENST00000462001_1
1:150266645-150266656	APH1A	1:150267255-150266348	IR	2	2	-	ENST00000236017	81.98	7.32257e-03	7.32257e-03	14.2857142857143|6.66666666666667	97.4025974025974|87.5	1_150267255_150266348_R_ENST00000236017_1
1:156598967-156599408	GPATCH4	1:156601471-156598420	IR	2	2	-	ENST00000525375	81.97	5.65372e-04	5.65372e-04	0|2.5	81.8181818181818|84.6153846153846	1_156601471_156598420_R_ENST00000525375_1
1:154548577-154550469	UBE2Q1	1:154551005-154548576	IR	2	2	-	ENST00000292211	81.93	6.25235e-02	6.25235e-02	4.76190476190476|5.55555555555556	95.2380952380952|78.9473684210526	1_154551005_154548576_R_ENST00000292211_1
16:89300696-89300962	ANKRD11	16:89305345-89298867	IR	2	2	-	ENST00000563291	81.86	3.91326e-02	3.91326e-02	7.14285714285714|11.1111111111111	84.0579710144928|97.9166666666667	16_89305345_89298867_R_ENST00000563291_1
19:50799442-50799532	SNORD88A	19:50802258-50799271	IR	2	2	-	ENST00000408314	81.84	5.90989e-02	5.90989e-02	11.1111111111111|6.45161290322581	81.25|100	19_50802258_50799271_R_ENST00000408314_1
11:64768171-64768286	SF1	11:64769130-64768170	IR	2	2	-	ENST00000489544	81.67	1.29904e-02	1.29904e-02	0|0	80|83.3333333333333	11_64769130_64768170_R_ENST00000489544_1
12:6563891-6563946	NOP2	12:6566618-6563890	IR (overlapping region)	2	2	-	ENST00000536124	81.62	5.70763e-02	5.70763e-02	0|25	88.2352941176471|100	12_6566618_6563890_R_ENST00000536124_1
12:12823203-12824677	DDX47	12:12823320-12824539	IR (overlapping region)	2	2	-	ENST00000542123	81.61	4.27841e-02	4.27841e-02	3.84615384615385|0	90.7407407407407|76.3157894736842	12_12823320_12824539_R_ENST00000542123_1
11:202924-205667	BET1L	11:206044-205610	IR	2	2	-	ENST00000325147	81.56	1.01630e-03	1.01630e-03	3.7037037037037|0	81.8181818181818|85	11_206044_205610_R_ENST00000325147_1
12:12823203-12824677	DDX47	12:12823320-12823869	IR (overlapping region)	2	2	-	ENST00000542123	81.53	4.51915e-02	4.51915e-02	3.84615384615385|0	90.9090909090909|76	12_12823320_12823869_R_ENST00000542123_1
1:150266645-150266656	APH1A	1:150267203-150266644	IR	2	2	-	ENST00000236017	81.50	5.15854e-03	5.15854e-03	6.38297872340426|11.1111111111111	93.8271604938272|86.6666666666667	1_150267203_150266644_R_ENST00000236017_1
12:6556871-6557642	NOP2	12:6560327-6556862	IR (overlapping region)	2	2	-	ENST00000322166	81.40	3.26696e-03	3.26696e-03	0|5.26315789473684	82.3529411764706|85.7142857142857	12_6560327_6556862_R_ENST00000322166_1
X:154364632-154364957	FLNA	X:154364720-154364258	IR	2	2	-	ENST00000465144	81.35	2.18575e-02	2.18575e-02	0|11.1111111111111	95.2380952380952|78.5714285714286	X_154364720_154364258_R_ENST00000465144_1
8:143817886-143818534	PUF60	8:143818286-143817949	IR	2	2	-	ENST00000528320	81.34	1.00876e-03	1.00876e-03	4.76190476190476|2	85.625|83.8095238095238	8_143818286_143817949_R_ENST00000528320_1
20:38421647-38421774	RF00056	20:38426049-38421005	IR	2	2	-	ENST00000362582	81.26	3.51737e-02	3.51737e-02	13.3333333333333|11.7647058823529	98.8372093023256|88.7755102040816	20_38426049_38421005_R_ENST00000362582_1
12:6556871-6557642	NOP2	12:6560327-6556885	IR (overlapping region)	2	2	-	ENST00000322166	81.24	7.28405e-03	7.28405e-03	4.76190476190476|5.26315789473684	85|87.5	12_6560327_6556885_R_ENST00000322166_1
1:33331364-33331462	PHC2	1:33332405-33331347	IR (overlapping region)	2	2	-	ENST00000473158	81.16	1.56122e-02	1.56122e-02	14.2857142857143|0	95.6521739130435|80.9523809523809	1_33332405_33331347_R_ENST00000473158_1
11:64855322-64855486	EHD1	11:64860337-64855321	IR	2	2	-	ENST00000433803	81.15	2.41440e-02	2.41440e-02	8.69565217391304|0	86.6666666666667|84.3373493975904	11_64860337_64855321_R_ENST00000433803_1
17:44924709-44926499	KIF18B	17:44927079-44926359	IR	2	2	-	ENST00000587309	81.11	1.24550e-02	1.24550e-02	20|6.66666666666667	100|88.8888888888889	17_44927079_44926359_R_ENST00000587309_1
11:62833563-62834043	AP001160.1	11:62834332-62833814	IR	2	2	-	ENST00000535817	81.09	9.22581e-03	9.22581e-03	18.75|12.9032258064516	98.1308411214953|95.6989247311828	11_62834332_62833814_R_ENST00000535817_1
1:154551751-154551819	UBE2Q1	1:154551802-154551222	IR	2	2	-	ENST00000474181	81.05	3.66157e-02	3.66157e-02	14.2857142857143|14.2857142857143	90.6666666666667|100	1_154551802_154551222_R_ENST00000474181_1
1:145927064-145927736	LIX1L-AS1	1:145927496-145926808	IR (overlapping region)	2	2	-	ENST00000447686	81.03	2.94808e-02	2.94808e-02	0|0	77.2727272727273|84.7826086956522	1_145927496_145926808_R_ENST00000447686_1
17:28746743-28747264	TRAF4	17:28747120-28747212	IR (overlapping region)	2	2	-	ENST00000584944	80.96	3.52743e-04	3.52743e-04	18.9189189189189|16.9811320754717	100|97.8260869565217	17_28747120_28747212_R_ENST00000584944_1
