Event Region,Gene Symbol,Target Exon,Event Type,N,T,Exon Type,Reference Transcript,ΔPSI (%),T-test p-value,FDR (BH),N Values,T Values,Database ID,Grouped Event Type
15:75336063-75340266,COMMD4,15:75339105-75339964,IR,2,2,-,ENST00000564068,37.01,0.00139456,0.00139456,36.3636363636364|34.375,71.4285714285714|73.3333333333333,15_75339105_75339964_R_ENST00000564068_1,IR
8:98044433-98045088,RPL30,8:98045515-98044942,IR,2,2,-,ENST00000520998,35.87,0.00617642,0.00617642,7.01754385964912|5.32544378698225,40.5660377358491|43.5251798561151,8_98045515_98044942_R_ENST00000520998_1,IR
19:58555712-58556229,UBE2M,19:58556380-58556140,IR,2,2,-,ENST00000253023,35.74,0.00748937,0.00748937,56.25|53.3333333333333,92.5925925925926|88.4615384615385,19_58556380_58556140_R_ENST00000253023_1,IR
20:2657373-2658359,NOP56,20:2657489-2657928,IR,2,2,-,ENST00000415272,35.45,0.00966355,0.00966355,26.3157894736842|29.8245614035088,61.1111111111111|65.9340659340659,20_2657489_2657928_R_ENST00000415272_1,IR
5:112864457-112864919,SRP19,5:112864529-112864620,IR (overlapping region),2,2,-,ENST00000515755,35.38,0.00829295,0.00829295,10|6.25,45.8333333333333|41.1764705882353,5_112864529_112864620_R_ENST00000515755_1,IR
5:179621347-179621397,HNRNPH1,5:179621398-179620674,IR,2,2,-,ENST00000503664,35.16,0.00286007,0.00286007,32.3699421965318|35.0877192982456,67.7083333333333|70.059880239521,5_179621398_179620674_R_ENST00000503664_1,IR
12:57515920-57516337,MARS,12:57515992-57516244,IR,2,2,NMD,ENST00000545888,34.67,0.0033428,0.0033428,46.4285714285714|45.7142857142857,80|81.4814814814815,12_57515992_57516244_R_ENST00000545888_1,IR
17:81869523-81869625,ARHGDIA,17:81869626-81869172,IR,2,2,-,ENST00000582309,34.62,0.00873917,0.00873917,26.8817204301075|31.6326530612245,61.8279569892473|65.9259259259259,17_81869626_81869172_R_ENST00000582309_1,IR
17:7577569-7578244,EIF4A1,17:7577917-7578226,IR (overlapping region),2,2,-,ENST00000396527,34.55,0.0091541,0.0091541,31.8181818181818|34.7058823529412,65.6675749318801|69.9658703071672,17_7577917_7578226_R_ENST00000396527_1,IR
5:131159027-131159611,HINT1,5:131162677-131159026,IR,2,2,-,ENST00000304043,34.46,0.00388364,0.00388364,11.4285714285714|8.33333333333333,45.8333333333333|42.8571428571429,5_131162677_131159026_R_ENST00000304043_1,IR
19:40235894-40236104,AKT2,19:40238092-40235889,IR,2,2,-,ENST00000391845,34.39,0.00837211,0.00837211,20|15.3846153846154,54.1666666666667|50,19_40238092_40235889_R_ENST00000391845_1,IR
3:98520719-98521442,CLDND1,3:98521697-98521132,IR (overlapping region),2,2,-,ENST00000502980,33.78,0.00196136,0.00196136,10.377358490566|11.6666666666667,44.4444444444444|45.1612903225806,3_98521697_98521132_R_ENST00000502980_1,IR
19:58555712-58556229,UBE2M,19:58556380-58555711,IR,2,2,-,ENST00000253023,33.62,0.00417197,0.00417197,56.25|58.8235294117647,92|90.3225806451613,19_58556380_58555711_R_ENST00000253023_1,IR
8:98044433-98045088,RPL30,8:98045400-98044942,IR,2,2,-,ENST00000520998,32.95,0.000244065,0.000244065,8.62068965517241|8.04597701149425,40.9375|41.635687732342,8_98045400_98044942_R_ENST00000520998_1,IR
1:173865818-173866796,GAS5,1:173867031-173866760,IR,2,2,-,ENST00000421068,32.69,0.00670017,0.00670017,7.5|4.54545454545455,39.5833333333333|37.8378378378378,1_173867031_173866760_R_ENST00000421068_1,IR
1:161176849-161178013,PPOX,1:161177104-161176433,IR (overlapping region),2,2,NMD,ENST00000495483,32.24,0.00657203,0.00657203,3.03030303030303|6.66666666666667,38.4615384615385|35.7142857142857,1_161177104_161176433_R_ENST00000495483_1,IR
5:131162243-131162676,HINT1,5:131162677-131162110,IR,2,2,-,ENST00000506908,32.0,0.00446786,0.00446786,13.8888888888889|10.8108108108108,45.8333333333333|42.8571428571429,5_131162677_131162110_R_ENST00000506908_1,IR
X:53431258-53431594,HSD17B10,X:53432117-53431257,IR,2,2,-,ENST00000168216,31.74,0.00811426,0.00811426,4.8780487804878|5.88235294117647,37.2093023255814|37.037037037037,X_53432117_53431257_R_ENST00000168216_1,IR
5:179621011-179621397,HNRNPH1,5:179621336-179620891,IR,2,2,-,ENST00000505087,31.26,0.00775575,0.00775575,27.683615819209|23.8532110091743,55.6016597510373|58.4615384615385,5_179621336_179620891_R_ENST00000505087_1,IR
7:100089290-100090362,COPS6,7:100089416-100089614,IR,2,2,-,ENST00000465027,31.19,0.00296397,0.00296397,0|2.38095238095238,31.4285714285714|33.3333333333333,7_100089416_100089614_R_ENST00000465027_1,IR
3:48469794-48469843,SHISA5,3:48469846-48469360,IR,2,2,NMD,ENST00000415268,31.0,0.0088893,0.0088893,14.2857142857143|10.3448275862069,45.4545454545455|41.1764705882353,3_48469846_48469360_R_ENST00000415268_1,IR
16:671860-672181,RHOT2,16:672003-672083,IR,2,2,-,ENST00000568636,30.91,0.00325856,0.00325856,69.2307692307692|66.6666666666667,97.7272727272727|100,16_672003_672083_R_ENST00000568636_1,IR
5:179621347-179621397,HNRNPH1,5:179621371-179620891,IR,2,2,-,ENST00000503664,30.86,0.00813371,0.00813371,27.683615819209|23.8532110091743,55.2301255230126|58.0310880829015,5_179621371_179620891_R_ENST00000503664_1,IR
14:24144800-24145273,PSME2,14:24145466-24144799,IR,2,2,-,ENST00000559493,30.55,0.00979821,0.00979821,6.25|5.88235294117647,37.3333333333333|35.8974358974359,14_24145466_24144799_R_ENST00000559493_1,IR
X:53431859-53431906,HSD17B10,X:53432117-53431824,IR,2,2,-,ENST00000495986,29.98,0.00907762,0.00907762,7.14285714285714|11.1111111111111,41.1764705882353|37.037037037037,X_53432117_53431824_R_ENST00000495986_1,IR
17:50367867-50368298,MRPL27,17:50368868-50367867,IR,2,2,-,ENST00000225969,29.8,0.0090638,0.0090638,7.69230769230769|5.26315789473684,35.7142857142857|36.8421052631579,17_50368868_50367867_R_ENST00000225969_1,IR
14:24144800-24145273,PSME2,14:24145466-24145242,IR,2,2,-,ENST00000559493,29.02,0.00398146,0.00398146,3.2258064516129|5.88235294117647,34.7222222222222|32.4324324324324,14_24145466_24145242_R_ENST00000559493_1,IR
1:112704640-112705168,RHOC,1:112705734-112705099,IR (overlapping region),2,2,-,ENST00000527563,28.92,0.00838421,0.00838421,8.69565217391304|7.40740740740741,38.2352941176471|35.7142857142857,1_112705734_112705099_R_ENST00000527563_1,IR
5:138558970-138559039,RF00154,5:138560092-138558552,IR,2,2,-,ENST00000411005,28.14,0.0097497,0.0097497,11.3636363636364|7.5,39.5833333333333|35.5555555555556,5_138560092_138558552_R_ENST00000411005_1,IR
12:93405690-93410079,UBE2N,12:93410875-93405689,IR,2,2,-,ENST00000318066,27.49,0.00699931,0.00699931,6.25|9.61538461538462,33.8983050847458|36.9565217391304,12_93410875_93405689_R_ENST00000318066_1,IR
12:121777754-121779662,RHOF,12:121781007-121777753,IR (overlapping region),2,2,-,ENST00000267205,27.27,0.00423256,0.00423256,61.5384615384615|58.974358974359,88.6075949367088|86.4406779661017,12_121781007_121777753_R_ENST00000267205_1,IR
14:24144800-24145273,PSME2,14:24145466-24145226,IR,2,2,-,ENST00000559493,27.1,0.00781779,0.00781779,3.2258064516129|5.88235294117647,30.8823529411765|32.4324324324324,14_24145466_24145226_R_ENST00000559493_1,IR
17:18253427-18253458,FLII,17:18253720-18253300,IR,2,2,NMD,ENST00000581401,26.78,0.00290511,0.00290511,43.2432432432432|42.8571428571429,69.3877551020408|70.2702702702703,17_18253720_18253300_R_ENST00000581401_1,IR
2:197497168-197497392,HSPD1,2:197497508-197495293,IR,2,2,-,ENST00000426480,26.47,0.000294465,0.000294465,3.73134328358209|3.09278350515464,30.1587301587302|29.608938547486,2_197497508_197495293_R_ENST00000426480_1,IR
X:154354030-154354291,FLNA,X:154354484-154354150,IR,2,2,-,ENST00000474072,25.15,0.00222902,0.00222902,11.6883116883117|11.864406779661,36.9230769230769|36.9230769230769,X_154354484_154354150_R_ENST00000474072_1,IR
11:250784-252983,PSMD13,11:250866-251545,IR,2,2,-,ENST00000527982,25.11,0.0069585,0.0069585,5.55555555555556|2.5,30.4347826086957|27.8481012658228,11_250866_251545_R_ENST00000527982_1,IR
9:133348247-133348921,RPL7A,9:133348247-133348367,A5SS,2,2,-,Ex.TSS.ENST00000323345,24.73,0.00480873,0.00480873,0|0,24.5454545454545|24.9190938511327,9_133348247_133348921_S_Ex.TSS.ENST00000323345_1,A5SS
4:1234687-1238337,CTBP1,4:1241924-1234686,IR,2,2,-,ENST00000510568,24.72,0.0015954,0.0015954,4.76190476190476|3.33333333333333,28.125|29.4117647058824,4_1241924_1234686_R_ENST00000510568_1,IR
1:8011719-8014396,ERRFI1,1:8015385-8011718,IR,2,2,-,ENST00000377482,24.71,0.00398955,0.00398955,75|72.7272727272727,97.5609756097561|99.5850622406639,1_8015385_8011718_R_ENST00000377482_1,IR
12:108645109-108647522,CORO1C,12:108648851-108646566,IR,2,2,-,ENST00000261401,24.66,0.00619091,0.00619091,11.4285714285714|8.69565217391304,33.3333333333333|36.1111111111111,12_108648851_108646566_R_ENST00000261401_1,IR
17:32480489-32481471,PSMD11,17:32480632-32480752,IR,2,2,-,ENST00000457654,24.31,6.09351e-05,6.09351e-05,70.8333333333333|71,95.1724137931034|95.2830188679245,17_32480632_32480752_R_ENST00000457654_1,IR
1:20775655-20776005,HP1BP3,1:20776751-20773586,IR,2,2,-,ENST00000375000,23.72,0.0077122,0.0077122,40|42.8571428571429,66.6666666666667|63.6363636363636,1_20776751_20773586_R_ENST00000375000_1,IR
X:53431258-53431594,HSD17B10,X:53432117-53431262,IR,2,2,-,ENST00000168216,23.7,2.81731e-05,2.81731e-05,13.3333333333333|13.5135135135135,37.2093023255814|37.037037037037,X_53432117_53431262_R_ENST00000168216_1,IR
19:2111791-2111828,AP3D1,19:2112932-2111678,IR,2,2,-,ENST00000592488,23.31,0.00363645,0.00363645,5.55555555555556|4.05405405405405,28.5714285714286|27.6595744680851,19_2112932_2111678_R_ENST00000592488_1,IR
6:134996822-134996942,HBS1L,6:134997657-134996776,IR,2,2,-,ENST00000527507,23.15,0.00617271,0.00617271,2.5|0,23.0769230769231|25.7142857142857,6_134997657_134996776_R_ENST00000527507_1,IR
4:2932065-2932153,MFSD10,4:2932513-2931824,IR,2,2,-,ENST00000509676,23.15,0.00932426,0.00932426,52.3809523809524|50,75|73.6842105263158,4_2932513_2931824_R_ENST00000509676_1,IR
16:17514-17750,Z84723.1,16:17751-17290,IR (overlapping region),2,2,-,ENST00000568710,22.4,0.00509285,0.00509285,0|0,22.5806451612903|22.2222222222222,16_17751_17290_R_ENST00000568710_1,IR
16:21422707-21422786,NPIPB3,16:21425382-21422706,IR,2,2,-,ENST00000537983,21.14,0.00386148,0.00386148,16.9230769230769|16.6666666666667,37.9310344827586|37.9310344827586,16_21425382_21422706_R_ENST00000537983_1,IR
17:28747730-28747947,TRAF4,17:28747755-28747842,IR,2,2,-,ENST00000469529,20.99,0.00289267,0.00289267,28.3582089552239|29.8701298701299,50.6756756756757|49.5412844036697,17_28747755_28747842_R_ENST00000469529_1,IR
