Event Region	Gene Symbol	Target Exon	Event Type	N	T	Exon Type	Reference Transcript	ΔPSI (%)	T-test p-value	FDR (BH)	N Values	T Values	Database ID
22:42124047-42124562	NDUFA6-DT	22:42124131-42124476	IR	2	2	-	ENST00000417327	41.48	3.02508e-01	3.02508e-01	0|42.8571428571429	61.5384615384615|64.2857142857143	22_42124131_42124476_R_ENST00000417327_1
12:2800123-2800395	FKBP4	12:2800392-2800395	A3SS	2	2	-	Ex.ENST00000001008	41.14	2.43521e-01	2.43521e-01	40.9836065573771|43.3962264150943	66.6666666666667|100	12_2800123_2800395_S_Ex.ENST00000001008_1
12:56094099-56094556	ERBB3	12:56094190-56094401	IR	2	2	-	ENST00000549205	40.62	4.35916e-01	4.35916e-01	20|6.25	87.5|20	12_56094190_56094401_R_ENST00000549205_1
22:42136199-42136714	NDUFA6-DT	22:42136283-42136671	IR	2	2	-	ENST00000439129	40.50	2.35198e-01	2.35198e-01	0|35.2941176470588	52|64.2857142857143	22_42136283_42136671_R_ENST00000439129_1
5:151772037-151786602	G3BP1	5:151786572-151786602	TSS|A3SS	2	2	-	TSS.ENST00000356245	40.15	3.56821e-02	3.56821e-02	33.3333333333333|25	75|63.6363636363636	5_151772037_151786602_S_TSS.ENST00000356245_1
12:120580596-120581257	POP5	12:120581382-120580995	IR	2	2	-	ENST00000539716	40.15	8.36198e-02	8.36198e-02	50|33.3333333333333	90.9090909090909|72.7272727272727	12_120581382_120580995_R_ENST00000539716_1
22:42124047-42124562	NDUFA6-DT	22:42124131-42124519	IR	2	2	-	ENST00000417327	40.14	3.50309e-01	3.50309e-01	0|50	61.5384615384615|68.75	22_42124131_42124519_R_ENST00000417327_1
14:49782830-49786385	KLHDC2	14:49785005-49783813	IR (overlapping region)	2	2	-	ENST00000298307	40.05	9.27105e-02	9.27105e-02	55.5555555555556|46.1538461538462	100|81.8181818181818	14_49785005_49783813_R_ENST00000298307_1
16:30760119-30760391	PHKG2	16:30762199-30760283	IR (overlapping region)	2	2	-	ENST00000424889	39.79	1.78491e-01	1.78491e-01	52.3809523809524|39.4736842105263	100|71.4285714285714	16_30762199_30760283_R_ENST00000424889_1
3:66377690-66378927	SLC25A26	3:66378071-66378409	IR	2	2	-	ENST00000354883	39.29	3.60791e-01	3.60791e-01	85.7142857142857|35.7142857142857	100|100	3_66378071_66378409_R_ENST00000354883_1
12:31101983-31103806	DDX11	12:31102243-31102311	MES	2	2	-	ENST00000228264	39.29	1.50505e-01	1.50505e-01	3.84615384615385|14.8148148148148	60.8695652173913|36.3636363636364	12_31101983_31103806_W_ENST00000228264_1
11:61333549-61333935	TKFC	11:61333776-61332907	IR (overlapping region)	2	2	-	ENST00000531820	39.11	1.46566e-01	1.46566e-01	47.3684210526316|26.0869565217391	78.9473684210526|72.7272727272727	11_61333776_61332907_R_ENST00000531820_1
12:6537011-6538100	GAPDH	12:6537309-6537390	MES	2	2	-	ENST00000229239	38.77	4.34021e-01	4.34021e-01	21.4511041009464|36.6630669546436	100|35.6536502546689	12_6537011_6538100_W_ENST00000229239_2
12:6537011-6538100	GAPDH	12:6537101-6537216	MES	2	2	-	ENST00000229239	38.69	2.80577e-01	2.80577e-01	53.3123028391167|27.3758099352052	100|58.0645161290323	12_6537011_6538100_W_ENST00000229239_1
13:110504265-110506414	COL4A2	13:110506374-110506415	A3SS	2	2	-	Ex.ENST00000360467	38.50	1.26127e-01	1.26127e-01	0|0	46.2264150943396|30.7692307692308	13_110504265_110506414_S_Ex.ENST00000360467_2
X:153934030-153934475	NAA10	X:153935016-153934376	IR	2	2	-	ENST00000488481	38.33	1.58973e-01	1.58973e-01	55.5555555555556|30.7692307692308	93.75|69.2307692307692	X_153935016_153934376_R_ENST00000488481_1
4:39745811-39777681	UBE2K	4:39755657-39755739	MES	2	2	-	ENST00000261427	38.21	1.35049e-01	1.35049e-01	32.5|43.5897435897436	87.5|65	4_39745811_39777681_W_ENST00000261427_1
8:143991692-143992373	GRINA	8:143991805-143992244	IR (overlapping region)	2	2	-	ENST00000525513	38.12	3.13007e-01	3.13007e-01	25|34.6153846153846	89.1891891891892|46.6666666666667	8_143991805_143992244_R_ENST00000525513_1
1:43976380-43977980	ATP6V0B	1:43977026-43977216	MES	2	2	-	ENST00000236067	38.11	1.61130e-01	1.61130e-01	69.5652173913043|46.0176991150442	91.8032786885246|100	1_43976380_43977980_W_ENST00000236067_3
5:179833669-179836435	SQSTM1	5:179833669-179833782	A5SS	2	2	-	Ex.TSS.ENST00000360718	37.42	2.38124e-01	2.38124e-01	45.8333333333333|75.7575757575758	96.4285714285714|100	5_179833669_179836435_S_Ex.TSS.ENST00000360718_1
16:14724524-14725882	NPIPA3	16:14725020-14725883	A3SS	2	2	-	Ex.TSS.ENST00000531598	37.02	3.48618e-01	3.48618e-01	47.2222222222222|0	42.1052631578947|79.1666666666667	16_14724524_14725882_S_Ex.TSS.ENST00000531598_1
10:125794900-125794978	UROS	10:125794979-125791519	IR	2	2	-	ENST00000420761	36.93	1.44899e-01	1.44899e-01	38.0952380952381|14.2857142857143	70|56.25	10_125794979_125791519_R_ENST00000420761_1
3:52696243-52696318	GLT8D1	3:52696319-52695189	IR	2	2	-	ENST00000479553	36.74	1.31627e-01	1.31627e-01	70.9677419354839|55.5555555555556	100|100	3_52696319_52695189_R_ENST00000479553_1
9:72351425-72356101	ZFAND5	9:72357057-72354457	IR	2	2	-	ENST00000237937	36.59	1.02297e-01	1.02297e-01	47.6190476190476|28.5714285714286	80.9523809523809|68.4210526315789	9_72357057_72354457_R_ENST00000237937_1
19:58549645-58549860	TRIM28	19:58549651-58549736	IR	2	2	-	ENST00000598355	36.54	1.69865e-01	1.69865e-01	25.4385964912281|48.2758620689655	76.7857142857143|70	19_58549651_58549736_R_ENST00000598355_1
5:180246028-180247510	MAPK9	5:180247729-180246544	IR	2	2	-	ENST00000425491	36.43	2.84305e-01	2.84305e-01	57.1428571428571|20	80|70	5_180247729_180246544_R_ENST00000425491_1
1:111449874-111456085	ATP5PB	1:111454211-111454356	SES	2	2	-	ENST00000369722	36.03	2.37719e-03	2.37719e-03	60|57.5757575757576	96.078431372549|93.5483870967742	1_111449874_111456085_W_ENST00000369722_1
12:6981542-6981904	LPCAT3	12:6981905-6979470	IR (overlapping region)	2	2	-	ENST00000536971	35.94	2.10380e-01	2.10380e-01	28.5714285714286|54.5454545454545	80|75	12_6981905_6979470_R_ENST00000536971_1
9:72351425-72356101	ZFAND5	9:72357057-72351424	IR	2	2	-	ENST00000237937	35.93	5.74970e-02	5.74970e-02	42.1052631578947|42.8571428571429	81.8181818181818|75	9_72357057_72351424_R_ENST00000237937_1
22:41528479-41528989	ACO2	22:41530889-41525803	IR	2	2	-	ENST00000216254	35.89	2.12491e-01	2.12491e-01	57.1428571428571|29.4117647058824	75|83.3333333333333	22_41530889_41525803_R_ENST00000216254_1
20:3753508-3754158	C20orf27	20:3755608-3753507	IR	2	2	-	ENST00000217195	35.87	5.74430e-02	5.74430e-02	7.14285714285714|11.1111111111111	50|40	20_3755608_3753507_R_ENST00000217195_1
12:12909172-12912446	GPRC5A	12:12912084-12912446	A3SS	2	2	-	ENST00000540125	35.38	1.59667e-01	1.59667e-01	73.6842105263158|55.5555555555556	100|100	12_12909172_12912446_S_ENST00000540125_1
12:12909172-12912174	GPRC5A	12:12912084-12912174	A3SS	2	2	-	Ex.ENST00000540125	35.38	1.59667e-01	1.59667e-01	73.6842105263158|55.5555555555556	100|100	12_12909172_12912174_S_Ex.ENST00000540125_1
12:54282597-54283826	HNRNPA1	12:54282597-54282641	A5SS	2	2	-	Ex.ENST00000547276	35.33	5.00000e-01	5.00000e-01	0|0	0|70.6521739130435	12_54282597_54283826_S_Ex.ENST00000547276_2
11:62835605-62835841	WDR74	11:62835842-62835430	IR	2	2	-	ENST00000453708	35.19	5.08715e-02	5.08715e-02	29.6296296296296|41.6666666666667	75|66.6666666666667	11_62835842_62835430_R_ENST00000453708_1
5:132866646-132867035	UQCRQ	5:132866692-132866868	IR (overlapping region)	2	2	-	ENST00000378665	35.16	3.37397e-01	3.37397e-01	28.2352941176471|30.379746835443	43.8202247191011|85.1063829787234	5_132866692_132866868_R_ENST00000378665_1
5:132866646-132867035	UQCRQ	5:132866688-132866868	IR (overlapping region)	2	2	-	ENST00000378665	35.16	3.37397e-01	3.37397e-01	28.2352941176471|30.379746835443	43.8202247191011|85.1063829787234	5_132866688_132866868_R_ENST00000378665_1
2:130154277-130154482	SMPD4	2:130156676-130154276	IR	2	2	-	ENST00000430682	34.75	1.11410e-01	1.11410e-01	11.1111111111111|11.7647058823529	52.3809523809524|40	2_130156676_130154276_R_ENST00000430682_1
11:62611112-62611344	EML3	11:62611597-62611086	IR	2	2	-	ENST00000419857	34.59	1.67690e-01	1.67690e-01	56.5217391304348|55.5555555555556	81.25|100	11_62611597_62611086_R_ENST00000419857_1
11:405716-406059	SIGIRR	11:406994-405871	IR	2	2	-	ENST00000332725	34.58	5.39123e-02	5.39123e-02	66.6666666666667|54.1666666666667	90|100	11_406994_405871_R_ENST00000332725_1
1:32222437-32222630	EIF3I	1:32222445-32222537	IR	2	2	-	ENST00000471486	34.39	3.34223e-01	3.34223e-01	36.3636363636364|18.1818181818182	83.3333333333333|40	1_32222445_32222537_R_ENST00000471486_1
8:144102817-144103225	SHARPIN	8:144103757-144102816	IR	2	2	-	ENST00000531375	34.33	3.02541e-01	3.02541e-01	83.3333333333333|48	100|100	8_144103757_144102816_R_ENST00000531375_1
3:51984159-51985851	ACY1	3:51985207-51985271	MES	2	2	-	ENST00000404366	33.85	2.71603e-01	2.71603e-01	56.25|24.390243902439	71.264367816092|77.0833333333333	3_51984159_51985851_W_ENST00000404366_1
11:249058-252504	PSMD13	11:250803-250865	SES	2	2	-	ENST00000526783	33.75	3.42912e-02	3.42912e-02	48|52.8301886792453	80|88.3333333333333	11_249058_252504_W_ENST00000526783_1
11:65536986-65537128	SCYL1	11:65537030-65537031	IR	2	2	-	ENST00000270176	33.61	1.78329e-01	1.78329e-01	27.7777777777778|25	70|50	11_65537030_65537031_R_ENST00000270176_1
19:43624836-43624903	CADM4	19:43625251-43624113	IR	2	2	-	ENST00000593506	33.44	2.19550e-01	2.19550e-01	0|0	21.4285714285714|45.4545454545455	19_43625251_43624113_R_ENST00000593506_1
8:143991692-143992373	GRINA	8:143992079-143992244	IR (overlapping region)	2	2	-	ENST00000525513	33.29	3.68474e-01	3.68474e-01	18.9189189189189|20.9302325581395	75|31.4285714285714	8_143992079_143992244_R_ENST00000525513_1
1:1736854-1737251	AL031282.1	1:1737689-1734689	IR	2	2	-	ENST00000418950	32.63	5.05285e-01	5.05285e-01	5.81395348837209|8	72.7272727272727|6.34920634920635	1_1737689_1734689_R_ENST00000418950_1
17:7220831-7223132	ACADVL	17:7221952-7222081	MES	2	2	NMD	ENST00000322910	32.42	2.56641e-01	2.56641e-01	45.3333333333333|73.3333333333333	93.1818181818182|90.3225806451613	17_7220831_7223132_W_ENST00000322910_3
1:39743925-39748902	PPIE	1:39745375-39745498	SES	2	2	-	ENST00000324379	32.38	1.81924e-01	1.81924e-01	33.3333333333333|35.7142857142857	57.1428571428571|76.6666666666667	1_39743925_39748902_W_ENST00000324379_1
3:48467798-48469186	SHISA5	3:48469574-48467876	IR	2	2	-	ENST00000296444	32.28	4.09554e-02	4.09554e-02	16.6666666666667|26.6666666666667	57.8947368421053|50	3_48469574_48467876_R_ENST00000296444_1
3:48467798-48469186	SHISA5	3:48469574-48467875	IR	2	2	-	ENST00000296444	32.28	4.09554e-02	4.09554e-02	16.6666666666667|26.6666666666667	57.8947368421053|50	3_48469574_48467875_R_ENST00000296444_1
3:48467798-48469186	SHISA5	3:48469574-48467869	IR	2	2	-	ENST00000296444	32.28	4.09554e-02	4.09554e-02	16.6666666666667|26.6666666666667	57.8947368421053|50	3_48469574_48467869_R_ENST00000296444_1
1:155262874-155263400	CLK2	1:155264551-155262879	IR	2	2	-	ENST00000355560	32.14	7.26436e-02	7.26436e-02	23.0769230769231|17.6470588235294	46.6666666666667|58.3333333333333	1_155264551_155262879_R_ENST00000355560_1
11:249058-252504	PSMD13	11:250803-250865	MES	2	2	NMD	ENST00000382671	32.08	7.19775e-02	7.19775e-02	41.3333333333333|50.9433962264151	71.4285714285714|85	11_249058_252504_W_ENST00000382671_1
19:49446299-49446423	PIH1D1	19:49447100-49446298	IR	2	2	-	ENST00000262265	31.89	3.52879e-01	3.52879e-01	18.75|24.1379310344828	73.3333333333333|33.3333333333333	19_49447100_49446298_R_ENST00000262265_1
3:48467798-48469186	SHISA5	3:48469574-48467797	IR	2	2	-	ENST00000296444	31.73	9.72249e-02	9.72249e-02	16.6666666666667|26.6666666666667	52.9411764705882|53.8461538461538	3_48469574_48467797_R_ENST00000296444_1
19:19465615-19498442	GATAD2A	19:19492306-19492438	MES	2	2	-	ENST00000358713	31.69	5.49620e-01	5.49620e-01	95|20	78.3783783783784|100	19_19465615_19498442_W_ENST00000358713_1
14:88609404-88609726	ZC3H14	14:88609715-88609726	A3SS	2	2	-	ENST00000302216	31.65	5.11080e-01	5.11080e-01	18.75|51.2820512820513	33.3333333333333|100	14_88609404_88609726_S_ENST00000302216_1
12:9569203-9570765	AC092821.3	12:9570763-9570765	A3SS	2	2	-	ENST00000642112	31.60	4.38216e-02	4.38216e-02	38.0952380952381|28	60.8695652173913|68.4210526315789	12_9569203_9570765_S_ENST00000642112_1
17:42571547-42573239	MLX	17:42573167-42572895	IR (overlapping region)	2	2	-	ENST00000246912	31.52	4.63204e-01	4.63204e-01	90.4761904761905|33.3333333333333	100|86.8421052631579	17_42573167_42572895_R_ENST00000246912_1
16:30760119-30760391	PHKG2	16:30761984-30760283	IR (overlapping region)	2	2	-	ENST00000424889	31.45	1.39787e-01	1.39787e-01	67.741935483871|50	100|80.6451612903226	16_30761984_30760283_R_ENST00000424889_1
17:63831339-63831810	PSMC5	17:63831426-63831505	IR	2	2	-	ENST00000584657	31.25	5.61863e-01	5.61863e-01	17.2413793103448|28.5714285714286	16|92.3076923076923	17_63831426_63831505_R_ENST00000584657_1
1:155318169-155318687	FDPS	1:155318292-155318664	IR (overlapping region)	2	2	-	ENST00000489003	31.17	2.22009e-01	2.22009e-01	18.6666666666667|44	75|50	1_155318292_155318664_R_ENST00000489003_1
1:156136214-156137267	LMNA	1:156136368-156137190	IR	2	2	-	ENST00000368298	31.11	5.60619e-02	5.60619e-02	21.4285714285714|12.5	46.1538461538462|50	1_156136368_156137190_R_ENST00000368298_1
10:119670178-119672307	BAG3	10:119672255-119672307	A3SS	2	2	-	Ex.ENST00000369085	31.00	4.07674e-01	4.07674e-01	76.4705882352941|28.2051282051282	75|91.6666666666667	10_119670178_119672307_S_Ex.ENST00000369085_1
19:16093754-16101265	TPM4	19:16101264-16101265	A3SS	2	2	-	Ex.TSS.ENST00000300933	30.95	5.19251e-02	5.19251e-02	62.962962962963|71.4285714285714	100|96.2962962962963	19_16093754_16101265_S_Ex.TSS.ENST00000300933_1
8:144394769-144394796	CPSF1	8:144395024-144394643	IR	2	2	NMD	ENST00000531042	30.90	2.75457e-01	2.75457e-01	46.1538461538462|48	92.3076923076923|63.6363636363636	8_144395024_144394643_R_ENST00000531042_1
1:111449582-111456085	ATP5PB	1:111449837-111449873	MES	2	2	-	ENST00000369722	30.89	4.07505e-01	4.07505e-01	34.8837209302326|83.3333333333333	80|100	1_111449582_111456085_W_ENST00000369722_1
4:173332889-173332995	HMGB2	4:173333215-173332820	IR	2	2	-	ENST00000506267	30.82	3.30084e-01	3.30084e-01	64.2857142857143|27.2727272727273	61.5384615384615|91.6666666666667	4_173333215_173332820_R_ENST00000506267_1
11:75402447-75404671	RPS3	11:75404154-75404672	A3SS	2	2	-	Ex.TSS.ENST00000529285	30.69	5.00000e-01	5.00000e-01	0|0	61.3890523837551|0	11_75402447_75404671_S_Ex.TSS.ENST00000529285_1
8:109334403-109336132	ENY2	8:109336128-109336132	TSS|A3SS	2	2	-	TSS.ENST00000519754	30.65	5.00000e-01	5.00000e-01	38.7096774193548|100	100|100	8_109334403_109336132_S_TSS.ENST00000519754_1
17:44350341-44351549	GRN	17:44351037-44351163	MES	2	2	-	ENST00000053867	30.62	6.49537e-01	6.49537e-01	31.25|7.5	100|0	17_44350341_44351549_W_ENST00000053867_3
16:2243169-2243439	ECI1	16:2243440-2242414	IR	2	2	-	ENST00000563029	30.61	1.74786e-01	1.74786e-01	46.1538461538462|52.6315789473684	70|90	16_2243440_2242414_R_ENST00000563029_1
8:144394149-144394230	MIR939	8:144394301-144393882	IR	2	2	-	ENST00000401314	30.59	1.07510e-01	1.07510e-01	35.2941176470588|50	65.2173913043478|81.25	8_144394301_144393882_R_ENST00000401314_1
12:52053418-52057259	NR4A1	12:52055205-52056029	IR	2	2	-	ENST00000550557	30.48	5.50967e-02	5.50967e-02	52.6315789473684|47.0588235294118	80.6451612903226|80	12_52055205_52056029_R_ENST00000550557_1
11:131911003-131911648	NTM	11:131911094-131911563	IR	2	2	-	ENST00000374786	30.47	1.32609e-01	1.32609e-01	41.6666666666667|54.5454545454545	78.5714285714286|78.5714285714286	11_131911094_131911563_R_ENST00000374786_1
21:6986450-6986648	CU634019.6	21:6992323-6986449	IR	2	2	-	ENST00000623165	30.36	1.73086e-02	1.73086e-02	43.5897435897436|47.6190476190476	75|76.9230769230769	21_6992323_6986449_R_ENST00000623165_1
17:42571547-42573239	MLX	17:42573167-42572961	IR (overlapping region)	2	2	-	ENST00000246912	30.27	4.64300e-01	4.64300e-01	88.8888888888889|33.3333333333333	100|82.7586206896552	17_42573167_42572961_R_ENST00000246912_1
3:51984159-51985851	ACY1	3:51985207-51985271	MES	2	2	-	ENST00000469863	30.15	2.72830e-01	2.72830e-01	45.8333333333333|17.0731707317073	58.6206896551724|64.5833333333333	3_51984159_51985851_W_ENST00000469863_1
7:73011556-73011731	PMS2P7	7:73011722-73011732	A3SS	2	2	-	Ex.ENST00000506558	30.11	2.66297e-01	2.66297e-01	31.0810810810811|0	37.3333333333333|53.968253968254	7_73011556_73011731_S_Ex.ENST00000506558_1
10:52315307-52316294	DKK1	10:52315307-52315994	A5SS	2	2	-	Ex.TSS.ENST00000476752	30.06	1.51199e-02	1.51199e-02	0|0	29.3413173652695|30.7692307692308	10_52315307_52316294_S_Ex.TSS.ENST00000476752_4
10:52315086-52316294	DKK1	10:52315086-52315994	A5SS	2	2	-	Ex.ENST00000373970	30.06	1.51199e-02	1.51199e-02	0|0	29.3413173652695|30.7692307692308	10_52315086_52316294_S_Ex.ENST00000373970_4
7:45101774-45102070	TBRG4	7:45102492-45101824	IR	2	2	-	ENST00000478116	29.94	2.78084e-02	2.78084e-02	20|27.2727272727273	50|57.1428571428571	7_45102492_45101824_R_ENST00000478116_1
19:18924623-18925188	DDX49	19:18924980-18925129	IR (overlapping region)	2	2	-	ENST00000601803	29.90	2.19912e-01	2.19912e-01	47.2222222222222|66.6666666666667	100|73.6842105263158	19_18924980_18925129_R_ENST00000601803_1
16:29995294-29996391	INO80E	16:29995609-29995342	IR (overlapping region)	2	2	-	ENST00000563197	29.84	1.00080e-01	1.00080e-01	35.7142857142857|50	65.3846153846154|80	16_29995609_29995342_R_ENST00000563197_1
12:12909172-12912446	GPRC5A	12:12912084-12912142	SES	2	2	-	ENST00000014914	29.83	3.81186e-02	3.81186e-02	66.6666666666667|58.3333333333333	95|89.6551724137931	12_12909172_12912446_W_ENST00000014914_1
20:63882821-63889189	TPD52L2	20:63882821-63882869	A5SS	2	2	-	Ex.ENST00000346249	29.82	3.74051e-02	3.74051e-02	0|0	31.5789473684211|28.0701754385965	20_63882821_63889189_S_Ex.ENST00000346249_1
20:63873817-63889189	TPD52L2	20:63873817-63882869	A5SS	2	2	-	Ex.ENST00000611972	29.82	3.74051e-02	3.74051e-02	0|0	31.5789473684211|28.0701754385965	20_63873817_63889189_S_Ex.ENST00000611972_1
11:65537849-65538704	SCYL1	11:65537881-65538269	IR	2	2	-	ENST00000532290	29.82	2.21945e-01	2.21945e-01	59.4594594594595|35	88.8888888888889|65.2173913043478	11_65537881_65538269_R_ENST00000532290_1
6:32184741-32186474	PBX2	6:32186691-32184740	IR	2	2	-	ENST00000375050	29.79	5.00000e-01	5.00000e-01	100|40.4255319148936	100|100	6_32186691_32184740_R_ENST00000375050_1
8:144850219-144851395	COMMD5	8:144853004-144850825	IR	2	2	-	ENST00000305103	29.78	8.38328e-02	8.38328e-02	35.2941176470588|48.1481481481481	68|75	8_144853004_144850825_R_ENST00000305103_1
3:51984159-51985851	ACY1	3:51985207-51985271	MXS	2	2	-	ENST00000635797	29.76	2.34992e-01	2.34992e-01	52.0833333333333|26.8292682926829	65.5172413793103|72.9166666666667	3_51984159_51985851_W_ENST00000635797_1
11:62611112-62611344	EML3	11:62611597-62611111	IR	2	2	-	ENST00000419857	29.56	1.36484e-02	1.36484e-02	65.5172413793103|70.3703703703704	95|100	11_62611597_62611111_R_ENST00000419857_1
11:62835605-62835841	WDR74	11:62839236-62835778	IR	2	2	-	ENST00000453708	29.55	3.23341e-01	3.23341e-01	13.6363636363636|50	72.7272727272727|50	11_62839236_62835778_R_ENST00000453708_1
11:62884691-62888134	SLC3A2	11:62885177-62885357	MES	2	2	-	ENST00000338663	29.50	1.10286e-01	1.10286e-01	63.2911392405063|75	100|97.2972972972973	11_62884691_62888134_W_ENST00000338663_1
1:1751232-1753060	NADK	1:1753650-1752470	IR	2	2	-	ENST00000341426	29.48	3.04330e-01	3.04330e-01	47.0588235294118|80.6451612903226	100|86.6666666666667	1_1753650_1752470_R_ENST00000341426_1
1:1751232-1753060	NADK	1:1753650-1751231	IR	2	2	-	ENST00000341426	29.48	3.04330e-01	3.04330e-01	47.0588235294118|80.6451612903226	100|86.6666666666667	1_1753650_1751231_R_ENST00000341426_1
16:89286657-89288670	ANKRD11	16:89290829-89287650	IR	2	2	NMD	ENST00000562275	29.31	9.23748e-02	9.23748e-02	0|7.69230769230769	40|26.3157894736842	16_89290829_89287650_R_ENST00000562275_1
11:767225-770903	GATD1	11:770399-767219	IR	2	2	-	ENST00000319863	29.28	2.19774e-01	2.19774e-01	50|65.5172413793103	74.0740740740741|100	11_770399_767219_R_ENST00000319863_1
2:10396921-10419733	HPCAL1	2:10408559-10419734	A3SS	2	2	-	Ex.ENST00000307845	29.23	5.08202e-01	5.08202e-01	0|1.53846153846154	0|60	2_10396921_10419733_S_Ex.ENST00000307845_3
2:10396921-10408561	HPCAL1	2:10408559-10408562	A3SS	2	2	-	Ex.ENST00000381765	29.23	5.08202e-01	5.08202e-01	0|1.53846153846154	0|60	2_10396921_10408561_S_Ex.ENST00000381765_3
7:44050281-44057781	DBNL	7:44051830-44051942	MES	2	2	-	ENST00000423561	29.21	2.64602e-01	2.64602e-01	39.5348837209302|31.7073170731707	78.7234042553192|50.9433962264151	7_44050281_44057781_W_ENST00000423561_1
X:47585332-47586520	TIMP1	X:47585543-47585667	SES	2	2	-	ENST00000218388	29.16	1.75235e-01	1.75235e-01	56.4705882352941|73.1707317073171	93.2608695652174|94.7058823529412	X_47585332_47586520_W_ENST00000218388_1
1:224365992-224375794	CNIH4	1:224371283-224371423	SES	2	2	-	ENST00000366860	29.16	5.06078e-01	5.06078e-01	15.3846153846154|75	71.4285714285714|77.2727272727273	1_224365992_224375794_W_ENST00000366860_1
19:49003335-49007017	RUVBL2	19:49004207-49004418	SES	2	2	NMD	ENST00000596247	29.12	1.94433e-01	1.94433e-01	37.3259052924791|38.4615384615385	76.2589928057554|57.7777777777778	19_49003335_49007017_W_ENST00000596247_1
12:6870265-6870948	TPI1	12:6872998-6870934	IR	2	2	-	ENST00000229270	29.11	2.66703e-01	2.66703e-01	17.8571428571429|37.7777777777778	41.8604651162791|72	12_6872998_6870934_R_ENST00000229270_1
12:6870265-6870948	TPI1	12:6872987-6870934	IR	2	2	-	ENST00000229270	29.11	2.66703e-01	2.66703e-01	17.8571428571429|37.7777777777778	41.8604651162791|72	12_6872987_6870934_R_ENST00000229270_1
11:62839322-62839428	WDR74	11:62839583-62839113	IR	2	2	-	ENST00000538098	29.08	3.06209e-01	3.06209e-01	36.8421052631579|68.1818181818182	84.6153846153846|78.5714285714286	11_62839583_62839113_R_ENST00000538098_1
5:61157709-61160199	SMIM15	5:61161228-61157708	IR	2	2	-	ENST00000339020	28.91	4.26626e-01	4.26626e-01	54.5454545454545|40.2597402597403	52.6315789473684|100	5_61161228_61157708_R_ENST00000339020_1
