Event Region,Gene Symbol,Target Exon,Event Type,N,T,Exon Type,Reference Transcript,ΔPSI (%),T-test p-value,FDR (BH),N Values,T Values,Database ID,Grouped Event Type
11:103089271-103089309,DCUN1D5,11:103092216-103089226,IR,2,2,-,ENST00000529076,91.72,0.00130735,0.00130735,0|4.76190476190476,96.3963963963964|91.8032786885246,11_103092216_103089226_R_ENST00000529076_1,IR
11:103089271-103089309,DCUN1D5,11:103092178-103089226,IR,2,2,-,ENST00000529076,91.32,0.00143915,0.00143915,0|4.76190476190476,95.6043956043956|91.8032786885246,11_103092178_103089226_R_ENST00000529076_1,IR
11:103089271-103089309,DCUN1D5,11:103092162-103089226,IR,2,2,-,ENST00000529076,91.32,0.00143915,0.00143915,0|4.76190476190476,95.6043956043956|91.8032786885246,11_103092162_103089226_R_ENST00000529076_1,IR
11:103089271-103089309,DCUN1D5,11:103092149-103089226,IR,2,2,-,ENST00000529076,90.79,0.00140549,0.00140549,0|4.76190476190476,95.6043956043956|90.7407407407407,11_103092149_103089226_R_ENST00000529076_1,IR
16:19714799-19715037,KNOP1,16:19715038-19711371,IR (overlapping region),2,2,-,ENST00000564480,89.93,0.00884569,0.00884569,8.33333333333333|6.25,94.4444444444444|100,16_19715038_19711371_R_ENST00000564480_1,IR
19:12703676-12703801,TNPO2,19:12703802-12703427,IR,2,2,-,ENST00000587068,89.32,0.00264314,0.00264314,4.34782608695652|10.3448275862069,100|93.3333333333333,19_12703802_12703427_R_ENST00000587068_1,IR
1:156597468-156598121,GPATCH4,1:156598495-156597939,IR,2,2,-,ENST00000506832,89.14,0.00190084,0.00190084,0|5.12820512820513,88.8888888888889|94.5205479452055,1_156598495_156597939_R_ENST00000506832_1,IR
1:156597764-156598319,GPATCH4,1:156598495-156598226,IR,2,2,-,ENST00000527691,88.86,0.00803154,0.00803154,0|7.5,90.6976744186046|94.5205479452055,1_156598495_156598226_R_ENST00000527691_1,IR
12:12912084-12912509,GPRC5A,12:12912301-12912446,IR,2,2,-,ENST00000540125,88.66,0.00973697,0.00973697,3.7037037037037|0,90.9090909090909|90.1129943502825,12_12912301_12912446_R_ENST00000540125_1,IR
12:46364642-46364702,SLC38A2,12:46364833-46364388,IR,2,2,-,ENST00000547252,88.6,0.00405121,0.00405121,12.5|8.33333333333333,100|98.0392156862745,12_46364833_46364388_R_ENST00000547252_1,IR
12:46364642-46364702,SLC38A2,12:46364703-46364388,IR,2,2,-,ENST00000547252,88.56,0.00370383,0.00370383,12.5|8.33333333333333,100|97.9591836734694,12_46364703_46364388_R_ENST00000547252_1,IR
20:35703610-35704581,RBM39,20:35705331-35704376,IR,2,2,-,ENST00000253363,87.83,0.00961125,0.00961125,0|5.88235294117647,91.8918918918919|89.6551724137931,20_35705331_35704376_R_ENST00000253363_1,IR
20:63196367-63196734,YTHDF1,20:63213944-63196366,IR,2,2,-,ENST00000370334,87.67,0.00961077,0.00961077,6.66666666666667|0,85.7142857142857|96.2962962962963,20_63213944_63196366_R_ENST00000370334_1,IR
X:41345180-41345548,DDX3X,X:41345325-41345403,IR,2,2,-,ENST00000644307,87.41,0.00550909,0.00550909,6.25|0,94.8717948717949|86.2068965517241,X_41345325_41345403_R_ENST00000644307_1,IR
17:81915256-81915512,SIRT7,17:81915682-81915439,IR,2,2,-,ENST00000570367,85.44,0.000127789,0.000127789,8|9.09090909090909,94.6428571428571|93.3333333333333,17_81915682_81915439_R_ENST00000570367_1,IR
1:156598967-156599408,GPATCH4,1:156601467-156598967,IR,2,2,-,ENST00000525375,84.65,0.00486635,0.00486635,0|0,84|85.2941176470588,1_156601467_156598967_R_ENST00000525375_1,IR
1:156598967-156599408,GPATCH4,1:156601463-156598967,IR,2,2,-,ENST00000525375,84.65,0.00486635,0.00486635,0|0,84|85.2941176470588,1_156601463_156598967_R_ENST00000525375_1,IR
1:156598967-156599408,GPATCH4,1:156599031-156598420,IR,2,2,-,ENST00000525375,84.65,0.00989485,0.00989485,0|0,85.9649122807018|83.3333333333333,1_156599031_156598420_R_ENST00000525375_1,IR
1:156598967-156599408,GPATCH4,1:156601472-156598967,IR,2,2,-,ENST00000525375,84.58,0.00201249,0.00201249,0|0,84.3137254901961|84.8484848484848,1_156601472_156598967_R_ENST00000525375_1,IR
1:156598967-156599408,GPATCH4,1:156601491-156598967,IR,2,2,-,ENST00000525375,84.31,0.00740222,0.00740222,0|0,83.3333333333333|85.2941176470588,1_156601491_156598967_R_ENST00000525375_1,IR
1:156598967-156599408,GPATCH4,1:156601484-156598967,IR,2,2,-,ENST00000525375,84.26,0.00443874,0.00443874,0|0,83.6734693877551|84.8484848484848,1_156601484_156598967_R_ENST00000525375_1,IR
1:156598967-156599408,GPATCH4,1:156601480-156598967,IR,2,2,-,ENST00000525375,84.26,0.00443874,0.00443874,0|0,83.6734693877551|84.8484848484848,1_156601480_156598967_R_ENST00000525375_1,IR
1:156598967-156599408,GPATCH4,1:156601480-156598966,IR,2,2,-,ENST00000525375,84.26,0.00443874,0.00443874,0|0,83.6734693877551|84.8484848484848,1_156601480_156598966_R_ENST00000525375_1,IR
1:156598967-156599408,GPATCH4,1:156601471-156598967,IR,2,2,-,ENST00000525375,84.09,0.00573516,0.00573516,0|0,83.3333333333333|84.8484848484848,1_156601471_156598967_R_ENST00000525375_1,IR
17:30290990-30291508,BLMH,17:30292057-30290989,IR,2,2,-,ENST00000582749,84.05,0.00134901,0.00134901,15.3846153846154|13.8888888888889,100|97.3684210526316,17_30292057_30290989_R_ENST00000582749_1,IR
9:72356946-72357056,ZFAND5,9:72359522-72356930,IR,2,2,-,ENST00000376956,84.03,0.00945296,0.00945296,12|0,95.4545454545455|84.6153846153846,9_72359522_72356930_R_ENST00000376956_1,IR
11:205436-206043,BET1L,11:207429-205951,IR,2,2,-,ENST00000479463,83.87,0.00883714,0.00883714,14.2857142857143|9.09090909090909,100|91.1111111111111,11_207429_205951_R_ENST00000479463_1,IR
11:205436-206043,BET1L,11:207375-205951,IR,2,2,-,ENST00000479463,83.38,0.00569106,0.00569106,7.69230769230769|16.6666666666667,100|91.1111111111111,11_207375_205951_R_ENST00000479463_1,IR
11:205436-206043,BET1L,11:207357-205951,IR,2,2,-,ENST00000479463,83.38,0.00569106,0.00569106,7.69230769230769|16.6666666666667,100|91.1111111111111,11_207357_205951_R_ENST00000479463_1,IR
1:156596081-156596131,GPATCH4,1:156598320-156596080,IR,2,2,NMD,ENST00000474904,83.26,0.00195736,0.00195736,15|10.2564102564103,93.2203389830508|98.5507246376812,1_156598320_156596080_R_ENST00000474904_1,IR
1:156598967-156599408,GPATCH4,1:156601471-156598420,IR,2,2,-,ENST00000525375,82.92,0.00425791,0.00425791,0|4.34782608695652,81.8181818181818|88.3720930232558,1_156601471_156598420_R_ENST00000525375_1,IR
11:62835779-62836036,WDR74,11:62839236-62835918,IR,2,2,-,ENST00000538277,82.49,0.00258509,0.00258509,12.5|18.1818181818182,100|95.6521739130435,11_62839236_62835918_R_ENST00000538277_1,IR
12:46370799-46371379,SLC38A2,12:46371380-46370775,IR,2,2,-,ENST00000553252,82.47,0.00363337,0.00363337,18.1818181818182|11.1111111111111,94.238683127572|100,12_46371380_46370775_R_ENST00000553252_1,IR
22:30581334-30581408,PES1,22:30581409-30581011,IR,2,2,-,ENST00000406208,81.82,0.000982751,0.000982751,3.7037037037037|0,81.9444444444444|85.3932584269663,22_30581409_30581011_R_ENST00000406208_1,IR
1:37686273-37686452,C1orf109,1:37689887-37686301,IR,2,2,-,ENST00000461359,81.81,0.00898484,0.00898484,11.1111111111111|20,100|94.7368421052632,1_37689887_37686301_R_ENST00000461359_1,IR
20:59038134-59038634,PRELID3B,20:59042733-59038465,IR,2,2,-,ENST00000466051,81.74,0.00397165,0.00397165,14.8148148148148|9.67741935483871,97.4522292993631|90.5263157894737,20_59042733_59038465_R_ENST00000466051_1,IR
17:28746743-28747264,TRAF4,17:28747120-28747212,IR (overlapping region),2,2,-,ENST00000584944,81.52,0.00281126,0.00281126,19.1780821917808|13.3333333333333,95.5555555555556|100,17_28747120_28747212_R_ENST00000584944_1,IR
17:28747843-28748153,TRAF4,17:28747948-28748016,IR,2,2,-,ENST00000578917,81.24,0.00123137,0.00123137,18.6046511627907|18.9189189189189,100|100,17_28747948_28748016_R_ENST00000578917_1,IR
1:151055583-151055993,CDC42SE1,1:151056787-151055676,IR,2,2,-,ENST00000491825,81.12,0.00429958,0.00429958,12.5|10,90|94.7368421052632,1_151056787_151055676_R_ENST00000491825_1,IR
3:11556070-11558827,VGLL4,3:11559456-11558475,IR,2,2,-,ENST00000273038,80.97,0.00125753,0.00125753,14.2857142857143|10.5263157894737,95.4545454545455|91.304347826087,3_11559456_11558475_R_ENST00000273038_1,IR
3:11556070-11558827,VGLL4,3:11559456-11558469,IR,2,2,-,ENST00000273038,80.56,0.00215604,0.00215604,14.2857142857143|10.5263157894737,95.4545454545455|90.4761904761905,3_11559456_11558469_R_ENST00000273038_1,IR
1:37686273-37686452,C1orf109,1:37689884-37686386,IR,2,2,-,ENST00000461359,79.72,0.00171082,0.00171082,15.7894736842105|20,100|95.2380952380952,1_37689884_37686386_R_ENST00000461359_1,IR
9:35101781-35101811,STOML2,9:35101963-35101780,IR,2,2,-,ENST00000487490,79.36,0.00873312,0.00873312,2.04081632653061|6.25,87.3563218390805|79.646017699115,9_35101963_35101780_R_ENST00000487490_1,IR
11:65920130-65920662,DRAP1,11:65920463-65920547,IR,2,2,-,ENST00000530791,78.57,0.00108266,0.00108266,9.09090909090909|12.8205128205128,91.2844036697248|87.7697841726619,11_65920463_65920547_R_ENST00000530791_1,IR
8:98044433-98045088,RPL30,8:98045400-98044432,IR,2,2,-,ENST00000520998,77.68,0.00178133,0.00178133,14.5945945945946|14.9350649350649,92.9769392033543|91.9114324446453,8_98045400_98044432_R_ENST00000520998_1,IR
8:98044433-98045088,RPL30,8:98045549-98044867,IR,2,2,-,ENST00000520998,77.36,0.000713331,0.000713331,17.1232876712329|18.3206106870229,95.3737658674189|94.7815533980583,8_98045549_98044867_R_ENST00000520998_1,IR
8:98043735-98044121,AP003352.1,8:98045089-98042644,IR,2,2,-,ENST00000501016,77.2,0.00942503,0.00942503,6.21468926553672|9.54356846473029,84.6857597454256|85.4769560557342,8_98045089_98042644_R_ENST00000501016_1,IR
11:205436-206043,BET1L,11:207222-205951,IR,2,2,-,ENST00000479463,76.87,0.00655009,0.00655009,14.2857142857143|23.0769230769231,100|91.1111111111111,11_207222_205951_R_ENST00000479463_1,IR
20:50095790-50096270,UBE2V1,20:50096821-50095789,IR (overlapping region),2,2,-,ENST00000461960,76.55,0.00852024,0.00852024,16.1290322580645|25,100|94.2307692307692,20_50096821_50095789_R_ENST00000461960_1,IR
20:59038134-59038634,PRELID3B,20:59042806-59038465,IR,2,2,-,ENST00000466051,76.31,0.0044767,0.0044767,14.8148148148148|22.2222222222222,98|91.6666666666667,20_59042806_59038465_R_ENST00000466051_1,IR
17:81915256-81915512,SIRT7,17:81915972-81915439,IR,2,2,-,ENST00000570367,76.15,0.0048152,0.0048152,23.3333333333333|16.6666666666667,100|92.3076923076923,17_81915972_81915439_R_ENST00000570367_1,IR
11:65920130-65920662,DRAP1,11:65920463-65920568,IR,2,2,-,ENST00000530791,75.9,0.00100189,0.00100189,12|15,91.1214953271028|87.6811594202899,11_65920463_65920568_R_ENST00000530791_1,IR
19:652358-652884,RNF126,19:663172-652357,IR,2,2,-,ENST00000592626,75.63,0.00780745,0.00780745,5.88235294117647|0,80|77.1428571428572,19_663172_652357_R_ENST00000592626_1,IR
1:154552382-154552464,UBE2Q1,1:154553077-154552403,IR,2,2,-,ENST00000497453,75.38,0.00157302,0.00157302,13.3333333333333|9.09090909090909,84.8101265822785|88.3720930232558,1_154553077_154552403_R_ENST00000497453_1,IR
12:6556871-6557642,NOP2,12:6558138-6556870,IR (overlapping region),2,2,-,ENST00000322166,75.12,0.00108373,0.00108373,16.6666666666667|20,95.2380952380952|91.6666666666667,12_6558138_6556870_R_ENST00000322166_1,IR
3:48467798-48469186,SHISA5,3:48469574-48467876,IR,2,2,-,ENST00000296444,74.89,0.00998862,0.00998862,16.6666666666667|26.6666666666667,93.1034482758621|100,3_48469574_48467876_R_ENST00000296444_1,IR
3:48467798-48469186,SHISA5,3:48469574-48467875,IR,2,2,-,ENST00000296444,74.89,0.00998862,0.00998862,16.6666666666667|26.6666666666667,93.1034482758621|100,3_48469574_48467875_R_ENST00000296444_1,IR
3:48467798-48469186,SHISA5,3:48469574-48467869,IR,2,2,-,ENST00000296444,74.89,0.00998862,0.00998862,16.6666666666667|26.6666666666667,93.1034482758621|100,3_48469574_48467869_R_ENST00000296444_1,IR
3:48467798-48469186,SHISA5,3:48469574-48467797,IR,2,2,-,ENST00000296444,74.89,0.00998862,0.00998862,16.6666666666667|26.6666666666667,93.1034482758621|100,3_48469574_48467797_R_ENST00000296444_1,IR
16:89649179-89649497,CHMP1A,16:89651647-89649350,IR,2,2,-,ENST00000550872,73.94,0.00796859,0.00796859,27.2727272727273|18.1818181818182,93.3333333333333|100,16_89651647_89649350_R_ENST00000550872_1,IR
12:10699213-10699654,YBX3,12:10701354-10699316,IR,2,2,-,ENST00000228251,73.94,0.000288433,0.000288433,2.77777777777778|4.16666666666667,76.5625|78.2608695652174,12_10701354_10699316_R_ENST00000228251_1,IR
1:42930698-42930866,SLC2A1,1:42931207-42930625,IR,2,2,-,ENST00000372500,73.88,0.00479695,0.00479695,16.6666666666667|9.52380952380952,89.7435897435898|84.2105263157895,1_42931207_42930625_R_ENST00000372500_1,IR
12:8945237-8945584,M6PR,12:8946406-8945432,IR,2,2,-,ENST00000540837,73.86,0.00979338,0.00979338,0|0,75|72.7272727272727,12_8946406_8945432_R_ENST00000540837_1,IR
11:65892220-65893296,FOSL1,11:65900420-65892048,IR,2,2,-,ENST00000312562,73.3,0.00639799,0.00639799,23.1707317073171|16.1290322580645,97.196261682243|88.7005649717514,11_65900420_65892048_R_ENST00000312562_1,IR
8:98044433-98045088,RPL30,8:98045400-98044826,IR,2,2,-,ENST00000520998,73.11,0.00307696,0.00307696,21|20.1219512195122,94.7669877636032|92.5787728026534,8_98045400_98044826_R_ENST00000520998_1,IR
8:98043735-98044121,AP003352.1,8:98045400-98042644,IR,2,2,-,ENST00000501016,73.07,0.000104458,0.000104458,9.78260869565217|9.54356846473029,82.5158946412352|82.9452485840151,8_98045400_98042644_R_ENST00000501016_1,IR
7:41685114-41690542,INHBA,7:41692565-41689515,IR,2,2,-,ENST00000242208,72.66,0.00703044,0.00703044,20|17.3913043478261,94.017094017094|88.695652173913,7_41692565_41689515_R_ENST00000242208_1,IR
19:15265627-15265643,BRD4,19:15265644-15264403,IR,2,2,NMD,ENST00000597315,72.19,0.00167503,0.00167503,17.6470588235294|21.4285714285714,89.5953757225434|93.8628158844765,19_15265644_15264403_R_ENST00000597315_1,IR
19:10318296-10318372,RAVER1,19:10321260-10318228,IR,2,2,-,ENST00000585935,71.83,0.0035172,0.0035172,0|0,72.2222222222222|71.4285714285714,19_10321260_10318228_R_ENST00000585935_1,IR
12:10699213-10699654,YBX3,12:10701354-10699477,IR,2,2,-,ENST00000228251,71.82,0.00557586,0.00557586,2.77777777777778|0,72.7272727272727|73.6842105263158,12_10701354_10699477_R_ENST00000228251_1,IR
5:176385941-176386019,NOP16,5:176386910-176385220,IR (overlapping region),2,2,-,ENST00000502577,71.66,0.00674461,0.00674461,25|21.7391304347826,92.0634920634921|98,5_176386910_176385220_R_ENST00000502577_1,IR
1:1663782-1666019,SLC35E2B,1:1668473-1661478,IR,2,2,-,ENST00000480991,71.55,0.00799209,0.00799209,2.58064516129032|2.4,75|73.0769230769231,1_1668473_1661478_R_ENST00000480991_1,IR
1:1663782-1666019,SLC35E2B,1:1668473-1661477,IR,2,2,-,ENST00000480991,71.55,0.00799209,0.00799209,2.58064516129032|2.4,75|73.0769230769231,1_1668473_1661477_R_ENST00000480991_1,IR
12:46364642-46364702,SLC38A2,12:46364703-46364441,IR,2,2,-,ENST00000547252,71.45,0.00868914,0.00868914,30|25,100|97.8947368421053,12_46364703_46364441_R_ENST00000547252_1,IR
19:10318296-10318372,RAVER1,19:10318373-10317689,IR (overlapping region),2,2,-,ENST00000585935,71.39,0.00664275,0.00664275,8.33333333333333|12.5,85.1851851851852|78.4313725490196,19_10318373_10317689_R_ENST00000585935_1,IR
1:173826687-173828399,DARS2,1:173826787-173828332,IR,2,2,-,ENST00000648055,71.14,0.00877306,0.00877306,0|7.69230769230769,79.7979797979798|70.1754385964912,1_173826787_173828332_R_ENST00000648055_1,IR
19:12679657-12679719,DHPS,19:12679915-12679622,IR (overlapping region),2,2,NMD,ENST00000593423,71.08,0.00486545,0.00486545,0|5.88235294117647,77.5862068965517|70.4545454545455,19_12679915_12679622_R_ENST00000593423_1,IR
12:6556871-6557642,NOP2,12:6560327-6556862,IR (overlapping region),2,2,-,ENST00000322166,70.61,0.00500874,0.00500874,16.6666666666667|20,89.6551724137931|88.2352941176471,12_6560327_6556862_R_ENST00000322166_1,IR
12:6974552-6975148,EMG1,12:6974694-6975089,IR,2,2,-,ENST00000611981,70.55,0.00559407,0.00559407,3.03030303030303|10,79.5454545454545|74.5901639344262,12_6974694_6975089_R_ENST00000611981_1,IR
7:45101774-45102070,TBRG4,7:45102492-45101824,IR,2,2,-,ENST00000478116,70.4,0.00921511,0.00921511,20|27.2727272727273,98.8235294117647|89.2561983471074,7_45102492_45101824_R_ENST00000478116_1,IR
5:173607521-173608292,BOD1,5:173613256-173607520,IR,2,2,-,ENST00000285908,70.29,0.00266367,0.00266367,29.4117647058824|30,100|100,5_173613256_173607520_R_ENST00000285908_1,IR
1:154967670-154967797,SHC1,1:154967798-154966424,IR,2,2,-,ENST00000412170,69.97,0.00543577,0.00543577,9.375|16.6666666666667,79.3103448275862|86.6666666666667,1_154967798_154966424_R_ENST00000412170_1,IR
17:8205265-8205390,AURKB,17:8206699-8205215,IR,2,2,-,ENST00000577833,69.87,0.000220547,0.000220547,28.5714285714286|27.2727272727273,97.2972972972973|98.2954545454545,17_8206699_8205215_R_ENST00000577833_1,IR
22:50504834-50504984,LMF2,22:50504985-50504558,IR,2,2,-,ENST00000514938,69.71,0.00696896,0.00696896,23.0769230769231|31.25,100|93.75,22_50504985_50504558_R_ENST00000514938_1,IR
1:151761962-151762010,MRPL9,1:151762026-151761450,IR,2,2,-,ENST00000481777,69.61,0.00560991,0.00560991,5.88235294117647|12.5,82.6086956521739|75,1_151762026_151761450_R_ENST00000481777_1,IR
19:651385-651855,RNF126,19:651856-650233,IR,2,2,-,ENST00000591394,69.58,0.00567846,0.00567846,16.6666666666667|10,85.1851851851852|80.6451612903226,19_651856_650233_R_ENST00000591394_1,IR
1:228106679-228106918,MRPL55,1:228107870-228106679,IR,2,2,-,ENST00000295008,69.56,0.00741454,0.00741454,0|0,70.3703703703704|68.75,1_228107870_228106679_R_ENST00000295008_1,IR
1:228106679-228106918,MRPL55,1:228107870-228106678,IR,2,2,-,ENST00000295008,69.56,0.00741454,0.00741454,0|0,70.3703703703704|68.75,1_228107870_228106678_R_ENST00000295008_1,IR
19:6387505-6387559,GTF2F1,19:6389638-6387504,IR (overlapping region),2,2,-,ENST00000598607,69.5,0.00992423,0.00992423,0|0,68.4210526315789|70.5882352941177,19_6389638_6387504_R_ENST00000598607_1,IR
17:81888341-81888418,ALYREF,17:81888419-81887843,IR,2,2,-,ENST00000504015,69.37,0.00592925,0.00592925,16.6666666666667|20,90.5660377358491|84.8484848484848,17_81888419_81887843_R_ENST00000504015_1,IR
5:132866646-132867035,UQCRQ,5:132866692-132866868,IR (overlapping region),2,2,-,ENST00000378665,69.17,0.000721612,0.000721612,28.2352941176471|30.379746835443,99.7727272727273|97.1875,5_132866692_132866868_R_ENST00000378665_1,IR
5:132866646-132867035,UQCRQ,5:132866688-132866868,IR (overlapping region),2,2,-,ENST00000378665,69.16,0.000737892,0.000737892,28.2352941176471|30.379746835443,99.7727272727273|97.1698113207547,5_132866688_132866868_R_ENST00000378665_1,IR
12:6678810-6679183,ZNF384,12:6679522-6678945,IR,2,2,-,ENST00000537248,69.09,0.00533759,0.00533759,5|0,68.1818181818182|75,12_6679522_6678945_R_ENST00000537248_1,IR
1:228108114-228108318,MRPL55,1:228108509-228108234,IR,2,2,-,ENST00000473066,68.74,0.00758899,0.00758899,17.6470588235294|26.3157894736842,86.5671641791045|94.8717948717949,1_228108509_228108234_R_ENST00000473066_1,IR
12:6563626-6563771,NOP2,12:6567923-6560697,IR (overlapping region),2,2,-,ENST00000400580,68.12,0.00584389,0.00584389,22.2222222222222|15.7894736842105,83.3333333333333|90.9090909090909,12_6567923_6560697_R_ENST00000400580_1,IR
11:209069-210000,RIC8A,11:209319-209406,IR,2,2,-,ENST00000527696,67.95,0.0098988,0.0098988,19.047619047619|15.3846153846154,85.7142857142857|84.6153846153846,11_209319_209406_R_ENST00000527696_1,IR
20:35734876-35735081,RBM39,20:35735082-35731940,IR,2,2,-,ENST00000397370,67.59,0.00485818,0.00485818,17.6470588235294|11.1111111111111,78.5714285714286|85.3658536585366,20_35735082_35731940_R_ENST00000397370_1,IR
17:28715439-28715507,RAB34,17:28715706-28715455,IR,2,2,-,ENST00000481501,66.62,0.00849995,0.00849995,9.52380952380952|6.25,77.5862068965517|71.4285714285714,17_28715706_28715455_R_ENST00000481501_1,IR
17:64503441-64503571,DDX5,17:64503685-64503187,IR,2,2,-,ENST00000577922,66.53,0.00867284,0.00867284,20|12.5,78.2608695652174|87.3015873015873,17_64503685_64503187_R_ENST00000577922_1,IR
19:652358-652884,RNF126,19:663195-652825,IR,2,2,-,ENST00000592626,66.27,0.00735247,0.00735247,11.1111111111111|4.16666666666667,78.0487804878049|69.7674418604651,19_663195_652825_R_ENST00000592626_1,IR
19:652358-652884,RNF126,19:663186-652825,IR,2,2,-,ENST00000592626,66.27,0.00735247,0.00735247,11.1111111111111|4.16666666666667,78.0487804878049|69.7674418604651,19_663186_652825_R_ENST00000592626_1,IR
12:6966424-6966500,PHB2,12:6966501-6965910,IR,2,2,-,ENST00000545555,66.13,0.00935926,0.00935926,4.59770114942529|14,79.646017699115|71.219512195122,12_6966501_6965910_R_ENST00000545555_1,IR
8:22138020-22138552,REEP4,8:22138794-22138019,IR,2,2,-,ENST00000306306,66.11,0.00563319,0.00563319,25|27.2727272727273,92.5925925925926|91.8918918918919,8_22138794_22138019_R_ENST00000306306_1,IR
12:6965354-6965714,PHB2,12:6965917-6965684,IR,2,2,-,ENST00000399433,66.04,0.00313547,0.00313547,8.69565217391304|5.26315789473684,75.4098360655738|70.6319702602231,12_6965917_6965684_R_ENST00000399433_1,IR
7:44569752-44570128,DDX56,7:44571737-44570014,IR,2,2,-,ENST00000473924,66.02,0.00374978,0.00374978,5.55555555555556|11.1111111111111,77.2727272727273|71.4285714285714,7_44571737_44570014_R_ENST00000473924_1,IR
5:176385941-176386019,NOP16,5:176386927-176385220,IR (overlapping region),2,2,-,ENST00000502577,65.88,0.00670798,0.00670798,27.2727272727273|30.7692307692308,91.9354838709677|97.8723404255319,5_176386927_176385220_R_ENST00000502577_1,IR
19:48615331-48615447,RPL18,19:48615947-48615327,IR,2,2,-,ENST00000084795,65.87,0.000169837,0.000169837,12.0689655172414|11.4285714285714,78.0748663101604|77.1618625277162,19_48615947_48615327_R_ENST00000084795_1,IR
20:35705262-35705330,RBM39,20:35707202-35705261,IR,2,2,-,ENST00000470563,65.82,0.00203481,0.00203481,6.89655172413793|11.1111111111111,72.7272727272727|76.9230769230769,20_35707202_35705261_R_ENST00000470563_1,IR
7:45916996-45917439,IGFBP3,7:45920416-45917212,IR,2,2,-,ENST00000460477,65.5,0.00112357,0.00112357,3.125|0,65.5172413793103|68.6046511627907,7_45920416_45917212_R_ENST00000460477_1,IR
19:48615331-48615447,RPL18,19:48615947-48615335,IR,2,2,-,ENST00000084795,65.3,0.00195302,0.00195302,12.0689655172414|13.8888888888889,78.7012987012987|77.8494623655914,19_48615947_48615335_R_ENST00000084795_1,IR
19:12730640-12731068,TRIR,19:12731558-12730639,IR,2,2,-,ENST00000242784,65.24,0.00233558,0.00233558,21.0526315789474|20,86.8571428571429|84.6774193548387,19_12731558_12730639_R_ENST00000242784_1,IR
19:48615331-48615447,RPL18,19:48615947-48615332,IR,2,2,-,ENST00000084795,65.12,0.000969949,0.000969949,12.0689655172414|13.8888888888889,78.6458333333333|77.5599128540305,19_48615947_48615332_R_ENST00000084795_1,IR
19:48615331-48615447,RPL18,19:48615947-48615330,IR,2,2,-,ENST00000084795,65.12,0.000969949,0.000969949,12.0689655172414|13.8888888888889,78.6458333333333|77.5599128540305,19_48615947_48615330_R_ENST00000084795_1,IR
