Event Region	Gene Symbol	Target Exon	Event Type	N	T	Exon Type	Reference Transcript	ΔPSI (%)	T-test p-value	FDR (BH)	N Values	T Values	Database ID
11:67351565-67353077	POLD4	11:67353535-67352892	IR (overlapping region)	2	2	-	ENST00000528087	45.52	1.07798e-01	1.07798e-01	34.375|30	68.75|86.6666666666667	11_67353535_67352892_R_ENST00000528087_1
11:130208685-130209661	ST14	11:130209442-130209578	SES	2	2	-	ENST00000278742	44.11	9.55503e-02	9.55503e-02	41.0714285714286|54.5454545454545	91.5254237288136|92.3076923076923	11_130208685_130209661_W_ENST00000278742_1
11:62853663-62853732	SNORD30	11:62853834-62853353	IR	2	2	-	ENST00000384693	43.73	6.71058e-02	6.71058e-02	46.875|41.1764705882353	80.7692307692308|94.7368421052632	11_62853834_62853353_R_ENST00000384693_1
5:61157709-61160199	SMIM15	5:61161228-61157708	IR	2	2	-	ENST00000339020	43.54	3.95090e-01	3.95090e-01	17.3913043478261|81.25	100|85.7142857142857	5_61161228_61157708_R_ENST00000339020_1
11:67583845-67584133	GSTP1	11:67583845-67583848	A5SS	2	2	-	Ex.TSS.ENST00000398603	43.05	3.96813e-04	3.96813e-04	0|0	43.0769230769231|43.0232558139535	11_67583845_67584133_S_Ex.TSS.ENST00000398603_1
11:67352459-67352802	POLD4	11:67353078-67352690	IR (overlapping region)	2	2	-	ENST00000524743	42.81	8.20248e-03	8.20248e-03	34.375|30	72.2222222222222|77.7777777777778	11_67353078_67352690_R_ENST00000524743_1
19:16076698-16088026	TPM4	19:16081913-16082046	MES	2	2	-	ENST00000300933	42.69	3.77649e-01	3.77649e-01	34.6666666666667|20.5882352941176	100|40.625	19_16076698_16088026_W_ENST00000300933_1
12:47785451-47785885	HDAC7	12:47785472-47784694	IR (overlapping region)	2	2	-	ENST00000471235	42.51	2.73032e-01	2.73032e-01	27.7777777777778|66.6666666666667	90|89.4736842105263	12_47785472_47784694_R_ENST00000471235_1
6:52681915-52684077	TMEM14A	6:52684066-52684078	A3SS	2	2	-	Ex.ENST00000211314	42.31	5.77159e-02	5.77159e-02	0|0	38.4615384615385|46.1538461538462	6_52681915_52684077_S_Ex.ENST00000211314_1
22:37751829-37754915	TRIOBP	22:37754877-37754915	A3SS	2	2	-	Ex.ENST00000344404	41.34	2.29454e-01	2.29454e-01	21.4285714285714|52.3809523809524	60|96.4912280701754	22_37751829_37754915_S_Ex.ENST00000344404_1
19:12668075-12668425	WDR83OS	19:12668618-12668070	IR (overlapping region)	2	2	-	ENST00000222190	41.19	1.78002e-01	1.78002e-01	26.0869565217391|31.0344827586207	57.1428571428571|82.3529411764706	19_12668618_12668070_R_ENST00000222190_1
12:47966173-47966682	TMEM106C	12:47966173-47966229	A5SS	2	2	-	ENST00000429772	41.10	6.69748e-02	6.69748e-02	32|45.4545454545455	88.2352941176471|71.4285714285714	12_47966173_47966682_S_ENST00000429772_1
3:186785102-186785891	EIF4A2	3:186785883-186785891	A3SS	2	2	-	Ex.ENST00000323963	41.02	1.04705e-01	1.04705e-01	65.7894736842105|52.1739130434783	100|100	3_186785102_186785891_S_Ex.ENST00000323963_1
4:733672-734479	PCGF3	4:733790-733883	IR	2	2	-	ENST00000400151	40.82	9.99823e-02	9.99823e-02	50.9090909090909|48.2758620689655	83.3333333333333|97.5	4_733790_733883_R_ENST00000400151_1
1:45014940-45015405	UROD	1:45015007-45015336	IR	2	2	-	ENST00000465678	40.43	1.40668e-01	1.40668e-01	22.2222222222222|46.1538461538462	80|69.2307692307692	1_45015007_45015336_R_ENST00000465678_1
19:1987208-1987253	BTBD2	19:1987254-1986963	IR	2	2	-	ENST00000587825	40.15	1.67598e-01	1.67598e-01	36.3636363636364|8.33333333333333	50|75	19_1987254_1986963_R_ENST00000587825_1
11:62852910-62853035	SNORD22	11:62853591-62851988	IR	2	2	-	ENST00000384756	40.06	1.15842e-01	1.15842e-01	50|50	82.6923076923077|97.4358974358974	11_62853591_62851988_R_ENST00000384756_1
12:54282597-54283826	HNRNPA1	12:54282597-54282641	A5SS	2	2	-	Ex.ENST00000547276	39.84	5.00000e-01	5.00000e-01	0|0	0|79.6747967479675	12_54282597_54283826_S_Ex.ENST00000547276_1
22:38685543-38688001	JOSD1	22:38689130-38685542	IR	2	2	-	ENST00000216039	39.41	1.08597e-02	1.08597e-02	23.0769230769231|26.3157894736842	61.5384615384615|66.6666666666667	22_38689130_38685542_R_ENST00000216039_1
12:47785451-47785885	HDAC7	12:47785472-47784078	IR (overlapping region)	2	2	-	ENST00000471235	39.32	2.57773e-01	2.57773e-01	27.7777777777778|61.5384615384615	84.6153846153846|83.3333333333333	12_47785472_47784078_R_ENST00000471235_1
5:179837276-179837885	MRNIP	5:179840960-179837853	IR	2	2	-	ENST00000292586	39.26	6.89287e-02	6.89287e-02	30|33.3333333333333	65.3846153846154|76.4705882352941	5_179840960_179837853_R_ENST00000292586_1
11:67351565-67353077	POLD4	11:67353519-67352987	IR (overlapping region)	2	2	-	ENST00000528087	39.15	2.55536e-02	2.55536e-02	41.6666666666667|32.258064516129	72.2222222222222|80	11_67353519_67352987_R_ENST00000528087_1
17:75776434-75778723	H3F3B	17:75779767-75778452	IR	2	2	-	ENST00000254810	38.97	2.01278e-01	2.01278e-01	16.8831168831169|31.25	78.5714285714286|47.5	17_75779767_75778452_R_ENST00000254810_1
19:58545098-58547375	TRIM28	19:58545425-58545537	MES	2	2	-	ENST00000253024	38.90	3.68285e-01	3.68285e-01	36.3636363636364|35	100|49.1666666666667	19_58545098_58547375_W_ENST00000253024_1
7:144207805-144239042	AC004889.1	7:144239040-144239042	A3SS	2	2	-	ENST00000493248	38.78	2.07122e-01	2.07122e-01	8.33333333333333|10	34.7826086956522|61.1111111111111	7_144207805_144239042_S_ENST00000493248_1
11:833027-837459	CD151	11:837250-837354	MES	2	2	-	ENST00000397420	38.61	1.06561e-01	1.06561e-01	46.2686567164179|56.8627450980392	100|80.3571428571429	11_833027_837459_W_ENST00000397420_5
19:58545897-58547381	TRIM28	19:58547376-58547381	A3SS	2	2	-	Ex.ENST00000253024	38.57	5.00000e-01	5.00000e-01	22.8571428571429|100	100|100	19_58545897_58547381_S_Ex.ENST00000253024_1
11:67351565-67353077	POLD4	11:67353515-67352987	IR (overlapping region)	2	2	-	ENST00000528087	38.36	3.70994e-02	3.70994e-02	43.2432432432432|32.258064516129	72.2222222222222|80	11_67353515_67352987_R_ENST00000528087_1
22:17683322-17726676	BCL2L13	22:17702243-17702386	MXS	2	2	-	ENST00000337612	38.24	2.32933e-01	2.32933e-01	43.1818181818182|27.7777777777778	90.9090909090909|56.5217391304348	22_17683322_17726676_W_ENST00000337612_1
19:19465615-19498442	GATAD2A	19:19492581-19492712	MES	2	2	-	ENST00000358713	38.10	5.00000e-01	5.00000e-01	100|23.8095238095238	100|100	19_19465615_19498442_W_ENST00000358713_2
17:44350341-44351549	GRN	17:44350691-44350800	MES	2	2	-	ENST00000053867	38.01	5.69918e-01	5.69918e-01	100|4.54545454545455	80.5555555555556|100	17_44350341_44351549_W_ENST00000053867_2
3:98517112-98517189	CLDND1	3:98519015-98517138	IR	2	2	-	ENST00000503621	37.92	2.56536e-01	2.56536e-01	35.2941176470588|35.4838709677419	89.4736842105263|57.1428571428571	3_98519015_98517138_R_ENST00000503621_1
14:49585298-49586049	RPS29	14:49586377-49585949	IR	2	2	-	ENST00000554075	37.87	3.68583e-01	3.68583e-01	6.81818181818182|12.9032258064516	72.7272727272727|22.7272727272727	14_49586377_49585949_R_ENST00000554075_1
7:26202463-26203022	CBX3	7:26202610-26202970	IR	2	2	-	ENST00000497498	37.69	1.54047e-01	1.54047e-01	57.8947368421053|40.9090909090909	100|74.1935483870968	7_26202610_26202970_R_ENST00000497498_1
3:88051944-88055999	CGGBP1	3:88058224-88051943	IR	2	2	-	ENST00000309534	37.68	1.05699e-01	1.05699e-01	30|47.3684210526316	80|72.7272727272727	3_88058224_88051943_R_ENST00000309534_1
1:11022124-11026420	TARDBP	1:11025209-11025550	IR (overlapping region)	2	2	-	ENST00000240185	37.26	1.58862e-01	1.58862e-01	28.5714285714286|53.3333333333333	84.2105263157895|72.2222222222222	1_11025209_11025550_R_ENST00000240185_1
19:12668075-12668425	WDR83OS	19:12668612-12668074	IR (overlapping region)	2	2	-	ENST00000222190	37.22	2.56458e-01	2.56458e-01	71.875|39.1304347826087	90|95.4545454545455	19_12668612_12668074_R_ENST00000222190_1
14:49585298-49586049	RPS29	14:49586326-49585949	IR	2	2	-	ENST00000554075	37.16	4.08832e-01	4.08832e-01	6.81818181818182|12.9032258064516	75|19.047619047619	14_49586326_49585949_R_ENST00000554075_1
2:47377078-47385165	EPCAM	2:47378953-47379054	MES	2	2	-	ENST00000263735	37.11	4.31587e-01	4.31587e-01	24.21875|40.2173913043478	100|38.6503067484663	2_47377078_47385165_W_ENST00000263735_1
7:128476729-128477173	METTL2B	7:128476876-128477081	IR (overlapping region)	2	2	-	ENST00000482555	37.05	8.35846e-03	8.35846e-03	20.7792207792208|18.9189189189189	58.6206896551724|55.1724137931034	7_128476876_128477081_R_ENST00000482555_1
17:7577166-7577568	EIF4A1	17:7577166-7577487	TSS|A5SS	2	2	-	TSS.ENST00000578569	36.97	4.10151e-01	4.10151e-01	20.6896551724138|46.8085106382979	100|41.4414414414414	17_7577166_7577568_S_TSS.ENST00000578569_1
8:96273391-96295097	PTDSS1	8:96284109-96284153	MES	2	2	-	ENST00000517309	36.96	4.73416e-01	4.73416e-01	5.88235294117647|73.5294117647059	100|53.3333333333333	8_96273391_96295097_W_ENST00000517309_1
11:67351565-67353077	POLD4	11:67353580-67352987	IR (overlapping region)	2	2	-	ENST00000528087	36.68	5.01311e-02	5.01311e-02	43.2432432432432|38.2352941176471	72.2222222222222|82.6086956521739	11_67353580_67352987_R_ENST00000528087_1
11:62855012-62855083	SNORD27	11:62855886-62854518	IR	2	2	-	ENST00000363981	36.33	1.51392e-01	1.51392e-01	57.1428571428571|34.7826086956522	70.8333333333333|93.75	11_62855886_62854518_R_ENST00000363981_1
11:67351565-67353077	POLD4	11:67353596-67352987	IR (overlapping region)	2	2	-	ENST00000528087	36.28	4.22511e-02	4.22511e-02	43.2432432432432|38.2352941176471	72.2222222222222|81.8181818181818	11_67353596_67352987_R_ENST00000528087_1
17:7012646-7013742	RNASEK	17:7013517-7013665	IR (overlapping region)	2	2	-	ENST00000552176	36.20	2.47525e-02	2.47525e-02	6.18556701030928|3.50877192982456	38.0952380952381|44	17_7013517_7013665_R_ENST00000552176_1
17:78118971-78119046	TMC6	17:78119393-78118970	IR	2	2	-	ENST00000590934	36.16	6.58375e-02	6.58375e-02	41.6666666666667|38.2352941176471	70.9677419354839|81.25	17_78119393_78118970_R_ENST00000590934_1
X:19359489-19361705	PDHA1	X:19361594-19361338	IR (overlapping region)	2	2	-	ENST00000379806	35.90	5.92948e-02	5.92948e-02	65.2173913043478|51.5625	100|88.5714285714286	X_19361594_19361338_R_ENST00000379806_1
1:155717129-155725381	DAP3	1:155721517-155721618	SES	2	2	-	ENST00000343043	35.51	5.13247e-02	5.13247e-02	66.6666666666667|54.8387096774194	100|92.5233644859813	1_155717129_155725381_W_ENST00000343043_1
11:67351565-67353077	POLD4	11:67353547-67352987	IR (overlapping region)	2	2	-	ENST00000528087	35.37	2.55206e-02	2.55206e-02	43.2432432432432|38.2352941176471	72.2222222222222|80	11_67353547_67352987_R_ENST00000528087_1
11:67351565-67353077	POLD4	11:67353535-67352987	IR (overlapping region)	2	2	-	ENST00000528087	35.37	2.55206e-02	2.55206e-02	43.2432432432432|38.2352941176471	72.2222222222222|80	11_67353535_67352987_R_ENST00000528087_1
11:62852910-62853035	SNORD22	11:62853591-62852831	IR	2	2	-	ENST00000384756	35.34	1.84661e-01	1.84661e-01	48.3870967741936|51.219512195122	74.2857142857143|96	11_62853591_62852831_R_ENST00000384756_1
19:16076698-16088026	TPM4	19:16086423-16086540	MES	2	2	-	ENST00000300933	35.22	2.48139e-01	2.48139e-01	4|38.2352941176471	47.0588235294118|65.625	19_16076698_16088026_W_ENST00000300933_2
17:7309801-7311053	EIF5A	17:7311018-7311053	A3SS	2	2	-	Ex.ENST00000336452	35.12	1.01252e-02	1.01252e-02	59.8591549295775|64.975845410628	100|95.0704225352113	17_7309801_7311053_S_Ex.ENST00000336452_1
7:101208593-101208957	PLOD3	7:101208958-101207577	IR	2	2	-	ENST00000487563	35.08	3.29286e-01	3.29286e-01	20.4081632653061|31.25	81.8181818181818|40	7_101208958_101207577_R_ENST00000487563_1
12:57099798-57099903	STAT6	12:57100091-57099797	IR	2	2	-	ENST00000553533	35.00	2.60256e-01	2.60256e-01	0|30	33.3333333333333|66.6666666666667	12_57100091_57099797_R_ENST00000553533_1
12:47782722-47783886	HDAC7	12:47784218-47783673	IR	2	2	-	ENST00000080059	34.94	5.13767e-02	5.13767e-02	53.3333333333333|60	92.3076923076923|90.9090909090909	12_47784218_47783673_R_ENST00000080059_1
17:62423875-62424310	METTL2A	17:62424013-62424218	IR	2	2	-	ENST00000333483	34.86	1.21543e-01	1.21543e-01	37.962962962963|52.4590163934426	81.3559322033898|78.7878787878788	17_62424013_62424218_R_ENST00000333483_1
4:56448824-56451871	PAICS	4:56450619-56450702	SES	2	2	-	ENST00000264221	34.66	7.51203e-02	7.51203e-02	37.5|43.75	68.75|81.8181818181818	4_56448824_56451871_W_ENST00000264221_1
6:31644494-31644602	BAG6	6:31645186-31644493	IR	2	2	-	ENST00000462682	34.64	2.62435e-01	2.62435e-01	25|60	90|64.2857142857143	6_31645186_31644493_R_ENST00000462682_1
12:105330938-105366616	C12orf75	12:105365807-105365842	MES	2	2	-	ENST00000443585	34.57	2.88603e-01	2.88603e-01	25|32	80.5555555555556|45.5882352941176	12_105330938_105366616_W_ENST00000443585_2
11:65536986-65537128	SCYL1	11:65537030-65537031	IR	2	2	-	ENST00000270176	34.34	3.85534e-01	3.85534e-01	75|26.3157894736842	90|80	11_65537030_65537031_R_ENST00000270176_1
3:156540140-156543269	SSR3	3:156544440-156540139	IR	2	2	-	ENST00000265044	34.33	1.74085e-01	1.74085e-01	18.1818181818182|10.6666666666667	60|37.5	3_156544440_156540139_R_ENST00000265044_1
17:35820240-35820331	TAF15	17:35820240-35820248	A5SS	2	2	-	ENST00000603393	34.29	1.05137e-01	1.05137e-01	71.4285714285714|60	100|100	17_35820240_35820331_S_ENST00000603393_1
1:26285460-26285541	UBXN11	1:26285542-26284141	IR	2	2	-	ENST00000374215	34.12	9.62787e-03	9.62787e-03	54.8387096774194|50	84.6153846153846|88.4615384615385	1_26285542_26284141_R_ENST00000374215_1
17:7221059-7221951	ACADVL	17:7221519-7221682	SES	2	2	NMD	ENST00000581378	33.91	9.00756e-02	9.00756e-02	10.958904109589|22.2222222222222	51.8518518518518|49.1525423728814	17_7221059_7221951_W_ENST00000581378_1
14:49583572-49583675	RPS29	14:49586352-49583578	IR	2	2	-	ENST00000245458	33.86	3.89898e-01	3.89898e-01	16.6666666666667|13.3333333333333	72.7272727272727|25	14_49586352_49583578_R_ENST00000245458_1
3:38126451-38126700	ACAA1	3:38126701-38126161	IR	2	2	NMD	ENST00000423611	33.66	2.46252e-02	2.46252e-02	51.4285714285714|44.7368421052632	85.7142857142857|77.7777777777778	3_38126701_38126161_R_ENST00000423611_1
3:156540140-156543269	SSR3	3:156544440-156543007	IR	2	2	-	ENST00000265044	33.57	2.00705e-01	2.00705e-01	18.1818181818182|9.45945945945946	60|34.7826086956522	3_156544440_156543007_R_ENST00000265044_1
3:98515473-98516879	CLDND1	3:98517190-98516710	IR	2	2	-	ENST00000341181	33.56	1.68531e-01	1.68531e-01	52.5423728813559|52.3809523809524	95.1219512195122|76.9230769230769	3_98517190_98516710_R_ENST00000341181_1
14:22974047-22974115	AJUBA	14:22974891-22974046	IR (overlapping region)	2	2	-	ENST00000553592	33.54	4.65667e-01	4.65667e-01	8.82352941176471|33.3333333333333	23.5294117647059|85.7142857142857	14_22974891_22974046_R_ENST00000553592_1
20:62302896-62303567	ADRM1	20:62302896-62303049	TSS|A5SS	2	2	-	TSS.ENST00000253003	33.46	3.56771e-01	3.56771e-01	45.9259259259259|45.1612903225806	100|58	20_62302896_62303567_S_TSS.ENST00000253003_1
5:34908554-34908948	RAD1	5:34909357-34905263	IR	2	2	NMD	ENST00000325577	33.38	2.82971e-01	2.82971e-01	38.4615384615385|70.2702702702703	88|87.5	5_34909357_34905263_R_ENST00000325577_1
7:101211635-101211716	PLOD3	7:101211938-101211303	IR	2	2	-	ENST00000460475	33.27	2.21174e-01	2.21174e-01	57.1428571428571|50	73.6842105263158|100	7_101211938_101211303_R_ENST00000460475_1
3:98515473-98516879	CLDND1	3:98517190-98516702	IR	2	2	-	ENST00000341181	33.26	1.75395e-01	1.75395e-01	52.5423728813559|52.3809523809524	95.1219512195122|76.3157894736842	3_98517190_98516702_R_ENST00000341181_1
2:74425883-74426574	RTKN	2:74427274-74425882	IR	2	2	-	ENST00000233330	33.26	2.98920e-01	2.98920e-01	39.2857142857143|73.0769230769231	88.8888888888889|90	2_74427274_74425882_R_ENST00000233330_1
3:98515473-98516879	CLDND1	3:98517190-98516776	IR	2	2	-	ENST00000341181	33.22	1.63751e-01	1.63751e-01	51.7241379310345|53.4883720930233	94.7368421052632|76.9230769230769	3_98517190_98516776_R_ENST00000341181_1
17:81934706-81934745	PYCR1	17:81935145-81934705	IR	2	2	-	ENST00000577624	33.22	3.62128e-01	3.62128e-01	30.7692307692308|23.0769230769231	81.8181818181818|38.4615384615385	17_81935145_81934705_R_ENST00000577624_1
3:98515473-98516879	CLDND1	3:98517190-98516781	IR	2	2	-	ENST00000341181	33.01	1.70413e-01	1.70413e-01	52.5423728813559|53.4883720930233	95.1219512195122|76.9230769230769	3_98517190_98516781_R_ENST00000341181_1
14:22974047-22974115	AJUBA	14:22974891-22974092	IR (overlapping region)	2	2	-	ENST00000553592	32.99	4.86670e-01	4.86670e-01	8.82352941176471|27.2727272727273	18.75|83.3333333333333	14_22974891_22974092_R_ENST00000553592_1
6:31728181-31728745	DDAH2	6:31729226-31728645	IR	2	2	-	ENST00000488119	32.89	3.40937e-02	3.40937e-02	54.5454545454545|50	84.6153846153846|85.7142857142857	6_31729226_31728645_R_ENST00000488119_1
6:31728181-31728745	DDAH2	6:31729222-31728645	IR	2	2	-	ENST00000488119	32.89	3.40937e-02	3.40937e-02	54.5454545454545|50	84.6153846153846|85.7142857142857	6_31729222_31728645_R_ENST00000488119_1
16:67658140-67658362	ACD	16:67658642-67658139	IR	2	2	NMD	ENST00000602850	32.85	2.18749e-01	2.18749e-01	5.88235294117647|20	60|31.5789473684211	16_67658642_67658139_R_ENST00000602850_1
2:74425883-74426574	RTKN	2:74427274-74425875	IR	2	2	-	ENST00000233330	32.80	2.94297e-01	2.94297e-01	39.2857142857143|72	88|88.8888888888889	2_74427274_74425875_R_ENST00000233330_1
12:130872921-130874545	RAN	12:130873003-130873128	SES	2	2	-	ENST00000392369	32.71	2.20371e-01	2.20371e-01	50.2347417840376|24.6753246753247	66.9014084507042|73.4204793028322	12_130872921_130874545_W_ENST00000392369_1
11:65863633-65863901	MUS81	11:65863658-65863803	IR	2	2	-	ENST00000525147	32.56	3.20003e-01	3.20003e-01	29.1666666666667|11.7647058823529	72.7272727272727|33.3333333333333	11_65863658_65863803_R_ENST00000525147_1
12:53295640-53298044	PFDN5	12:53295839-53295941	MES	2	2	-	ENST00000334478	32.54	1.69256e-01	1.69256e-01	22.5|41.8604651162791	66.9491525423729|62.5	12_53295640_53298044_W_ENST00000334478_1
11:67608226-67608722	NDUFV1	11:67608458-67608551	IR	2	2	-	ENST00000528377	32.50	2.88395e-01	2.88395e-01	60|38.8888888888889	100|63.8888888888889	11_67608458_67608551_R_ENST00000528377_1
3:98515473-98516879	CLDND1	3:98517190-98516684	IR	2	2	-	ENST00000341181	32.48	1.83320e-01	1.83320e-01	53.3333333333333|52.3809523809524	95|75.6756756756757	3_98517190_98516684_R_ENST00000341181_1
18:3247775-3253232	MYL12A	18:3247775-3247909	A5SS	2	2	-	Ex.TSS.ENST00000217652	32.41	7.41385e-03	7.41385e-03	17.2413793103448|13.8888888888889	45.945945945946|50	18_3247775_3253232_S_Ex.TSS.ENST00000217652_1
18:3247588-3253232	MYL12A	18:3247588-3247909	TSS|A5SS	2	2	-	TSS.ENST00000217652	32.41	7.41385e-03	7.41385e-03	17.2413793103448|13.8888888888889	45.945945945946|50	18_3247588_3253232_S_TSS.ENST00000217652_1
9:129123139-129131521	PTPA	9:129128985-129129110	MES	2	2	-	ENST00000337738	32.35	1.72664e-01	1.72664e-01	16|38.4615384615385	54.639175257732|64.5161290322581	9_129123139_129131521_W_ENST00000337738_2
3:52292260-52293005	GLYCTK	3:52293162-52288582	IR (overlapping region)	2	2	-	ENST00000305690	32.22	1.67712e-01	1.67712e-01	76.4705882352941|59.0909090909091	100|100	3_52293162_52288582_R_ENST00000305690_1
3:98515473-98516879	CLDND1	3:98517190-98516652	IR	2	2	-	ENST00000341181	32.16	1.95949e-01	1.95949e-01	54.0983606557377|51.219512195122	95.3488372093023|74.2857142857143	3_98517190_98516652_R_ENST00000341181_1
3:98515473-98516879	CLDND1	3:98517190-98516686	IR	2	2	-	ENST00000341181	32.10	1.83729e-01	1.83729e-01	54.0983606557377|52.3809523809524	95|75.6756756756757	3_98517190_98516686_R_ENST00000341181_1
17:7012646-7013742	RNASEK	17:7013536-7013665	IR (overlapping region)	2	2	-	ENST00000552176	32.03	1.48739e-01	1.48739e-01	8.08080808080808|1.78571428571429	27.7777777777778|46.1538461538462	17_7013536_7013665_R_ENST00000552176_1
14:103556544-103561192	BAG5	14:103562319-103556544	IR (overlapping region)	2	2	-	ENST00000299204	31.99	1.08693e-01	1.08693e-01	62.5|73.5294117647059	100|100	14_103562319_103556544_R_ENST00000299204_1
16:31190142-31190331	FUS	16:31190275-31190331	A3SS	2	2	-	Ex.ENST00000254108	31.96	5.05717e-01	5.05717e-01	29.2307692307692|41.1764705882353	34.3283582089552|100	16_31190142_31190331_S_Ex.ENST00000254108_1
16:31190142-31190328	FUS	16:31190275-31190328	A3SS	2	2	-	Ex.ENST00000254108	31.96	5.05717e-01	5.05717e-01	29.2307692307692|41.1764705882353	34.3283582089552|100	16_31190142_31190328_S_Ex.ENST00000254108_1
3:98515473-98516879	CLDND1	3:98517190-98516773	IR	2	2	-	ENST00000341181	31.95	1.67695e-01	1.67695e-01	51.7241379310345|55.5555555555556	94.8717948717949|76.3157894736842	3_98517190_98516773_R_ENST00000341181_1
19:47755756-47756604	NOP53	19:47755823-47756527	IR	2	2	-	ENST00000600410	31.82	4.36584e-01	4.36584e-01	36.8421052631579|31.8181818181818	92.3076923076923|40	19_47755823_47756527_R_ENST00000600410_1
1:111448936-111449581	ATP5PB	1:111448950-111449194	IR (overlapping region)	2	2	-	ENST00000369722	31.80	2.23279e-01	2.23279e-01	30.7692307692308|10.5263157894737	66.6666666666667|38.2352941176471	1_111448950_111449194_R_ENST00000369722_1
11:17075779-17075868	SNORD14B	11:17076021-17075096	IR	2	2	-	ENST00000364533	31.80	1.31904e-01	1.31904e-01	22.5806451612903|38.0952380952381	64.2857142857143|60	11_17076021_17075096_R_ENST00000364533_1
16:31039541-31039818	STX4	16:31039652-31039722	IR	2	2	-	ENST00000468583	31.68	3.04853e-01	3.04853e-01	31.25|40	84.6153846153846|50	16_31039652_31039722_R_ENST00000468583_1
3:128065038-128066953	SEC61A1	3:128065038-128065884	A5SS	2	2	-	Ex.ENST00000243253	31.61	2.27550e-01	2.27550e-01	0|26.0869565217391	40.7407407407407|48.5714285714286	3_128065038_128066953_S_Ex.ENST00000243253_1
3:15048518-15052633	MRPS25	3:15053468-15049880	IR (overlapping region)	2	2	-	ENST00000253686	31.58	4.91047e-01	4.91047e-01	35.2941176470588|40	38.4615384615385|100	3_15053468_15049880_R_ENST00000253686_1
