Event Region	Gene Symbol	Target Exon	Event Type	N	T	Exon Type	Reference Transcript	ΔPSI (%)	T-test p-value	FDR (BH)	N Values	T Values	Database ID
17:30290990-30291508	BLMH	17:30291995-30291310	IR	2	2	-	ENST00000582749	93.56	2.52586e-03	2.52586e-03	0|6.06060606060606	100|93.1818181818182	17_30291995_30291310_R_ENST00000582749_1
9:37783872-37784063	EXOSC3	9:37785065-37783913	IR (overlapping region)	2	2	-	ENST00000496910	93.47	2.48104e-02	2.48104e-02	3.03030303030303|2.63157894736842	92.5925925925926|100	9_37785065_37783913_R_ENST00000496910_1
9:37783872-37784063	EXOSC3	9:37785062-37783913	IR (overlapping region)	2	2	-	ENST00000496910	93.47	2.48104e-02	2.48104e-02	3.03030303030303|2.63157894736842	92.5925925925926|100	9_37785062_37783913_R_ENST00000496910_1
9:37783872-37784063	EXOSC3	9:37785058-37783913	IR (overlapping region)	2	2	-	ENST00000496910	93.47	2.48104e-02	2.48104e-02	3.03030303030303|2.63157894736842	92.5925925925926|100	9_37785058_37783913_R_ENST00000496910_1
5:149549328-149549513	CSNK1A1	5:149550182-149549327	IR	2	2	-	ENST00000515748	93.33	4.53957e-02	4.53957e-02	0|0	100|86.6666666666667	5_149550182_149549327_R_ENST00000515748_1
16:19710260-19710586	KNOP1	16:19714578-19710508	IR (overlapping region)	2	2	-	ENST00000565844	92.72	9.08159e-04	9.08159e-04	7.14285714285714|7.40740740740741	100|100	16_19714578_19710508_R_ENST00000565844_1
17:30288071-30288177	RNU6-1267P	17:30291509-30287805	IR	2	2	-	ENST00000410747	92.25	5.61666e-03	5.61666e-03	0|3.125	94.2857142857143|93.3333333333333	17_30291509_30287805_R_ENST00000410747_1
17:21017942-21018111	USP22	17:21018112-21015751	IR	2	2	-	ENST00000476111	92.04	2.76782e-03	2.76782e-03	7.14285714285714|5.88235294117647	100|97.1014492753623	17_21018112_21015751_R_ENST00000476111_1
11:103089271-103089309	DCUN1D5	11:103092216-103089226	IR	2	2	-	ENST00000529076	91.72	1.30735e-03	1.30735e-03	0|4.76190476190476	96.3963963963964|91.8032786885246	11_103092216_103089226_R_ENST00000529076_1
11:103089271-103089309	DCUN1D5	11:103092178-103089226	IR	2	2	-	ENST00000529076	91.32	1.43915e-03	1.43915e-03	0|4.76190476190476	95.6043956043956|91.8032786885246	11_103092178_103089226_R_ENST00000529076_1
11:103089271-103089309	DCUN1D5	11:103092162-103089226	IR	2	2	-	ENST00000529076	91.32	1.43915e-03	1.43915e-03	0|4.76190476190476	95.6043956043956|91.8032786885246	11_103092162_103089226_R_ENST00000529076_1
12:46364442-46364556	SLC38A2	12:46364557-46363923	IR	2	2	-	ENST00000548870	90.91	6.34510e-02	6.34510e-02	0|18.1818181818182	100|100	12_46364557_46363923_R_ENST00000548870_1
1:156597468-156598121	GPATCH4	1:156598320-156597467	IR	2	2	-	ENST00000506832	90.82	1.58017e-02	1.58017e-02	5.55555555555556|5.40540540540541	94.0298507462687|98.5714285714286	1_156598320_156597467_R_ENST00000506832_1
11:103089271-103089309	DCUN1D5	11:103092149-103089226	IR	2	2	-	ENST00000529076	90.79	1.40549e-03	1.40549e-03	0|4.76190476190476	95.6043956043956|90.7407407407407	11_103092149_103089226_R_ENST00000529076_1
17:82249578-82250179	CSNK1D	17:82251528-82249488	IR (overlapping region)	2	2	-	ENST00000578904	90.39	2.22906e-02	2.22906e-02	0|13.3333333333333	100|94.1176470588235	17_82251528_82249488_R_ENST00000578904_1
X:41337408-41339604	DDX3X	X:41338913-41339035	IR	2	2	-	ENST00000480592	90.10	5.13448e-02	5.13448e-02	0|3.125	83.3333333333333|100	X_41338913_41339035_R_ENST00000480592_1
1:246839098-246840998	AHCTF1	1:246842777-246840961	IR	2	2	-	ENST00000326225	90.00	7.04466e-02	7.04466e-02	0|0	100|80	1_246842777_246840961_R_ENST00000326225_1
16:19714799-19715037	KNOP1	16:19715038-19711371	IR (overlapping region)	2	2	-	ENST00000564480	89.93	8.84569e-03	8.84569e-03	8.33333333333333|6.25	94.4444444444444|100	16_19715038_19711371_R_ENST00000564480_1
20:63196367-63196734	YTHDF1	20:63203808-63195428	IR	2	2	-	ENST00000370334	89.47	3.74051e-02	3.74051e-02	0|0	84.2105263157895|94.7368421052632	20_63203808_63195428_R_ENST00000370334_1
3:11556070-11558827	VGLL4	3:11559456-11558757	IR	2	2	-	ENST00000273038	89.34	3.10581e-02	3.10581e-02	0|10.5263157894737	95.6521739130435|93.5483870967742	3_11559456_11558757_R_ENST00000273038_1
19:12703676-12703801	TNPO2	19:12703802-12703427	IR	2	2	-	ENST00000587068	89.32	2.64314e-03	2.64314e-03	4.34782608695652|10.3448275862069	100|93.3333333333333	19_12703802_12703427_R_ENST00000587068_1
1:161041326-161041846	USF1	1:161042671-161041606	IR	2	2	-	ENST00000491629	89.29	4.38602e-02	4.38602e-02	4.76190476190476|0	100|83.3333333333333	1_161042671_161041606_R_ENST00000491629_1
1:156597468-156598121	GPATCH4	1:156598495-156597939	IR	2	2	-	ENST00000506832	89.14	1.90084e-03	1.90084e-03	0|5.12820512820513	88.8888888888889|94.5205479452055	1_156598495_156597939_R_ENST00000506832_1
21:43421112-43421133	SIK1	21:43421134-43420233	IR	2	2	-	ENST00000478426	88.89	7.91668e-02	7.91668e-02	0|0	100|77.7777777777778	21_43421134_43420233_R_ENST00000478426_1
1:156597764-156598319	GPATCH4	1:156598495-156598226	IR	2	2	-	ENST00000527691	88.86	8.03154e-03	8.03154e-03	0|7.5	90.6976744186046|94.5205479452055	1_156598495_156598226_R_ENST00000527691_1
12:12912084-12912509	GPRC5A	12:12912301-12912446	IR	2	2	-	ENST00000540125	88.66	9.73697e-03	9.73697e-03	3.7037037037037|0	90.9090909090909|90.1129943502825	12_12912301_12912446_R_ENST00000540125_1
12:46364642-46364702	SLC38A2	12:46364833-46364388	IR	2	2	-	ENST00000547252	88.60	4.05121e-03	4.05121e-03	12.5|8.33333333333333	100|98.0392156862745	12_46364833_46364388_R_ENST00000547252_1
12:46364642-46364702	SLC38A2	12:46364703-46364388	IR	2	2	-	ENST00000547252	88.56	3.70383e-03	3.70383e-03	12.5|8.33333333333333	100|97.9591836734694	12_46364703_46364388_R_ENST00000547252_1
17:82249578-82250179	CSNK1D	17:82251528-82249238	IR (overlapping region)	2	2	-	ENST00000578904	88.55	3.22010e-02	3.22010e-02	6.66666666666667|7.14285714285714	100|90.9090909090909	17_82251528_82249238_R_ENST00000578904_1
3:48469794-48469843	SHISA5	3:48469846-48469360	IR	2	2	NMD	ENST00000415268	88.17	2.65406e-02	2.65406e-02	5.55555555555556|8.10810810810811	90|100	3_48469846_48469360_R_ENST00000415268_1
3:48469794-48469843	SHISA5	3:48469844-48469360	IR	2	2	NMD	ENST00000415268	88.17	2.65406e-02	2.65406e-02	5.55555555555556|8.10810810810811	90|100	3_48469844_48469360_R_ENST00000415268_1
3:48469794-48469843	SHISA5	3:48469844-48469359	IR	2	2	NMD	ENST00000415268	88.17	2.65406e-02	2.65406e-02	5.55555555555556|8.10810810810811	90|100	3_48469844_48469359_R_ENST00000415268_1
X:41337408-41339604	DDX3X	X:41337466-41337690	IR	2	2	-	ENST00000480592	87.96	4.24598e-02	4.24598e-02	6.25|6.06060606060606	88.2352941176471|100	X_41337466_41337690_R_ENST00000480592_1
20:35703610-35704581	RBM39	20:35705331-35704376	IR	2	2	-	ENST00000253363	87.83	9.61125e-03	9.61125e-03	0|5.88235294117647	91.8918918918919|89.6551724137931	20_35705331_35704376_R_ENST00000253363_1
20:63196367-63196734	YTHDF1	20:63213944-63196366	IR	2	2	-	ENST00000370334	87.67	9.61077e-03	9.61077e-03	6.66666666666667|0	85.7142857142857|96.2962962962963	20_63213944_63196366_R_ENST00000370334_1
17:82253220-82253244	CSNK1D	17:82253245-82252433	IR (overlapping region)	2	2	-	ENST00000578194	87.50	2.73751e-02	2.73751e-02	0|16.6666666666667	100|91.6666666666667	17_82253245_82252433_R_ENST00000578194_1
12:46364442-46364556	SLC38A2	12:46364554-46363923	IR	2	2	-	ENST00000548870	87.50	9.03345e-02	9.03345e-02	0|25	100|100	12_46364554_46363923_R_ENST00000548870_1
X:41345180-41345548	DDX3X	X:41345325-41345403	IR	2	2	-	ENST00000644307	87.41	5.50909e-03	5.50909e-03	6.25|0	94.8717948717949|86.2068965517241	X_41345325_41345403_R_ENST00000644307_1
8:144850219-144851395	COMMD5	8:144852658-144850824	IR	2	2	-	ENST00000305103	87.16	2.46130e-02	2.46130e-02	0|0	90.5263157894737|83.7837837837838	8_144852658_144850824_R_ENST00000305103_1
11:205436-206043	BET1L	11:207384-205951	IR	2	2	-	ENST00000479463	87.16	2.86453e-02	2.86453e-02	7.69230769230769|9.09090909090909	100|91.1111111111111	11_207384_205951_R_ENST00000479463_1
11:205436-206043	BET1L	11:207383-205951	IR	2	2	-	ENST00000479463	87.16	2.86453e-02	2.86453e-02	7.69230769230769|9.09090909090909	100|91.1111111111111	11_207383_205951_R_ENST00000479463_1
12:12912084-12912509	GPRC5A	12:12912143-12912446	IR	2	2	-	ENST00000540125	86.66	1.27009e-02	1.27009e-02	7.14285714285714|0	91.5789473684211|88.8888888888889	12_12912143_12912446_R_ENST00000540125_1
17:76718446-76718860	JMJD6	17:76720499-76718452	IR	2	2	NMD	ENST00000303996	86.53	3.39310e-02	3.39310e-02	9.09090909090909|8.33333333333333	100|90.4761904761905	17_76720499_76718452_R_ENST00000303996_1
11:45913845-45913938	PEX16	11:45913939-45910897	IR	2	2	-	ENST00000533151	86.40	2.09517e-02	2.09517e-02	0|10.5263157894737	100|83.3333333333333	11_45913939_45910897_R_ENST00000533151_1
20:59038134-59038634	PRELID3B	20:59042910-59038465	IR	2	2	-	ENST00000466051	86.32	1.25165e-02	1.25165e-02	8|9.67741935483871	97.979797979798|92.3404255319149	20_59042910_59038465_R_ENST00000466051_1
17:76718446-76718860	JMJD6	17:76720499-76718445	IR	2	2	NMD	ENST00000303996	86.29	3.58460e-02	3.58460e-02	9.09090909090909|8.33333333333333	100|90	17_76720499_76718445_R_ENST00000303996_1
17:82252497-82252604	CSNK1D	17:82252605-82251378	IR (overlapping region)	2	2	-	ENST00000580446	86.06	1.47233e-02	1.47233e-02	0|15.3846153846154	100|87.5	17_82252605_82251378_R_ENST00000580446_1
17:82252497-82252604	CSNK1D	17:82252528-82251378	IR (overlapping region)	2	2	-	ENST00000580446	86.06	1.47233e-02	1.47233e-02	0|15.3846153846154	100|87.5	17_82252528_82251378_R_ENST00000580446_1
12:46370799-46371379	SLC38A2	12:46371434-46370775	IR	2	2	-	ENST00000553252	86.00	2.21240e-02	2.21240e-02	10|11.1111111111111	93.1034482758621|100	12_46371434_46370775_R_ENST00000553252_1
20:64074467-64074541	RGS19	20:64074542-64074143	IR	2	2	-	ENST00000493165	85.83	4.31990e-02	4.31990e-02	8.33333333333333|20	100|100	20_64074542_64074143_R_ENST00000493165_1
12:46364642-46364702	SLC38A2	12:46364743-46363923	IR	2	2	-	ENST00000547252	85.74	3.00357e-02	3.00357e-02	8.33333333333333|18.1818181818182	100|98	12_46364743_46363923_R_ENST00000547252_1
17:81915256-81915512	SIRT7	17:81915682-81915439	IR	2	2	-	ENST00000570367	85.44	1.27789e-04	1.27789e-04	8|9.09090909090909	94.6428571428571|93.3333333333333	17_81915682_81915439_R_ENST00000570367_1
17:7246829-7246862	AC003688.1	17:7247344-7246790	IR (overlapping region)	2	2	NMD	ENST00000577138	85.42	2.29904e-02	2.29904e-02	5.71428571428571|0	81.8181818181818|94.7368421052632	17_7247344_7246790_R_ENST00000577138_1
1:156598967-156599408	GPATCH4	1:156599047-156598420	IR	2	2	-	ENST00000525375	85.27	1.04355e-02	1.04355e-02	0|0	86.6666666666667|83.8709677419355	1_156599047_156598420_R_ENST00000525375_1
15:65118964-65119463	PDCD7	15:65119955-65119375	IR	2	2	-	ENST00000559051	85.12	2.33017e-02	2.33017e-02	11.7647058823529|10	100|92	15_65119955_65119375_R_ENST00000559051_1
17:82249578-82250179	CSNK1D	17:82251528-82249577	IR (overlapping region)	2	2	-	ENST00000578904	84.91	2.42687e-02	2.42687e-02	6.66666666666667|18.75	100|95.2380952380952	17_82251528_82249577_R_ENST00000578904_1
20:35704703-35704746	RBM39	20:35705331-35704702	IR	2	2	-	ENST00000448303	84.86	3.82276e-02	3.82276e-02	0|11.1111111111111	91.1764705882353|89.6551724137931	20_35705331_35704702_R_ENST00000448303_1
20:35704703-35704746	RBM39	20:35705331-35704667	IR	2	2	-	ENST00000448303	84.80	3.52424e-02	3.52424e-02	0|11.1111111111111	91.4285714285714|89.2857142857143	20_35705331_35704667_R_ENST00000448303_1
9:71750001-71750385	CEMIP2	9:71750386-71746200	IR	2	2	-	ENST00000543165	84.72	6.84525e-02	6.84525e-02	4.54545454545455|0	76.3888888888889|97.6	9_71750386_71746200_R_ENST00000543165_1
1:154552382-154552464	UBE2Q1	1:154552465-154552092	IR	2	2	-	ENST00000497453	84.67	1.74977e-02	1.74977e-02	12.5|3.2258064516129	90.7216494845361|94.3396226415094	1_154552465_154552092_R_ENST00000497453_1
1:156598967-156599408	GPATCH4	1:156601467-156598967	IR	2	2	-	ENST00000525375	84.65	4.86635e-03	4.86635e-03	0|0	84|85.2941176470588	1_156601467_156598967_R_ENST00000525375_1
1:156598967-156599408	GPATCH4	1:156601463-156598967	IR	2	2	-	ENST00000525375	84.65	4.86635e-03	4.86635e-03	0|0	84|85.2941176470588	1_156601463_156598967_R_ENST00000525375_1
1:156598967-156599408	GPATCH4	1:156599031-156598420	IR	2	2	-	ENST00000525375	84.65	9.89485e-03	9.89485e-03	0|0	85.9649122807018|83.3333333333333	1_156599031_156598420_R_ENST00000525375_1
11:116785796-116785882	ZPR1	11:116786582-116785795	IR	2	2	NMD	ENST00000425791	84.62	1.14498e-01	1.14498e-01	0|0	100|69.2307692307692	11_116786582_116785795_R_ENST00000425791_1
1:156598967-156599408	GPATCH4	1:156601472-156598967	IR	2	2	-	ENST00000525375	84.58	2.01249e-03	2.01249e-03	0|0	84.3137254901961|84.8484848484848	1_156601472_156598967_R_ENST00000525375_1
1:228395534-228397047	TRIM11	1:228397166-228396946	IR	2	2	-	ENST00000366699	84.47	3.80164e-02	3.80164e-02	6.25|10.5263157894737	85.7142857142857|100	1_228397166_228396946_R_ENST00000366699_1
1:156598967-156599408	GPATCH4	1:156601491-156598967	IR	2	2	-	ENST00000525375	84.31	7.40222e-03	7.40222e-03	0|0	83.3333333333333|85.2941176470588	1_156601491_156598967_R_ENST00000525375_1
1:156598967-156599408	GPATCH4	1:156601484-156598967	IR	2	2	-	ENST00000525375	84.26	4.43874e-03	4.43874e-03	0|0	83.6734693877551|84.8484848484848	1_156601484_156598967_R_ENST00000525375_1
1:156598967-156599408	GPATCH4	1:156601480-156598967	IR	2	2	-	ENST00000525375	84.26	4.43874e-03	4.43874e-03	0|0	83.6734693877551|84.8484848484848	1_156601480_156598967_R_ENST00000525375_1
1:156598967-156599408	GPATCH4	1:156601480-156598966	IR	2	2	-	ENST00000525375	84.26	4.43874e-03	4.43874e-03	0|0	83.6734693877551|84.8484848484848	1_156601480_156598966_R_ENST00000525375_1
1:156598967-156599408	GPATCH4	1:156601471-156598967	IR	2	2	-	ENST00000525375	84.09	5.73516e-03	5.73516e-03	0|0	83.3333333333333|84.8484848484848	1_156601471_156598967_R_ENST00000525375_1
17:30290990-30291508	BLMH	17:30292057-30290989	IR	2	2	-	ENST00000582749	84.05	1.34901e-03	1.34901e-03	15.3846153846154|13.8888888888889	100|97.3684210526316	17_30292057_30290989_R_ENST00000582749_1
9:72356946-72357056	ZFAND5	9:72359522-72356930	IR	2	2	-	ENST00000376956	84.03	9.45296e-03	9.45296e-03	12|0	95.4545454545455|84.6153846153846	9_72359522_72356930_R_ENST00000376956_1
17:21197280-21198840	TMEM11	17:21213852-21198577	IR	2	2	-	ENST00000317635	84.00	1.19826e-01	1.19826e-01	0|0	68|100	17_21213852_21198577_R_ENST00000317635_1
11:205436-206043	BET1L	11:207429-205951	IR	2	2	-	ENST00000479463	83.87	8.83714e-03	8.83714e-03	14.2857142857143|9.09090909090909	100|91.1111111111111	11_207429_205951_R_ENST00000479463_1
1:154551751-154551819	UBE2Q1	1:154551802-154551222	IR	2	2	-	ENST00000474181	83.80	1.40947e-02	1.40947e-02	16.6666666666667|10.7142857142857	96.6292134831461|98.3606557377049	1_154551802_154551222_R_ENST00000474181_1
1:154551751-154551819	UBE2Q1	1:154552465-154551396	IR	2	2	-	ENST00000474181	83.68	2.08353e-02	2.08353e-02	17.6470588235294|3.84615384615385	90.8045977011494|98.0392156862745	1_154552465_154551396_R_ENST00000474181_1
19:10559810-10559936	KRI1	19:10559937-10559358	IR	2	2	-	ENST00000432197	83.65	7.41523e-02	7.41523e-02	5.55555555555556|7.14285714285714	100|80	19_10559937_10559358_R_ENST00000432197_1
17:76718446-76718860	JMJD6	17:76720499-76718732	IR	2	2	NMD	ENST00000303996	83.60	5.78669e-02	5.78669e-02	9.09090909090909|8.33333333333333	100|84.6153846153846	17_76720499_76718732_R_ENST00000303996_1
1:156598967-156599408	GPATCH4	1:156601497-156598967	IR	2	2	-	ENST00000525375	83.56	1.32398e-02	1.32398e-02	0|0	81.8181818181818|85.2941176470588	1_156601497_156598967_R_ENST00000525375_1
1:228102242-228102688	C1orf35	1:228103050-228102642	IR	2	2	-	ENST00000491293	83.47	3.44866e-02	3.44866e-02	12|21.0526315789474	100|100	1_228103050_228102642_R_ENST00000491293_1
X:41337408-41339604	DDX3X	X:41337466-41339038	IR	2	2	-	ENST00000480592	83.46	3.51383e-02	3.51383e-02	11.7647058823529|3.125	81.8181818181818|100	X_41337466_41339038_R_ENST00000480592_1
X:41337408-41339604	DDX3X	X:41337466-41339035	IR	2	2	-	ENST00000480592	83.46	3.51383e-02	3.51383e-02	11.7647058823529|3.125	81.8181818181818|100	X_41337466_41339035_R_ENST00000480592_1
11:205436-206043	BET1L	11:207375-205951	IR	2	2	-	ENST00000479463	83.38	5.69106e-03	5.69106e-03	7.69230769230769|16.6666666666667	100|91.1111111111111	11_207375_205951_R_ENST00000479463_1
11:205436-206043	BET1L	11:207357-205951	IR	2	2	-	ENST00000479463	83.38	5.69106e-03	5.69106e-03	7.69230769230769|16.6666666666667	100|91.1111111111111	11_207357_205951_R_ENST00000479463_1
17:4538902-4539967	MYBBP1A	17:4540485-4539438	IR	2	2	-	ENST00000254718	83.33	1.10636e-02	1.10636e-02	12.5|0	95.8333333333333|83.3333333333333	17_4540485_4539438_R_ENST00000254718_1
17:4538902-4539967	MYBBP1A	17:4540485-4539362	IR	2	2	-	ENST00000254718	83.33	1.10636e-02	1.10636e-02	12.5|0	95.8333333333333|83.3333333333333	17_4540485_4539362_R_ENST00000254718_1
1:154552382-154552464	UBE2Q1	1:154552821-154552092	IR	2	2	-	ENST00000497453	83.32	1.40401e-02	1.40401e-02	12.5|3.2258064516129	89.0243902439024|93.3333333333333	1_154552821_154552092_R_ENST00000497453_1
1:156596081-156596131	GPATCH4	1:156598320-156596080	IR	2	2	NMD	ENST00000474904	83.26	1.95736e-03	1.95736e-03	15|10.2564102564103	93.2203389830508|98.5507246376812	1_156598320_156596080_R_ENST00000474904_1
1:156598967-156599408	GPATCH4	1:156601471-156598420	IR	2	2	-	ENST00000525375	82.92	4.25791e-03	4.25791e-03	0|4.34782608695652	81.8181818181818|88.3720930232558	1_156601471_156598420_R_ENST00000525375_1
16:3020390-3021319	TNFRSF12A	16:3020492-3021214	IR	2	2	-	ENST00000571351	82.66	2.00981e-02	2.00981e-02	12.4378109452736|11.8343195266272	97.5903614457831|92	16_3020492_3021214_R_ENST00000571351_1
1:185296388-185298288	IVNS1ABP	1:185299884-185296387	IR	2	2	-	ENST00000367498	82.58	2.20039e-02	2.20039e-02	0|18.1818181818182	100|83.3333333333333	1_185299884_185296387_R_ENST00000367498_1
11:65892220-65893296	FOSL1	11:65894122-65893003	IR	2	2	-	ENST00000312562	82.50	2.10069e-02	2.10069e-02	10|12.3595505617978	97.7777777777778|89.5833333333333	11_65894122_65893003_R_ENST00000312562_1
11:62835779-62836036	WDR74	11:62839236-62835918	IR	2	2	-	ENST00000538277	82.49	2.58509e-03	2.58509e-03	12.5|18.1818181818182	100|95.6521739130435	11_62839236_62835918_R_ENST00000538277_1
12:46370799-46371379	SLC38A2	12:46371380-46370775	IR	2	2	-	ENST00000553252	82.47	3.63337e-03	3.63337e-03	18.1818181818182|11.1111111111111	94.238683127572|100	12_46371380_46370775_R_ENST00000553252_1
19:10559810-10559936	KRI1	19:10559831-10559358	IR	2	2	-	ENST00000432197	82.11	8.75973e-02	8.75973e-02	5.55555555555556|7.14285714285714	100|76.9230769230769	19_10559831_10559358_R_ENST00000432197_1
17:44212180-44212454	UBTF	17:44212940-44211872	IR (overlapping region)	2	2	-	ENST00000529042	81.99	1.01949e-01	1.01949e-01	0|0	95.2380952380952|68.75	17_44212940_44211872_R_ENST00000529042_1
1:156598967-156599408	GPATCH4	1:156599105-156598226	IR	2	2	-	ENST00000525375	81.90	3.69712e-02	3.69712e-02	0|0	77.1428571428572|86.6666666666667	1_156599105_156598226_R_ENST00000525375_1
22:30581334-30581408	PES1	22:30581409-30581011	IR	2	2	-	ENST00000406208	81.82	9.82751e-04	9.82751e-04	3.7037037037037|0	81.9444444444444|85.3932584269663	22_30581409_30581011_R_ENST00000406208_1
11:116785796-116785882	ZPR1	11:116785883-116785577	IR	2	2	NMD	ENST00000425791	81.82	1.39209e-01	1.39209e-01	0|0	100|63.6363636363636	11_116785883_116785577_R_ENST00000425791_1
1:37686273-37686452	C1orf109	1:37689887-37686301	IR	2	2	-	ENST00000461359	81.81	8.98484e-03	8.98484e-03	11.1111111111111|20	100|94.7368421052632	1_37689887_37686301_R_ENST00000461359_1
20:59038134-59038634	PRELID3B	20:59042733-59038465	IR	2	2	-	ENST00000466051	81.74	3.97165e-03	3.97165e-03	14.8148148148148|9.67741935483871	97.4522292993631|90.5263157894737	20_59042733_59038465_R_ENST00000466051_1
1:185300246-185300558	IVNS1ABP	1:185301197-185300436	IR	2	2	-	ENST00000491112	81.71	2.88374e-02	2.88374e-02	9.52380952380952|6.66666666666667	95|84.6153846153846	1_185301197_185300436_R_ENST00000491112_1
1:156596294-156596478	GPATCH4	1:156598320-156596386	IR	2	2	-	ENST00000498756	81.70	1.15418e-02	1.15418e-02	19.047619047619|10.2564102564103	94.1176470588235|98.5915492957747	1_156598320_156596386_R_ENST00000498756_1
17:7246829-7246862	AC003688.1	17:7247183-7246828	IR (overlapping region)	2	2	NMD	ENST00000577138	81.61	1.16491e-02	1.16491e-02	15|5.40540540540541	89.1891891891892|94.4444444444444	17_7247183_7246828_R_ENST00000577138_1
16:3020390-3021319	TNFRSF12A	16:3020492-3021188	IR	2	2	-	ENST00000571351	81.60	1.86142e-02	1.86142e-02	13.7254901960784|12.6099706744868	97.7011494252874|91.8367346938776	16_3020492_3021188_R_ENST00000571351_1
12:52053418-52057259	NR4A1	12:52056160-52056493	IR	2	2	-	ENST00000550557	81.59	4.07016e-02	4.07016e-02	21.875|10.8108108108108	97.3105134474328|98.5611510791367	12_52056160_52056493_R_ENST00000550557_1
1:150266645-150266656	APH1A	1:150267255-150266348	IR	2	2	-	ENST00000236017	81.54	4.85968e-02	4.85968e-02	23.0769230769231|0	87.3239436619718|98.8372093023256	1_150267255_150266348_R_ENST00000236017_1
16:3020390-3021319	TNFRSF12A	16:3020492-3021159	IR	2	2	-	ENST00000571351	81.53	2.28973e-02	2.28973e-02	13.5135135135135|13.1195335276968	97.8494623655914|91.8367346938776	16_3020492_3021159_R_ENST00000571351_1
17:28746743-28747264	TRAF4	17:28747120-28747212	IR (overlapping region)	2	2	-	ENST00000584944	81.52	2.81126e-03	2.81126e-03	19.1780821917808|13.3333333333333	95.5555555555556|100	17_28747120_28747212_R_ENST00000584944_1
1:156596294-156596478	GPATCH4	1:156598122-156596386	IR	2	2	-	ENST00000498756	81.50	7.33882e-02	7.33882e-02	27.2727272727273|7.69230769230769	97.9591836734694|100	1_156598122_156596386_R_ENST00000498756_1
11:126205719-126205781	RPUSD4	11:126205782-126205570	IR	2	2	-	ENST00000530036	81.32	1.32862e-02	1.32862e-02	6.25|20	100|88.8888888888889	11_126205782_126205570_R_ENST00000530036_1
17:28747843-28748153	TRAF4	17:28747948-28748016	IR	2	2	-	ENST00000578917	81.24	1.23137e-03	1.23137e-03	18.6046511627907|18.9189189189189	100|100	17_28747948_28748016_R_ENST00000578917_1
17:7246829-7246862	AC003688.1	17:7247183-7246790	IR (overlapping region)	2	2	NMD	ENST00000577138	81.23	1.69442e-02	1.69442e-02	15|0	83.3333333333333|94.1176470588235	17_7247183_7246790_R_ENST00000577138_1
19:48445992-48446502	GRWD1	19:48446193-48446384	IR	2	2	-	ENST00000599949	81.18	2.69123e-02	2.69123e-02	0|20	82.3529411764706|100	19_48446193_48446384_R_ENST00000599949_1
